county,candidate,precinct,office,district,party,votes
Lake,Tim White,PAISLEY P-3,U.S. House,2,DEM,1
Lake,Tim White,CROOKED CREEK P-4,U.S. House,2,DEM,0
Lake,Tim White,NORTH WARNER P-5,U.S. House,2,DEM,0
Lake,Tim White,SOUTH WARNER P-6,U.S. House,2,DEM,0
Lake,Tim White,NORTH LAKEVIEW P-7,U.S. House,2,DEM,0
Lake,Tim White,SOUTH LAKEVIEW P-8,U.S. House,2,DEM,3
Lake,Tim White,FREMONT P-9,U.S. House,2,DEM,0
Lake,Tim White,GOOSE LAKE P-10,U.S. House,2,DEM,1
Lake,Tim White,COGSWELL CREEK P-11,U.S. House,2,DEM,2
Lake,Tim White,THOM.CRK. WESTSIDE P-12,U.S. House,2,DEM,2
Lake,Tim White,CHRISTMAS VALLEY P-13,U.S. House,2,DEM,3
Lake,Tim White,FORT ROCK P-14,U.S. House,2,DEM,0
Lake,Tim White,WEST LAKEVIEW P-15,U.S. House,2,DEM,1
Lake,Tim White,NEW PINE CREEK P-16,U.S. House,2,DEM,1
Lake,Tim White,VALLEY FALLS PREC.  P-18,U.S. House,2,DEM,0
Lake,Tim White,NO. CENTRAL LKVW.  P-20,U.S. House,2,DEM,0
Lake,Tim White,SO. CENTRAL LKVW.   P-21,U.S. House,2,DEM,3
Lake,Tim White,TOTAL,U.S. House,2,DEM,18
Lake,Raz Mason,SILVER LAKE P-1,U.S. House,2,DEM,1
Lake,Raz Mason,SUMMER LAKE P-2,U.S. House,2,DEM,1
Lake,Raz Mason,PAISLEY P-3,U.S. House,2,DEM,0
Lake,Raz Mason,CROOKED CREEK P-4,U.S. House,2,DEM,0
Lake,Raz Mason,NORTH WARNER P-5,U.S. House,2,DEM,0
Lake,Raz Mason,SOUTH WARNER P-6,U.S. House,2,DEM,0
Lake,Raz Mason,NORTH LAKEVIEW P-7,U.S. House,2,DEM,0
Lake,Raz Mason,SOUTH LAKEVIEW P-8,U.S. House,2,DEM,0
Lake,Raz Mason,FREMONT P-9,U.S. House,2,DEM,3
Lake,Raz Mason,GOOSE LAKE P-10,U.S. House,2,DEM,0
Lake,Raz Mason,COGSWELL CREEK P-11,U.S. House,2,DEM,2
Lake,Raz Mason,THOM.CRK. WESTSIDE P-12,U.S. House,2,DEM,4
Lake,Raz Mason,CHRISTMAS VALLEY P-13,U.S. House,2,DEM,10
Lake,Raz Mason,FORT ROCK P-14,U.S. House,2,DEM,0
Lake,Raz Mason,WEST LAKEVIEW P-15,U.S. House,2,DEM,0
Lake,Raz Mason,NEW PINE CREEK P-16,U.S. House,2,DEM,0
Lake,Raz Mason,VALLEY FALLS PREC.  P-18,U.S. House,2,DEM,0
Lake,Raz Mason,NO. CENTRAL LKVW.  P-20,U.S. House,2,DEM,0
Lake,Raz Mason,SO. CENTRAL LKVW.   P-21,U.S. House,2,DEM,3
Lake,Raz Mason,TOTAL,U.S. House,2,DEM,24
Lake,Jamie McLeod-Skinner,SILVER LAKE P-1,U.S. House,2,DEM,3
Lake,Jamie McLeod-Skinner,SUMMER LAKE P-2,U.S. House,2,DEM,1
Lake,Jamie McLeod-Skinner,PAISLEY P-3,U.S. House,2,DEM,2
Lake,Jamie McLeod-Skinner,CROOKED CREEK P-4,U.S. House,2,DEM,3
Lake,Jamie McLeod-Skinner,NORTH WARNER P-5,U.S. House,2,DEM,0
Lake,Jamie McLeod-Skinner,SOUTH WARNER P-6,U.S. House,2,DEM,0
Lake,Jamie McLeod-Skinner,NORTH LAKEVIEW P-7,U.S. House,2,DEM,3
Lake,Jamie McLeod-Skinner,SOUTH LAKEVIEW P-8,U.S. House,2,DEM,5
Lake,Jamie McLeod-Skinner,FREMONT P-9,U.S. House,2,DEM,9
Lake,Jamie McLeod-Skinner,GOOSE LAKE P-10,U.S. House,2,DEM,3
Lake,Jamie McLeod-Skinner,COGSWELL CREEK P-11,U.S. House,2,DEM,2
Lake,Jamie McLeod-Skinner,THOM.CRK. WESTSIDE P-12,U.S. House,2,DEM,7
Lake,Jamie McLeod-Skinner,CHRISTMAS VALLEY P-13,U.S. House,2,DEM,16
Lake,Jamie McLeod-Skinner,FORT ROCK P-14,U.S. House,2,DEM,5
Lake,Jamie McLeod-Skinner,WEST LAKEVIEW P-15,U.S. House,2,DEM,3
Lake,Jamie McLeod-Skinner,NEW PINE CREEK P-16,U.S. House,2,DEM,0
Lake,Jamie McLeod-Skinner,VALLEY FALLS PREC.  P-18,U.S. House,2,DEM,0
Lake,Jamie McLeod-Skinner,NO. CENTRAL LKVW.  P-20,U.S. House,2,DEM,2
Lake,Jamie McLeod-Skinner,SO. CENTRAL LKVW.   P-21,U.S. House,2,DEM,1
Lake,Jamie McLeod-Skinner,TOTAL,U.S. House,2,DEM,65
Lake,James (Jin) Crary,SILVER LAKE P-1,U.S. House,2,DEM,1
Lake,James (Jin) Crary,SUMMER LAKE P-2,U.S. House,2,DEM,4
Lake,James (Jin) Crary,PAISLEY P-3,U.S. House,2,DEM,2
Lake,James (Jin) Crary,CROOKED CREEK P-4,U.S. House,2,DEM,2
Lake,James (Jin) Crary,NORTH WARNER P-5,U.S. House,2,DEM,1
Lake,James (Jin) Crary,SOUTH WARNER P-6,U.S. House,2,DEM,0
Lake,James (Jin) Crary,NORTH LAKEVIEW P-7,U.S. House,2,DEM,5
Lake,James (Jin) Crary,SOUTH LAKEVIEW P-8,U.S. House,2,DEM,7
Lake,James (Jin) Crary,FREMONT P-9,U.S. House,2,DEM,5
Lake,James (Jin) Crary,GOOSE LAKE P-10,U.S. House,2,DEM,1
Lake,James (Jin) Crary,COGSWELL CREEK P-11,U.S. House,2,DEM,4
Lake,James (Jin) Crary,THOM.CRK. WESTSIDE P-12,U.S. House,2,DEM,11
Lake,James (Jin) Crary,CHRISTMAS VALLEY P-13,U.S. House,2,DEM,9
Lake,James (Jin) Crary,FORT ROCK P-14,U.S. House,2,DEM,2
Lake,James (Jin) Crary,WEST LAKEVIEW P-15,U.S. House,2,DEM,2
Lake,James (Jin) Crary,NEW PINE CREEK P-16,U.S. House,2,DEM,2
Lake,James (Jin) Crary,VALLEY FALLS PREC.  P-18,U.S. House,2,DEM,0
Lake,James (Jin) Crary,NO. CENTRAL LKVW.  P-20,U.S. House,2,DEM,8
Lake,James (Jin) Crary,SO. CENTRAL LKVW.   P-21,U.S. House,2,DEM,9
Lake,James (Jin) Crary,TOTAL,U.S. House,2,DEM,75
Lake,Jennifer Neahring,SILVER LAKE P-1,U.S. House,2,DEM,3
Lake,Jennifer Neahring,SUMMER LAKE P-2,U.S. House,2,DEM,1
Lake,Jennifer Neahring,PAISLEY P-3,U.S. House,2,DEM,1
Lake,Jennifer Neahring,CROOKED CREEK P-4,U.S. House,2,DEM,10
Lake,Jennifer Neahring,NORTH WARNER P-5,U.S. House,2,DEM,0
Lake,Jennifer Neahring,SOUTH WARNER P-6,U.S. House,2,DEM,0
Lake,Jennifer Neahring,NORTH LAKEVIEW P-7,U.S. House,2,DEM,5
Lake,Jennifer Neahring,SOUTH LAKEVIEW P-8,U.S. House,2,DEM,6
Lake,Jennifer Neahring,FREMONT P-9,U.S. House,2,DEM,5
Lake,Jennifer Neahring,GOOSE LAKE P-10,U.S. House,2,DEM,1
Lake,Jennifer Neahring,COGSWELL CREEK P-11,U.S. House,2,DEM,12
Lake,Jennifer Neahring,THOM.CRK. WESTSIDE P-12,U.S. House,2,DEM,7
Lake,Jennifer Neahring,CHRISTMAS VALLEY P-13,U.S. House,2,DEM,12
Lake,Jennifer Neahring,FORT ROCK P-14,U.S. House,2,DEM,1
Lake,Jennifer Neahring,WEST LAKEVIEW P-15,U.S. House,2,DEM,1
Lake,Jennifer Neahring,NEW PINE CREEK P-16,U.S. House,2,DEM,4
Lake,Jennifer Neahring,VALLEY FALLS PREC.  P-18,U.S. House,2,DEM,0
Lake,Jennifer Neahring,NO. CENTRAL LKVW.  P-20,U.S. House,2,DEM,5
Lake,Jennifer Neahring,SO. CENTRAL LKVW.   P-21,U.S. House,2,DEM,3
Lake,Jennifer Neahring,TOTAL,U.S. House,2,DEM,77
Lake,Write-In,SILVER LAKE P-1,U.S. House,2,DEM,0
Lake,Write-In,SUMMER LAKE P-2,U.S. House,2,DEM,0
Lake,Write-In,PAISLEY P-3,U.S. House,2,DEM,0
Lake,Write-In,CROOKED CREEK P-4,U.S. House,2,DEM,0
Lake,Write-In,NORTH WARNER P-5,U.S. House,2,DEM,0
Lake,Write-In,SOUTH WARNER P-6,U.S. House,2,DEM,0
Lake,Write-In,NORTH LAKEVIEW P-7,U.S. House,2,DEM,1
Lake,Write-In,SOUTH LAKEVIEW P-8,U.S. House,2,DEM,1
Lake,Write-In,FREMONT P-9,U.S. House,2,DEM,1
Lake,Write-In,GOOSE LAKE P-10,U.S. House,2,DEM,1
Lake,Write-In,COGSWELL CREEK P-11,U.S. House,2,DEM,1
Lake,Write-In,THOM.CRK. WESTSIDE P-12,U.S. House,2,DEM,1
Lake,Write-In,CHRISTMAS VALLEY P-13,U.S. House,2,DEM,1
Lake,Write-In,FORT ROCK P-14,U.S. House,2,DEM,0
Lake,Write-In,WEST LAKEVIEW P-15,U.S. House,2,DEM,3
Lake,Write-In,NEW PINE CREEK P-16,U.S. House,2,DEM,0
Lake,Write-In,VALLEY FALLS PREC.  P-18,U.S. House,2,DEM,0
Lake,Write-In,NO. CENTRAL LKVW.  P-20,U.S. House,2,DEM,1
Lake,Write-In,SO. CENTRAL LKVW.   P-21,U.S. House,2,DEM,0
Lake,Write-In,TOTAL,U.S. House,2,DEM,11
Lake,Over Votes,SILVER LAKE P-1,U.S. House,2,DEM,0
Lake,Over Votes,SUMMER LAKE P-2,U.S. House,2,DEM,0
Lake,Over Votes,PAISLEY P-3,U.S. House,2,DEM,0
Lake,Over Votes,CROOKED CREEK P-4,U.S. House,2,DEM,0
Lake,Over Votes,NORTH WARNER P-5,U.S. House,2,DEM,0
Lake,Over Votes,SOUTH WARNER P-6,U.S. House,2,DEM,0
Lake,Over Votes,NORTH LAKEVIEW P-7,U.S. House,2,DEM,0
Lake,Over Votes,SOUTH LAKEVIEW P-8,U.S. House,2,DEM,0
Lake,Over Votes,FREMONT P-9,U.S. House,2,DEM,1
Lake,Over Votes,GOOSE LAKE P-10,U.S. House,2,DEM,0
Lake,Over Votes,COGSWELL CREEK P-11,U.S. House,2,DEM,0
Lake,Over Votes,THOM.CRK. WESTSIDE P-12,U.S. House,2,DEM,0
Lake,Over Votes,CHRISTMAS VALLEY P-13,U.S. House,2,DEM,0
Lake,Over Votes,FORT ROCK P-14,U.S. House,2,DEM,0
Lake,Over Votes,WEST LAKEVIEW P-15,U.S. House,2,DEM,0
Lake,Over Votes,NEW PINE CREEK P-16,U.S. House,2,DEM,0
Lake,Over Votes,VALLEY FALLS PREC.  P-18,U.S. House,2,DEM,0
Lake,Over Votes,NO. CENTRAL LKVW.  P-20,U.S. House,2,DEM,0
Lake,Over Votes,SO. CENTRAL LKVW.   P-21,U.S. House,2,DEM,0
Lake,Over Votes,TOTAL,U.S. House,2,DEM,1
Lake,Under Votes,SILVER LAKE P-1,U.S. House,2,DEM,1
Lake,Under Votes,SUMMER LAKE P-2,U.S. House,2,DEM,3
Lake,Under Votes,PAISLEY P-3,U.S. House,2,DEM,8
Lake,Under Votes,CROOKED CREEK P-4,U.S. House,2,DEM,4
Lake,Under Votes,NORTH WARNER P-5,U.S. House,2,DEM,0
Lake,Under Votes,SOUTH WARNER P-6,U.S. House,2,DEM,0
Lake,Under Votes,NORTH LAKEVIEW P-7,U.S. House,2,DEM,3
Lake,Under Votes,SOUTH LAKEVIEW P-8,U.S. House,2,DEM,7
Lake,Under Votes,FREMONT P-9,U.S. House,2,DEM,2
Lake,Under Votes,GOOSE LAKE P-10,U.S. House,2,DEM,2
Lake,Under Votes,COGSWELL CREEK P-11,U.S. House,2,DEM,9
Lake,Under Votes,THOM.CRK. WESTSIDE P-12,U.S. House,2,DEM,11
Lake,Under Votes,CHRISTMAS VALLEY P-13,U.S. House,2,DEM,15
Lake,Under Votes,FORT ROCK P-14,U.S. House,2,DEM,5
Lake,Under Votes,WEST LAKEVIEW P-15,U.S. House,2,DEM,1
Lake,Under Votes,NEW PINE CREEK P-16,U.S. House,2,DEM,2
Lake,Under Votes,VALLEY FALLS PREC.  P-18,U.S. House,2,DEM,2
Lake,Under Votes,NO. CENTRAL LKVW.  P-20,U.S. House,2,DEM,4
Lake,Under Votes,SO. CENTRAL LKVW.   P-21,U.S. House,2,DEM,7
Lake,Under Votes,TOTAL,U.S. House,2,DEM,86
Lake,Ed Jones,SILVER LAKE P-1,Governor,,DEM,1
Lake,Ed Jones,SUMMER LAKE P-2,Governor,,DEM,4
Lake,Ed Jones,PAISLEY P-3,Governor,,DEM,8
Lake,Ed Jones,CROOKED CREEK P-4,Governor,,DEM,3
Lake,Ed Jones,NORTH WARNER P-5,Governor,,DEM,0
Lake,Ed Jones,SOUTH WARNER P-6,Governor,,DEM,0
Lake,Ed Jones,NORTH LAKEVIEW P-7,Governor,,DEM,6
Lake,Ed Jones,SOUTH LAKEVIEW P-8,Governor,,DEM,5
Lake,Ed Jones,FREMONT P-9,Governor,,DEM,7
Lake,Ed Jones,GOOSE LAKE P-10,Governor,,DEM,2
Lake,Ed Jones,COGSWELL CREEK P-11,Governor,,DEM,9
Lake,Ed Jones,THOM.CRK. WESTSIDE P-12,Governor,,DEM,13
Lake,Ed Jones,CHRISTMAS VALLEY P-13,Governor,,DEM,18
Lake,Ed Jones,FORT ROCK P-14,Governor,,DEM,1
Lake,Ed Jones,WEST LAKEVIEW P-15,Governor,,DEM,6
Lake,Ed Jones,NEW PINE CREEK P-16,Governor,,DEM,5
Lake,Ed Jones,VALLEY FALLS PREC.  P-18,Governor,,DEM,2
Lake,Ed Jones,NO. CENTRAL LKVW.  P-20,Governor,,DEM,8
Lake,Ed Jones,SO. CENTRAL LKVW.   P-21,Governor,,DEM,7
Lake,Ed Jones,TOTAL,Governor,,DEM,105
Lake,Kate Brown,SILVER LAKE P-1,Governor,,DEM,5
Lake,Kate Brown,SUMMER LAKE P-2,Governor,,DEM,7
Lake,Kate Brown,PAISLEY P-3,Governor,,DEM,4
Lake,Kate Brown,CROOKED CREEK P-4,Governor,,DEM,12
Lake,Kate Brown,NORTH WARNER P-5,Governor,,DEM,0
Lake,Kate Brown,SOUTH WARNER P-6,Governor,,DEM,0
Lake,Kate Brown,NORTH LAKEVIEW P-7,Governor,,DEM,9
Lake,Kate Brown,SOUTH LAKEVIEW P-8,Governor,,DEM,14
Lake,Kate Brown,FREMONT P-9,Governor,,DEM,15
Lake,Kate Brown,GOOSE LAKE P-10,Governor,,DEM,4
Lake,Kate Brown,COGSWELL CREEK P-11,Governor,,DEM,19
Lake,Kate Brown,THOM.CRK. WESTSIDE P-12,Governor,,DEM,24
Lake,Kate Brown,CHRISTMAS VALLEY P-13,Governor,,DEM,36
Lake,Kate Brown,FORT ROCK P-14,Governor,,DEM,11
Lake,Kate Brown,WEST LAKEVIEW P-15,Governor,,DEM,4
Lake,Kate Brown,NEW PINE CREEK P-16,Governor,,DEM,3
Lake,Kate Brown,VALLEY FALLS PREC.  P-18,Governor,,DEM,0
Lake,Kate Brown,NO. CENTRAL LKVW.  P-20,Governor,,DEM,6
Lake,Kate Brown,SO. CENTRAL LKVW.   P-21,Governor,,DEM,14
Lake,Kate Brown,TOTAL,Governor,,DEM,187
Lake,Candace Neville,SILVER LAKE P-1,Governor,,DEM,6
Lake,Candace Neville,SUMMER LAKE P-2,Governor,,DEM,0
Lake,Candace Neville,PAISLEY P-3,Governor,,DEM,2
Lake,Candace Neville,CROOKED CREEK P-4,Governor,,DEM,1
Lake,Candace Neville,NORTH WARNER P-5,Governor,,DEM,1
Lake,Candace Neville,SOUTH WARNER P-6,Governor,,DEM,0
Lake,Candace Neville,NORTH LAKEVIEW P-7,Governor,,DEM,1
Lake,Candace Neville,SOUTH LAKEVIEW P-8,Governor,,DEM,4
Lake,Candace Neville,FREMONT P-9,Governor,,DEM,5
Lake,Candace Neville,GOOSE LAKE P-10,Governor,,DEM,0
Lake,Candace Neville,COGSWELL CREEK P-11,Governor,,DEM,1
Lake,Candace Neville,THOM.CRK. WESTSIDE P-12,Governor,,DEM,3
Lake,Candace Neville,CHRISTMAS VALLEY P-13,Governor,,DEM,10
Lake,Candace Neville,FORT ROCK P-14,Governor,,DEM,1
Lake,Candace Neville,WEST LAKEVIEW P-15,Governor,,DEM,2
Lake,Candace Neville,NEW PINE CREEK P-16,Governor,,DEM,2
Lake,Candace Neville,VALLEY FALLS PREC.  P-18,Governor,,DEM,0
Lake,Candace Neville,NO. CENTRAL LKVW.  P-20,Governor,,DEM,4
Lake,Candace Neville,SO. CENTRAL LKVW.   P-21,Governor,,DEM,4
Lake,Candace Neville,TOTAL,Governor,,DEM,47
Lake,Write-In,SILVER LAKE P-1,Governor,,DEM,1
Lake,Write-In,SUMMER LAKE P-2,Governor,,DEM,0
Lake,Write-In,PAISLEY P-3,Governor,,DEM,1
Lake,Write-In,CROOKED CREEK P-4,Governor,,DEM,2
Lake,Write-In,NORTH WARNER P-5,Governor,,DEM,0
Lake,Write-In,SOUTH WARNER P-6,Governor,,DEM,0
Lake,Write-In,NORTH LAKEVIEW P-7,Governor,,DEM,1
Lake,Write-In,SOUTH LAKEVIEW P-8,Governor,,DEM,3
Lake,Write-In,FREMONT P-9,Governor,,DEM,2
Lake,Write-In,GOOSE LAKE P-10,Governor,,DEM,1
Lake,Write-In,COGSWELL CREEK P-11,Governor,,DEM,2
Lake,Write-In,THOM.CRK. WESTSIDE P-12,Governor,,DEM,3
Lake,Write-In,CHRISTMAS VALLEY P-13,Governor,,DEM,5
Lake,Write-In,FORT ROCK P-14,Governor,,DEM,0
Lake,Write-In,WEST LAKEVIEW P-15,Governor,,DEM,3
Lake,Write-In,NEW PINE CREEK P-16,Governor,,DEM,0
Lake,Write-In,VALLEY FALLS PREC.  P-18,Governor,,DEM,0
Lake,Write-In,NO. CENTRAL LKVW.  P-20,Governor,,DEM,1
Lake,Write-In,SO. CENTRAL LKVW.   P-21,Governor,,DEM,2
Lake,Write-In,TOTAL,Governor,,DEM,27
Lake,Over Votes,SILVER LAKE P-1,Governor,,DEM,0
Lake,Over Votes,SUMMER LAKE P-2,Governor,,DEM,0
Lake,Over Votes,PAISLEY P-3,Governor,,DEM,0
Lake,Over Votes,CROOKED CREEK P-4,Governor,,DEM,0
Lake,Over Votes,NORTH WARNER P-5,Governor,,DEM,0
Lake,Over Votes,SOUTH WARNER P-6,Governor,,DEM,0
Lake,Over Votes,NORTH LAKEVIEW P-7,Governor,,DEM,0
Lake,Over Votes,SOUTH LAKEVIEW P-8,Governor,,DEM,0
Lake,Over Votes,FREMONT P-9,Governor,,DEM,0
Lake,Over Votes,GOOSE LAKE P-10,Governor,,DEM,0
Lake,Over Votes,COGSWELL CREEK P-11,Governor,,DEM,0
Lake,Over Votes,THOM.CRK. WESTSIDE P-12,Governor,,DEM,0
Lake,Over Votes,CHRISTMAS VALLEY P-13,Governor,,DEM,0
Lake,Over Votes,FORT ROCK P-14,Governor,,DEM,0
Lake,Over Votes,WEST LAKEVIEW P-15,Governor,,DEM,0
Lake,Over Votes,NEW PINE CREEK P-16,Governor,,DEM,0
Lake,Over Votes,VALLEY FALLS PREC.  P-18,Governor,,DEM,0
Lake,Over Votes,NO. CENTRAL LKVW.  P-20,Governor,,DEM,0
Lake,Over Votes,SO. CENTRAL LKVW.   P-21,Governor,,DEM,0
Lake,Over Votes,TOTAL,Governor,,DEM,0
Lake,Under Votes,SILVER LAKE P-1,Governor,,DEM,0
Lake,Under Votes,SUMMER LAKE P-2,Governor,,DEM,1
Lake,Under Votes,PAISLEY P-3,Governor,,DEM,3
Lake,Under Votes,CROOKED CREEK P-4,Governor,,DEM,1
Lake,Under Votes,NORTH WARNER P-5,Governor,,DEM,0
Lake,Under Votes,SOUTH WARNER P-6,Governor,,DEM,0
Lake,Under Votes,NORTH LAKEVIEW P-7,Governor,,DEM,2
Lake,Under Votes,SOUTH LAKEVIEW P-8,Governor,,DEM,3
Lake,Under Votes,FREMONT P-9,Governor,,DEM,0
Lake,Under Votes,GOOSE LAKE P-10,Governor,,DEM,3
Lake,Under Votes,COGSWELL CREEK P-11,Governor,,DEM,4
Lake,Under Votes,THOM.CRK. WESTSIDE P-12,Governor,,DEM,5
Lake,Under Votes,CHRISTMAS VALLEY P-13,Governor,,DEM,3
Lake,Under Votes,FORT ROCK P-14,Governor,,DEM,1
Lake,Under Votes,WEST LAKEVIEW P-15,Governor,,DEM,1
Lake,Under Votes,NEW PINE CREEK P-16,Governor,,DEM,1
Lake,Under Votes,VALLEY FALLS PREC.  P-18,Governor,,DEM,0
Lake,Under Votes,NO. CENTRAL LKVW.  P-20,Governor,,DEM,3
Lake,Under Votes,SO. CENTRAL LKVW.   P-21,Governor,,DEM,4
Lake,Under Votes,TOTAL,Governor,,DEM,35
Lake,Solea Kabakov,CROOKED CREEK P-4,State House,30,DEM,3
Lake,Solea Kabakov,NORTH WARNER P-5,State House,30,DEM,1
Lake,Solea Kabakov,SOUTH WARNER P-6,State House,30,DEM,0
Lake,Solea Kabakov,COGSWELL CREEK P-11,State House,30,DEM,3
Lake,Solea Kabakov,NEW PINE CREEK P-16,State House,30,DEM,6
Lake,Solea Kabakov,VALLEY FALLS PREC.  P-18,State House,30,DEM,0
Lake,Solea Kabakov,TOTAL,State House,30,DEM,13
Lake,Write-In,CROOKED CREEK P-4,State House,30,DEM,1
Lake,Write-In,NORTH WARNER P-5,State House,30,DEM,0
Lake,Write-In,SOUTH WARNER P-6,State House,30,DEM,0
Lake,Write-In,COGSWELL CREEK P-11,State House,30,DEM,0
Lake,Write-In,NEW PINE CREEK P-16,State House,30,DEM,0
Lake,Write-In,VALLEY FALLS PREC.  P-18,State House,30,DEM,0
Lake,Write-In,TOTAL,State House,30,DEM,1
Lake,Over Votes,CROOKED CREEK P-4,State House,30,DEM,0
Lake,Over Votes,NORTH WARNER P-5,State House,30,DEM,0
Lake,Over Votes,SOUTH WARNER P-6,State House,30,DEM,0
Lake,Over Votes,COGSWELL CREEK P-11,State House,30,DEM,0
Lake,Over Votes,NEW PINE CREEK P-16,State House,30,DEM,0
Lake,Over Votes,VALLEY FALLS PREC.  P-18,State House,30,DEM,0
Lake,Over Votes,TOTAL,State House,30,DEM,0
Lake,Under Votes,CROOKED CREEK P-4,State House,30,DEM,6
Lake,Under Votes,NORTH WARNER P-5,State House,30,DEM,0
Lake,Under Votes,SOUTH WARNER P-6,State House,30,DEM,0
Lake,Under Votes,COGSWELL CREEK P-11,State House,30,DEM,3
Lake,Under Votes,NEW PINE CREEK P-16,State House,30,DEM,5
Lake,Under Votes,VALLEY FALLS PREC.  P-18,State House,30,DEM,2
Lake,Under Votes,TOTAL,State House,30,DEM,16
Lake,Karen Rippberger,SILVER LAKE P-1,State House,55,DEM,8
Lake,Karen Rippberger,SUMMER LAKE P-2,State House,55,DEM,4
Lake,Karen Rippberger,PAISLEY P-3,State House,55,DEM,9
Lake,Karen Rippberger,CROOKED CREEK P-4,State House,55,DEM,0
Lake,Karen Rippberger,CHRISTMAS VALLEY P-13,State House,55,DEM,42
Lake,Karen Rippberger,FORT ROCK P-14,State House,55,DEM,5
Lake,Karen Rippberger,VALLEY FALLS PREC.  P-18,State House,55,DEM,0
Lake,Karen Rippberger,TOTAL,State House,55,DEM,68
Lake,Write-In,SILVER LAKE P-1,State House,55,DEM,0
Lake,Write-In,SUMMER LAKE P-2,State House,55,DEM,0
Lake,Write-In,PAISLEY P-3,State House,55,DEM,1
Lake,Write-In,CROOKED CREEK P-4,State House,55,DEM,0
Lake,Write-In,CHRISTMAS VALLEY P-13,State House,55,DEM,2
Lake,Write-In,FORT ROCK P-14,State House,55,DEM,0
Lake,Write-In,VALLEY FALLS PREC.  P-18,State House,55,DEM,0
Lake,Write-In,TOTAL,State House,55,DEM,3
Lake,Over Votes,SILVER LAKE P-1,State House,55,DEM,0
Lake,Over Votes,SUMMER LAKE P-2,State House,55,DEM,0
Lake,Over Votes,PAISLEY P-3,State House,55,DEM,0
Lake,Over Votes,CROOKED CREEK P-4,State House,55,DEM,0
Lake,Over Votes,CHRISTMAS VALLEY P-13,State House,55,DEM,0
Lake,Over Votes,FORT ROCK P-14,State House,55,DEM,0
