precinct,office,district,party,candidate,votes
Precinct 002,"Judge of the Court of Appeals, Position 6",,REP,Write-in,10
Precinct 002,"Judge of the Court of Appeals, Position 9",,REP,Erika Hadlock,734
Precinct 002,"Judge of the Court of Appeals, Position 9",,REP,Write-in,11
Precinct 002,"Judge of the Circuit Court, 25th District, Position 2",,REP,Mark Pihl,160
Precinct 002,"Judge of the Circuit Court, 25th District, Position 2",,REP,J Mark Lawrence,157
Precinct 002,"Judge of the Circuit Court, 25th District, Position 2",,REP,Lisl Miller,362
Precinct 002,"Judge of the Circuit Court, 25th District, Position 2",,REP,Jennifer Chapman,261
Precinct 002,"Judge of the Circuit Court, 25th District, Position 2",,REP,Carol J Fredrick,93
Precinct 002,"Judge of the Circuit Court, 25th District, Position 2",,REP,Write-in,4
Precinct 003,U.S. House,1,DEM,Ricky Barajas,31
Precinct 003,U.S. House,1,DEM,Suzanne Bonamici,428
Precinct 003,U.S. House,1,DEM,Michael E Stansfield,23
Precinct 003,U.S. House,1,DEM,Write-in,5
Precinct 003,U.S. House,1,IND,Write-in,12
Precinct 003,U.S. House,1,REP,John Verbeek,310
Precinct 003,U.S. House,1,REP,George Griffith,258
Precinct 003,U.S. House,1,REP,Preston L Miller,50
Precinct 003,U.S. House,1,REP,Write-in,4
Precinct 003,Governor,,DEM,Ed Jones,54
Precinct 003,Governor,,DEM,Kate Brown,372
Precinct 003,Governor,,DEM,Candace Neville,58
Precinct 003,Governor,,DEM,Write-in,14
Precinct 003,Governor,,IND,Dan Mr P Pistoresi,4
Precinct 003,Governor,,IND,Skye J Allen,0
Precinct 003,Governor,,IND,Patrick Starnes,14
Precinct 003,Governor,,IND,Write-in,29
Precinct 003,Governor,,REP,Knute Buehler,315
Precinct 003,Governor,,REP,Keenan W Bohach,0
Precinct 003,Governor,,REP,Greg C Wooldridge,207
Precinct 003,Governor,,REP,Jon I Edwards lll,1
Precinct 003,Governor,,REP,David W Stauffer,16
Precinct 003,Governor,,REP,Jeff Smith,12
Precinct 003,Governor,,REP,Jack W Tacy,0
Precinct 003,Governor,,REP,Brett Hyland,1
Precinct 003,Governor,,REP,Bruce Cuff,14
Precinct 003,Governor,,REP,Sam Carpenter,198
Precinct 003,Governor,,REP,Write-in,4
Precinct 003,State Senate,13,DEM,Paul Diller,234
Precinct 003,State Senate,13,DEM,Sarah Grider,208
Precinct 003,State Senate,13,DEM,Write-in,5
Precinct 003,State Senate,13,IND,Write-in,12
Precinct 003,State Senate,13,REP,Kim Thatcher,637
Precinct 003,State Senate,13,REP,Write-in,2
Precinct 003,State House,25,DEM,Dave McCall,341
Precinct 003,State House,25,DEM,Write-in,10
Precinct 003,State House,25,IND,Write-in,11
Precinct 003,State House,25,REP,Bill Post,629
Precinct 003,State House,25,REP,Write-in,3
Precinct 003,Commissioner of the Bureau of Labor and Industries,,,Lou Ogden,674
Precinct 003,Commissioner of the Bureau of Labor and Industries,,,Val Hoyle,530
Precinct 003,Commissioner of the Bureau of Labor and Industries,,,Jack Howard,140
Precinct 003,Commissioner of the Bureau of Labor and Industries,,,Write-in,1
Precinct 003,"Judge of the Supreme Court, Position 3",,REP,Van Pounds,431
Precinct 003,"Judge of the Supreme Court, Position 3",,REP,Meagan A Flynn,822
Precinct 003,"Judge of the Supreme Court, Position 3",,REP,Write-in,2
Precinct 003,"Judge of the Supreme Court, Position 2",,REP,Rebecca Duncan,991
Precinct 003,"Judge of the Supreme Court, Position 2",,REP,Write-in,10
Precinct 003,"Judge of the Court of Appeals, Position 10",,REP,Rex Armstrong,716
Precinct 003,"Judge of the Court of Appeals, Position 10",,REP,Kyle L Krohn,497
Precinct 003,"Judge of the Court of Appeals, Position 10",,REP,Write-in,2
Precinct 003,"Judge of the Court of Appeals, Position 6",,REP,James  Jim C Egan,974
Precinct 003,"Judge of the Court of Appeals, Position 6",,REP,Write-in,7
Precinct 003,"Judge of the Court of Appeals, Position 9",,REP,Erika Hadlock,890
Precinct 003,"Judge of the Court of Appeals, Position 9",,REP,Write-in,10
Precinct 003,"Judge of the Circuit Court, 25th District, Position 2",,REP,Mark Pihl,173
Precinct 003,"Judge of the Circuit Court, 25th District, Position 2",,REP,J Mark Lawrence,192
Precinct 003,"Judge of the Circuit Court, 25th District, Position 2",,REP,Lisl Miller,446
Precinct 003,"Judge of the Circuit Court, 25th District, Position 2",,REP,Jennifer Chapman,335
Precinct 003,"Judge of the Circuit Court, 25th District, Position 2",,REP,Carol J Fredrick,115
Precinct 003,"Judge of the Circuit Court, 25th District, Position 2",,REP,Write-in,1
Precinct 004,U.S. House,1,DEM,Ricky Barajas,17
Precinct 004,U.S. House,1,DEM,Suzanne Bonamici,420
Precinct 004,U.S. House,1,DEM,Michael E Stansfield,16
Precinct 004,U.S. House,1,DEM,Write-in,3
Precinct 004,U.S. House,1,IND,Write-in,12
Precinct 004,U.S. House,1,REP,John Verbeek,288
Precinct 004,U.S. House,1,REP,George Griffith,155
Precinct 004,U.S. House,1,REP,Preston L Miller,29
Precinct 004,U.S. House,1,REP,Write-in,6
Precinct 004,Governor,,DEM,Ed Jones,39
Precinct 004,Governor,,DEM,Kate Brown,374
Precinct 004,Governor,,DEM,Candace Neville,45
Precinct 004,Governor,,DEM,Write-in,12
Precinct 004,Governor,,IND,Dan Mr P Pistoresi,2
Precinct 004,Governor,,IND,Skye J Allen,1
Precinct 004,Governor,,IND,Patrick Starnes,13
Precinct 004,Governor,,IND,Write-in,22
Precinct 004,Governor,,REP,Knute Buehler,246
Precinct 004,Governor,,REP,Keenan W Bohach,4
Precinct 004,Governor,,REP,Greg C Wooldridge,170
Precinct 004,Governor,,REP,Jon I Edwards lll,0
Precinct 004,Governor,,REP,David W Stauffer,4
Precinct 004,Governor,,REP,Jeff Smith,11
Precinct 004,Governor,,REP,Jack W Tacy,0
Precinct 004,Governor,,REP,Brett Hyland,1
Precinct 004,Governor,,REP,Bruce Cuff,16
Precinct 004,Governor,,REP,Sam Carpenter,155
Precinct 004,Governor,,REP,Write-in,3
Precinct 004,State Senate,13,DEM,Paul Diller,197
Precinct 004,State Senate,13,DEM,Sarah Grider,217
Precinct 004,State Senate,13,DEM,Write-in,6
Precinct 004,State Senate,13,IND,Write-in,16
Precinct 004,State Senate,13,REP,Kim Thatcher,494
Precinct 004,State Senate,13,REP,Write-in,8
Precinct 004,State House,25,DEM,Dave McCall,292
Precinct 004,State House,25,DEM,Write-in,6
Precinct 004,State House,25,IND,Write-in,11
Precinct 004,State House,25,REP,Bill Post,489
Precinct 004,State House,25,REP,Write-in,7
Precinct 004,Commissioner of the Bureau of Labor and Industries,,,Lou Ogden,530
Precinct 004,Commissioner of the Bureau of Labor and Industries,,,Val Hoyle,466
Precinct 004,Commissioner of the Bureau of Labor and Industries,,,Jack Howard,127
Precinct 004,Commissioner of the Bureau of Labor and Industries,,,Write-in,6
Precinct 004,"Judge of the Supreme Court, Position 3",,REP,Van Pounds,318
Precinct 004,"Judge of the Supreme Court, Position 3",,REP,Meagan A Flynn,740
Precinct 004,"Judge of the Supreme Court, Position 3",,REP,Write-in,3
Precinct 004,"Judge of the Supreme Court, Position 2",,REP,Rebecca Duncan,803
Precinct 004,"Judge of the Supreme Court, Position 2",,REP,Write-in,8
Precinct 004,"Judge of the Court of Appeals, Position 10",,REP,Rex Armstrong,607
Precinct 004,"Judge of the Court of Appeals, Position 10",,REP,Kyle L Krohn,392
Precinct 004,"Judge of the Court of Appeals, Position 10",,REP,Write-in,3
Precinct 004,"Judge of the Court of Appeals, Position 6",,REP,James  Jim C Egan,781
Precinct 004,"Judge of the Court of Appeals, Position 6",,REP,Write-in,7
Precinct 004,"Judge of the Court of Appeals, Position 9",,REP,Erika Hadlock,729
Precinct 004,"Judge of the Court of Appeals, Position 9",,REP,Write-in,8
Precinct 004,"Judge of the Circuit Court, 25th District, Position 2",,REP,Mark Pihl,115
Precinct 004,"Judge of the Circuit Court, 25th District, Position 2",,REP,J Mark Lawrence,162
Precinct 004,"Judge of the Circuit Court, 25th District, Position 2",,REP,Lisl Miller,398
Precinct 004,"Judge of the Circuit Court, 25th District, Position 2",,REP,Jennifer Chapman,260
Precinct 004,"Judge of the Circuit Court, 25th District, Position 2",,REP,Carol J Fredrick,129
Precinct 004,"Judge of the Circuit Court, 25th District, Position 2",,REP,Write-in,3
Precinct 007,U.S. House,1,DEM,Ricky Barajas,9
Precinct 007,U.S. House,1,DEM,Suzanne Bonamici,227
Precinct 007,U.S. House,1,DEM,Michael E Stansfield,6
Precinct 007,U.S. House,1,DEM,Write-in,1
Precinct 007,U.S. House,1,IND,Write-in,10
Precinct 007,U.S. House,1,REP,John Verbeek,128
Precinct 007,U.S. House,1,REP,George Griffith,91
Precinct 007,U.S. House,1,REP,Preston L Miller,19
Precinct 007,U.S. House,1,REP,Write-in,4
Precinct 007,Governor,,DEM,Ed Jones,22
Precinct 007,Governor,,DEM,Kate Brown,204
Precinct 007,Governor,,DEM,Candace Neville,17
Precinct 007,Governor,,DEM,Write-in,13
Precinct 007,Governor,,IND,Dan Mr P Pistoresi,1
Precinct 007,Governor,,IND,Skye J Allen,3
Precinct 007,Governor,,IND,Patrick Starnes,6
Precinct 007,Governor,,IND,Write-in,12
Precinct 007,Governor,,REP,Knute Buehler,111
Precinct 007,Governor,,REP,Keenan W Bohach,0
Precinct 007,Governor,,REP,Greg C Wooldridge,98
Precinct 007,Governor,,REP,Jon I Edwards lll,1
Precinct 007,Governor,,REP,David W Stauffer,0
Precinct 007,Governor,,REP,Jeff Smith,3
Precinct 007,Governor,,REP,Jack W Tacy,0
Precinct 007,Governor,,REP,Brett Hyland,1
Precinct 007,Governor,,REP,Bruce Cuff,2
Precinct 007,Governor,,REP,Sam Carpenter,77
Precinct 007,Governor,,REP,Write-in,2
Precinct 007,State House,24,DEM,Write-in,23
Precinct 007,State House,24,IND,Write-in,8
Precinct 007,State House,24,REP,Ron Noble,218
Precinct 007,State House,24,REP,Write-in,5
Precinct 007,Commissioner of the Bureau of Labor and Industries,,,Lou Ogden,285
Precinct 007,Commissioner of the Bureau of Labor and Industries,,,Val Hoyle,255
Precinct 007,Commissioner of the Bureau of Labor and Industries,,,Jack Howard,59
Precinct 007,Commissioner of the Bureau of Labor and Industries,,,Write-in,1
Precinct 007,"Judge of the Supreme Court, Position 3",,REP,Van Pounds,170
Precinct 007,"Judge of the Supreme Court, Position 3",,REP,Meagan A Flynn,380
Precinct 007,"Judge of the Supreme Court, Position 3",,REP,Write-in,3
Precinct 007,"Judge of the Supreme Court, Position 2",,REP,Rebecca Duncan,390
Precinct 007,"Judge of the Supreme Court, Position 2",,REP,Write-in,10
Precinct 007,"Judge of the Court of Appeals, Position 10",,REP,Rex Armstrong,310
Precinct 007,"Judge of the Court of Appeals, Position 10",,REP,Kyle L Krohn,209
Precinct 007,"Judge of the Court of Appeals, Position 10",,REP,Write-in,2
Precinct 007,"Judge of the Court of Appeals, Position 6",,REP,James  Jim C Egan,379
Precinct 007,"Judge of the Court of Appeals, Position 6",,REP,Write-in,7
Precinct 007,"Judge of the Court of Appeals, Position 9",,REP,Erika Hadlock,349
Precinct 007,"Judge of the Court of Appeals, Position 9",,REP,Write-in,9
Precinct 007,"Judge of the Circuit Court, 25th District, Position 2",,REP,Mark Pihl,60
Precinct 007,"Judge of the Circuit Court, 25th District, Position 2",,REP,J Mark Lawrence,90
Precinct 007,"Judge of the Circuit Court, 25th District, Position 2",,REP,Lisl Miller,209
Precinct 007,"Judge of the Circuit Court, 25th District, Position 2",,REP,Jennifer Chapman,162
Precinct 007,"Judge of the Circuit Court, 25th District, Position 2",,REP,Carol J Fredrick,54
Precinct 007,"Judge of the Circuit Court, 25th District, Position 2",,REP,Write-in,0
Precinct 009,U.S. House,1,DEM,Ricky Barajas,19
Precinct 009,U.S. House,1,DEM,Suzanne Bonamici,427
Precinct 009,U.S. House,1,DEM,Michael E Stansfield,25
Precinct 009,U.S. House,1,DEM,Write-in,2
Precinct 009,U.S. House,1,IND,Write-in,14
Precinct 009,U.S. House,1,REP,John Verbeek,282
Precinct 009,U.S. House,1,REP,George Griffith,194
Precinct 009,U.S. House,1,REP,Preston L Miller,42
Precinct 009,U.S. House,1,REP,Write-in,1
Precinct 009,Governor,,DEM,Ed Jones,42
Precinct 009,Governor,,DEM,Kate Brown,394
Precinct 009,Governor,,DEM,Candace Neville,38
Precinct 009,Governor,,DEM,Write-in,11
Precinct 009,Governor,,IND,Dan Mr P Pistoresi,1
Precinct 009,Governor,,IND,Skye J Allen,2
Precinct 009,Governor,,IND,Patrick Starnes,9
Precinct 009,Governor,,IND,Write-in,18
Precinct 009,Governor,,REP,Knute Buehler,284
Precinct 009,Governor,,REP,Keenan W Bohach,1
Precinct 009,Governor,,REP,Greg C Wooldridge,161
Precinct 009,Governor,,REP,Jon I Edwards lll,0
Precinct 009,Governor,,REP,David W Stauffer,5
Precinct 009,Governor,,REP,Jeff Smith,4
Precinct 009,Governor,,REP,Jack W Tacy,0
Precinct 009,Governor,,REP,Brett Hyland,2
Precinct 009,Governor,,REP,Bruce Cuff,9
Precinct 009,Governor,,REP,Sam Carpenter,162
Precinct 009,Governor,,REP,Write-in,1
Precinct 009,State House,24,DEM,Write-in,48
Precinct 009,State House,24,IND,Write-in,10
Precinct 009,State House,24,REP,Ron Noble,442
Precinct 009,State House,24,REP,Write-in,4
Precinct 009,Commissioner of the Bureau of Labor and Industries,,,Lou Ogden,559
Precinct 009,Commissioner of the Bureau of Labor and Industries,,,Val Hoyle,479
Precinct 009,Commissioner of the Bureau of Labor and Industries,,,Jack Howard,111
Precinct 009,Commissioner of the Bureau of Labor and Industries,,,Write-in,2
Precinct 009,"Judge of the Supreme Court, Position 3",,REP,Van Pounds,321
Precinct 009,"Judge of the Supreme Court, Position 3",,REP,Meagan A Flynn,746
Precinct 009,"Judge of the Supreme Court, Position 3",,REP,Write-in,0
Precinct 009,"Judge of the Supreme Court, Position 2",,REP,Rebecca Duncan,759
Precinct 009,"Judge of the Supreme Court, Position 2",,REP,Write-in,10
Precinct 009,"Judge of the Court of Appeals, Position 10",,REP,Rex Armstrong,608
Precinct 009,"Judge of the Court of Appeals, Position 10",,REP,Kyle L Krohn,402
Precinct 009,"Judge of the Court of Appeals, Position 10",,REP,Write-in,1
Precinct 009,"Judge of the Court of Appeals, Position 6",,REP,James  Jim C Egan,728
Precinct 009,"Judge of the Court of Appeals, Position 6",,REP,Write-in,7
Precinct 009,"Judge of the Court of Appeals, Position 9",,REP,Erika Hadlock,690
Precinct 009,"Judge of the Court of Appeals, Position 9",,REP,Write-in,7
Precinct 009,"Judge of the Circuit Court, 25th District, Position 2",,REP,Mark Pihl,163
Precinct 009,"Judge of the Circuit Court, 25th District, Position 2",,REP,J Mark Lawrence,151
Precinct 009,"Judge of the Circuit Court, 25th District, Position 2",,REP,Lisl Miller,436
Precinct 009,"Judge of the Circuit Court, 25th District, Position 2",,REP,Jennifer Chapman,249
Precinct 009,"Judge of the Circuit Court, 25th District, Position 2",,REP,Carol J Fredrick,88
Precinct 009,"Judge of the Circuit Court, 25th District, Position 2",,REP,Write-in,0
Precinct 010,U.S. House,1,DEM,Ricky Barajas,32
Precinct 010,U.S. House,1,DEM,Suzanne Bonamici,266
Precinct 010,U.S. House,1,DEM,Michael E Stansfield,29
Precinct 010,U.S. House,1,DEM,Write-in,2
Precinct 010,U.S. House,1,IND,Write-in,6
Precinct 010,U.S. House,1,REP,John Verbeek,197
Precinct 010,U.S. House,1,REP,George Griffith,130
Precinct 010,U.S. House,1,REP,Preston L Miller,44
Precinct 010,U.S. House,1,REP,Write-in,4
Precinct 010,Governor,,DEM,Ed Jones,51
Precinct 010,Governor,,DEM,Kate Brown,237
Precinct 010,Governor,,DEM,Candace Neville,37
Precinct 010,Governor,,DEM,Write-in,15
Precinct 010,Governor,,IND,Dan Mr P Pistoresi,2
Precinct 010,Governor,,IND,Skye J Allen,1
Precinct 010,Governor,,IND,Patrick Starnes,3
Precinct 010,Governor,,IND,Write-in,6
Precinct 010,Governor,,REP,Knute Buehler,186
Precinct 010,Governor,,REP,Keenan W Bohach,1
Precinct 010,Governor,,REP,Greg C Wooldridge,83
Precinct 010,Governor,,REP,Jon I Edwards lll,0
Precinct 010,Governor,,REP,David W Stauffer,6
Precinct 010,Governor,,REP,Jeff Smith,10
Precinct 010,Governor,,REP,Jack W Tacy,1
Precinct 010,Governor,,REP,Brett Hyland,5
Precinct 010,Governor,,REP,Bruce Cuff,13
Precinct 010,Governor,,REP,Sam Carpenter,158
Precinct 010,Governor,,REP,Write-in,3
Precinct 010,State House,23,DEM,Danny Jaffer,226
Precinct 010,State House,23,DEM,Write-in,6
Precinct 010,State House,23,IND,Write-in,6
Precinct 010,State House,23,REP,Kris Morse Bledsoe,124
Precinct 010,State House,23,REP,Mike Nearman,315
Precinct 010,State House,23,REP,Write-in,2
Precinct 010,Commissioner of the Bureau of Labor and Industries,,,Lou Ogden,392
Precinct 010,Commissioner of the Bureau of Labor and Industries,,,Val Hoyle,297
Precinct 010,Commissioner of the Bureau of Labor and Industries,,,Jack Howard,139
Precinct 010,Commissioner of the Bureau of Labor and Industries,,,Write-in,2
Precinct 010,"Judge of the Supreme Court, Position 3",,REP,Van Pounds,296
Precinct 010,"Judge of the Supreme Court, Position 3",,REP,Meagan A Flynn,504
Precinct 010,"Judge of the Supreme Court, Position 3",,REP,Write-in,2
Precinct 010,"Judge of the Supreme Court, Position 2",,REP,Rebecca Duncan,595
Precinct 010,"Judge of the Supreme Court, Position 2",,REP,Write-in,14
Precinct 010,"Judge of the Court of Appeals, Position 10",,REP,Rex Armstrong,439
Precinct 010,"Judge of the Court of Appeals, Position 10",,REP,Kyle L Krohn,317
Precinct 010,"Judge of the Court of Appeals, Position 10",,REP,Write-in,3
Precinct 010,"Judge of the Court of Appeals, Position 6",,REP,James  Jim C Egan,577
Precinct 010,"Judge of the Court of Appeals, Position 6",,REP,Write-in,14
Precinct 010,"Judge of the Court of Appeals, Position 9",,REP,Erika Hadlock,559
Precinct 010,"Judge of the Court of Appeals, Position 9",,REP,Write-in,12
Precinct 010,"Judge of the Circuit Court, 25th District, Position 2",,REP,Mark Pihl,115
Precinct 010,"Judge of the Circuit Court, 25th District, Position 2",,REP,J Mark Lawrence,151
Precinct 010,"Judge of the Circuit Court, 25th District, Position 2",,REP,Lisl Miller,305
Precinct 010,"Judge of the Circuit Court, 25th District, Position 2",,REP,Jennifer Chapman,178
Precinct 010,"Judge of the Circuit Court, 25th District, Position 2",,REP,Carol J Fredrick,106
Precinct 010,"Judge of the Circuit Court, 25th District, Position 2",,REP,Write-in,3
Precinct 011,U.S. House,1,DEM,Ricky Barajas,0
Precinct 011,U.S. House,1,DEM,Suzanne Bonamici,0
Precinct 011,U.S. House,1,DEM,Michael E Stansfield,0
Precinct 011,U.S. House,1,DEM,Write-in,0
Precinct 011,U.S. House,1,IND,Write-in,0
Precinct 011,U.S. House,1,REP,John Verbeek,0
Precinct 011,U.S. House,1,REP,George Griffith,0
Precinct 011,U.S. House,1,REP,Preston L Miller,0
Precinct 011,U.S. House,1,REP,Write-in,0
Precinct 011,Governor,,DEM,Ed Jones,0
Precinct 011,Governor,,DEM,Kate Brown,0
Precinct 011,Governor,,DEM,Candace Neville,0
Precinct 011,Governor,,DEM,Write-in,0
Precinct 011,Governor,,IND,Dan Mr P Pistoresi,0
Precinct 011,Governor,,IND,Skye J Allen,0
Precinct 011,Governor,,IND,Patrick Starnes,0
Precinct 011,Governor,,IND,Write-in,0
Precinct 011,Governor,,REP,Knute Buehler,0
Precinct 011,Governor,,REP,Keenan W Bohach,0
Precinct 011,Governor,,REP,Greg C Wooldridge,0
Precinct 011,Governor,,REP,Jon I Edwards lll,0
Precinct 011,Governor,,REP,David W Stauffer,0
Precinct 011,Governor,,REP,Jeff Smith,0
Precinct 011,Governor,,REP,Jack W Tacy,0
Precinct 011,Governor,,REP,Brett Hyland,0
Precinct 011,Governor,,REP,Bruce Cuff,0
Precinct 011,Governor,,REP,Sam Carpenter,0
Precinct 011,Governor,,REP,Write-in,0
Precinct 011,State Senate,16,DEM,Betsy Johnson,0
Precinct 011,State Senate,16,DEM,Write-in,0
Precinct 011,State Senate,16,IND,Write-in,0
Precinct 011,State Senate,16,REP,Write-in,0
Precinct 011,State House,32,DEM,Tim Josi,0
Precinct 011,State House,32,DEM,John F Orr,0
Precinct 011,State House,32,DEM,Tiffiny K Mitchell,0
Precinct 011,State House,32,DEM,Write-in,0
Precinct 011,State House,32,IND,Brian P Halvorsen,0
Precinct 011,State House,32,IND,Write-in,0
Precinct 011,State House,32,REP,Vineeta Lower,0
Precinct 011,State House,32,REP,Write-in,0
Precinct 011,Commissioner of the Bureau of Labor and Industries,,,Lou Ogden,0
Precinct 011,Commissioner of the Bureau of Labor and Industries,,,Val Hoyle,0
Precinct 011,Commissioner of the Bureau of Labor and Industries,,,Jack Howard,0
Precinct 011,Commissioner of the Bureau of Labor and Industries,,,Write-in,0
