county,precinct,office,district,candidate,votes
Harney,Hines #25,U.S. Senate,,Under Votes,24
Harney,Rural Harney #26,U.S. Senate,,Under Votes,58
Harney,Burns #21,U.S. House,2,Jim Lindsay,20
Harney,Hines #25,U.S. House,2,Jim Lindsay,15
Harney,Rural Harney #26,U.S. House,2,Jim Lindsay,11
Harney,Burns #21,U.S. House,2,John C. McColgan,229
Harney,Hines #25,U.S. House,2,John C. McColgan,133
Harney,Rural Harney #26,U.S. House,2,John C. McColgan,144
Harney,Burns #21,U.S. House,2,Greg Walden,941
Harney,Hines #25,U.S. House,2,Greg Walden,633
Harney,Rural Harney #26,U.S. House,2,Greg Walden,1462
Harney,Burns #21,U.S. House,2,"Jack Alan Brown, Jr.",22
Harney,Hines #25,U.S. House,2,"Jack Alan Brown, Jr.",8
Harney,Rural Harney #26,U.S. House,2,"Jack Alan Brown, Jr.",9
Harney,Burns #21,U.S. House,2,Write-ins,4
Harney,Hines #25,U.S. House,2,Write-ins,0
Harney,Rural Harney #26,U.S. House,2,Write-ins,2
Harney,Burns #21,U.S. House,2,Over Votes,1
Harney,Hines #25,U.S. House,2,Over Votes,0
Harney,Rural Harney #26,U.S. House,2,Over Votes,0
Harney,Burns #21,U.S. House,2,Under Votes,28
Harney,Hines #25,U.S. House,2,Under Votes,23
Harney,Rural Harney #26,U.S. House,2,Under Votes,50
Harney,Burns #21,Secretary of State,,Betsy L. Close,615
Harney,Hines #25,Secretary of State,,Betsy L. Close,382
Harney,Rural Harney #26,Secretary of State,,Betsy L. Close,1142
Harney,Burns #21,Secretary of State,,Richard Morley,34
Harney,Hines #25,Secretary of State,,Richard Morley,22
Harney,Rural Harney #26,Secretary of State,,Richard Morley,30
Harney,Burns #21,Secretary of State,,Bill Bradbury,533
Harney,Hines #25,Secretary of State,,Bill Bradbury,355
Harney,Rural Harney #26,Secretary of State,,Bill Bradbury,410
Harney,Burns #21,Secretary of State,,Write-ins,8
Harney,Hines #25,Secretary of State,,Write-ins,5
Harney,Rural Harney #26,Secretary of State,,Write-ins,3
Harney,Burns #21,Secretary of State,,Over Votes,0
Harney,Hines #25,Secretary of State,,Over Votes,1
Harney,Rural Harney #26,Secretary of State,,Over Votes,1
Harney,Burns #21,Secretary of State,,Under Votes,55
Harney,Hines #25,Secretary of State,,Under Votes,47
Harney,Rural Harney #26,Secretary of State,,Under Votes,92
Harney,Burns #21,State Treasurer,,Randall Edwards,473
Harney,Hines #25,State Treasurer,,Randall Edwards,298
Harney,Rural Harney #26,State Treasurer,,Randall Edwards,367
Harney,Burns #21,State Treasurer,,Jeff Caton,606
Harney,Hines #25,State Treasurer,,Jeff Caton,383
Harney,Rural Harney #26,State Treasurer,,Jeff Caton,1092
Harney,Burns #21,State Treasurer,,Carole D. Winegarten,59
Harney,Hines #25,State Treasurer,,Carole D. Winegarten,32
Harney,Rural Harney #26,State Treasurer,,Carole D. Winegarten,54
Harney,Burns #21,State Treasurer,,Mitchell T. Shults,21
Harney,Hines #25,State Treasurer,,Mitchell T. Shults,24
Harney,Rural Harney #26,State Treasurer,,Mitchell T. Shults,26
Harney,Burns #21,State Treasurer,,Write-ins,2
Harney,Hines #25,State Treasurer,,Write-ins,1
Harney,Rural Harney #26,State Treasurer,,Write-ins,3
Harney,Burns #21,State Treasurer,,Over Votes,0
Harney,Hines #25,State Treasurer,,Over Votes,0
Harney,Rural Harney #26,State Treasurer,,Over Votes,1
Harney,Burns #21,State Treasurer,,Under Votes,84
Harney,Hines #25,State Treasurer,,Under Votes,74
Harney,Rural Harney #26,State Treasurer,,Under Votes,135
Harney,Burns #21,Attorney General,,Richard D. Hake,11
Harney,Hines #25,Attorney General,,Richard D. Hake,4
Harney,Rural Harney #26,Attorney General,,Richard D. Hake,11
Harney,Burns #21,Attorney General,,Paul Connolly,600
Harney,Hines #25,Attorney General,,Paul Connolly,391
Harney,Rural Harney #26,Attorney General,,Paul Connolly,1120
Harney,Burns #21,Attorney General,,Hardy Myers,526
Harney,Hines #25,Attorney General,,Hardy Myers,336
Harney,Rural Harney #26,Attorney General,,Hardy Myers,393
Harney,Burns #21,Attorney General,,"Donald G. Smith, Jr.",34
Harney,Hines #25,Attorney General,,"Donald G. Smith, Jr.",21
Harney,Rural Harney #26,Attorney General,,"Donald G. Smith, Jr.",39
Harney,Burns #21,Attorney General,,Write-ins,1
Harney,Hines #25,Attorney General,,Write-ins,0
Harney,Rural Harney #26,Attorney General,,Write-ins,3
Harney,Burns #21,Attorney General,,Over Votes,1
Harney,Hines #25,Attorney General,,Over Votes,0
Harney,Rural Harney #26,Attorney General,,Over Votes,0
Harney,Burns #21,Attorney General,,Under Votes,72
Harney,Hines #25,Attorney General,,Under Votes,60
Harney,Rural Harney #26,Attorney General,,Under Votes,112
Harney,Burns #21,State Senate,30,Ted Ferrioli,975
Harney,Hines #25,State Senate,30,Ted Ferrioli,627
Harney,Rural Harney #26,State Senate,30,Ted Ferrioli,1407
Harney,Burns #21,State Senate,30,Write-ins,20
Harney,Hines #25,State Senate,30,Write-ins,8
Harney,Rural Harney #26,State Senate,30,Write-ins,21
Harney,Burns #21,State Senate,30,Over Votes,0
Harney,Hines #25,State Senate,30,Over Votes,0
Harney,Rural Harney #26,State Senate,30,Over Votes,0
Harney,Burns #21,State Senate,30,Under Votes,250
Harney,Hines #25,State Senate,30,Under Votes,177
Harney,Rural Harney #26,State Senate,30,Under Votes,250
Harney,Burns #21,State House,60,R. Thomas (Tom) Butler,931
Harney,Hines #25,State House,60,R. Thomas (Tom) Butler,600
Harney,Rural Harney #26,State House,60,R. Thomas (Tom) Butler,1386
Harney,Burns #21,State House,60,Write-ins,21
Harney,Hines #25,State House,60,Write-ins,13
Harney,Rural Harney #26,State House,60,Write-ins,17
Harney,Burns #21,State House,60,Over Votes,0
Harney,Hines #25,State House,60,Over Votes,0
Harney,Rural Harney #26,State House,60,Over Votes,0
Harney,Burns #21,State House,60,Under Votes,293
Harney,Hines #25,State House,60,Under Votes,199
Harney,Rural Harney #26,State House,60,Under Votes,275
