county,candidate,precinct,votes,office,party,district
Lane,Barack Obama,1451,669,President,D,
Lane,Barack Obama,1453,499,President,D,
Lane,Barack Obama,1455,217,President,D,
Lane,Barack Obama,1457,582,President,D,
Lane,Barack Obama,1561,655,President,D,
Lane,Barack Obama,1563,557,President,D,
Lane,Barack Obama,1565,319,President,D,
Lane,Barack Obama,1567,307,President,D,
Lane,Barack Obama,1569,222,President,D,
Lane,Barack Obama,1671,203,President,D,
Lane,Barack Obama,1673,504,President,D,
Lane,Barack Obama,1675,476,President,D,
Lane,Barack Obama,1677,273,President,D,
Lane,Barack Obama,1781,274,President,D,
Lane,Barack Obama,1783,588,President,D,
Lane,Barack Obama,1785,396,President,D,
Lane,Barack Obama,1787,517,President,D,
Lane,Barack Obama,1891,295,President,D,
Lane,Barack Obama,1893,133,President,D,
Lane,Barack Obama,1895,141,President,D,
Lane,Barack Obama,1897,677,President,D,
Lane,Barack Obama,1899,729,President,D,
Lane,Barack Obama,2122,660,President,D,
Lane,Barack Obama,2234,265,President,D,
Lane,Barack Obama,2236,511,President,D,
Lane,Barack Obama,2238,43,President,D,
Lane,Barack Obama,2340,162,President,D,
Lane,Barack Obama,2342,393,President,D,
Lane,Barack Obama,2344,10,President,D,
Lane,Barack Obama,2456,424,President,D,
Lane,Barack Obama,2562,124,President,D,
Lane,Barack Obama,2564,364,President,D,
Lane,Barack Obama,2676,440,President,D,
Lane,Barack Obama,2678,195,President,D,
Lane,Barack Obama,4200,111,President,D,
Lane,Barack Obama,4301,303,President,D,
Lane,Barack Obama,4302,276,President,D,
Lane,Barack Obama,4400,257,President,D,
Lane,Barack Obama,4500,178,President,D,
Lane,Barack Obama,4601,457,President,D,
Lane,Barack Obama,4602,494,President,D,
Lane,Barack Obama,4700,325,President,D,
Lane,Barack Obama,4800,242,President,D,
Lane,Barack Obama,4900,262,President,D,
Lane,Misc.,0702 702,35,President,D,
Lane,Misc.,0704 704,6,President,D,
Lane,Misc.,0706 706,12,President,D,
Lane,Misc.,0708 708,27,President,D,
Lane,Misc.,0710 710,9,President,D,
Lane,Misc.,0712 712,24,President,D,
Lane,Misc.,0714 714,17,President,D,
Lane,Misc.,0716 716,16,President,D,
Lane,Misc.,0718 718,16,President,D,
Lane,Misc.,0720 720,9,President,D,
Lane,Misc.,0722 722,1,President,D,
Lane,Misc.,0724 724,3,President,D,
Lane,Misc.,0726 726,33,President,D,
Lane,Misc.,0728 728,12,President,D,
Lane,Misc.,0730 730,27,President,D,
Lane,Misc.,0732 732,25,President,D,
Lane,Misc.,0734 734,4,President,D,
Lane,Misc.,0736 736,14,President,D,
Lane,Misc.,0738 738,16,President,D,
Lane,Misc.,0740 740,2,President,D,
Lane,Misc.,0742 742,12,President,D,
Lane,Misc.,0744 744,6,President,D,
Lane,Misc.,0746 746,33,President,D,
Lane,Misc.,0748 748,41,President,D,
Lane,Misc.,0750 750,10,President,D,
Lane,Misc.,0752 752,18,President,D,
Lane,Misc.,0754 754,7,President,D,
Lane,Misc.,0756 756,33,President,D,
Lane,Misc.,0758 758,21,President,D,
Lane,Misc.,0760 760,19,President,D,
Lane,Misc.,0762 762,12,President,D,
Lane,Misc.,0764 764,18,President,D,
Lane,Misc.,0766 766,9,President,D,
Lane,Misc.,1121,2,President,D,
Lane,Misc.,1123,8,President,D,
Lane,Misc.,1125,14,President,D,
Lane,Misc.,1127,17,President,D,
Lane,Misc.,1129,17,President,D,
Lane,Misc.,1231,18,President,D,
Lane,Misc.,1233,21,President,D,
Lane,Misc.,1235,12,President,D,
Lane,Misc.,1237,12,President,D,
Lane,Misc.,1341,1,President,D,
Lane,Misc.,1343,2,President,D,
Lane,Misc.,1345,10,President,D,
Lane,Misc.,1347,14,President,D,
Lane,Misc.,1349,1,President,D,
Lane,Misc.,1451,15,President,D,
Lane,Misc.,1453,20,President,D,
Lane,Misc.,1455,3,President,D,
Lane,Misc.,1457,22,President,D,
Lane,Misc.,1561,24,President,D,
Lane,Misc.,1563,19,President,D,
Lane,Misc.,1565,13,President,D,
Lane,Misc.,1567,3,President,D,
Lane,Misc.,1569,13,President,D,
Lane,Misc.,1671,11,President,D,
Lane,Misc.,1673,28,President,D,
Lane,Misc.,1675,34,President,D,
Lane,Misc.,1677,11,President,D,
Lane,Misc.,1781,9,President,D,
Lane,Misc.,1783,20,President,D,
Lane,Misc.,1785,18,President,D,
Lane,Misc.,1787,19,President,D,
Lane,Misc.,1891,15,President,D,
Lane,Misc.,1893,3,President,D,
Lane,Misc.,1895,3,President,D,
Lane,Misc.,1897,16,President,D,
Lane,Misc.,1899,13,President,D,
Lane,Misc.,2122,29,President,D,
Lane,Misc.,2234,8,President,D,
Lane,Misc.,2236,19,President,D,
Lane,Misc.,2238,3,President,D,
Lane,Misc.,2340,8,President,D,
Lane,Misc.,2342,25,President,D,
Lane,Misc.,2344,0,President,D,
Lane,Misc.,2456,25,President,D,
Lane,Misc.,2562,16,President,D,
Lane,Misc.,2564,32,President,D,
Lane,Misc.,2676,29,President,D,
Lane,Misc.,2678,10,President,D,
Lane,Misc.,4200,2,President,D,
Lane,Misc.,4301,22,President,D,
Lane,Misc.,4302,14,President,D,
Lane,Misc.,4400,13,President,D,
Lane,Misc.,4500,16,President,D,
Lane,Misc.,4601,20,President,D,
Lane,Misc.,4602,22,President,D,
Lane,Misc.,4700,19,President,D,
Lane,Misc.,4800,24,President,D,
Lane,Misc.,4900,17,President,D,
Lane,Over Votes,0702 702,0,President,D,
Lane,Over Votes,0704 704,0,President,D,
Lane,Over Votes,0706 706,0,President,D,
Lane,Over Votes,0708 708,0,President,D,
Lane,Over Votes,0710 710,0,President,D,
Lane,Over Votes,0712 712,0,President,D,
Lane,Over Votes,0714 714,0,President,D,
Lane,Over Votes,0716 716,0,President,D,
Lane,Over Votes,0718 718,0,President,D,
Lane,Over Votes,0720 720,0,President,D,
Lane,Over Votes,0722 722,0,President,D,
Lane,Over Votes,0724 724,0,President,D,
Lane,Over Votes,0726 726,0,President,D,
Lane,Over Votes,0728 728,0,President,D,
Lane,Over Votes,0730 730,0,President,D,
Lane,Over Votes,0732 732,0,President,D,
Lane,Over Votes,0734 734,0,President,D,
Lane,Over Votes,0736 736,0,President,D,
Lane,Over Votes,0738 738,0,President,D,
Lane,Over Votes,0740 740,0,President,D,
Lane,Over Votes,0742 742,0,President,D,
Lane,Over Votes,0744 744,0,President,D,
Lane,Over Votes,0746 746,0,President,D,
Lane,Over Votes,0748 748,0,President,D,
Lane,Over Votes,0750 750,0,President,D,
Lane,Over Votes,0752 752,0,President,D,
Lane,Over Votes,0754 754,0,President,D,
Lane,Over Votes,0756 756,0,President,D,
Lane,Over Votes,0758 758,0,President,D,
Lane,Over Votes,0760 760,0,President,D,
Lane,Over Votes,0762 762,0,President,D,
Lane,Over Votes,0764 764,0,President,D,
Lane,Over Votes,0766 766,0,President,D,
Lane,Over Votes,1121,0,President,D,
Lane,Over Votes,1123,0,President,D,
Lane,Over Votes,1125,0,President,D,
Lane,Over Votes,1127,0,President,D,
Lane,Over Votes,1129,0,President,D,
Lane,Over Votes,1231,0,President,D,
Lane,Over Votes,1233,0,President,D,
Lane,Over Votes,1235,0,President,D,
Lane,Over Votes,1237,0,President,D,
Lane,Over Votes,1341,0,President,D,
Lane,Over Votes,1343,0,President,D,
Lane,Over Votes,1345,0,President,D,
Lane,Over Votes,1347,0,President,D,
Lane,Over Votes,1349,0,President,D,
Lane,Over Votes,1451,0,President,D,
Lane,Over Votes,1453,0,President,D,
Lane,Over Votes,1455,0,President,D,
Lane,Over Votes,1457,0,President,D,
Lane,Over Votes,1561,0,President,D,
Lane,Over Votes,1563,0,President,D,
Lane,Over Votes,1565,0,President,D,
Lane,Over Votes,1567,0,President,D,
Lane,Over Votes,1569,0,President,D,
Lane,Over Votes,1671,0,President,D,
Lane,Over Votes,1673,1,President,D,
Lane,Over Votes,1675,0,President,D,
Lane,Over Votes,1677,0,President,D,
Lane,Over Votes,1781,0,President,D,
Lane,Over Votes,1783,0,President,D,
Lane,Over Votes,1785,0,President,D,
Lane,Over Votes,1787,0,President,D,
Lane,Over Votes,1891,0,President,D,
Lane,Over Votes,1893,0,President,D,
Lane,Over Votes,1895,0,President,D,
Lane,Over Votes,1897,0,President,D,
Lane,Over Votes,1899,0,President,D,
Lane,Over Votes,2122,0,President,D,
Lane,Over Votes,2234,0,President,D,
Lane,Over Votes,2236,0,President,D,
Lane,Over Votes,2238,0,President,D,
Lane,Over Votes,2340,0,President,D,
Lane,Over Votes,2342,0,President,D,
Lane,Over Votes,2344,0,President,D,
Lane,Over Votes,2456,0,President,D,
Lane,Over Votes,2562,0,President,D,
Lane,Over Votes,2564,0,President,D,
Lane,Over Votes,2676,0,President,D,
Lane,Over Votes,2678,0,President,D,
Lane,Over Votes,4200,0,President,D,
Lane,Over Votes,4301,0,President,D,
Lane,Over Votes,4302,0,President,D,
Lane,Over Votes,4400,0,President,D,
Lane,Over Votes,4500,0,President,D,
Lane,Over Votes,4601,0,President,D,
Lane,Over Votes,4602,0,President,D,
Lane,Over Votes,4700,0,President,D,
Lane,Over Votes,4800,0,President,D,
Lane,Over Votes,4900,0,President,D,
Lane,Under Votes,0702 702,97,President,D,
Lane,Under Votes,0704 704,34,President,D,
Lane,Under Votes,0706 706,28,President,D,
Lane,Under Votes,0708 708,70,President,D,
Lane,Under Votes,0710 710,33,President,D,
Lane,Under Votes,0712 712,76,President,D,
Lane,Under Votes,0714 714,37,President,D,
Lane,Under Votes,0716 716,46,President,D,
Lane,Under Votes,0718 718,28,President,D,
Lane,Under Votes,0720 720,23,President,D,
Lane,Under Votes,0722 722,11,President,D,
Lane,Under Votes,0724 724,13,President,D,
Lane,Under Votes,0726 726,85,President,D,
Lane,Under Votes,0728 728,36,President,D,
Lane,Under Votes,0730 730,85,President,D,
Lane,Under Votes,0732 732,50,President,D,
Lane,Under Votes,0734 734,13,President,D,
Lane,Under Votes,0736 736,14,President,D,
Lane,Under Votes,0738 738,61,President,D,
Lane,Under Votes,0740 740,4,President,D,
Lane,Under Votes,0742 742,17,President,D,
Lane,Under Votes,0744 744,18,President,D,
Lane,Under Votes,0746 746,61,President,D,
Lane,Under Votes,0748 748,83,President,D,
Lane,Under Votes,0750 750,19,President,D,
Lane,Under Votes,0752 752,37,President,D,
Lane,Under Votes,0754 754,26,President,D,
Lane,Under Votes,0756 756,64,President,D,
Lane,Under Votes,0758 758,73,President,D,
Lane,Under Votes,0760 760,51,President,D,
Lane,Under Votes,0762 762,21,President,D,
Lane,Under Votes,0764 764,31,President,D,
Lane,Under Votes,0766 766,8,President,D,
Lane,Under Votes,1121,4,President,D,
Lane,Under Votes,1123,17,President,D,
Lane,Under Votes,1125,53,President,D,
Lane,Under Votes,1127,44,President,D,
Lane,Under Votes,1129,72,President,D,
Lane,Under Votes,1231,46,President,D,
Lane,Under Votes,1233,71,President,D,
Lane,Under Votes,1235,66,President,D,
Lane,Under Votes,1237,43,President,D,
Lane,Under Votes,1341,2,President,D,
Lane,Under Votes,1343,4,President,D,
Lane,Under Votes,1345,33,President,D,
Lane,Under Votes,1347,40,President,D,
Lane,Under Votes,1349,2,President,D,
Lane,Under Votes,1451,73,President,D,
Lane,Under Votes,1453,48,President,D,
Lane,Under Votes,1455,19,President,D,
Lane,Under Votes,1457,54,President,D,
Lane,Under Votes,1561,63,President,D,
Lane,Under Votes,1563,53,President,D,
Lane,Under Votes,1565,37,President,D,
Lane,Under Votes,1567,19,President,D,
Lane,Under Votes,1569,28,President,D,
Lane,Under Votes,1671,33,President,D,
Lane,Under Votes,1673,78,President,D,
Lane,Under Votes,1675,63,President,D,
Lane,Under Votes,1677,30,President,D,
Lane,Under Votes,1781,21,President,D,
Lane,Under Votes,1783,30,President,D,
Lane,Under Votes,1785,45,President,D,
Lane,Under Votes,1787,43,President,D,
Lane,Under Votes,1891,34,President,D,
Lane,Under Votes,1893,9,President,D,
Lane,Under Votes,1895,12,President,D,
Lane,Under Votes,1897,38,President,D,
Lane,Under Votes,1899,54,President,D,
Lane,Under Votes,2122,76,President,D,
Lane,Under Votes,2234,23,President,D,
Lane,Under Votes,2236,41,President,D,
Lane,Under Votes,2238,5,President,D,
Lane,Under Votes,2340,15,President,D,
Lane,Under Votes,2342,40,President,D,
Lane,Under Votes,2344,2,President,D,
Lane,Under Votes,2456,60,President,D,
Lane,Under Votes,2562,25,President,D,
Lane,Under Votes,2564,51,President,D,
Lane,Under Votes,2676,68,President,D,
Lane,Under Votes,2678,25,President,D,
Lane,Under Votes,4200,8,President,D,
Lane,Under Votes,4301,23,President,D,
Lane,Under Votes,4302,49,President,D,
Lane,Under Votes,4400,36,President,D,
Lane,Under Votes,4500,30,President,D,
Lane,Under Votes,4601,58,President,D,
Lane,Under Votes,4602,53,President,D,
Lane,Under Votes,4700,55,President,D,
Lane,Under Votes,4800,32,President,D,
Lane,Under Votes,4900,28,President,D,
Lane,Peter A DeFazio,0702 702,691,U.S. House,D,4
Lane,Peter A DeFazio,0704 704,192,U.S. House,D,4
Lane,Peter A DeFazio,0706 706,203,U.S. House,D,4
Lane,Peter A DeFazio,0708 708,471,U.S. House,D,4
Lane,Peter A DeFazio,0710 710,231,U.S. House,D,4
Lane,Peter A DeFazio,0712 712,338,U.S. House,D,4
Lane,Peter A DeFazio,0714 714,374,U.S. House,D,4
Lane,Peter A DeFazio,0716 716,311,U.S. House,D,4
Lane,Peter A DeFazio,0718 718,291,U.S. House,D,4
Lane,Peter A DeFazio,0720 720,424,U.S. House,D,4
Lane,Peter A DeFazio,0722 722,88,U.S. House,D,4
Lane,Peter A DeFazio,0724 724,62,U.S. House,D,4
Lane,Peter A DeFazio,0726 726,730,U.S. House,D,4
Lane,Peter A DeFazio,0728 728,330,U.S. House,D,4
Lane,Peter A DeFazio,0730 730,1084,U.S. House,D,4
Lane,Peter A DeFazio,0732 732,458,U.S. House,D,4
Lane,Peter A DeFazio,0734 734,93,U.S. House,D,4
Lane,Peter A DeFazio,0736 736,131,U.S. House,D,4
Lane,Peter A DeFazio,0738 738,474,U.S. House,D,4
Lane,Peter A DeFazio,0740 740,51,U.S. House,D,4
Lane,Peter A DeFazio,0742 742,229,U.S. House,D,4
Lane,Peter A DeFazio,0744 744,121,U.S. House,D,4
Lane,Peter A DeFazio,0746 746,513,U.S. House,D,4
Lane,Peter A DeFazio,0748 748,575,U.S. House,D,4
Lane,Peter A DeFazio,0750 750,119,U.S. House,D,4
Lane,Peter A DeFazio,0752 752,256,U.S. House,D,4
Lane,Peter A DeFazio,0754 754,182,U.S. House,D,4
Lane,Peter A DeFazio,0756 756,511,U.S. House,D,4
Lane,Peter A DeFazio,0758 758,331,U.S. House,D,4
Lane,Peter A DeFazio,0760 760,356,U.S. House,D,4
Lane,Peter A DeFazio,0762 762,284,U.S. House,D,4
Lane,Peter A DeFazio,0764 764,204,U.S. House,D,4
Lane,Peter A DeFazio,0766 766,94,U.S. House,D,4
Lane,Peter A DeFazio,1121,61,U.S. House,D,4
Lane,Peter A DeFazio,1123,397,U.S. House,D,4
Lane,Peter A DeFazio,1125,828,U.S. House,D,4
Lane,Peter A DeFazio,1127,1045,U.S. House,D,4
Lane,Peter A DeFazio,1129,1047,U.S. House,D,4
Lane,Peter A DeFazio,1231,1068,U.S. House,D,4
Lane,Peter A DeFazio,1233,1161,U.S. House,D,4
Lane,Peter A DeFazio,1235,1346,U.S. House,D,4
Lane,Peter A DeFazio,1237,1039,U.S. House,D,4
Lane,Peter A DeFazio,1341,33,U.S. House,D,4
Lane,Peter A DeFazio,1343,96,U.S. House,D,4
Lane,Peter A DeFazio,1345,1051,U.S. House,D,4
Lane,Peter A DeFazio,1347,762,U.S. House,D,4
Lane,Peter A DeFazio,1349,52,U.S. House,D,4
Lane,Peter A DeFazio,1451,695,U.S. House,D,4
Lane,Peter A DeFazio,1453,517,U.S. House,D,4
Lane,Peter A DeFazio,1455,216,U.S. House,D,4
Lane,Peter A DeFazio,1457,615,U.S. House,D,4
Lane,Peter A DeFazio,1561,680,U.S. House,D,4
Lane,Peter A DeFazio,1563,581,U.S. House,D,4
Lane,Peter A DeFazio,1565,346,U.S. House,D,4
Lane,Peter A DeFazio,1567,308,U.S. House,D,4
Lane,Peter A DeFazio,1569,238,U.S. House,D,4
Lane,Peter A DeFazio,1671,219,U.S. House,D,4
Lane,Peter A DeFazio,1673,545,U.S. House,D,4
Lane,Peter A DeFazio,1675,515,U.S. House,D,4
Lane,Peter A DeFazio,1677,281,U.S. House,D,4
Lane,Peter A DeFazio,1781,281,U.S. House,D,4
Lane,Peter A DeFazio,1783,607,U.S. House,D,4
Lane,Peter A DeFazio,1785,421,U.S. House,D,4
Lane,Peter A DeFazio,1787,538,U.S. House,D,4
Lane,Peter A DeFazio,1891,304,U.S. House,D,4
Lane,Peter A DeFazio,1893,142,U.S. House,D,4
Lane,Peter A DeFazio,1895,148,U.S. House,D,4
Lane,Peter A DeFazio,1897,687,U.S. House,D,4
Lane,Peter A DeFazio,1899,748,U.S. House,D,4
Lane,Peter A DeFazio,2122,696,U.S. House,D,4
Lane,Peter A DeFazio,2234,273,U.S. House,D,4
Lane,Peter A DeFazio,2236,532,U.S. House,D,4
Lane,Peter A DeFazio,2238,41,U.S. House,D,4
Lane,Peter A DeFazio,2340,167,U.S. House,D,4
Lane,Peter A DeFazio,2342,414,U.S. House,D,4
Lane,Peter A DeFazio,2344,12,U.S. House,D,4
Lane,Peter A DeFazio,2456,458,U.S. House,D,4
Lane,Peter A DeFazio,2562,138,U.S. House,D,4
Lane,Peter A DeFazio,2564,398,U.S. House,D,4
Lane,Peter A DeFazio,2676,483,U.S. House,D,4
Lane,Peter A DeFazio,2678,216,U.S. House,D,4
Lane,Peter A DeFazio,4200,115,U.S. House,D,4
Lane,Peter A DeFazio,4301,323,U.S. House,D,4
Lane,Peter A DeFazio,4302,302,U.S. House,D,4
Lane,Peter A DeFazio,4400,271,U.S. House,D,4
Lane,Peter A DeFazio,4500,192,U.S. House,D,4
Lane,Peter A DeFazio,4601,469,U.S. House,D,4
Lane,Peter A DeFazio,4602,508,U.S. House,D,4
Lane,Peter A DeFazio,4700,345,U.S. House,D,4
Lane,Peter A DeFazio,4800,241,U.S. House,D,4
Lane,Peter A DeFazio,4900,274,U.S. House,D,4
Lane,Matthew L Robinson,0702 702,79,U.S. House,D,4
Lane,Matthew L Robinson,0704 704,15,U.S. House,D,4
Lane,Matthew L Robinson,0706 706,22,U.S. House,D,4
Lane,Matthew L Robinson,0708 708,43,U.S. House,D,4
Lane,Matthew L Robinson,0710 710,26,U.S. House,D,4
Lane,Matthew L Robinson,0712 712,44,U.S. House,D,4
Lane,Matthew L Robinson,0714 714,37,U.S. House,D,4
Lane,Matthew L Robinson,0716 716,37,U.S. House,D,4
Lane,Matthew L Robinson,0718 718,21,U.S. House,D,4
Lane,Matthew L Robinson,0720 720,9,U.S. House,D,4
Lane,Matthew L Robinson,0722 722,6,U.S. House,D,4
Lane,Matthew L Robinson,0724 724,13,U.S. House,D,4
Lane,Matthew L Robinson,0726 726,48,U.S. House,D,4
Lane,Matthew L Robinson,0728 728,25,U.S. House,D,4
Lane,Matthew L Robinson,0730 730,40,U.S. House,D,4
Lane,Matthew L Robinson,0732 732,36,U.S. House,D,4
Lane,Matthew L Robinson,0734 734,6,U.S. House,D,4
Lane,Matthew L Robinson,0736 736,12,U.S. House,D,4
Lane,Matthew L Robinson,0738 738,22,U.S. House,D,4
Lane,Matthew L Robinson,0740 740,5,U.S. House,D,4
Lane,Matthew L Robinson,0742 742,16,U.S. House,D,4
Lane,Matthew L Robinson,0744 744,14,U.S. House,D,4
Lane,Matthew L Robinson,0746 746,54,U.S. House,D,4
Lane,Matthew L Robinson,0748 748,52,U.S. House,D,4
Lane,Matthew L Robinson,0750 750,11,U.S. House,D,4
Lane,Matthew L Robinson,0752 752,28,U.S. House,D,4
Lane,Matthew L Robinson,0754 754,10,U.S. House,D,4
Lane,Matthew L Robinson,0756 756,54,U.S. House,D,4
Lane,Matthew L Robinson,0758 758,35,U.S. House,D,4
Lane,Matthew L Robinson,0760 760,31,U.S. House,D,4
Lane,Matthew L Robinson,0762 762,27,U.S. House,D,4
Lane,Matthew L Robinson,0764 764,30,U.S. House,D,4
Lane,Matthew L Robinson,0766 766,9,U.S. House,D,4
Lane,Matthew L Robinson,1121,5,U.S. House,D,4
Lane,Matthew L Robinson,1123,13,U.S. House,D,4
Lane,Matthew L Robinson,1125,28,U.S. House,D,4
Lane,Matthew L Robinson,1127,23,U.S. House,D,4
Lane,Matthew L Robinson,1129,22,U.S. House,D,4
Lane,Matthew L Robinson,1231,23,U.S. House,D,4
Lane,Matthew L Robinson,1233,34,U.S. House,D,4
Lane,Matthew L Robinson,1235,17,U.S. House,D,4
Lane,Matthew L Robinson,1237,15,U.S. House,D,4
Lane,Matthew L Robinson,1341,1,U.S. House,D,4
Lane,Matthew L Robinson,1343,8,U.S. House,D,4
Lane,Matthew L Robinson,1345,23,U.S. House,D,4
Lane,Matthew L Robinson,1347,13,U.S. House,D,4
Lane,Matthew L Robinson,1349,2,U.S. House,D,4
Lane,Matthew L Robinson,1451,51,U.S. House,D,4
Lane,Matthew L Robinson,1453,38,U.S. House,D,4
Lane,Matthew L Robinson,1455,19,U.S. House,D,4
Lane,Matthew L Robinson,1457,28,U.S. House,D,4
Lane,Matthew L Robinson,1561,48,U.S. House,D,4
Lane,Matthew L Robinson,1563,35,U.S. House,D,4
Lane,Matthew L Robinson,1565,15,U.S. House,D,4
Lane,Matthew L Robinson,1567,14,U.S. House,D,4
Lane,Matthew L Robinson,1569,20,U.S. House,D,4
Lane,Matthew L Robinson,1671,22,U.S. House,D,4
Lane,Matthew L Robinson,1673,52,U.S. House,D,4
Lane,Matthew L Robinson,1675,51,U.S. House,D,4
Lane,Matthew L Robinson,1677,30,U.S. House,D,4
Lane,Matthew L Robinson,1781,15,U.S. House,D,4
Lane,Matthew L Robinson,1783,23,U.S. House,D,4
Lane,Matthew L Robinson,1785,32,U.S. House,D,4
Lane,Matthew L Robinson,1787,30,U.S. House,D,4
Lane,Matthew L Robinson,1891,33,U.S. House,D,4
Lane,Matthew L Robinson,1893,3,U.S. House,D,4
Lane,Matthew L Robinson,1895,4,U.S. House,D,4
Lane,Matthew L Robinson,1897,30,U.S. House,D,4
Lane,Matthew L Robinson,1899,35,U.S. House,D,4
Lane,Matthew L Robinson,2122,48,U.S. House,D,4
Lane,Matthew L Robinson,2234,20,U.S. House,D,4
Lane,Matthew L Robinson,2236,30,U.S. House,D,4
Lane,Matthew L Robinson,2238,10,U.S. House,D,4
Lane,Matthew L Robinson,2340,16,U.S. House,D,4
Lane,Matthew L Robinson,2342,39,U.S. House,D,4
Lane,Matthew L Robinson,2344,0,U.S. House,D,4
Lane,Matthew L Robinson,2456,42,U.S. House,D,4
Lane,Matthew L Robinson,2562,25,U.S. House,D,4
Lane,Matthew L Robinson,2564,41,U.S. House,D,4
Lane,Matthew L Robinson,2676,44,U.S. House,D,4
Lane,Matthew L Robinson,2678,13,U.S. House,D,4
Lane,Matthew L Robinson,4200,5,U.S. House,D,4
Lane,Matthew L Robinson,4301,22,U.S. House,D,4
Lane,Matthew L Robinson,4302,31,U.S. House,D,4
Lane,Matthew L Robinson,4400,35,U.S. House,D,4
Lane,Matthew L Robinson,4500,27,U.S. House,D,4
Lane,Matthew L Robinson,4601,50,U.S. House,D,4
Lane,Matthew L Robinson,4602,50,U.S. House,D,4
Lane,Matthew L Robinson,4700,35,U.S. House,D,4
Lane,Matthew L Robinson,4800,50,U.S. House,D,4
Lane,Matthew L Robinson,4900,28,U.S. House,D,4
Lane,Misc.,0702 702,3,U.S. House,D,4
Lane,Misc.,0704 704,0,U.S. House,D,4
Lane,Misc.,0706 706,0,U.S. House,D,4
Lane,Misc.,0708 708,1,U.S. House,D,4
Lane,Misc.,0710 710,1,U.S. House,D,4
Lane,Misc.,0712 712,1,U.S. House,D,4
Lane,Misc.,0714 714,0,U.S. House,D,4
Lane,Misc.,0716 716,1,U.S. House,D,4
Lane,Misc.,0718 718,0,U.S. House,D,4
Lane,Misc.,0720 720,0,U.S. House,D,4
Lane,Misc.,0722 722,0,U.S. House,D,4
Lane,Misc.,0724 724,0,U.S. House,D,4
Lane,Misc.,0726 726,2,U.S. House,D,4
Lane,Misc.,0728 728,0,U.S. House,D,4
Lane,Misc.,0730 730,1,U.S. House,D,4
Lane,Misc.,0732 732,1,U.S. House,D,4
Lane,Misc.,0734 734,0,U.S. House,D,4
Lane,Misc.,0736 736,0,U.S. House,D,4
Lane,Misc.,0738 738,1,U.S. House,D,4
Lane,Misc.,0740 740,0,U.S. House,D,4
Lane,Misc.,0742 742,1,U.S. House,D,4
Lane,Misc.,0744 744,1,U.S. House,D,4
Lane,Misc.,0746 746,1,U.S. House,D,4
Lane,Misc.,0748 748,1,U.S. House,D,4
Lane,Misc.,0750 750,0,U.S. House,D,4
Lane,Misc.,0752 752,0,U.S. House,D,4
Lane,Misc.,0754 754,0,U.S. House,D,4
Lane,Misc.,0756 756,1,U.S. House,D,4
Lane,Misc.,0758 758,0,U.S. House,D,4
Lane,Misc.,0760 760,1,U.S. House,D,4
Lane,Misc.,0762 762,0,U.S. House,D,4
Lane,Misc.,0764 764,1,U.S. House,D,4
Lane,Misc.,0766 766,1,U.S. House,D,4
Lane,Misc.,1121,0,U.S. House,D,4
Lane,Misc.,1123,1,U.S. House,D,4
Lane,Misc.,1125,0,U.S. House,D,4
Lane,Misc.,1127,3,U.S. House,D,4
Lane,Misc.,1129,3,U.S. House,D,4
Lane,Misc.,1231,0,U.S. House,D,4
Lane,Misc.,1233,0,U.S. House,D,4
