county,candidate,precinct,votes,office,party,district
Lane,Misc.,1671,1,President,R,
Lane,Misc.,1673,6,President,R,
Lane,Misc.,1675,7,President,R,
Lane,Misc.,1677,2,President,R,
Lane,Misc.,1781,5,President,R,
Lane,Misc.,1783,5,President,R,
Lane,Misc.,1785,4,President,R,
Lane,Misc.,1787,6,President,R,
Lane,Misc.,1891,7,President,R,
Lane,Misc.,1893,1,President,R,
Lane,Misc.,1895,1,President,R,
Lane,Misc.,1897,2,President,R,
Lane,Misc.,1899,8,President,R,
Lane,Misc.,2122,8,President,R,
Lane,Misc.,2234,3,President,R,
Lane,Misc.,2236,3,President,R,
Lane,Misc.,2238,1,President,R,
Lane,Misc.,2340,5,President,R,
Lane,Misc.,2342,9,President,R,
Lane,Misc.,2344,0,President,R,
Lane,Misc.,2456,5,President,R,
Lane,Misc.,2562,1,President,R,
Lane,Misc.,2564,6,President,R,
Lane,Misc.,2676,6,President,R,
Lane,Misc.,2678,1,President,R,
Lane,Misc.,4200,0,President,R,
Lane,Misc.,4301,4,President,R,
Lane,Misc.,4302,2,President,R,
Lane,Misc.,4400,2,President,R,
Lane,Misc.,4500,1,President,R,
Lane,Misc.,4601,7,President,R,
Lane,Misc.,4602,8,President,R,
Lane,Misc.,4700,6,President,R,
Lane,Misc.,4800,5,President,R,
Lane,Misc.,4900,5,President,R,
Lane,Over Votes,0702 702,0,President,R,
Lane,Over Votes,0704 704,0,President,R,
Lane,Over Votes,0706 706,0,President,R,
Lane,Over Votes,0708 708,0,President,R,
Lane,Over Votes,0710 710,0,President,R,
Lane,Over Votes,0712 712,0,President,R,
Lane,Over Votes,0714 714,0,President,R,
Lane,Over Votes,0716 716,0,President,R,
Lane,Over Votes,0718 718,0,President,R,
Lane,Over Votes,0720 720,0,President,R,
Lane,Over Votes,0722 722,0,President,R,
Lane,Over Votes,0724 724,1,President,R,
Lane,Over Votes,0726 726,0,President,R,
Lane,Over Votes,0728 728,0,President,R,
Lane,Over Votes,0730 730,0,President,R,
Lane,Over Votes,0732 732,0,President,R,
Lane,Over Votes,0734 734,0,President,R,
Lane,Over Votes,0736 736,0,President,R,
Lane,Over Votes,0738 738,0,President,R,
Lane,Over Votes,0740 740,0,President,R,
Lane,Over Votes,0742 742,0,President,R,
Lane,Over Votes,0744 744,0,President,R,
Lane,Over Votes,0746 746,0,President,R,
Lane,Over Votes,0748 748,0,President,R,
Lane,Over Votes,0750 750,0,President,R,
Lane,Over Votes,0752 752,1,President,R,
Lane,Over Votes,0754 754,0,President,R,
Lane,Over Votes,0756 756,0,President,R,
Lane,Over Votes,0758 758,0,President,R,
Lane,Over Votes,0760 760,0,President,R,
Lane,Over Votes,0762 762,0,President,R,
Lane,Over Votes,0764 764,0,President,R,
Lane,Over Votes,0766 766,0,President,R,
Lane,Over Votes,1121,0,President,R,
Lane,Over Votes,1123,0,President,R,
Lane,Over Votes,1125,0,President,R,
Lane,Over Votes,1127,0,President,R,
Lane,Over Votes,1129,0,President,R,
Lane,Over Votes,1231,1,President,R,
Lane,Over Votes,1233,0,President,R,
Lane,Over Votes,1235,0,President,R,
Lane,Over Votes,1237,0,President,R,
Lane,Over Votes,1341,0,President,R,
Lane,Over Votes,1343,0,President,R,
Lane,Over Votes,1345,0,President,R,
Lane,Over Votes,1347,0,President,R,
Lane,Over Votes,1349,0,President,R,
Lane,Over Votes,1451,0,President,R,
Lane,Over Votes,1453,0,President,R,
Lane,Over Votes,1455,0,President,R,
Lane,Over Votes,1457,0,President,R,
Lane,Over Votes,1561,0,President,R,
Lane,Over Votes,1563,0,President,R,
Lane,Over Votes,1565,0,President,R,
Lane,Over Votes,1567,0,President,R,
Lane,Over Votes,1569,0,President,R,
Lane,Over Votes,1671,0,President,R,
Lane,Over Votes,1673,0,President,R,
Lane,Over Votes,1675,0,President,R,
Lane,Over Votes,1677,0,President,R,
Lane,Over Votes,1781,0,President,R,
Lane,Over Votes,1783,0,President,R,
Lane,Over Votes,1785,0,President,R,
Lane,Over Votes,1787,0,President,R,
Lane,Over Votes,1891,0,President,R,
Lane,Over Votes,1893,0,President,R,
Lane,Over Votes,1895,0,President,R,
Lane,Over Votes,1897,0,President,R,
Lane,Over Votes,1899,0,President,R,
Lane,Over Votes,2122,0,President,R,
Lane,Over Votes,2234,0,President,R,
Lane,Over Votes,2236,0,President,R,
Lane,Over Votes,2238,0,President,R,
Lane,Over Votes,2340,0,President,R,
Lane,Over Votes,2342,0,President,R,
Lane,Over Votes,2344,0,President,R,
Lane,Over Votes,2456,0,President,R,
Lane,Over Votes,2562,0,President,R,
Lane,Over Votes,2564,0,President,R,
Lane,Over Votes,2676,0,President,R,
Lane,Over Votes,2678,0,President,R,
Lane,Over Votes,4200,0,President,R,
Lane,Over Votes,4301,0,President,R,
Lane,Over Votes,4302,1,President,R,
Lane,Over Votes,4400,0,President,R,
Lane,Over Votes,4500,0,President,R,
Lane,Over Votes,4601,1,President,R,
Lane,Over Votes,4602,0,President,R,
Lane,Over Votes,4700,0,President,R,
Lane,Over Votes,4800,0,President,R,
Lane,Over Votes,4900,0,President,R,
Lane,Under Votes,0702 702,36,President,R,
Lane,Under Votes,0704 704,7,President,R,
Lane,Under Votes,0706 706,11,President,R,
Lane,Under Votes,0708 708,8,President,R,
Lane,Under Votes,0710 710,5,President,R,
Lane,Under Votes,0712 712,29,President,R,
Lane,Under Votes,0714 714,10,President,R,
Lane,Under Votes,0716 716,6,President,R,
Lane,Under Votes,0718 718,7,President,R,
Lane,Under Votes,0720 720,7,President,R,
Lane,Under Votes,0722 722,1,President,R,
Lane,Under Votes,0724 724,0,President,R,
Lane,Under Votes,0726 726,17,President,R,
Lane,Under Votes,0728 728,5,President,R,
Lane,Under Votes,0730 730,34,President,R,
Lane,Under Votes,0732 732,6,President,R,
Lane,Under Votes,0734 734,3,President,R,
Lane,Under Votes,0736 736,10,President,R,
Lane,Under Votes,0738 738,15,President,R,
Lane,Under Votes,0740 740,0,President,R,
Lane,Under Votes,0742 742,7,President,R,
Lane,Under Votes,0744 744,10,President,R,
Lane,Under Votes,0746 746,12,President,R,
Lane,Under Votes,0748 748,18,President,R,
Lane,Under Votes,0750 750,2,President,R,
Lane,Under Votes,0752 752,8,President,R,
Lane,Under Votes,0754 754,7,President,R,
Lane,Under Votes,0756 756,10,President,R,
Lane,Under Votes,0758 758,29,President,R,
Lane,Under Votes,0760 760,23,President,R,
Lane,Under Votes,0762 762,8,President,R,
Lane,Under Votes,0764 764,5,President,R,
Lane,Under Votes,0766 766,0,President,R,
Lane,Under Votes,1121,1,President,R,
Lane,Under Votes,1123,4,President,R,
Lane,Under Votes,1125,7,President,R,
Lane,Under Votes,1127,7,President,R,
Lane,Under Votes,1129,14,President,R,
Lane,Under Votes,1231,6,President,R,
Lane,Under Votes,1233,16,President,R,
Lane,Under Votes,1235,29,President,R,
Lane,Under Votes,1237,24,President,R,
Lane,Under Votes,1341,0,President,R,
Lane,Under Votes,1343,0,President,R,
Lane,Under Votes,1345,10,President,R,
Lane,Under Votes,1347,8,President,R,
Lane,Under Votes,1349,0,President,R,
Lane,Under Votes,1451,38,President,R,
Lane,Under Votes,1453,13,President,R,
Lane,Under Votes,1455,7,President,R,
Lane,Under Votes,1457,35,President,R,
Lane,Under Votes,1561,47,President,R,
Lane,Under Votes,1563,30,President,R,
Lane,Under Votes,1565,24,President,R,
Lane,Under Votes,1567,6,President,R,
Lane,Under Votes,1569,4,President,R,
Lane,Under Votes,1671,11,President,R,
Lane,Under Votes,1673,25,President,R,
Lane,Under Votes,1675,30,President,R,
Lane,Under Votes,1677,16,President,R,
Lane,Under Votes,1781,4,President,R,
Lane,Under Votes,1783,2,President,R,
Lane,Under Votes,1785,20,President,R,
Lane,Under Votes,1787,13,President,R,
Lane,Under Votes,1891,4,President,R,
Lane,Under Votes,1893,2,President,R,
Lane,Under Votes,1895,5,President,R,
Lane,Under Votes,1897,14,President,R,
Lane,Under Votes,1899,27,President,R,
Lane,Under Votes,2122,21,President,R,
Lane,Under Votes,2234,6,President,R,
Lane,Under Votes,2236,7,President,R,
Lane,Under Votes,2238,1,President,R,
Lane,Under Votes,2340,6,President,R,
Lane,Under Votes,2342,14,President,R,
Lane,Under Votes,2344,0,President,R,
Lane,Under Votes,2456,10,President,R,
Lane,Under Votes,2562,6,President,R,
Lane,Under Votes,2564,17,President,R,
Lane,Under Votes,2676,26,President,R,
Lane,Under Votes,2678,9,President,R,
Lane,Under Votes,4200,2,President,R,
Lane,Under Votes,4301,3,President,R,
Lane,Under Votes,4302,5,President,R,
Lane,Under Votes,4400,15,President,R,
Lane,Under Votes,4500,11,President,R,
Lane,Under Votes,4601,36,President,R,
Lane,Under Votes,4602,23,President,R,
Lane,Under Votes,4700,37,President,R,
Lane,Under Votes,4800,8,President,R,
Lane,Under Votes,4900,5,President,R,
Lane,Art Robinson,0702 702,491,U.S. House,R,4
Lane,Art Robinson,0704 704,90,U.S. House,R,4
Lane,Art Robinson,0706 706,126,U.S. House,R,4
Lane,Art Robinson,0708 708,271,U.S. House,R,4
Lane,Art Robinson,0710 710,164,U.S. House,R,4
Lane,Art Robinson,0712 712,343,U.S. House,R,4
Lane,Art Robinson,0714 714,321,U.S. House,R,4
Lane,Art Robinson,0716 716,236,U.S. House,R,4
Lane,Art Robinson,0718 718,183,U.S. House,R,4
Lane,Art Robinson,0720 720,140,U.S. House,R,4
Lane,Art Robinson,0722 722,66,U.S. House,R,4
Lane,Art Robinson,0724 724,61,U.S. House,R,4
Lane,Art Robinson,0726 726,398,U.S. House,R,4
Lane,Art Robinson,0728 728,108,U.S. House,R,4
Lane,Art Robinson,0730 730,226,U.S. House,R,4
Lane,Art Robinson,0732 732,218,U.S. House,R,4
Lane,Art Robinson,0734 734,66,U.S. House,R,4
Lane,Art Robinson,0736 736,131,U.S. House,R,4
Lane,Art Robinson,0738 738,238,U.S. House,R,4
Lane,Art Robinson,0740 740,19,U.S. House,R,4
Lane,Art Robinson,0742 742,94,U.S. House,R,4
Lane,Art Robinson,0744 744,98,U.S. House,R,4
Lane,Art Robinson,0746 746,455,U.S. House,R,4
Lane,Art Robinson,0748 748,372,U.S. House,R,4
Lane,Art Robinson,0750 750,108,U.S. House,R,4
Lane,Art Robinson,0752 752,196,U.S. House,R,4
Lane,Art Robinson,0754 754,104,U.S. House,R,4
Lane,Art Robinson,0756 756,400,U.S. House,R,4
Lane,Art Robinson,0758 758,258,U.S. House,R,4
Lane,Art Robinson,0760 760,224,U.S. House,R,4
Lane,Art Robinson,0762 762,146,U.S. House,R,4
Lane,Art Robinson,0764 764,152,U.S. House,R,4
Lane,Art Robinson,0766 766,92,U.S. House,R,4
Lane,Art Robinson,1121,11,U.S. House,R,4
Lane,Art Robinson,1123,29,U.S. House,R,4
Lane,Art Robinson,1125,68,U.S. House,R,4
Lane,Art Robinson,1127,43,U.S. House,R,4
Lane,Art Robinson,1129,155,U.S. House,R,4
Lane,Art Robinson,1231,100,U.S. House,R,4
Lane,Art Robinson,1233,146,U.S. House,R,4
Lane,Art Robinson,1235,183,U.S. House,R,4
Lane,Art Robinson,1237,188,U.S. House,R,4
Lane,Art Robinson,1341,5,U.S. House,R,4
Lane,Art Robinson,1343,15,U.S. House,R,4
Lane,Art Robinson,1345,96,U.S. House,R,4
Lane,Art Robinson,1347,53,U.S. House,R,4
Lane,Art Robinson,1349,10,U.S. House,R,4
Lane,Art Robinson,1451,456,U.S. House,R,4
Lane,Art Robinson,1453,183,U.S. House,R,4
Lane,Art Robinson,1455,69,U.S. House,R,4
Lane,Art Robinson,1457,326,U.S. House,R,4
Lane,Art Robinson,1561,510,U.S. House,R,4
Lane,Art Robinson,1563,275,U.S. House,R,4
Lane,Art Robinson,1565,202,U.S. House,R,4
Lane,Art Robinson,1567,200,U.S. House,R,4
Lane,Art Robinson,1569,130,U.S. House,R,4
Lane,Art Robinson,1671,127,U.S. House,R,4
Lane,Art Robinson,1673,274,U.S. House,R,4
Lane,Art Robinson,1675,326,U.S. House,R,4
Lane,Art Robinson,1677,214,U.S. House,R,4
Lane,Art Robinson,1781,98,U.S. House,R,4
Lane,Art Robinson,1783,48,U.S. House,R,4
Lane,Art Robinson,1785,193,U.S. House,R,4
Lane,Art Robinson,1787,365,U.S. House,R,4
Lane,Art Robinson,1891,156,U.S. House,R,4
Lane,Art Robinson,1893,15,U.S. House,R,4
Lane,Art Robinson,1895,40,U.S. House,R,4
Lane,Art Robinson,1897,269,U.S. House,R,4
Lane,Art Robinson,1899,243,U.S. House,R,4
Lane,Art Robinson,2122,349,U.S. House,R,4
Lane,Art Robinson,2234,91,U.S. House,R,4
Lane,Art Robinson,2236,183,U.S. House,R,4
Lane,Art Robinson,2238,13,U.S. House,R,4
Lane,Art Robinson,2340,114,U.S. House,R,4
Lane,Art Robinson,2342,165,U.S. House,R,4
Lane,Art Robinson,2344,9,U.S. House,R,4
Lane,Art Robinson,2456,268,U.S. House,R,4
Lane,Art Robinson,2562,93,U.S. House,R,4
Lane,Art Robinson,2564,251,U.S. House,R,4
Lane,Art Robinson,2676,328,U.S. House,R,4
Lane,Art Robinson,2678,186,U.S. House,R,4
Lane,Art Robinson,4200,71,U.S. House,R,4
Lane,Art Robinson,4301,182,U.S. House,R,4
Lane,Art Robinson,4302,260,U.S. House,R,4
Lane,Art Robinson,4400,261,U.S. House,R,4
Lane,Art Robinson,4500,185,U.S. House,R,4
Lane,Art Robinson,4601,331,U.S. House,R,4
Lane,Art Robinson,4602,475,U.S. House,R,4
Lane,Art Robinson,4700,353,U.S. House,R,4
Lane,Art Robinson,4800,155,U.S. House,R,4
Lane,Art Robinson,4900,234,U.S. House,R,4
Lane,Wriite-ins,0702 702,11,U.S. House,R,4
Lane,Wriite-ins,0704 704,5,U.S. House,R,4
Lane,Wriite-ins,0706 706,5,U.S. House,R,4
Lane,Wriite-ins,0708 708,5,U.S. House,R,4
Lane,Wriite-ins,0710 710,1,U.S. House,R,4
Lane,Wriite-ins,0712 712,9,U.S. House,R,4
Lane,Wriite-ins,0714 714,6,U.S. House,R,4
Lane,Wriite-ins,0716 716,11,U.S. House,R,4
Lane,Wriite-ins,0718 718,9,U.S. House,R,4
Lane,Wriite-ins,0720 720,5,U.S. House,R,4
Lane,Wriite-ins,0722 722,0,U.S. House,R,4
Lane,Wriite-ins,0724 724,1,U.S. House,R,4
Lane,Wriite-ins,0726 726,11,U.S. House,R,4
Lane,Wriite-ins,0728 728,6,U.S. House,R,4
Lane,Wriite-ins,0730 730,10,U.S. House,R,4
Lane,Wriite-ins,0732 732,8,U.S. House,R,4
Lane,Wriite-ins,0734 734,2,U.S. House,R,4
Lane,Wriite-ins,0736 736,5,U.S. House,R,4
Lane,Wriite-ins,0738 738,12,U.S. House,R,4
Lane,Wriite-ins,0740 740,2,U.S. House,R,4
Lane,Wriite-ins,0742 742,6,U.S. House,R,4
Lane,Wriite-ins,0744 744,5,U.S. House,R,4
Lane,Wriite-ins,0746 746,8,U.S. House,R,4
Lane,Wriite-ins,0748 748,19,U.S. House,R,4
Lane,Wriite-ins,0750 750,1,U.S. House,R,4
Lane,Wriite-ins,0752 752,6,U.S. House,R,4
Lane,Wriite-ins,0754 754,4,U.S. House,R,4
Lane,Wriite-ins,0756 756,7,U.S. House,R,4
Lane,Wriite-ins,0758 758,9,U.S. House,R,4
Lane,Wriite-ins,0760 760,9,U.S. House,R,4
Lane,Wriite-ins,0762 762,6,U.S. House,R,4
Lane,Wriite-ins,0764 764,5,U.S. House,R,4
Lane,Wriite-ins,0766 766,3,U.S. House,R,4
Lane,Wriite-ins,1121,0,U.S. House,R,4
Lane,Wriite-ins,1123,1,U.S. House,R,4
Lane,Wriite-ins,1125,6,U.S. House,R,4
Lane,Wriite-ins,1127,10,U.S. House,R,4
Lane,Wriite-ins,1129,10,U.S. House,R,4
Lane,Wriite-ins,1231,11,U.S. House,R,4
Lane,Wriite-ins,1233,10,U.S. House,R,4
Lane,Wriite-ins,1235,21,U.S. House,R,4
Lane,Wriite-ins,1237,7,U.S. House,R,4
Lane,Wriite-ins,1341,1,U.S. House,R,4
Lane,Wriite-ins,1343,0,U.S. House,R,4
Lane,Wriite-ins,1345,14,U.S. House,R,4
Lane,Wriite-ins,1347,9,U.S. House,R,4
Lane,Wriite-ins,1349,0,U.S. House,R,4
Lane,Wriite-ins,1451,22,U.S. House,R,4
Lane,Wriite-ins,1453,6,U.S. House,R,4
Lane,Wriite-ins,1455,6,U.S. House,R,4
Lane,Wriite-ins,1457,13,U.S. House,R,4
Lane,Wriite-ins,1561,22,U.S. House,R,4
Lane,Wriite-ins,1563,9,U.S. House,R,4
Lane,Wriite-ins,1565,8,U.S. House,R,4
Lane,Wriite-ins,1567,5,U.S. House,R,4
Lane,Wriite-ins,1569,2,U.S. House,R,4
Lane,Wriite-ins,1671,4,U.S. House,R,4
Lane,Wriite-ins,1673,13,U.S. House,R,4
Lane,Wriite-ins,1675,8,U.S. House,R,4
Lane,Wriite-ins,1677,5,U.S. House,R,4
Lane,Wriite-ins,1781,6,U.S. House,R,4
Lane,Wriite-ins,1783,4,U.S. House,R,4
Lane,Wriite-ins,1785,9,U.S. House,R,4
Lane,Wriite-ins,1787,9,U.S. House,R,4
Lane,Wriite-ins,1891,1,U.S. House,R,4
Lane,Wriite-ins,1893,0,U.S. House,R,4
Lane,Wriite-ins,1895,1,U.S. House,R,4
Lane,Wriite-ins,1897,7,U.S. House,R,4
Lane,Wriite-ins,1899,11,U.S. House,R,4
Lane,Wriite-ins,2122,10,U.S. House,R,4
Lane,Wriite-ins,2234,4,U.S. House,R,4
Lane,Wriite-ins,2236,8,U.S. House,R,4
Lane,Wriite-ins,2238,0,U.S. House,R,4
Lane,Wriite-ins,2340,5,U.S. House,R,4
Lane,Wriite-ins,2342,11,U.S. House,R,4
Lane,Wriite-ins,2344,0,U.S. House,R,4
Lane,Wriite-ins,2456,8,U.S. House,R,4
Lane,Wriite-ins,2562,0,U.S. House,R,4
Lane,Wriite-ins,2564,5,U.S. House,R,4
Lane,Wriite-ins,2676,10,U.S. House,R,4
Lane,Wriite-ins,2678,5,U.S. House,R,4
Lane,Wriite-ins,4200,3,U.S. House,R,4
Lane,Wriite-ins,4301,5,U.S. House,R,4
Lane,Wriite-ins,4302,10,U.S. House,R,4
Lane,Wriite-ins,4400,6,U.S. House,R,4
Lane,Wriite-ins,4500,7,U.S. House,R,4
Lane,Wriite-ins,4601,7,U.S. House,R,4
Lane,Wriite-ins,4602,10,U.S. House,R,4
Lane,Wriite-ins,4700,14,U.S. House,R,4
Lane,Wriite-ins,4800,10,U.S. House,R,4
Lane,Wriite-ins,4900,10,U.S. House,R,4
Lane,Over Votes,0702 702,0,U.S. House,R,4
Lane,Over Votes,0704 704,0,U.S. House,R,4
Lane,Over Votes,0706 706,0,U.S. House,R,4
Lane,Over Votes,0708 708,0,U.S. House,R,4
Lane,Over Votes,0710 710,0,U.S. House,R,4
Lane,Over Votes,0712 712,0,U.S. House,R,4
Lane,Over Votes,0714 714,0,U.S. House,R,4
Lane,Over Votes,0716 716,0,U.S. House,R,4
Lane,Over Votes,0718 718,0,U.S. House,R,4
Lane,Over Votes,0720 720,0,U.S. House,R,4
Lane,Over Votes,0722 722,0,U.S. House,R,4
Lane,Over Votes,0724 724,0,U.S. House,R,4
Lane,Over Votes,0726 726,0,U.S. House,R,4
Lane,Over Votes,0728 728,0,U.S. House,R,4
Lane,Over Votes,0730 730,0,U.S. House,R,4
Lane,Over Votes,0732 732,0,U.S. House,R,4
Lane,Over Votes,0734 734,0,U.S. House,R,4
Lane,Over Votes,0736 736,0,U.S. House,R,4
Lane,Over Votes,0738 738,0,U.S. House,R,4
Lane,Over Votes,0740 740,0,U.S. House,R,4
Lane,Over Votes,0742 742,0,U.S. House,R,4
Lane,Over Votes,0744 744,0,U.S. House,R,4
Lane,Over Votes,0746 746,0,U.S. House,R,4
Lane,Over Votes,0748 748,0,U.S. House,R,4
Lane,Over Votes,0750 750,0,U.S. House,R,4
Lane,Over Votes,0752 752,0,U.S. House,R,4
Lane,Over Votes,0754 754,0,U.S. House,R,4
Lane,Over Votes,0756 756,0,U.S. House,R,4
Lane,Over Votes,0758 758,0,U.S. House,R,4
Lane,Over Votes,0760 760,0,U.S. House,R,4
Lane,Over Votes,0762 762,0,U.S. House,R,4
Lane,Over Votes,0764 764,0,U.S. House,R,4
Lane,Over Votes,0766 766,0,U.S. House,R,4
Lane,Over Votes,1121,0,U.S. House,R,4
Lane,Over Votes,1123,0,U.S. House,R,4
Lane,Over Votes,1125,0,U.S. House,R,4
Lane,Over Votes,1127,0,U.S. House,R,4
Lane,Over Votes,1129,1,U.S. House,R,4
Lane,Over Votes,1231,0,U.S. House,R,4
Lane,Over Votes,1233,0,U.S. House,R,4
Lane,Over Votes,1235,0,U.S. House,R,4
Lane,Over Votes,1237,0,U.S. House,R,4
Lane,Over Votes,1341,0,U.S. House,R,4
Lane,Over Votes,1343,0,U.S. House,R,4
Lane,Over Votes,1345,0,U.S. House,R,4
Lane,Over Votes,1347,0,U.S. House,R,4
Lane,Over Votes,1349,0,U.S. House,R,4
Lane,Over Votes,1451,2,U.S. House,R,4
Lane,Over Votes,1453,0,U.S. House,R,4
Lane,Over Votes,1455,0,U.S. House,R,4
Lane,Over Votes,1457,0,U.S. House,R,4
Lane,Over Votes,1561,0,U.S. House,R,4
Lane,Over Votes,1563,0,U.S. House,R,4
Lane,Over Votes,1565,0,U.S. House,R,4
Lane,Over Votes,1567,0,U.S. House,R,4
Lane,Over Votes,1569,0,U.S. House,R,4
Lane,Over Votes,1671,0,U.S. House,R,4
Lane,Over Votes,1673,0,U.S. House,R,4
Lane,Over Votes,1675,0,U.S. House,R,4
Lane,Over Votes,1677,0,U.S. House,R,4
Lane,Over Votes,1781,0,U.S. House,R,4
Lane,Over Votes,1783,0,U.S. House,R,4
Lane,Over Votes,1785,0,U.S. House,R,4
Lane,Over Votes,1787,0,U.S. House,R,4
Lane,Over Votes,1891,0,U.S. House,R,4
Lane,Over Votes,1893,0,U.S. House,R,4
Lane,Over Votes,1895,0,U.S. House,R,4
Lane,Over Votes,1897,2,U.S. House,R,4
Lane,Over Votes,1899,0,U.S. House,R,4
Lane,Over Votes,2122,0,U.S. House,R,4
Lane,Over Votes,2234,0,U.S. House,R,4
Lane,Over Votes,2236,0,U.S. House,R,4
Lane,Over Votes,2238,0,U.S. House,R,4
Lane,Over Votes,2340,0,U.S. House,R,4
Lane,Over Votes,2342,0,U.S. House,R,4
Lane,Over Votes,2344,0,U.S. House,R,4
Lane,Over Votes,2456,0,U.S. House,R,4
Lane,Over Votes,2562,0,U.S. House,R,4
Lane,Over Votes,2564,1,U.S. House,R,4
Lane,Over Votes,2676,0,U.S. House,R,4
Lane,Over Votes,2678,1,U.S. House,R,4
Lane,Over Votes,4200,0,U.S. House,R,4
Lane,Over Votes,4301,0,U.S. House,R,4
Lane,Over Votes,4302,0,U.S. House,R,4
Lane,Over Votes,4400,0,U.S. House,R,4
Lane,Over Votes,4500,0,U.S. House,R,4
Lane,Over Votes,4601,0,U.S. House,R,4
Lane,Over Votes,4602,0,U.S. House,R,4
Lane,Over Votes,4700,0,U.S. House,R,4
Lane,Over Votes,4800,0,U.S. House,R,4
Lane,Over Votes,4900,0,U.S. House,R,4
Lane,Under Votes,0702 702,159,U.S. House,R,4
Lane,Under Votes,0704 704,31,U.S. House,R,4
Lane,Under Votes,0706 706,31,U.S. House,R,4
Lane,Under Votes,0708 708,64,U.S. House,R,4
Lane,Under Votes,0710 710,38,U.S. House,R,4
Lane,Under Votes,0712 712,150,U.S. House,R,4
Lane,Under Votes,0714 714,102,U.S. House,R,4
Lane,Under Votes,0716 716,65,U.S. House,R,4
Lane,Under Votes,0718 718,57,U.S. House,R,4
Lane,Under Votes,0720 720,43,U.S. House,R,4
Lane,Under Votes,0722 722,28,U.S. House,R,4
Lane,Under Votes,0724 724,6,U.S. House,R,4
Lane,Under Votes,0726 726,112,U.S. House,R,4
Lane,Under Votes,0728 728,51,U.S. House,R,4
Lane,Under Votes,0730 730,146,U.S. House,R,4
Lane,Under Votes,0732 732,82,U.S. House,R,4
Lane,Under Votes,0734 734,28,U.S. House,R,4
Lane,Under Votes,0736 736,55,U.S. House,R,4
Lane,Under Votes,0738 738,74,U.S. House,R,4
Lane,Under Votes,0740 740,6,U.S. House,R,4
Lane,Under Votes,0742 742,50,U.S. House,R,4
Lane,Under Votes,0744 744,34,U.S. House,R,4
Lane,Under Votes,0746 746,106,U.S. House,R,4
Lane,Under Votes,0748 748,125,U.S. House,R,4
Lane,Under Votes,0750 750,30,U.S. House,R,4
Lane,Under Votes,0752 752,59,U.S. House,R,4
Lane,Under Votes,0754 754,38,U.S. House,R,4
Lane,Under Votes,0756 756,141,U.S. House,R,4
