county,precinct,office,district,candidate,votes
Wheeler,Mitchell #3,U.S. House,2,Over Votes,0
Wheeler,Spray #4,U.S. House,2,Over Votes,0
Wheeler,Fossil #1,U.S. House,2,Under Votes,10
Wheeler,Mitchell #3,U.S. House,2,Under Votes,12
Wheeler,Spray #4,U.S. House,2,Under Votes,11
Wheeler,Fossil #1,Governor,,John Kitzhaber,114
Wheeler,Mitchell #3,Governor,,John Kitzhaber,63
Wheeler,Spray #4,Governor,,John Kitzhaber,39
Wheeler,Fossil #1,Governor,,Greg Kord,10
Wheeler,Mitchell #3,Governor,,Greg Kord,9
Wheeler,Spray #4,Governor,,Greg Kord,3
Wheeler,Fossil #1,Governor,,Wes Wagner,7
Wheeler,Mitchell #3,Governor,,Wes Wagner,3
Wheeler,Spray #4,Governor,,Wes Wagner,5
Wheeler,Fossil #1,Governor,,Chris Dudley,189
Wheeler,Mitchell #3,Governor,,Chris Dudley,146
Wheeler,Spray #4,Governor,,Chris Dudley,165
Wheeler,Fossil #1,Governor,,Write-ins,0
Wheeler,Mitchell #3,Governor,,Write-ins,0
Wheeler,Spray #4,Governor,,Write-ins,1
Wheeler,Fossil #1,Governor,,Over Votes,0
Wheeler,Mitchell #3,Governor,,Over Votes,0
Wheeler,Spray #4,Governor,,Over Votes,1
Wheeler,Fossil #1,Governor,,Under Votes,7
Wheeler,Mitchell #3,Governor,,Under Votes,4
Wheeler,Spray #4,Governor,,Under Votes,3
Wheeler,Fossil #1,Treasurer,,Walter F. (Walt) Brown,11
Wheeler,Mitchell #3,Treasurer,,Walter F. (Walt) Brown,6
Wheeler,Spray #4,Treasurer,,Walter F. (Walt) Brown,5
Wheeler,Fossil #1,Treasurer,,Chris Telfer,114
Wheeler,Mitchell #3,Treasurer,,Chris Telfer,107
Wheeler,Spray #4,Treasurer,,Chris Telfer,134
Wheeler,Fossil #1,Treasurer,,Ted Wheeler,162
Wheeler,Mitchell #3,Treasurer,,Ted Wheeler,78
Wheeler,Spray #4,Treasurer,,Ted Wheeler,47
Wheeler,Fossil #1,Treasurer,,Michael Marsh,10
Wheeler,Mitchell #3,Treasurer,,Michael Marsh,10
Wheeler,Spray #4,Treasurer,,Michael Marsh,10
Wheeler,Fossil #1,Treasurer,,Write-ins,0
Wheeler,Mitchell #3,Treasurer,,Write-ins,0
Wheeler,Spray #4,Treasurer,,Write-ins,0
Wheeler,Fossil #1,Treasurer,,Over Votes,0
Wheeler,Mitchell #3,Treasurer,,Over Votes,0
Wheeler,Spray #4,Treasurer,,Over Votes,0
Wheeler,Fossil #1,Treasurer,,Under Votes,30
Wheeler,Mitchell #3,Treasurer,,Under Votes,24
Wheeler,Spray #4,Treasurer,,Under Votes,21
Wheeler,Fossil #1,State House,59,John E. Huffman,141
Wheeler,Mitchell #3,State House,59,John E. Huffman,139
Wheeler,Spray #4,State House,59,John E. Huffman,139
Wheeler,Fossil #1,State House,59,Will Boettner,175
Wheeler,Mitchell #3,State House,59,Will Boettner,70
Wheeler,Spray #4,State House,59,Will Boettner,66
Wheeler,Fossil #1,State House,59,Write-ins,0
Wheeler,Mitchell #3,State House,59,Write-ins,1
Wheeler,Spray #4,State House,59,Write-ins,0
Wheeler,Fossil #1,State House,59,Over Votes,0
Wheeler,Mitchell #3,State House,59,Over Votes,0
Wheeler,Spray #4,State House,59,Over Votes,0
Wheeler,Fossil #1,State House,59,Under Votes,11
Wheeler,Mitchell #3,State House,59,Under Votes,15
Wheeler,Spray #4,State House,59,Under Votes,12
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
