county,precinct,office,district,candidate,votes
Wheeler,Spray,U.S. House,2,Write-ins,0
Wheeler,Fossil,U.S. House,2,Over Votes,0
Wheeler,Mitchell,U.S. House,2,Over Votes,0
Wheeler,Spray,U.S. House,2,Over Votes,0
Wheeler,Fossil,U.S. House,2,Under Votes,25
Wheeler,Mitchell,U.S. House,2,Under Votes,5
Wheeler,Spray,U.S. House,2,Under Votes,17
Wheeler,Fossil,Attorney General,,John R. Kroger,198
Wheeler,Mitchell,Attorney General,,John R. Kroger,110
Wheeler,Spray,Attorney General,,John R. Kroger,105
Wheeler,Fossil,Attorney General,,J. Ashlee Albies,36
Wheeler,Mitchell,Attorney General,,J. Ashlee Albies,45
Wheeler,Spray,Attorney General,,J. Ashlee Albies,35
Wheeler,Fossil,Attorney General,,Walter F. (Walt) Brown,16
Wheeler,Mitchell,Attorney General,,Walter F. (Walt) Brown,5
Wheeler,Spray,Attorney General,,Walter F. (Walt) Brown,10
Wheeler,Fossil,Attorney General,,James E. Leuenberger,30
Wheeler,Mitchell,Attorney General,,James E. Leuenberger,30
Wheeler,Spray,Attorney General,,James E. Leuenberger,31
Wheeler,Fossil,Attorney General,,Write-ins,2
Wheeler,Mitchell,Attorney General,,Write-ins,3
Wheeler,Spray,Attorney General,,Write-ins,0
Wheeler,Fossil,Attorney General,,Over Votes,1
Wheeler,Mitchell,Attorney General,,Over Votes,0
Wheeler,Spray,Attorney General,,Over Votes,0
Wheeler,Fossil,Attorney General,,Under Votes,79
Wheeler,Mitchell,Attorney General,,Under Votes,42
Wheeler,Spray,Attorney General,,Under Votes,52
Wheeler,Fossil,State Treasurer,,Allen Alley,151
Wheeler,Mitchell,State Treasurer,,Allen Alley,125
Wheeler,Spray,State Treasurer,,Allen Alley,138
Wheeler,Fossil,State Treasurer,,Michael Marsh,21
Wheeler,Mitchell,State Treasurer,,Michael Marsh,5
Wheeler,Spray,State Treasurer,,Michael Marsh,10
Wheeler,Fossil,State Treasurer,,Ben Westlund,145
Wheeler,Mitchell,State Treasurer,,Ben Westlund,93
Wheeler,Spray,State Treasurer,,Ben Westlund,59
Wheeler,Fossil,State Treasurer,,Write-ins,0
Wheeler,Mitchell,State Treasurer,,Write-ins,1
Wheeler,Spray,State Treasurer,,Write-ins,0
Wheeler,Fossil,State Treasurer,,Over Votes,0
Wheeler,Mitchell,State Treasurer,,Over Votes,0
Wheeler,Spray,State Treasurer,,Over Votes,0
Wheeler,Fossil,State Treasurer,,Under Votes,45
Wheeler,Mitchell,State Treasurer,,Under Votes,11
Wheeler,Spray,State Treasurer,,Under Votes,26
Wheeler,Fossil,State House,59,John E. Huffman,175
Wheeler,Mitchell,State House,59,John E. Huffman,141
Wheeler,Spray,State House,59,John E. Huffman,161
Wheeler,Fossil,State House,59,Mike Ahern,154
Wheeler,Mitchell,State House,59,Mike Ahern,82
Wheeler,Spray,State House,59,Mike Ahern,53
Wheeler,Fossil,State House,59,Write-ins,2
Wheeler,Mitchell,State House,59,Write-ins,0
Wheeler,Spray,State House,59,Write-ins,0
Wheeler,Fossil,State House,59,Over Votes,0
Wheeler,Mitchell,State House,59,Over Votes,0
Wheeler,Spray,State House,59,Over Votes,0
Wheeler,Fossil,State House,59,Under Votes,31
Wheeler,Mitchell,State House,59,Under Votes,12
Wheeler,Spray,State House,59,Under Votes,19
Wheeler,Fossil,State Senate,,Ted Ferrioli,250
Wheeler,Mitchell,State Senate,,Ted Ferrioli,183
Wheeler,Spray,State Senate,,Ted Ferrioli,166
Wheeler,Fossil,State Senate,,Write-ins,12
Wheeler,Mitchell,State Senate,,Write-ins,3
Wheeler,Spray,State Senate,,Write-ins,4
Wheeler,Fossil,State Senate,,Over Votes,0
Wheeler,Mitchell,State Senate,,Over Votes,0
Wheeler,Spray,State Senate,,Over Votes,0
Wheeler,Fossil,State Senate,,Under Votes,100
Wheeler,Mitchell,State Senate,,Under Votes,49
Wheeler,Spray,State Senate,,Under Votes,63
