county,precinct,office,district,candidate,votes
clackamas,505,Secretary of State,,Seth Woolley,33
clackamas,505,Secretary of State,,Robert Wolfe,23
clackamas,505,Secretary of State,,Bruce Alexander Knight,15
clackamas,505,Secretary of State,,Kate Brown,778
clackamas,505,Secretary of State,,Knute Buehler,578
clackamas,505,Secretary of State,,Write-ins,2
clackamas,505,Secretary of State,,Over Votes,0
clackamas,505,Secretary of State,,Under Votes,113
clackamas,506,Secretary of State,,Seth Woolley,42
clackamas,506,Secretary of State,,Robert Wolfe,22
clackamas,506,Secretary of State,,Bruce Alexander Knight,35
clackamas,506,Secretary of State,,Kate Brown,1056
clackamas,506,Secretary of State,,Knute Buehler,808
clackamas,506,Secretary of State,,Write-ins,0
clackamas,506,Secretary of State,,Over Votes,0
clackamas,506,Secretary of State,,Under Votes,132
clackamas,510,Secretary of State,,Seth Woolley,18
clackamas,510,Secretary of State,,Robert Wolfe,13
clackamas,510,Secretary of State,,Bruce Alexander Knight,13
clackamas,510,Secretary of State,,Kate Brown,341
clackamas,510,Secretary of State,,Knute Buehler,397
clackamas,510,Secretary of State,,Write-ins,2
clackamas,510,Secretary of State,,Over Votes,0
clackamas,510,Secretary of State,,Under Votes,61
clackamas,511,Secretary of State,,Seth Woolley,39
clackamas,511,Secretary of State,,Robert Wolfe,21
clackamas,511,Secretary of State,,Bruce Alexander Knight,24
clackamas,511,Secretary of State,,Kate Brown,789
clackamas,511,Secretary of State,,Knute Buehler,1083
clackamas,511,Secretary of State,,Write-ins,6
clackamas,511,Secretary of State,,Over Votes,2
clackamas,511,Secretary of State,,Under Votes,125
clackamas,512,Secretary of State,,Seth Woolley,17
clackamas,512,Secretary of State,,Robert Wolfe,12
clackamas,512,Secretary of State,,Bruce Alexander Knight,15
clackamas,512,Secretary of State,,Kate Brown,556
clackamas,512,Secretary of State,,Knute Buehler,489
clackamas,512,Secretary of State,,Write-ins,2
clackamas,512,Secretary of State,,Over Votes,1
clackamas,512,Secretary of State,,Under Votes,76
clackamas,513,Secretary of State,,Seth Woolley,32
clackamas,513,Secretary of State,,Robert Wolfe,22
clackamas,513,Secretary of State,,Bruce Alexander Knight,28
clackamas,513,Secretary of State,,Kate Brown,748
clackamas,513,Secretary of State,,Knute Buehler,940
clackamas,513,Secretary of State,,Write-ins,1
clackamas,513,Secretary of State,,Over Votes,0
clackamas,513,Secretary of State,,Under Votes,95
clackamas,514,Secretary of State,,Seth Woolley,58
clackamas,514,Secretary of State,,Robert Wolfe,38
clackamas,514,Secretary of State,,Bruce Alexander Knight,48
clackamas,514,Secretary of State,,Kate Brown,1183
clackamas,514,Secretary of State,,Knute Buehler,1643
clackamas,514,Secretary of State,,Write-ins,6
clackamas,514,Secretary of State,,Over Votes,1
clackamas,514,Secretary of State,,Under Votes,217
clackamas,515,Secretary of State,,Seth Woolley,12
clackamas,515,Secretary of State,,Robert Wolfe,8
clackamas,515,Secretary of State,,Bruce Alexander Knight,15
clackamas,515,Secretary of State,,Kate Brown,405
clackamas,515,Secretary of State,,Knute Buehler,399
clackamas,515,Secretary of State,,Write-ins,1
clackamas,515,Secretary of State,,Over Votes,0
clackamas,515,Secretary of State,,Under Votes,53
clackamas,516,Secretary of State,,Seth Woolley,16
clackamas,516,Secretary of State,,Robert Wolfe,12
clackamas,516,Secretary of State,,Bruce Alexander Knight,6
clackamas,516,Secretary of State,,Kate Brown,305
clackamas,516,Secretary of State,,Knute Buehler,422
clackamas,516,Secretary of State,,Write-ins,0
clackamas,516,Secretary of State,,Over Votes,1
clackamas,516,Secretary of State,,Under Votes,39
clackamas,517,Secretary of State,,Seth Woolley,32
clackamas,517,Secretary of State,,Robert Wolfe,29
clackamas,517,Secretary of State,,Bruce Alexander Knight,27
clackamas,517,Secretary of State,,Kate Brown,694
clackamas,517,Secretary of State,,Knute Buehler,875
clackamas,517,Secretary of State,,Write-ins,2
clackamas,517,Secretary of State,,Over Votes,1
clackamas,517,Secretary of State,,Under Votes,119
clackamas,518,Secretary of State,,Seth Woolley,33
clackamas,518,Secretary of State,,Robert Wolfe,17
clackamas,518,Secretary of State,,Bruce Alexander Knight,19
clackamas,518,Secretary of State,,Kate Brown,624
clackamas,518,Secretary of State,,Knute Buehler,891
clackamas,518,Secretary of State,,Write-ins,2
clackamas,518,Secretary of State,,Over Votes,0
clackamas,518,Secretary of State,,Under Votes,124
clackamas,519,Secretary of State,,Seth Woolley,18
clackamas,519,Secretary of State,,Robert Wolfe,5
clackamas,519,Secretary of State,,Bruce Alexander Knight,2
clackamas,519,Secretary of State,,Kate Brown,235
clackamas,519,Secretary of State,,Knute Buehler,370
clackamas,519,Secretary of State,,Write-ins,1
clackamas,519,Secretary of State,,Over Votes,0
clackamas,519,Secretary of State,,Under Votes,63
clackamas,520,Secretary of State,,Seth Woolley,3
clackamas,520,Secretary of State,,Robert Wolfe,1
clackamas,520,Secretary of State,,Bruce Alexander Knight,3
clackamas,520,Secretary of State,,Kate Brown,142
clackamas,520,Secretary of State,,Knute Buehler,180
clackamas,520,Secretary of State,,Write-ins,0
clackamas,520,Secretary of State,,Over Votes,0
clackamas,520,Secretary of State,,Under Votes,29
clackamas,001,State Treasurer,,Ted Wheeler,1683
clackamas,001,State Treasurer,,Cameron Whitten,69
clackamas,001,State Treasurer,,John F. Mahler,60
clackamas,001,State Treasurer,,Michael Paul Marsh,30
clackamas,001,State Treasurer,,Tom Cox,1004
clackamas,001,State Treasurer,,Write-ins,2
clackamas,001,State Treasurer,,Over Votes,0
clackamas,001,State Treasurer,,Under Votes,289
clackamas,002,State Treasurer,,Ted Wheeler,1335
clackamas,002,State Treasurer,,Cameron Whitten,61
clackamas,002,State Treasurer,,John F. Mahler,51
clackamas,002,State Treasurer,,Michael Paul Marsh,33
clackamas,002,State Treasurer,,Tom Cox,842
clackamas,002,State Treasurer,,Write-ins,2
clackamas,002,State Treasurer,,Over Votes,0
clackamas,002,State Treasurer,,Under Votes,190
clackamas,003,State Treasurer,,Ted Wheeler,1040
clackamas,003,State Treasurer,,Cameron Whitten,30
clackamas,003,State Treasurer,,John F. Mahler,25
clackamas,003,State Treasurer,,Michael Paul Marsh,15
clackamas,003,State Treasurer,,Tom Cox,599
clackamas,003,State Treasurer,,Write-ins,3
clackamas,003,State Treasurer,,Over Votes,0
clackamas,003,State Treasurer,,Under Votes,157
clackamas,004,State Treasurer,,Ted Wheeler,13
clackamas,004,State Treasurer,,Cameron Whitten,2
clackamas,004,State Treasurer,,John F. Mahler,0
clackamas,004,State Treasurer,,Michael Paul Marsh,0
clackamas,004,State Treasurer,,Tom Cox,13
clackamas,004,State Treasurer,,Write-ins,0
clackamas,004,State Treasurer,,Over Votes,0
clackamas,004,State Treasurer,,Under Votes,1
clackamas,005,State Treasurer,,Ted Wheeler,1408
clackamas,005,State Treasurer,,Cameron Whitten,63
clackamas,005,State Treasurer,,John F. Mahler,40
clackamas,005,State Treasurer,,Michael Paul Marsh,30
clackamas,005,State Treasurer,,Tom Cox,1025
clackamas,005,State Treasurer,,Write-ins,4
clackamas,005,State Treasurer,,Over Votes,0
clackamas,005,State Treasurer,,Under Votes,259
clackamas,006,State Treasurer,,Ted Wheeler,971
clackamas,006,State Treasurer,,Cameron Whitten,28
clackamas,006,State Treasurer,,John F. Mahler,22
clackamas,006,State Treasurer,,Michael Paul Marsh,16
clackamas,006,State Treasurer,,Tom Cox,864
clackamas,006,State Treasurer,,Write-ins,0
clackamas,006,State Treasurer,,Over Votes,1
clackamas,006,State Treasurer,,Under Votes,143
clackamas,007,State Treasurer,,Ted Wheeler,1117
clackamas,007,State Treasurer,,Cameron Whitten,46
clackamas,007,State Treasurer,,John F. Mahler,31
clackamas,007,State Treasurer,,Michael Paul Marsh,19
clackamas,007,State Treasurer,,Tom Cox,807
clackamas,007,State Treasurer,,Write-ins,0
clackamas,007,State Treasurer,,Over Votes,0
clackamas,007,State Treasurer,,Under Votes,227
clackamas,010,State Treasurer,,Ted Wheeler,3
clackamas,010,State Treasurer,,Cameron Whitten,0
clackamas,010,State Treasurer,,John F. Mahler,0
clackamas,010,State Treasurer,,Michael Paul Marsh,0
clackamas,010,State Treasurer,,Tom Cox,10
clackamas,010,State Treasurer,,Write-ins,0
clackamas,010,State Treasurer,,Over Votes,0
clackamas,010,State Treasurer,,Under Votes,1
clackamas,031,State Treasurer,,Ted Wheeler,966
clackamas,031,State Treasurer,,Cameron Whitten,26
clackamas,031,State Treasurer,,John F. Mahler,32
clackamas,031,State Treasurer,,Michael Paul Marsh,25
clackamas,031,State Treasurer,,Tom Cox,558
clackamas,031,State Treasurer,,Write-ins,1
clackamas,031,State Treasurer,,Over Votes,1
clackamas,031,State Treasurer,,Under Votes,136
clackamas,032,State Treasurer,,Ted Wheeler,1024
clackamas,032,State Treasurer,,Cameron Whitten,39
clackamas,032,State Treasurer,,John F. Mahler,26
clackamas,032,State Treasurer,,Michael Paul Marsh,13
clackamas,032,State Treasurer,,Tom Cox,527
clackamas,032,State Treasurer,,Write-ins,1
clackamas,032,State Treasurer,,Over Votes,0
clackamas,032,State Treasurer,,Under Votes,179
clackamas,033,State Treasurer,,Ted Wheeler,1020
clackamas,033,State Treasurer,,Cameron Whitten,28
clackamas,033,State Treasurer,,John F. Mahler,28
clackamas,033,State Treasurer,,Michael Paul Marsh,14
clackamas,033,State Treasurer,,Tom Cox,674
clackamas,033,State Treasurer,,Write-ins,4
clackamas,033,State Treasurer,,Over Votes,0
clackamas,033,State Treasurer,,Under Votes,170
clackamas,051,State Treasurer,,Ted Wheeler,1420
clackamas,051,State Treasurer,,Cameron Whitten,66
clackamas,051,State Treasurer,,John F. Mahler,46
clackamas,051,State Treasurer,,Michael Paul Marsh,13
clackamas,051,State Treasurer,,Tom Cox,455
clackamas,051,State Treasurer,,Write-ins,2
clackamas,051,State Treasurer,,Over Votes,1
clackamas,051,State Treasurer,,Under Votes,172
clackamas,052,State Treasurer,,Ted Wheeler,1404
clackamas,052,State Treasurer,,Cameron Whitten,59
clackamas,052,State Treasurer,,John F. Mahler,40
clackamas,052,State Treasurer,,Michael Paul Marsh,17
clackamas,052,State Treasurer,,Tom Cox,480
clackamas,052,State Treasurer,,Write-ins,3
clackamas,052,State Treasurer,,Over Votes,0
clackamas,052,State Treasurer,,Under Votes,179
clackamas,053,State Treasurer,,Ted Wheeler,1033
clackamas,053,State Treasurer,,Cameron Whitten,58
clackamas,053,State Treasurer,,John F. Mahler,31
clackamas,053,State Treasurer,,Michael Paul Marsh,14
clackamas,053,State Treasurer,,Tom Cox,471
clackamas,053,State Treasurer,,Write-ins,1
clackamas,053,State Treasurer,,Over Votes,2
clackamas,053,State Treasurer,,Under Votes,154
clackamas,054,State Treasurer,,Ted Wheeler,1156
clackamas,054,State Treasurer,,Cameron Whitten,45
clackamas,054,State Treasurer,,John F. Mahler,23
clackamas,054,State Treasurer,,Michael Paul Marsh,9
clackamas,054,State Treasurer,,Tom Cox,486
clackamas,054,State Treasurer,,Write-ins,2
clackamas,054,State Treasurer,,Over Votes,0
clackamas,054,State Treasurer,,Under Votes,171
clackamas,055,State Treasurer,,Ted Wheeler,1231
clackamas,055,State Treasurer,,Cameron Whitten,56
clackamas,055,State Treasurer,,John F. Mahler,20
clackamas,055,State Treasurer,,Michael Paul Marsh,17
clackamas,055,State Treasurer,,Tom Cox,588
clackamas,055,State Treasurer,,Write-ins,1
clackamas,055,State Treasurer,,Over Votes,0
clackamas,055,State Treasurer,,Under Votes,174
clackamas,070,State Treasurer,,Ted Wheeler,1
clackamas,070,State Treasurer,,Cameron Whitten,0
clackamas,070,State Treasurer,,John F. Mahler,0
clackamas,070,State Treasurer,,Michael Paul Marsh,0
clackamas,070,State Treasurer,,Tom Cox,4
clackamas,070,State Treasurer,,Write-ins,0
clackamas,070,State Treasurer,,Over Votes,0
clackamas,070,State Treasurer,,Under Votes,0
clackamas,071,State Treasurer,,Ted Wheeler,107
clackamas,071,State Treasurer,,Cameron Whitten,0
clackamas,071,State Treasurer,,John F. Mahler,3
clackamas,071,State Treasurer,,Michael Paul Marsh,0
clackamas,071,State Treasurer,,Tom Cox,29
clackamas,071,State Treasurer,,Write-ins,0
clackamas,071,State Treasurer,,Over Votes,0
clackamas,071,State Treasurer,,Under Votes,8
clackamas,072,State Treasurer,,Ted Wheeler,58
clackamas,072,State Treasurer,,Cameron Whitten,5
clackamas,072,State Treasurer,,John F. Mahler,4
clackamas,072,State Treasurer,,Michael Paul Marsh,1
clackamas,072,State Treasurer,,Tom Cox,17
clackamas,072,State Treasurer,,Write-ins,0
clackamas,072,State Treasurer,,Over Votes,0
clackamas,072,State Treasurer,,Under Votes,11
clackamas,073,State Treasurer,,Ted Wheeler,85
clackamas,073,State Treasurer,,Cameron Whitten,3
clackamas,073,State Treasurer,,John F. Mahler,4
clackamas,073,State Treasurer,,Michael Paul Marsh,0
clackamas,073,State Treasurer,,Tom Cox,40
clackamas,073,State Treasurer,,Write-ins,0
clackamas,073,State Treasurer,,Over Votes,0
clackamas,073,State Treasurer,,Under Votes,6
clackamas,074,State Treasurer,,Ted Wheeler,23
clackamas,074,State Treasurer,,Cameron Whitten,1
clackamas,074,State Treasurer,,John F. Mahler,0
clackamas,074,State Treasurer,,Michael Paul Marsh,0
clackamas,074,State Treasurer,,Tom Cox,26
clackamas,074,State Treasurer,,Write-ins,0
clackamas,074,State Treasurer,,Over Votes,0
clackamas,074,State Treasurer,,Under Votes,6
clackamas,100,State Treasurer,,Ted Wheeler,155
clackamas,100,State Treasurer,,Cameron Whitten,4
clackamas,100,State Treasurer,,John F. Mahler,2
clackamas,100,State Treasurer,,Michael Paul Marsh,2
clackamas,100,State Treasurer,,Tom Cox,163
clackamas,100,State Treasurer,,Write-ins,0
clackamas,100,State Treasurer,,Over Votes,0
clackamas,100,State Treasurer,,Under Votes,37
clackamas,101,State Treasurer,,Ted Wheeler,1385
clackamas,101,State Treasurer,,Cameron Whitten,31
clackamas,101,State Treasurer,,John F. Mahler,46
clackamas,101,State Treasurer,,Michael Paul Marsh,12
clackamas,101,State Treasurer,,Tom Cox,1172
clackamas,101,State Treasurer,,Write-ins,1
clackamas,101,State Treasurer,,Over Votes,2
clackamas,101,State Treasurer,,Under Votes,291
clackamas,102,State Treasurer,,Ted Wheeler,95
clackamas,102,State Treasurer,,Cameron Whitten,5
clackamas,102,State Treasurer,,John F. Mahler,0
clackamas,102,State Treasurer,,Michael Paul Marsh,1
clackamas,102,State Treasurer,,Tom Cox,85
clackamas,102,State Treasurer,,Write-ins,0
clackamas,102,State Treasurer,,Over Votes,0
clackamas,102,State Treasurer,,Under Votes,21
clackamas,103,State Treasurer,,Ted Wheeler,1090
clackamas,103,State Treasurer,,Cameron Whitten,26
clackamas,103,State Treasurer,,John F. Mahler,29
clackamas,103,State Treasurer,,Michael Paul Marsh,10
clackamas,103,State Treasurer,,Tom Cox,1094
clackamas,103,State Treasurer,,Write-ins,1
clackamas,103,State Treasurer,,Over Votes,1
clackamas,103,State Treasurer,,Under Votes,238
clackamas,104,State Treasurer,,Ted Wheeler,2
clackamas,104,State Treasurer,,Cameron Whitten,0
clackamas,104,State Treasurer,,John F. Mahler,0
clackamas,104,State Treasurer,,Michael Paul Marsh,0
clackamas,104,State Treasurer,,Tom Cox,1
clackamas,104,State Treasurer,,Write-ins,0
clackamas,104,State Treasurer,,Over Votes,0
clackamas,104,State Treasurer,,Under Votes,0
clackamas,105,State Treasurer,,Ted Wheeler,429
clackamas,105,State Treasurer,,Cameron Whitten,12
clackamas,105,State Treasurer,,John F. Mahler,9
clackamas,105,State Treasurer,,Michael Paul Marsh,5
clackamas,105,State Treasurer,,Tom Cox,342
clackamas,105,State Treasurer,,Write-ins,0
clackamas,105,State Treasurer,,Over Votes,0
clackamas,105,State Treasurer,,Under Votes,66
clackamas,106,State Treasurer,,Ted Wheeler,580
clackamas,106,State Treasurer,,Cameron Whitten,28
clackamas,106,State Treasurer,,John F. Mahler,25
clackamas,106,State Treasurer,,Michael Paul Marsh,18
clackamas,106,State Treasurer,,Tom Cox,458
clackamas,106,State Treasurer,,Write-ins,0
clackamas,106,State Treasurer,,Over Votes,0
clackamas,106,State Treasurer,,Under Votes,97
clackamas,107,State Treasurer,,Ted Wheeler,967
clackamas,107,State Treasurer,,Cameron Whitten,42
clackamas,107,State Treasurer,,John F. Mahler,43
clackamas,107,State Treasurer,,Michael Paul Marsh,22
clackamas,107,State Treasurer,,Tom Cox,945
clackamas,107,State Treasurer,,Write-ins,2
clackamas,107,State Treasurer,,Over Votes,0
clackamas,107,State Treasurer,,Under Votes,190
clackamas,108,State Treasurer,,Ted Wheeler,887
clackamas,108,State Treasurer,,Cameron Whitten,34
clackamas,108,State Treasurer,,John F. Mahler,26
clackamas,108,State Treasurer,,Michael Paul Marsh,17
clackamas,108,State Treasurer,,Tom Cox,708
clackamas,108,State Treasurer,,Write-ins,3
clackamas,108,State Treasurer,,Over Votes,0
clackamas,108,State Treasurer,,Under Votes,164
clackamas,111,State Treasurer,,Ted Wheeler,1140
clackamas,111,State Treasurer,,Cameron Whitten,71
clackamas,111,State Treasurer,,John F. Mahler,37
clackamas,111,State Treasurer,,Michael Paul Marsh,31
clackamas,111,State Treasurer,,Tom Cox,1370
clackamas,111,State Treasurer,,Write-ins,1
clackamas,111,State Treasurer,,Over Votes,2
clackamas,111,State Treasurer,,Under Votes,246
clackamas,122,State Treasurer,,Ted Wheeler,1082
clackamas,122,State Treasurer,,Cameron Whitten,37
clackamas,122,State Treasurer,,John F. Mahler,32
clackamas,122,State Treasurer,,Michael Paul Marsh,17
clackamas,122,State Treasurer,,Tom Cox,1026
clackamas,122,State Treasurer,,Write-ins,4
clackamas,122,State Treasurer,,Over Votes,1
clackamas,122,State Treasurer,,Under Votes,224
clackamas,124,State Treasurer,,Ted Wheeler,906
clackamas,124,State Treasurer,,Cameron Whitten,22
clackamas,124,State Treasurer,,John F. Mahler,33
clackamas,124,State Treasurer,,Michael Paul Marsh,14
clackamas,124,State Treasurer,,Tom Cox,895
clackamas,124,State Treasurer,,Write-ins,0
clackamas,124,State Treasurer,,Over Votes,1
clackamas,124,State Treasurer,,Under Votes,179
clackamas,125,State Treasurer,,Ted Wheeler,1226
clackamas,125,State Treasurer,,Cameron Whitten,47
clackamas,125,State Treasurer,,John F. Mahler,42
clackamas,125,State Treasurer,,Michael Paul Marsh,36
clackamas,125,State Treasurer,,Tom Cox,1160
clackamas,125,State Treasurer,,Write-ins,2
clackamas,125,State Treasurer,,Over Votes,1
clackamas,125,State Treasurer,,Under Votes,220
clackamas,130,State Treasurer,,Ted Wheeler,1173
clackamas,130,State Treasurer,,Cameron Whitten,24
clackamas,130,State Treasurer,,John F. Mahler,37
clackamas,130,State Treasurer,,Michael Paul Marsh,14
clackamas,130,State Treasurer,,Tom Cox,925
clackamas,130,State Treasurer,,Write-ins,1
clackamas,130,State Treasurer,,Over Votes,0
clackamas,130,State Treasurer,,Under Votes,215
clackamas,131,State Treasurer,,Ted Wheeler,1254
clackamas,131,State Treasurer,,Cameron Whitten,27
clackamas,131,State Treasurer,,John F. Mahler,27
clackamas,131,State Treasurer,,Michael Paul Marsh,7
clackamas,131,State Treasurer,,Tom Cox,916
clackamas,131,State Treasurer,,Write-ins,2
clackamas,131,State Treasurer,,Over Votes,0
clackamas,131,State Treasurer,,Under Votes,217
clackamas,132,State Treasurer,,Ted Wheeler,1103
clackamas,132,State Treasurer,,Cameron Whitten,26
clackamas,132,State Treasurer,,John F. Mahler,22
clackamas,132,State Treasurer,,Michael Paul Marsh,9
clackamas,132,State Treasurer,,Tom Cox,670
clackamas,132,State Treasurer,,Write-ins,3
clackamas,132,State Treasurer,,Over Votes,0
clackamas,132,State Treasurer,,Under Votes,173
clackamas,133,State Treasurer,,Ted Wheeler,1814
clackamas,133,State Treasurer,,Cameron Whitten,47
clackamas,133,State Treasurer,,John F. Mahler,42
clackamas,133,State Treasurer,,Michael Paul Marsh,18
clackamas,133,State Treasurer,,Tom Cox,1062
clackamas,133,State Treasurer,,Write-ins,2
clackamas,133,State Treasurer,,Over Votes,0
clackamas,133,State Treasurer,,Under Votes,263
clackamas,134,State Treasurer,,Ted Wheeler,1311
clackamas,134,State Treasurer,,Cameron Whitten,26
clackamas,134,State Treasurer,,John F. Mahler,30
clackamas,134,State Treasurer,,Michael Paul Marsh,5
clackamas,134,State Treasurer,,Tom Cox,660
clackamas,134,State Treasurer,,Write-ins,2
clackamas,134,State Treasurer,,Over Votes,0
clackamas,134,State Treasurer,,Under Votes,151
clackamas,135,State Treasurer,,Ted Wheeler,1338
clackamas,135,State Treasurer,,Cameron Whitten,22
clackamas,135,State Treasurer,,John F. Mahler,32
clackamas,135,State Treasurer,,Michael Paul Marsh,13
clackamas,135,State Treasurer,,Tom Cox,791
clackamas,135,State Treasurer,,Write-ins,1
clackamas,135,State Treasurer,,Over Votes,0
clackamas,135,State Treasurer,,Under Votes,198
clackamas,151,State Treasurer,,Ted Wheeler,1426
clackamas,151,State Treasurer,,Cameron Whitten,26
clackamas,151,State Treasurer,,John F. Mahler,18
clackamas,151,State Treasurer,,Michael Paul Marsh,7
clackamas,151,State Treasurer,,Tom Cox,703
clackamas,151,State Treasurer,,Write-ins,0
clackamas,151,State Treasurer,,Over Votes,0
clackamas,151,State Treasurer,,Under Votes,183
clackamas,152,State Treasurer,,Ted Wheeler,1597
clackamas,152,State Treasurer,,Cameron Whitten,40
clackamas,152,State Treasurer,,John F. Mahler,25
clackamas,152,State Treasurer,,Michael Paul Marsh,10
clackamas,152,State Treasurer,,Tom Cox,743
clackamas,152,State Treasurer,,Write-ins,1
clackamas,152,State Treasurer,,Over Votes,2
clackamas,152,State Treasurer,,Under Votes,208
clackamas,153,State Treasurer,,Ted Wheeler,1344
clackamas,153,State Treasurer,,Cameron Whitten,30
clackamas,153,State Treasurer,,John F. Mahler,25
clackamas,153,State Treasurer,,Michael Paul Marsh,6
clackamas,153,State Treasurer,,Tom Cox,735
clackamas,153,State Treasurer,,Write-ins,2
clackamas,153,State Treasurer,,Over Votes,0
clackamas,153,State Treasurer,,Under Votes,232
clackamas,154,State Treasurer,,Ted Wheeler,387
clackamas,154,State Treasurer,,Cameron Whitten,3
clackamas,154,State Treasurer,,John F. Mahler,2
clackamas,154,State Treasurer,,Michael Paul Marsh,0
clackamas,154,State Treasurer,,Tom Cox,207
clackamas,154,State Treasurer,,Write-ins,0
clackamas,154,State Treasurer,,Over Votes,1
clackamas,154,State Treasurer,,Under Votes,58
clackamas,155,State Treasurer,,Ted Wheeler,1577
clackamas,155,State Treasurer,,Cameron Whitten,27
clackamas,155,State Treasurer,,John F. Mahler,30
clackamas,155,State Treasurer,,Michael Paul Marsh,7
clackamas,155,State Treasurer,,Tom Cox,920
clackamas,155,State Treasurer,,Write-ins,1
clackamas,155,State Treasurer,,Over Votes,0
clackamas,155,State Treasurer,,Under Votes,231
clackamas,156,State Treasurer,,Ted Wheeler,1651
clackamas,156,State Treasurer,,Cameron Whitten,17
clackamas,156,State Treasurer,,John F. Mahler,30
clackamas,156,State Treasurer,,Michael Paul Marsh,6
clackamas,156,State Treasurer,,Tom Cox,1001
clackamas,156,State Treasurer,,Write-ins,2
clackamas,156,State Treasurer,,Over Votes,2
clackamas,156,State Treasurer,,Under Votes,262
clackamas,157,State Treasurer,,Ted Wheeler,1264
clackamas,157,State Treasurer,,Cameron Whitten,21
clackamas,157,State Treasurer,,John F. Mahler,23
clackamas,157,State Treasurer,,Michael Paul Marsh,5
clackamas,157,State Treasurer,,Tom Cox,760
clackamas,157,State Treasurer,,Write-ins,0
clackamas,157,State Treasurer,,Over Votes,0
clackamas,157,State Treasurer,,Under Votes,165
clackamas,158,State Treasurer,,Ted Wheeler,953
clackamas,158,State Treasurer,,Cameron Whitten,21
clackamas,158,State Treasurer,,John F. Mahler,30
clackamas,158,State Treasurer,,Michael Paul Marsh,4
clackamas,158,State Treasurer,,Tom Cox,572
clackamas,158,State Treasurer,,Write-ins,3
clackamas,158,State Treasurer,,Over Votes,1
clackamas,158,State Treasurer,,Under Votes,125
clackamas,159,State Treasurer,,Ted Wheeler,1985
clackamas,159,State Treasurer,,Cameron Whitten,50
clackamas,159,State Treasurer,,John F. Mahler,39
clackamas,159,State Treasurer,,Michael Paul Marsh,9
clackamas,159,State Treasurer,,Tom Cox,914
clackamas,159,State Treasurer,,Write-ins,3
clackamas,159,State Treasurer,,Over Votes,0
clackamas,159,State Treasurer,,Under Votes,262
clackamas,160,State Treasurer,,Ted Wheeler,184
clackamas,160,State Treasurer,,Cameron Whitten,6
clackamas,160,State Treasurer,,John F. Mahler,13
clackamas,160,State Treasurer,,Michael Paul Marsh,2
clackamas,160,State Treasurer,,Tom Cox,137
clackamas,160,State Treasurer,,Write-ins,0
clackamas,160,State Treasurer,,Over Votes,0
clackamas,160,State Treasurer,,Under Votes,35
clackamas,201,State Treasurer,,Ted Wheeler,1321
clackamas,201,State Treasurer,,Cameron Whitten,41
clackamas,201,State Treasurer,,John F. Mahler,43
clackamas,201,State Treasurer,,Michael Paul Marsh,13
clackamas,201,State Treasurer,,Tom Cox,1058
clackamas,201,State Treasurer,,Write-ins,0
clackamas,201,State Treasurer,,Over Votes,1
clackamas,201,State Treasurer,,Under Votes,213
clackamas,202,State Treasurer,,Ted Wheeler,1803
clackamas,202,State Treasurer,,Cameron Whitten,78
clackamas,202,State Treasurer,,John F. Mahler,95
clackamas,202,State Treasurer,,Michael Paul Marsh,16
clackamas,202,State Treasurer,,Tom Cox,1475
clackamas,202,State Treasurer,,Write-ins,2
clackamas,202,State Treasurer,,Over Votes,1
clackamas,202,State Treasurer,,Under Votes,345
clackamas,203,State Treasurer,,Ted Wheeler,1011
clackamas,203,State Treasurer,,Cameron Whitten,17
clackamas,203,State Treasurer,,John F. Mahler,8
clackamas,203,State Treasurer,,Michael Paul Marsh,4
clackamas,203,State Treasurer,,Tom Cox,811
clackamas,203,State Treasurer,,Write-ins,0
clackamas,203,State Treasurer,,Over Votes,1
clackamas,203,State Treasurer,,Under Votes,132
clackamas,251,State Treasurer,,Ted Wheeler,1
clackamas,251,State Treasurer,,Cameron Whitten,0
clackamas,251,State Treasurer,,John F. Mahler,0
clackamas,251,State Treasurer,,Michael Paul Marsh,0
clackamas,251,State Treasurer,,Tom Cox,1
clackamas,251,State Treasurer,,Write-ins,0
clackamas,251,State Treasurer,,Over Votes,0
clackamas,251,State Treasurer,,Under Votes,0
clackamas,252,State Treasurer,,Ted Wheeler,850
clackamas,252,State Treasurer,,Cameron Whitten,13
clackamas,252,State Treasurer,,John F. Mahler,19
clackamas,252,State Treasurer,,Michael Paul Marsh,2
clackamas,252,State Treasurer,,Tom Cox,656
clackamas,252,State Treasurer,,Write-ins,0
clackamas,252,State Treasurer,,Over Votes,0
clackamas,252,State Treasurer,,Under Votes,135
clackamas,280,State Treasurer,,Ted Wheeler,705
clackamas,280,State Treasurer,,Cameron Whitten,23
clackamas,280,State Treasurer,,John F. Mahler,16
clackamas,280,State Treasurer,,Michael Paul Marsh,6
clackamas,280,State Treasurer,,Tom Cox,351
clackamas,280,State Treasurer,,Write-ins,2
clackamas,280,State Treasurer,,Over Votes,0
clackamas,280,State Treasurer,,Under Votes,87
clackamas,281,State Treasurer,,Ted Wheeler,830
clackamas,281,State Treasurer,,Cameron Whitten,21
clackamas,281,State Treasurer,,John F. Mahler,18
clackamas,281,State Treasurer,,Michael Paul Marsh,4
clackamas,281,State Treasurer,,Tom Cox,387
clackamas,281,State Treasurer,,Write-ins,2
clackamas,281,State Treasurer,,Over Votes,0
clackamas,281,State Treasurer,,Under Votes,101
clackamas,282,State Treasurer,,Ted Wheeler,230
clackamas,282,State Treasurer,,Cameron Whitten,7
