county,precinct,office,district,candidate,votes
clackamas,032,President,,Jill Stein,19
clackamas,032,President,,Ross C. (Rocky) Anderson,8
clackamas,032,President,,Gary Johnson,31
clackamas,032,President,,Mitt Romney,702
clackamas,032,President,,Will Christensen,8
clackamas,032,President,,Write-ins,22
clackamas,032,President,,Over Votes,0
clackamas,032,President,,Under Votes,17
clackamas,033,President,,Barack Obama,1006
clackamas,033,President,,Jill Stein,9
clackamas,033,President,,Ross C. (Rocky) Anderson,3
clackamas,033,President,,Gary Johnson,21
clackamas,033,President,,Mitt Romney,861
clackamas,033,President,,Will Christensen,2
clackamas,033,President,,Write-ins,15
clackamas,033,President,,Over Votes,0
clackamas,033,President,,Under Votes,21
clackamas,051,President,,Barack Obama,1500
clackamas,051,President,,Jill Stein,39
clackamas,051,President,,Ross C. (Rocky) Anderson,0
clackamas,051,President,,Gary Johnson,29
clackamas,051,President,,Mitt Romney,559
clackamas,051,President,,Will Christensen,4
clackamas,051,President,,Write-ins,22
clackamas,051,President,,Over Votes,2
clackamas,051,President,,Under Votes,20
clackamas,052,President,,Barack Obama,1449
clackamas,052,President,,Jill Stein,25
clackamas,052,President,,Ross C. (Rocky) Anderson,1
clackamas,052,President,,Gary Johnson,33
clackamas,052,President,,Mitt Romney,633
clackamas,052,President,,Will Christensen,4
clackamas,052,President,,Write-ins,14
clackamas,052,President,,Over Votes,0
clackamas,052,President,,Under Votes,23
clackamas,053,President,,Barack Obama,1099
clackamas,053,President,,Jill Stein,22
clackamas,053,President,,Ross C. (Rocky) Anderson,2
clackamas,053,President,,Gary Johnson,19
clackamas,053,President,,Mitt Romney,596
clackamas,053,President,,Will Christensen,0
clackamas,053,President,,Write-ins,12
clackamas,053,President,,Over Votes,2
clackamas,053,President,,Under Votes,12
clackamas,054,President,,Barack Obama,1174
clackamas,054,President,,Jill Stein,13
clackamas,054,President,,Ross C. (Rocky) Anderson,2
clackamas,054,President,,Gary Johnson,21
clackamas,054,President,,Mitt Romney,639
clackamas,054,President,,Will Christensen,1
clackamas,054,President,,Write-ins,16
clackamas,054,President,,Over Votes,0
clackamas,054,President,,Under Votes,26
clackamas,055,President,,Barack Obama,1259
clackamas,055,President,,Jill Stein,17
clackamas,055,President,,Ross C. (Rocky) Anderson,5
clackamas,055,President,,Gary Johnson,32
clackamas,055,President,,Mitt Romney,719
clackamas,055,President,,Will Christensen,5
clackamas,055,President,,Write-ins,20
clackamas,055,President,,Over Votes,2
clackamas,055,President,,Under Votes,28
clackamas,070,President,,Barack Obama,1
clackamas,070,President,,Jill Stein,0
clackamas,070,President,,Ross C. (Rocky) Anderson,0
clackamas,070,President,,Gary Johnson,0
clackamas,070,President,,Mitt Romney,4
clackamas,070,President,,Will Christensen,0
clackamas,070,President,,Write-ins,0
clackamas,070,President,,Over Votes,0
clackamas,070,President,,Under Votes,0
clackamas,071,President,,Barack Obama,94
clackamas,071,President,,Jill Stein,1
clackamas,071,President,,Ross C. (Rocky) Anderson,0
clackamas,071,President,,Gary Johnson,2
clackamas,071,President,,Mitt Romney,49
clackamas,071,President,,Will Christensen,0
clackamas,071,President,,Write-ins,0
clackamas,071,President,,Over Votes,0
clackamas,071,President,,Under Votes,1
clackamas,072,President,,Barack Obama,66
clackamas,072,President,,Jill Stein,0
clackamas,072,President,,Ross C. (Rocky) Anderson,0
clackamas,072,President,,Gary Johnson,4
clackamas,072,President,,Mitt Romney,25
clackamas,072,President,,Will Christensen,1
clackamas,072,President,,Write-ins,0
clackamas,072,President,,Over Votes,0
clackamas,072,President,,Under Votes,0
clackamas,073,President,,Barack Obama,72
clackamas,073,President,,Jill Stein,0
clackamas,073,President,,Ross C. (Rocky) Anderson,0
clackamas,073,President,,Gary Johnson,0
clackamas,073,President,,Mitt Romney,62
clackamas,073,President,,Will Christensen,1
clackamas,073,President,,Write-ins,1
clackamas,073,President,,Over Votes,0
clackamas,073,President,,Under Votes,2
clackamas,074,President,,Barack Obama,23
clackamas,074,President,,Jill Stein,0
clackamas,074,President,,Ross C. (Rocky) Anderson,0
clackamas,074,President,,Gary Johnson,0
clackamas,074,President,,Mitt Romney,33
clackamas,074,President,,Will Christensen,0
clackamas,074,President,,Write-ins,0
clackamas,074,President,,Over Votes,0
clackamas,074,President,,Under Votes,0
clackamas,100,President,,Barack Obama,146
clackamas,100,President,,Jill Stein,1
clackamas,100,President,,Ross C. (Rocky) Anderson,0
clackamas,100,President,,Gary Johnson,1
clackamas,100,President,,Mitt Romney,207
clackamas,100,President,,Will Christensen,0
clackamas,100,President,,Write-ins,3
clackamas,100,President,,Over Votes,0
clackamas,100,President,,Under Votes,5
clackamas,101,President,,Barack Obama,1384
clackamas,101,President,,Jill Stein,11
clackamas,101,President,,Ross C. (Rocky) Anderson,2
clackamas,101,President,,Gary Johnson,26
clackamas,101,President,,Mitt Romney,1482
clackamas,101,President,,Will Christensen,4
clackamas,101,President,,Write-ins,11
clackamas,101,President,,Over Votes,1
clackamas,101,President,,Under Votes,19
clackamas,102,President,,Barack Obama,105
clackamas,102,President,,Jill Stein,4
clackamas,102,President,,Ross C. (Rocky) Anderson,1
clackamas,102,President,,Gary Johnson,1
clackamas,102,President,,Mitt Romney,95
clackamas,102,President,,Will Christensen,0
clackamas,102,President,,Write-ins,1
clackamas,102,President,,Over Votes,0
clackamas,102,President,,Under Votes,0
clackamas,103,President,,Barack Obama,1087
clackamas,103,President,,Jill Stein,7
clackamas,103,President,,Ross C. (Rocky) Anderson,0
clackamas,103,President,,Gary Johnson,23
clackamas,103,President,,Mitt Romney,1337
clackamas,103,President,,Will Christensen,3
clackamas,103,President,,Write-ins,12
clackamas,103,President,,Over Votes,0
clackamas,103,President,,Under Votes,20
clackamas,104,President,,Barack Obama,1
clackamas,104,President,,Jill Stein,0
clackamas,104,President,,Ross C. (Rocky) Anderson,0
clackamas,104,President,,Gary Johnson,0
clackamas,104,President,,Mitt Romney,2
clackamas,104,President,,Will Christensen,0
clackamas,104,President,,Write-ins,0
clackamas,104,President,,Over Votes,0
clackamas,104,President,,Under Votes,0
clackamas,105,President,,Barack Obama,386
clackamas,105,President,,Jill Stein,4
clackamas,105,President,,Ross C. (Rocky) Anderson,2
clackamas,105,President,,Gary Johnson,7
clackamas,105,President,,Mitt Romney,454
clackamas,105,President,,Will Christensen,0
clackamas,105,President,,Write-ins,6
clackamas,105,President,,Over Votes,0
clackamas,105,President,,Under Votes,4
clackamas,106,President,,Barack Obama,577
clackamas,106,President,,Jill Stein,12
clackamas,106,President,,Ross C. (Rocky) Anderson,0
clackamas,106,President,,Gary Johnson,19
clackamas,106,President,,Mitt Romney,570
clackamas,106,President,,Will Christensen,9
clackamas,106,President,,Write-ins,4
clackamas,106,President,,Over Votes,2
clackamas,106,President,,Under Votes,13
clackamas,107,President,,Barack Obama,964
clackamas,107,President,,Jill Stein,24
clackamas,107,President,,Ross C. (Rocky) Anderson,2
clackamas,107,President,,Gary Johnson,26
clackamas,107,President,,Mitt Romney,1139
clackamas,107,President,,Will Christensen,4
clackamas,107,President,,Write-ins,24
clackamas,107,President,,Over Votes,1
clackamas,107,President,,Under Votes,27
clackamas,108,President,,Barack Obama,882
clackamas,108,President,,Jill Stein,21
clackamas,108,President,,Ross C. (Rocky) Anderson,0
clackamas,108,President,,Gary Johnson,19
clackamas,108,President,,Mitt Romney,878
clackamas,108,President,,Will Christensen,9
clackamas,108,President,,Write-ins,12
clackamas,108,President,,Over Votes,0
clackamas,108,President,,Under Votes,18
clackamas,111,President,,Barack Obama,1056
clackamas,111,President,,Jill Stein,22
clackamas,111,President,,Ross C. (Rocky) Anderson,4
clackamas,111,President,,Gary Johnson,43
clackamas,111,President,,Mitt Romney,1704
clackamas,111,President,,Will Christensen,10
clackamas,111,President,,Write-ins,31
clackamas,111,President,,Over Votes,2
clackamas,111,President,,Under Votes,26
clackamas,122,President,,Barack Obama,1014
clackamas,122,President,,Jill Stein,21
clackamas,122,President,,Ross C. (Rocky) Anderson,2
clackamas,122,President,,Gary Johnson,25
clackamas,122,President,,Mitt Romney,1317
clackamas,122,President,,Will Christensen,9
clackamas,122,President,,Write-ins,15
clackamas,122,President,,Over Votes,1
clackamas,122,President,,Under Votes,19
clackamas,124,President,,Barack Obama,818
clackamas,124,President,,Jill Stein,16
clackamas,124,President,,Ross C. (Rocky) Anderson,2
clackamas,124,President,,Gary Johnson,18
clackamas,124,President,,Mitt Romney,1154
clackamas,124,President,,Will Christensen,5
clackamas,124,President,,Write-ins,14
clackamas,124,President,,Over Votes,1
clackamas,124,President,,Under Votes,22
clackamas,125,President,,Barack Obama,1179
clackamas,125,President,,Jill Stein,15
clackamas,125,President,,Ross C. (Rocky) Anderson,3
clackamas,125,President,,Gary Johnson,30
clackamas,125,President,,Mitt Romney,1444
clackamas,125,President,,Will Christensen,7
clackamas,125,President,,Write-ins,22
clackamas,125,President,,Over Votes,4
clackamas,125,President,,Under Votes,30
clackamas,130,President,,Barack Obama,1151
clackamas,130,President,,Jill Stein,13
clackamas,130,President,,Ross C. (Rocky) Anderson,0
clackamas,130,President,,Gary Johnson,28
clackamas,130,President,,Mitt Romney,1164
clackamas,130,President,,Will Christensen,2
clackamas,130,President,,Write-ins,15
clackamas,130,President,,Over Votes,0
clackamas,130,President,,Under Votes,16
clackamas,131,President,,Barack Obama,1253
clackamas,131,President,,Jill Stein,10
clackamas,131,President,,Ross C. (Rocky) Anderson,2
clackamas,131,President,,Gary Johnson,21
clackamas,131,President,,Mitt Romney,1132
clackamas,131,President,,Will Christensen,3
clackamas,131,President,,Write-ins,11
clackamas,131,President,,Over Votes,0
clackamas,131,President,,Under Votes,18
clackamas,132,President,,Barack Obama,1102
clackamas,132,President,,Jill Stein,9
clackamas,132,President,,Ross C. (Rocky) Anderson,2
clackamas,132,President,,Gary Johnson,20
clackamas,132,President,,Mitt Romney,845
clackamas,132,President,,Will Christensen,3
clackamas,132,President,,Write-ins,11
clackamas,132,President,,Over Votes,0
clackamas,132,President,,Under Votes,14
clackamas,133,President,,Barack Obama,1785
clackamas,133,President,,Jill Stein,18
clackamas,133,President,,Ross C. (Rocky) Anderson,5
clackamas,133,President,,Gary Johnson,24
clackamas,133,President,,Mitt Romney,1385
clackamas,133,President,,Will Christensen,2
clackamas,133,President,,Write-ins,9
clackamas,133,President,,Over Votes,1
clackamas,133,President,,Under Votes,19
clackamas,134,President,,Barack Obama,1320
clackamas,134,President,,Jill Stein,12
clackamas,134,President,,Ross C. (Rocky) Anderson,0
clackamas,134,President,,Gary Johnson,18
clackamas,134,President,,Mitt Romney,809
clackamas,134,President,,Will Christensen,2
clackamas,134,President,,Write-ins,6
clackamas,134,President,,Over Votes,0
clackamas,134,President,,Under Votes,18
clackamas,135,President,,Barack Obama,1340
clackamas,135,President,,Jill Stein,9
clackamas,135,President,,Ross C. (Rocky) Anderson,4
clackamas,135,President,,Gary Johnson,22
clackamas,135,President,,Mitt Romney,997
clackamas,135,President,,Will Christensen,3
clackamas,135,President,,Write-ins,7
clackamas,135,President,,Over Votes,1
clackamas,135,President,,Under Votes,12
clackamas,151,President,,Barack Obama,1407
clackamas,151,President,,Jill Stein,13
clackamas,151,President,,Ross C. (Rocky) Anderson,1
clackamas,151,President,,Gary Johnson,15
clackamas,151,President,,Mitt Romney,911
clackamas,151,President,,Will Christensen,1
clackamas,151,President,,Write-ins,5
clackamas,151,President,,Over Votes,1
clackamas,151,President,,Under Votes,9
clackamas,152,President,,Barack Obama,1575
clackamas,152,President,,Jill Stein,14
clackamas,152,President,,Ross C. (Rocky) Anderson,3
clackamas,152,President,,Gary Johnson,27
clackamas,152,President,,Mitt Romney,982
clackamas,152,President,,Will Christensen,4
clackamas,152,President,,Write-ins,10
clackamas,152,President,,Over Votes,1
clackamas,152,President,,Under Votes,10
clackamas,153,President,,Barack Obama,1367
clackamas,153,President,,Jill Stein,9
clackamas,153,President,,Ross C. (Rocky) Anderson,1
clackamas,153,President,,Gary Johnson,23
clackamas,153,President,,Mitt Romney,954
clackamas,153,President,,Will Christensen,1
clackamas,153,President,,Write-ins,7
clackamas,153,President,,Over Votes,1
clackamas,153,President,,Under Votes,11
clackamas,154,President,,Barack Obama,359
clackamas,154,President,,Jill Stein,0
clackamas,154,President,,Ross C. (Rocky) Anderson,0
clackamas,154,President,,Gary Johnson,1
clackamas,154,President,,Mitt Romney,289
clackamas,154,President,,Will Christensen,1
clackamas,154,President,,Write-ins,2
clackamas,154,President,,Over Votes,1
clackamas,154,President,,Under Votes,5
clackamas,155,President,,Barack Obama,1588
clackamas,155,President,,Jill Stein,10
clackamas,155,President,,Ross C. (Rocky) Anderson,4
clackamas,155,President,,Gary Johnson,16
clackamas,155,President,,Mitt Romney,1154
clackamas,155,President,,Will Christensen,1
clackamas,155,President,,Write-ins,6
clackamas,155,President,,Over Votes,2
clackamas,155,President,,Under Votes,12
clackamas,156,President,,Barack Obama,1571
clackamas,156,President,,Jill Stein,17
clackamas,156,President,,Ross C. (Rocky) Anderson,3
clackamas,156,President,,Gary Johnson,27
clackamas,156,President,,Mitt Romney,1309
clackamas,156,President,,Will Christensen,1
clackamas,156,President,,Write-ins,20
clackamas,156,President,,Over Votes,1
clackamas,156,President,,Under Votes,22
clackamas,157,President,,Barack Obama,1239
clackamas,157,President,,Jill Stein,7
clackamas,157,President,,Ross C. (Rocky) Anderson,4
clackamas,157,President,,Gary Johnson,20
clackamas,157,President,,Mitt Romney,947
clackamas,157,President,,Will Christensen,0
clackamas,157,President,,Write-ins,2
clackamas,157,President,,Over Votes,2
clackamas,157,President,,Under Votes,17
clackamas,158,President,,Barack Obama,921
clackamas,158,President,,Jill Stein,7
clackamas,158,President,,Ross C. (Rocky) Anderson,2
clackamas,158,President,,Gary Johnson,20
clackamas,158,President,,Mitt Romney,737
clackamas,158,President,,Will Christensen,1
clackamas,158,President,,Write-ins,9
clackamas,158,President,,Over Votes,0
clackamas,158,President,,Under Votes,12
clackamas,159,President,,Barack Obama,1991
clackamas,159,President,,Jill Stein,21
clackamas,159,President,,Ross C. (Rocky) Anderson,3
clackamas,159,President,,Gary Johnson,30
clackamas,159,President,,Mitt Romney,1186
clackamas,159,President,,Will Christensen,2
clackamas,159,President,,Write-ins,10
clackamas,159,President,,Over Votes,1
clackamas,159,President,,Under Votes,18
clackamas,160,President,,Barack Obama,175
clackamas,160,President,,Jill Stein,1
clackamas,160,President,,Ross C. (Rocky) Anderson,0
clackamas,160,President,,Gary Johnson,7
clackamas,160,President,,Mitt Romney,189
clackamas,160,President,,Will Christensen,0
clackamas,160,President,,Write-ins,1
clackamas,160,President,,Over Votes,0
clackamas,160,President,,Under Votes,4
clackamas,201,President,,Barack Obama,1322
clackamas,201,President,,Jill Stein,16
clackamas,201,President,,Ross C. (Rocky) Anderson,4
clackamas,201,President,,Gary Johnson,29
clackamas,201,President,,Mitt Romney,1280
clackamas,201,President,,Will Christensen,6
clackamas,201,President,,Write-ins,14
clackamas,201,President,,Over Votes,1
clackamas,201,President,,Under Votes,18
clackamas,202,President,,Barack Obama,1910
clackamas,202,President,,Jill Stein,34
clackamas,202,President,,Ross C. (Rocky) Anderson,2
clackamas,202,President,,Gary Johnson,55
clackamas,202,President,,Mitt Romney,1778
clackamas,202,President,,Will Christensen,4
clackamas,202,President,,Write-ins,14
clackamas,202,President,,Over Votes,2
clackamas,202,President,,Under Votes,16
clackamas,203,President,,Barack Obama,841
clackamas,203,President,,Jill Stein,7
clackamas,203,President,,Ross C. (Rocky) Anderson,2
clackamas,203,President,,Gary Johnson,5
clackamas,203,President,,Mitt Romney,1109
clackamas,203,President,,Will Christensen,0
clackamas,203,President,,Write-ins,4
clackamas,203,President,,Over Votes,0
clackamas,203,President,,Under Votes,16
clackamas,251,President,,Barack Obama,0
clackamas,251,President,,Jill Stein,0
clackamas,251,President,,Ross C. (Rocky) Anderson,0
clackamas,251,President,,Gary Johnson,0
clackamas,251,President,,Mitt Romney,2
clackamas,251,President,,Will Christensen,0
clackamas,251,President,,Write-ins,0
clackamas,251,President,,Over Votes,0
clackamas,251,President,,Under Votes,0
clackamas,252,President,,Barack Obama,781
clackamas,252,President,,Jill Stein,11
clackamas,252,President,,Ross C. (Rocky) Anderson,1
clackamas,252,President,,Gary Johnson,16
clackamas,252,President,,Mitt Romney,847
clackamas,252,President,,Will Christensen,0
clackamas,252,President,,Write-ins,6
clackamas,252,President,,Over Votes,0
clackamas,252,President,,Under Votes,13
clackamas,280,President,,Barack Obama,723
clackamas,280,President,,Jill Stein,12
clackamas,280,President,,Ross C. (Rocky) Anderson,1
clackamas,280,President,,Gary Johnson,13
clackamas,280,President,,Mitt Romney,419
clackamas,280,President,,Will Christensen,3
clackamas,280,President,,Write-ins,12
clackamas,280,President,,Over Votes,0
clackamas,280,President,,Under Votes,7
clackamas,281,President,,Barack Obama,856
clackamas,281,President,,Jill Stein,10
clackamas,281,President,,Ross C. (Rocky) Anderson,0
clackamas,281,President,,Gary Johnson,7
clackamas,281,President,,Mitt Romney,473
clackamas,281,President,,Will Christensen,1
clackamas,281,President,,Write-ins,3
clackamas,281,President,,Over Votes,0
clackamas,281,President,,Under Votes,13
clackamas,282,President,,Barack Obama,228
clackamas,282,President,,Jill Stein,0
clackamas,282,President,,Ross C. (Rocky) Anderson,2
clackamas,282,President,,Gary Johnson,1
clackamas,282,President,,Mitt Romney,177
clackamas,282,President,,Will Christensen,1
clackamas,282,President,,Write-ins,3
clackamas,282,President,,Over Votes,0
clackamas,282,President,,Under Votes,2
clackamas,283,President,,Barack Obama,248
clackamas,283,President,,Jill Stein,1
clackamas,283,President,,Ross C. (Rocky) Anderson,0
clackamas,283,President,,Gary Johnson,7
clackamas,283,President,,Mitt Romney,223
clackamas,283,President,,Will Christensen,0
clackamas,283,President,,Write-ins,0
clackamas,283,President,,Over Votes,0
clackamas,283,President,,Under Votes,1
clackamas,320,President,,Barack Obama,516
clackamas,320,President,,Jill Stein,9
clackamas,320,President,,Ross C. (Rocky) Anderson,0
clackamas,320,President,,Gary Johnson,11
clackamas,320,President,,Mitt Romney,563
clackamas,320,President,,Will Christensen,0
clackamas,320,President,,Write-ins,7
clackamas,320,President,,Over Votes,0
clackamas,320,President,,Under Votes,5
clackamas,321,President,,Barack Obama,576
clackamas,321,President,,Jill Stein,7
clackamas,321,President,,Ross C. (Rocky) Anderson,1
clackamas,321,President,,Gary Johnson,13
clackamas,321,President,,Mitt Romney,880
clackamas,321,President,,Will Christensen,2
clackamas,321,President,,Write-ins,6
clackamas,321,President,,Over Votes,0
clackamas,321,President,,Under Votes,17
clackamas,322,President,,Barack Obama,431
clackamas,322,President,,Jill Stein,1
clackamas,322,President,,Ross C. (Rocky) Anderson,1
clackamas,322,President,,Gary Johnson,12
clackamas,322,President,,Mitt Romney,621
clackamas,322,President,,Will Christensen,1
clackamas,322,President,,Write-ins,4
clackamas,322,President,,Over Votes,0
clackamas,322,President,,Under Votes,1
clackamas,323,President,,Barack Obama,592
clackamas,323,President,,Jill Stein,7
clackamas,323,President,,Ross C. (Rocky) Anderson,0
clackamas,323,President,,Gary Johnson,11
clackamas,323,President,,Mitt Romney,730
clackamas,323,President,,Will Christensen,1
clackamas,323,President,,Write-ins,7
clackamas,323,President,,Over Votes,0
clackamas,323,President,,Under Votes,11
clackamas,330,President,,Barack Obama,870
clackamas,330,President,,Jill Stein,14
clackamas,330,President,,Ross C. (Rocky) Anderson,2
clackamas,330,President,,Gary Johnson,31
clackamas,330,President,,Mitt Romney,1582
clackamas,330,President,,Will Christensen,11
clackamas,330,President,,Write-ins,17
clackamas,330,President,,Over Votes,0
clackamas,330,President,,Under Votes,28
clackamas,331,President,,Barack Obama,238
clackamas,331,President,,Jill Stein,7
clackamas,331,President,,Ross C. (Rocky) Anderson,1
clackamas,331,President,,Gary Johnson,15
clackamas,331,President,,Mitt Romney,352
clackamas,331,President,,Will Christensen,1
clackamas,331,President,,Write-ins,5
clackamas,331,President,,Over Votes,0
clackamas,331,President,,Under Votes,3
clackamas,332,President,,Barack Obama,84
clackamas,332,President,,Jill Stein,1
clackamas,332,President,,Ross C. (Rocky) Anderson,0
clackamas,332,President,,Gary Johnson,2
clackamas,332,President,,Mitt Romney,150
clackamas,332,President,,Will Christensen,1
clackamas,332,President,,Write-ins,0
clackamas,332,President,,Over Votes,0
clackamas,332,President,,Under Votes,1
clackamas,333,President,,Barack Obama,498
clackamas,333,President,,Jill Stein,1
clackamas,333,President,,Ross C. (Rocky) Anderson,2
clackamas,333,President,,Gary Johnson,17
clackamas,333,President,,Mitt Romney,755
clackamas,333,President,,Will Christensen,2
clackamas,333,President,,Write-ins,10
clackamas,333,President,,Over Votes,2
clackamas,333,President,,Under Votes,12
clackamas,350,President,,Barack Obama,526
clackamas,350,President,,Jill Stein,16
clackamas,350,President,,Ross C. (Rocky) Anderson,3
clackamas,350,President,,Gary Johnson,22
clackamas,350,President,,Mitt Romney,891
clackamas,350,President,,Will Christensen,7
clackamas,350,President,,Write-ins,16
clackamas,350,President,,Over Votes,2
clackamas,350,President,,Under Votes,18
clackamas,351,President,,Barack Obama,931
clackamas,351,President,,Jill Stein,19
clackamas,351,President,,Ross C. (Rocky) Anderson,2
clackamas,351,President,,Gary Johnson,32
clackamas,351,President,,Mitt Romney,1646
clackamas,351,President,,Will Christensen,15
clackamas,351,President,,Write-ins,18
clackamas,351,President,,Over Votes,4
clackamas,351,President,,Under Votes,36
clackamas,352,President,,Barack Obama,510
clackamas,352,President,,Jill Stein,25
clackamas,352,President,,Ross C. (Rocky) Anderson,0
clackamas,352,President,,Gary Johnson,14
clackamas,352,President,,Mitt Romney,1107
clackamas,352,President,,Will Christensen,4
clackamas,352,President,,Write-ins,11
clackamas,352,President,,Over Votes,2
clackamas,352,President,,Under Votes,14
clackamas,360,President,,Barack Obama,865
clackamas,360,President,,Jill Stein,20
clackamas,360,President,,Ross C. (Rocky) Anderson,1
clackamas,360,President,,Gary Johnson,23
clackamas,360,President,,Mitt Romney,1094
clackamas,360,President,,Will Christensen,10
clackamas,360,President,,Write-ins,18
clackamas,360,President,,Over Votes,1
clackamas,360,President,,Under Votes,13
clackamas,361,President,,Barack Obama,34
clackamas,361,President,,Jill Stein,2
clackamas,361,President,,Ross C. (Rocky) Anderson,0
clackamas,361,President,,Gary Johnson,1
clackamas,361,President,,Mitt Romney,24
clackamas,361,President,,Will Christensen,0
clackamas,361,President,,Write-ins,0
clackamas,361,President,,Over Votes,0
clackamas,361,President,,Under Votes,1
clackamas,362,President,,Barack Obama,571
clackamas,362,President,,Jill Stein,7
clackamas,362,President,,Ross C. (Rocky) Anderson,0
clackamas,362,President,,Gary Johnson,13
clackamas,362,President,,Mitt Romney,639
clackamas,362,President,,Will Christensen,2
clackamas,362,President,,Write-ins,10
clackamas,362,President,,Over Votes,0
clackamas,362,President,,Under Votes,13
clackamas,363,President,,Barack Obama,196
clackamas,363,President,,Jill Stein,4
clackamas,363,President,,Ross C. (Rocky) Anderson,0
clackamas,363,President,,Gary Johnson,5
clackamas,363,President,,Mitt Romney,236
clackamas,363,President,,Will Christensen,2
clackamas,363,President,,Write-ins,2
clackamas,363,President,,Over Votes,0
clackamas,363,President,,Under Votes,4
clackamas,364,President,,Barack Obama,291
clackamas,364,President,,Jill Stein,2
clackamas,364,President,,Ross C. (Rocky) Anderson,0
clackamas,364,President,,Gary Johnson,7
clackamas,364,President,,Mitt Romney,320
clackamas,364,President,,Will Christensen,3
clackamas,364,President,,Write-ins,0
clackamas,364,President,,Over Votes,0
clackamas,364,President,,Under Votes,2
clackamas,370,President,,Barack Obama,913
clackamas,370,President,,Jill Stein,18
clackamas,370,President,,Ross C. (Rocky) Anderson,4
clackamas,370,President,,Gary Johnson,28
clackamas,370,President,,Mitt Romney,1088
clackamas,370,President,,Will Christensen,7
clackamas,370,President,,Write-ins,13
clackamas,370,President,,Over Votes,1
clackamas,370,President,,Under Votes,16
clackamas,371,President,,Barack Obama,693
clackamas,371,President,,Jill Stein,13
clackamas,371,President,,Ross C. (Rocky) Anderson,2
clackamas,371,President,,Gary Johnson,20
clackamas,371,President,,Mitt Romney,809
clackamas,371,President,,Will Christensen,2
clackamas,371,President,,Write-ins,8
clackamas,371,President,,Over Votes,0
clackamas,371,President,,Under Votes,21
clackamas,372,President,,Barack Obama,351
clackamas,372,President,,Jill Stein,4
clackamas,372,President,,Ross C. (Rocky) Anderson,1
clackamas,372,President,,Gary Johnson,5
clackamas,372,President,,Mitt Romney,423
clackamas,372,President,,Will Christensen,1
