county,precinct,office,district,party,candidate,votes,notes
Lane,0075 7 EUGENE 807,Secretary of State,,LIB,Richard Morley,82,
Lane,0075 7 EUGENE 807,Secretary of State,,DEM,Bill Bradbury,2583,
Lane,0075 7 EUGENE 807,Secretary of State,,,Over Votes,1,
Lane,0075 7 EUGENE 807,Secretary of State,,,Under Votes,195,
Lane,0065 7 EUGENE 617,Secretary of State,,REP,Betsy L. Close,1372,
Lane,0065 7 EUGENE 617,Secretary of State,,LIB,Richard Morley,92,
Lane,0065 7 EUGENE 617,Secretary of State,,DEM,Bill Bradbury,2001,
Lane,0065 7 EUGENE 617,Secretary of State,,,Over Votes,1,
Lane,0065 7 EUGENE 617,Secretary of State,,,Under Votes,166,
Lane,0073 3 EUGENE 803,Secretary of State,,REP,Betsy L. Close,382,
Lane,0073 3 EUGENE 803,Secretary of State,,LIB,Richard Morley,66,
Lane,0073 3 EUGENE 803,Secretary of State,,DEM,Bill Bradbury,1414,
Lane,0073 3 EUGENE 803,Secretary of State,,,Over Votes,0,
Lane,0073 3 EUGENE 803,Secretary of State,,,Under Votes,96,
Lane,0024 2 PLEASANT HILL 2,Secretary of State,,REP,Betsy L. Close,178,
Lane,0024 2 PLEASANT HILL 2,Secretary of State,,LIB,Richard Morley,12,
Lane,0024 2 PLEASANT HILL 2,Secretary of State,,DEM,Bill Bradbury,294,
Lane,0024 2 PLEASANT HILL 2,Secretary of State,,,Over Votes,0,
Lane,0024 2 PLEASANT HILL 2,Secretary of State,,,Under Votes,20,
Lane,0064 3 EUGENE 613,Secretary of State,,REP,Betsy L. Close,1041,
Lane,0064 3 EUGENE 613,Secretary of State,,LIB,Richard Morley,93,
Lane,0064 3 EUGENE 613,Secretary of State,,DEM,Bill Bradbury,2029,
Lane,0064 3 EUGENE 613,Secretary of State,,,Over Votes,0,
Lane,0064 3 EUGENE 613,Secretary of State,,,Under Votes,164,
Lane,0050 3 EUGENE 223,Secretary of State,,REP,Betsy L. Close,490,"421 ballots were counted in precinct 101215 that should have been counted in precinct 101223. Same ballot styles, therefore no impact to contest results."
Lane,0050 3 EUGENE 223,Secretary of State,,LIB,Richard Morley,69,"421 ballots were counted in precinct 101215 that should have been counted in precinct 101223. Same ballot styles, therefore no impact to contest results."
Lane,0050 3 EUGENE 223,Secretary of State,,DEM,Bill Bradbury,2157,"421 ballots were counted in precinct 101215 that should have been counted in precinct 101223. Same ballot styles, therefore no impact to contest results."
Lane,0050 3 EUGENE 223,Secretary of State,,,Over Votes,1,"421 ballots were counted in precinct 101215 that should have been counted in precinct 101223. Same ballot styles, therefore no impact to contest results."
Lane,0050 3 EUGENE 223,Secretary of State,,,Under Votes,126,"421 ballots were counted in precinct 101215 that should have been counted in precinct 101223. Same ballot styles, therefore no impact to contest results."
Lane,0055 7 EUGENE 317,Secretary of State,,REP,Betsy L. Close,324,
Lane,0055 7 EUGENE 317,Secretary of State,,LIB,Richard Morley,85,
Lane,0055 7 EUGENE 317,Secretary of State,,DEM,Bill Bradbury,2702,
Lane,0055 7 EUGENE 317,Secretary of State,,,Over Votes,1,
Lane,0055 7 EUGENE 317,Secretary of State,,,Under Votes,156,
Lane,0074 5 EUGENE 805,Secretary of State,,REP,Betsy L. Close,598,
Lane,0074 5 EUGENE 805,Secretary of State,,LIB,Richard Morley,73,
Lane,0074 5 EUGENE 805,Secretary of State,,DEM,Bill Bradbury,1112,
Lane,0074 5 EUGENE 805,Secretary of State,,,Over Votes,1,
Lane,0074 5 EUGENE 805,Secretary of State,,,Under Votes,81,
Lane,0039 2 FLORENCE 2,Secretary of State,,REP,Betsy L. Close,993,
Lane,0039 2 FLORENCE 2,Secretary of State,,LIB,Richard Morley,49,
Lane,0039 2 FLORENCE 2,Secretary of State,,DEM,Bill Bradbury,1325,
Lane,0039 2 FLORENCE 2,Secretary of State,,,Over Votes,2,
Lane,0039 2 FLORENCE 2,Secretary of State,,,Under Votes,90,
Lane,0029 8 SANTA CLARA 8,Secretary of State,,REP,Betsy L. Close,737,
Lane,0029 8 SANTA CLARA 8,Secretary of State,,LIB,Richard Morley,70,
Lane,0029 8 SANTA CLARA 8,Secretary of State,,DEM,Bill Bradbury,1421,
Lane,0029 8 SANTA CLARA 8,Secretary of State,,,Over Votes,1,
Lane,0029 8 SANTA CLARA 8,Secretary of State,,,Under Votes,106,
Lane,0076 9 EUGENE 809,Secretary of State,,REP,Betsy L. Close,354,
Lane,0076 9 EUGENE 809,Secretary of State,,LIB,Richard Morley,54,
Lane,0076 9 EUGENE 809,Secretary of State,,DEM,Bill Bradbury,843,
Lane,0076 9 EUGENE 809,Secretary of State,,,Over Votes,1,
Lane,0076 9 EUGENE 809,Secretary of State,,,Under Votes,77,
Lane,0060 5 EUGENE 505,Secretary of State,,REP,Betsy L. Close,307,
Lane,0060 5 EUGENE 505,Secretary of State,,LIB,Richard Morley,11,
Lane,0060 5 EUGENE 505,Secretary of State,,DEM,Bill Bradbury,363,
Lane,0060 5 EUGENE 505,Secretary of State,,,Over Votes,0,
Lane,0060 5 EUGENE 505,Secretary of State,,,Under Votes,49,
Lane,0046 7 EUGENE 107,Secretary of State,,REP,Betsy L. Close,66,
Lane,0046 7 EUGENE 107,Secretary of State,,LIB,Richard Morley,54,
Lane,0046 7 EUGENE 107,Secretary of State,,DEM,Bill Bradbury,765,
Lane,0046 7 EUGENE 107,Secretary of State,,,Over Votes,0,
Lane,0046 7 EUGENE 107,Secretary of State,,,Under Votes,37,
Lane,0008 2 CHESHIRE,Secretary of State,,REP,Betsy L. Close,1485,
Lane,0008 2 CHESHIRE,Secretary of State,,LIB,Richard Morley,79,
Lane,0008 2 CHESHIRE,Secretary of State,,DEM,Bill Bradbury,1402,
Lane,0008 2 CHESHIRE,Secretary of State,,,Over Votes,0,
Lane,0008 2 CHESHIRE,Secretary of State,,,Under Votes,160,
Lane,0027 1 SANTA CLARA 1,Secretary of State,,REP,Betsy L. Close,488,
Lane,0027 1 SANTA CLARA 1,Secretary of State,,LIB,Richard Morley,42,
Lane,0027 1 SANTA CLARA 1,Secretary of State,,DEM,Bill Bradbury,784,
Lane,0027 1 SANTA CLARA 1,Secretary of State,,,Over Votes,0,
Lane,0027 1 SANTA CLARA 1,Secretary of State,,,Under Votes,70,
Lane,0067 1 EUGENE 711,Secretary of State,,REP,Betsy L. Close,210,
Lane,0067 1 EUGENE 711,Secretary of State,,LIB,Richard Morley,49,
Lane,0067 1 EUGENE 711,Secretary of State,,DEM,Bill Bradbury,703,
Lane,0067 1 EUGENE 711,Secretary of State,,,Over Votes,0,
Lane,0067 1 EUGENE 711,Secretary of State,,,Under Votes,50,
Lane,0058 5 EUGENE 435,Secretary of State,,REP,Betsy L. Close,1026,
Lane,0058 5 EUGENE 435,Secretary of State,,LIB,Richard Morley,85,
Lane,0058 5 EUGENE 435,Secretary of State,,DEM,Bill Bradbury,1741,
Lane,0058 5 EUGENE 435,Secretary of State,,,Over Votes,0,
Lane,0058 5 EUGENE 435,Secretary of State,,,Under Votes,150,
Lane,0014 0 GOSHEN,Secretary of State,,REP,Betsy L. Close,708,
Lane,0014 0 GOSHEN,Secretary of State,,LIB,Richard Morley,57,
Lane,0014 0 GOSHEN,Secretary of State,,DEM,Bill Bradbury,1251,
Lane,0014 0 GOSHEN,Secretary of State,,,Over Votes,2,
Lane,0014 0 GOSHEN,Secretary of State,,,Under Votes,106,
Lane,0018 0 LORANE,Secretary of State,,REP,Betsy L. Close,552,
Lane,0018 0 LORANE,Secretary of State,,LIB,Richard Morley,42,
Lane,0018 0 LORANE,Secretary of State,,DEM,Bill Bradbury,704,
Lane,0018 0 LORANE,Secretary of State,,,Over Votes,0,
Lane,0018 0 LORANE,Secretary of State,,,Under Votes,62,
Lane,0003 4 BAILEY,Secretary of State,,REP,Betsy L. Close,606,
Lane,0003 4 BAILEY,Secretary of State,,LIB,Richard Morley,37,
Lane,0003 4 BAILEY,Secretary of State,,DEM,Bill Bradbury,849,
Lane,0003 4 BAILEY,Secretary of State,,,Over Votes,0,
Lane,0003 4 BAILEY,Secretary of State,,,Under Votes,71,
Lane,0083 8 SPRINGFIELD 608,Secretary of State,,REP,Betsy L. Close,685,
Lane,0083 8 SPRINGFIELD 608,Secretary of State,,LIB,Richard Morley,35,
Lane,0083 8 SPRINGFIELD 608,Secretary of State,,DEM,Bill Bradbury,762,
Lane,0083 8 SPRINGFIELD 608,Secretary of State,,,Over Votes,1,
Lane,0083 8 SPRINGFIELD 608,Secretary of State,,,Under Votes,77,
Lane,0011 4 FOX HOLLOW,Secretary of State,,REP,Betsy L. Close,409,
Lane,0011 4 FOX HOLLOW,Secretary of State,,LIB,Richard Morley,39,
Lane,0011 4 FOX HOLLOW,Secretary of State,,DEM,Bill Bradbury,869,
Lane,0011 4 FOX HOLLOW,Secretary of State,,,Over Votes,0,
Lane,0011 4 FOX HOLLOW,Secretary of State,,,Under Votes,52,
Lane,0059 9 EUGENE 439,Secretary of State,,REP,Betsy L. Close,1322,
Lane,0059 9 EUGENE 439,Secretary of State,,LIB,Richard Morley,66,
Lane,0059 9 EUGENE 439,Secretary of State,,DEM,Bill Bradbury,1987,
Lane,0059 9 EUGENE 439,Secretary of State,,,Over Votes,0,
Lane,0059 9 EUGENE 439,Secretary of State,,,Under Votes,185,
Lane,0061 7 EUGENE 507,Secretary of State,,REP,Betsy L. Close,917,
Lane,0061 7 EUGENE 507,Secretary of State,,LIB,Richard Morley,56,
Lane,0061 7 EUGENE 507,Secretary of State,,DEM,Bill Bradbury,1505,
Lane,0061 7 EUGENE 507,Secretary of State,,,Over Votes,0,
Lane,0061 7 EUGENE 507,Secretary of State,,,Under Votes,166,
Lane,0034 0 COBURG,Secretary of State,,REP,Betsy L. Close,239,
Lane,0034 0 COBURG,Secretary of State,,LIB,Richard Morley,16,
Lane,0034 0 COBURG,Secretary of State,,DEM,Bill Bradbury,313,
Lane,0034 0 COBURG,Secretary of State,,,Over Votes,0,
Lane,0034 0 COBURG,Secretary of State,,,Under Votes,28,
Lane,0077 2 SPRINGFIELD 102,Secretary of State,,REP,Betsy L. Close,1259,
Lane,0077 2 SPRINGFIELD 102,Secretary of State,,LIB,Richard Morley,81,
Lane,0077 2 SPRINGFIELD 102,Secretary of State,,DEM,Bill Bradbury,2223,
Lane,0077 2 SPRINGFIELD 102,Secretary of State,,,Over Votes,1,
Lane,0077 2 SPRINGFIELD 102,Secretary of State,,,Under Votes,184,
Lane,0038 1 FLORENCE 1,Secretary of State,,REP,Betsy L. Close,794,
Lane,0038 1 FLORENCE 1,Secretary of State,,LIB,Richard Morley,55,
Lane,0038 1 FLORENCE 1,Secretary of State,,DEM,Bill Bradbury,1231,
Lane,0038 1 FLORENCE 1,Secretary of State,,,Over Votes,0,
Lane,0038 1 FLORENCE 1,Secretary of State,,,Under Votes,98,
Lane,0049 5 EUGENE 215,Secretary of State,,REP,Betsy L. Close,770,"421 ballots were counted in precinct 101215 that should have been counted in precinct 101223. Same ballot styles, therefore no impact to contest results."
Lane,0049 5 EUGENE 215,Secretary of State,,LIB,Richard Morley,99,"421 ballots were counted in precinct 101215 that should have been counted in precinct 101223. Same ballot styles, therefore no impact to contest results."
Lane,0049 5 EUGENE 215,Secretary of State,,DEM,Bill Bradbury,3217,"421 ballots were counted in precinct 101215 that should have been counted in precinct 101223. Same ballot styles, therefore no impact to contest results."
Lane,0049 5 EUGENE 215,Secretary of State,,,Over Votes,1,"421 ballots were counted in precinct 101215 that should have been counted in precinct 101223. Same ballot styles, therefore no impact to contest results."
Lane,0049 5 EUGENE 215,Secretary of State,,,Under Votes,170,"421 ballots were counted in precinct 101215 that should have been counted in precinct 101223. Same ballot styles, therefore no impact to contest results."
Lane,0016 5 GATEWAY,Secretary of State,,REP,Betsy L. Close,312,
Lane,0016 5 GATEWAY,Secretary of State,,LIB,Richard Morley,30,
Lane,0016 5 GATEWAY,Secretary of State,,DEM,Bill Bradbury,558,
Lane,0016 5 GATEWAY,Secretary of State,,,Over Votes,0,
Lane,0016 5 GATEWAY,Secretary of State,,,Under Votes,37,
Lane,0021 5 MARCOLA,Secretary of State,,REP,Betsy L. Close,395,
Lane,0021 5 MARCOLA,Secretary of State,,LIB,Richard Morley,37,
Lane,0021 5 MARCOLA,Secretary of State,,DEM,Bill Bradbury,639,
Lane,0021 5 MARCOLA,Secretary of State,,,Over Votes,0,
Lane,0021 5 MARCOLA,Secretary of State,,,Under Votes,59,
Lane,0051 5 EUGENE 235,Secretary of State,,REP,Betsy L. Close,271,
Lane,0051 5 EUGENE 235,Secretary of State,,LIB,Richard Morley,66,
Lane,0051 5 EUGENE 235,Secretary of State,,DEM,Bill Bradbury,2176,
Lane,0051 5 EUGENE 235,Secretary of State,,,Over Votes,0,
Lane,0051 5 EUGENE 235,Secretary of State,,,Under Votes,126,
Lane,0019 2 LOWELL,Secretary of State,,REP,Betsy L. Close,523,
Lane,0019 2 LOWELL,Secretary of State,,LIB,Richard Morley,61,
Lane,0019 2 LOWELL,Secretary of State,,DEM,Bill Bradbury,648,
Lane,0019 2 LOWELL,Secretary of State,,,Over Votes,0,
Lane,0019 2 LOWELL,Secretary of State,,,Under Votes,60,
Lane,0017 7 LATHAM,Secretary of State,,REP,Betsy L. Close,853,
Lane,0017 7 LATHAM,Secretary of State,,LIB,Richard Morley,80,
Lane,0017 7 LATHAM,Secretary of State,,DEM,Bill Bradbury,914,
Lane,0017 7 LATHAM,Secretary of State,,,Over Votes,1,
Lane,0017 7 LATHAM,Secretary of State,,,Under Votes,133,
Lane,0053 3 EUGENE 313,Secretary of State,,REP,Betsy L. Close,464,"144 ballots were counted in precinct 101315 that should have been counted in precinct 101313. Same ballot styles, therefore no impact to contest results."
Lane,0053 3 EUGENE 313,Secretary of State,,LIB,Richard Morley,160,"144 ballots were counted in precinct 101315 that should have been counted in precinct 101313. Same ballot styles, therefore no impact to contest results."
Lane,0053 3 EUGENE 313,Secretary of State,,DEM,Bill Bradbury,2615,"144 ballots were counted in precinct 101315 that should have been counted in precinct 101313. Same ballot styles, therefore no impact to contest results."
Lane,0053 3 EUGENE 313,Secretary of State,,,Over Votes,0,"144 ballots were counted in precinct 101315 that should have been counted in precinct 101313. Same ballot styles, therefore no impact to contest results."
Lane,0053 3 EUGENE 313,Secretary of State,,,Under Votes,367,"144 ballots were counted in precinct 101315 that should have been counted in precinct 101313. Same ballot styles, therefore no impact to contest results."
Lane,0071 9 EUGENE 719,Secretary of State,,REP,Betsy L. Close,95,
Lane,0071 9 EUGENE 719,Secretary of State,,LIB,Richard Morley,11,
Lane,0071 9 EUGENE 719,Secretary of State,,DEM,Bill Bradbury,185,
Lane,0071 9 EUGENE 719,Secretary of State,,,Over Votes,0,
Lane,0071 9 EUGENE 719,Secretary of State,,,Under Votes,23,
Lane,0048 7 EUGENE 117,Secretary of State,,REP,Betsy L. Close,60,
Lane,0048 7 EUGENE 117,Secretary of State,,LIB,Richard Morley,57,
Lane,0048 7 EUGENE 117,Secretary of State,,DEM,Bill Bradbury,915,
Lane,0048 7 EUGENE 117,Secretary of State,,,Over Votes,0,
Lane,0048 7 EUGENE 117,Secretary of State,,,Under Votes,45,
Lane,0072 3 EUGENE 723,Secretary of State,,REP,Betsy L. Close,707,
Lane,0072 3 EUGENE 723,Secretary of State,,LIB,Richard Morley,211,
Lane,0072 3 EUGENE 723,Secretary of State,,DEM,Bill Bradbury,3654,
Lane,0072 3 EUGENE 723,Secretary of State,,,Over Votes,0,
Lane,0072 3 EUGENE 723,Secretary of State,,,Under Votes,262,
Lane,0006 8 COAST FORK,Secretary of State,,REP,Betsy L. Close,795,
Lane,0006 8 COAST FORK,Secretary of State,,LIB,Richard Morley,49,
Lane,0006 8 COAST FORK,Secretary of State,,DEM,Bill Bradbury,823,
Lane,0006 8 COAST FORK,Secretary of State,,,Over Votes,1,
Lane,0006 8 COAST FORK,Secretary of State,,,Under Votes,78,
Lane,0023 1 PLEASANT HILL 1,Secretary of State,,REP,Betsy L. Close,1479,
Lane,0023 1 PLEASANT HILL 1,Secretary of State,,LIB,Richard Morley,96,
Lane,0023 1 PLEASANT HILL 1,Secretary of State,,DEM,Bill Bradbury,1692,
Lane,0023 1 PLEASANT HILL 1,Secretary of State,,,Over Votes,0,
Lane,0023 1 PLEASANT HILL 1,Secretary of State,,,Under Votes,204,
Lane,0009 0 ELMIRA,Secretary of State,,REP,Betsy L. Close,967,
Lane,0009 0 ELMIRA,Secretary of State,,LIB,Richard Morley,76,
Lane,0009 0 ELMIRA,Secretary of State,,DEM,Bill Bradbury,1189,
Lane,0009 0 ELMIRA,Secretary of State,,,Over Votes,1,
Lane,0009 0 ELMIRA,Secretary of State,,,Under Votes,107,
Lane,0025 6 RIVER ROAD,Secretary of State,,REP,Betsy L. Close,1072,
Lane,0025 6 RIVER ROAD,Secretary of State,,LIB,Richard Morley,129,
Lane,0025 6 RIVER ROAD,Secretary of State,,DEM,Bill Bradbury,3170,
Lane,0025 6 RIVER ROAD,Secretary of State,,,Over Votes,2,
Lane,0025 6 RIVER ROAD,Secretary of State,,,Under Votes,214,
Lane,0066 3 EUGENE 623,Secretary of State,,REP,Betsy L. Close,1172,
Lane,0066 3 EUGENE 623,Secretary of State,,LIB,Richard Morley,81,
Lane,0066 3 EUGENE 623,Secretary of State,,DEM,Bill Bradbury,1844,
Lane,0066 3 EUGENE 623,Secretary of State,,,Over Votes,0,
Lane,0066 3 EUGENE 623,Secretary of State,,,Under Votes,181,
Lane,0022 7 MOSBY,Secretary of State,,REP,Betsy L. Close,1422,
Lane,0022 7 MOSBY,Secretary of State,,LIB,Richard Morley,120,
Lane,0022 7 MOSBY,Secretary of State,,DEM,Bill Bradbury,1513,
Lane,0022 7 MOSBY,Secretary of State,,,Over Votes,3,
Lane,0022 7 MOSBY,Secretary of State,,,Under Votes,160,
Lane,0054 5 EUGENE 315,Secretary of State,,REP,Betsy L. Close,434,"144 ballots were counted in precinct 101315 that should have been counted in precinct 101313. Same ballot styles, therefore no impact to contest results."
Lane,0054 5 EUGENE 315,Secretary of State,,LIB,Richard Morley,124,"144 ballots were counted in precinct 101315 that should have been counted in precinct 101313. Same ballot styles, therefore no impact to contest results."
Lane,0054 5 EUGENE 315,Secretary of State,,DEM,Bill Bradbury,3144,"144 ballots were counted in precinct 101315 that should have been counted in precinct 101313. Same ballot styles, therefore no impact to contest results."
Lane,0054 5 EUGENE 315,Secretary of State,,,Over Votes,0,"144 ballots were counted in precinct 101315 that should have been counted in precinct 101313. Same ballot styles, therefore no impact to contest results."
Lane,0054 5 EUGENE 315,Secretary of State,,,Under Votes,266,"144 ballots were counted in precinct 101315 that should have been counted in precinct 101313. Same ballot styles, therefore no impact to contest results."
Lane,0020 3 MAPLETON,Secretary of State,,REP,Betsy L. Close,313,
Lane,0020 3 MAPLETON,Secretary of State,,LIB,Richard Morley,31,
Lane,0020 3 MAPLETON,Secretary of State,,DEM,Bill Bradbury,485,
Lane,0020 3 MAPLETON,Secretary of State,,,Over Votes,0,
Lane,0020 3 MAPLETON,Secretary of State,,,Under Votes,53,
Lane,0001 1 ALVADORE,Secretary of State,,REP,Betsy L. Close,701,
Lane,0001 1 ALVADORE,Secretary of State,,LIB,Richard Morley,40,
Lane,0001 1 ALVADORE,Secretary of State,,DEM,Bill Bradbury,822,
Lane,0001 1 ALVADORE,Secretary of State,,,Over Votes,1,
Lane,0001 1 ALVADORE,Secretary of State,,,Under Votes,61,
Lane,0056 1 EUGENE 431,Secretary of State,,REP,Betsy L. Close,385,
Lane,0056 1 EUGENE 431,Secretary of State,,LIB,Richard Morley,57,
Lane,0056 1 EUGENE 431,Secretary of State,,DEM,Bill Bradbury,1087,
Lane,0056 1 EUGENE 431,Secretary of State,,,Over Votes,0,
Lane,0056 1 EUGENE 431,Secretary of State,,,Under Votes,146,
Lane,0047 9 EUGENE 109,Secretary of State,,REP,Betsy L. Close,13,
Lane,0047 9 EUGENE 109,Secretary of State,,LIB,Richard Morley,4,
Lane,0047 9 EUGENE 109,Secretary of State,,DEM,Bill Bradbury,77,
Lane,0047 9 EUGENE 109,Secretary of State,,,Over Votes,0,
Lane,0047 9 EUGENE 109,Secretary of State,,,Under Votes,6,
Lane,0015 1 GROVEDALE,Secretary of State,,REP,Betsy L. Close,341,
Lane,0015 1 GROVEDALE,Secretary of State,,LIB,Richard Morley,21,
Lane,0015 1 GROVEDALE,Secretary of State,,DEM,Bill Bradbury,648,
Lane,0015 1 GROVEDALE,Secretary of State,,,Over Votes,2,
Lane,0015 1 GROVEDALE,Secretary of State,,,Under Votes,34,
Lane,0081 4 SPRINGFIELD 504,Secretary of State,,REP,Betsy L. Close,1274,
Lane,0081 4 SPRINGFIELD 504,Secretary of State,,LIB,Richard Morley,112,
Lane,0081 4 SPRINGFIELD 504,Secretary of State,,DEM,Bill Bradbury,2198,
Lane,0081 4 SPRINGFIELD 504,Secretary of State,,,Over Votes,1,
Lane,0081 4 SPRINGFIELD 504,Secretary of State,,,Under Votes,210,
Lane,0068 3 EUGENE 713,Secretary of State,,REP,Betsy L. Close,1074,
Lane,0068 3 EUGENE 713,Secretary of State,,LIB,Richard Morley,43,
Lane,0068 3 EUGENE 713,Secretary of State,,DEM,Bill Bradbury,1192,
Lane,0068 3 EUGENE 713,Secretary of State,,,Over Votes,2,
Lane,0068 3 EUGENE 713,Secretary of State,,,Under Votes,132,
Lane,0082 6 SPRINGFIELD 606,Secretary of State,,REP,Betsy L. Close,1295,
Lane,0082 6 SPRINGFIELD 606,Secretary of State,,LIB,Richard Morley,82,
Lane,0082 6 SPRINGFIELD 606,Secretary of State,,DEM,Bill Bradbury,1796,
Lane,0082 6 SPRINGFIELD 606,Secretary of State,,,Over Votes,2,
Lane,0082 6 SPRINGFIELD 606,Secretary of State,,,Under Votes,195,
Lane,0043 1 EUGENE 101,Secretary of State,,REP,Betsy L. Close,807,
Lane,0043 1 EUGENE 101,Secretary of State,,LIB,Richard Morley,111,
Lane,0043 1 EUGENE 101,Secretary of State,,DEM,Bill Bradbury,3121,
Lane,0043 1 EUGENE 101,Secretary of State,,,Over Votes,0,
Lane,0043 1 EUGENE 101,Secretary of State,,,Under Votes,184,
Lane,0005 7 BLUE RIVER,Secretary of State,,REP,Betsy L. Close,498,
Lane,0005 7 BLUE RIVER,Secretary of State,,LIB,Richard Morley,43,
Lane,0005 7 BLUE RIVER,Secretary of State,,DEM,Bill Bradbury,822,
Lane,0005 7 BLUE RIVER,Secretary of State,,,Over Votes,0,
Lane,0005 7 BLUE RIVER,Secretary of State,,,Under Votes,55,
Lane,0007 9 CAMAS,Secretary of State,,REP,Betsy L. Close,194,
Lane,0007 9 CAMAS,Secretary of State,,LIB,Richard Morley,16,
Lane,0007 9 CAMAS,Secretary of State,,DEM,Bill Bradbury,216,
Lane,0007 9 CAMAS,Secretary of State,,,Over Votes,0,
Lane,0007 9 CAMAS,Secretary of State,,,Under Votes,18,
Lane,0079 4 SPRINGFIELD 304,Secretary of State,,REP,Betsy L. Close,1151,
Lane,0079 4 SPRINGFIELD 304,Secretary of State,,LIB,Richard Morley,132,
Lane,0079 4 SPRINGFIELD 304,Secretary of State,,DEM,Bill Bradbury,2492,
Lane,0079 4 SPRINGFIELD 304,Secretary of State,,,Over Votes,0,
Lane,0079 4 SPRINGFIELD 304,Secretary of State,,,Under Votes,188,
Lane,0036 0 CRESWELL,Secretary of State,,REP,Betsy L. Close,894,
Lane,0036 0 CRESWELL,Secretary of State,,LIB,Richard Morley,45,
Lane,0036 0 CRESWELL,Secretary of State,,DEM,Bill Bradbury,867,
Lane,0036 0 CRESWELL,Secretary of State,,,Over Votes,2,
Lane,0036 0 CRESWELL,Secretary of State,,,Under Votes,94,
Lane,0012 6 GARDEN WAY,Secretary of State,,REP,Betsy L. Close,91,
Lane,0012 6 GARDEN WAY,Secretary of State,,LIB,Richard Morley,19,
Lane,0012 6 GARDEN WAY,Secretary of State,,DEM,Bill Bradbury,271,
Lane,0012 6 GARDEN WAY,Secretary of State,,,Over Votes,1,
Lane,0012 6 GARDEN WAY,Secretary of State,,,Under Votes,17,
Lane,0032 3 WILKINS,Secretary of State,,REP,Betsy L. Close,618,
Lane,0032 3 WILKINS,Secretary of State,,LIB,Richard Morley,47,
Lane,0032 3 WILKINS,Secretary of State,,DEM,Bill Bradbury,830,
Lane,0032 3 WILKINS,Secretary of State,,,Over Votes,1,
Lane,0032 3 WILKINS,Secretary of State,,,Under Votes,77,
Lane,0040 0 JUNCTION CITY,Secretary of State,,REP,Betsy L. Close,981,
Lane,0040 0 JUNCTION CITY,Secretary of State,,LIB,Richard Morley,47,
Lane,0040 0 JUNCTION CITY,Secretary of State,,DEM,Bill Bradbury,1002,
Lane,0040 0 JUNCTION CITY,Secretary of State,,,Over Votes,0,
Lane,0040 0 JUNCTION CITY,Secretary of State,,,Under Votes,102,
Lane,0057 3 EUGENE 433,Secretary of State,,REP,Betsy L. Close,617,
Lane,0057 3 EUGENE 433,Secretary of State,,LIB,Richard Morley,60,
Lane,0057 3 EUGENE 433,Secretary of State,,DEM,Bill Bradbury,1425,
Lane,0057 3 EUGENE 433,Secretary of State,,,Over Votes,0,
Lane,0057 3 EUGENE 433,Secretary of State,,,Under Votes,120,
Lane,0044 3 EUGENE 103,Secretary of State,,REP,Betsy L. Close,347,
Lane,0044 3 EUGENE 103,Secretary of State,,LIB,Richard Morley,134,
Lane,0044 3 EUGENE 103,Secretary of State,,DEM,Bill Bradbury,3594,
Lane,0044 3 EUGENE 103,Secretary of State,,,Over Votes,0,
Lane,0044 3 EUGENE 103,Secretary of State,,,Under Votes,176,
Lane,0041 0 OAKRIDGE,Secretary of State,,REP,Betsy L. Close,470,
Lane,0041 0 OAKRIDGE,Secretary of State,,LIB,Richard Morley,29,
Lane,0041 0 OAKRIDGE,Secretary of State,,DEM,Bill Bradbury,825,
Lane,0041 0 OAKRIDGE,Secretary of State,,,Over Votes,1,
Lane,0041 0 OAKRIDGE,Secretary of State,,,Under Votes,52,
Lane,0033 5 MCKENZIE,State Treasurer,,DEM,Randall Edwards,1390,
Lane,0033 5 MCKENZIE,State Treasurer,,REP,Jeff Caton,1300,
Lane,0033 5 MCKENZIE,State Treasurer,,CON,Carole D. Winegarden,62,
Lane,0033 5 MCKENZIE,State Treasurer,,LIB,Mitch Shults,81,
Lane,0033 5 MCKENZIE,State Treasurer,,,Over Votes,0,
Lane,0033 5 MCKENZIE,State Treasurer,,,Under Votes,292,
Lane,0078 6 SPRINGFIELD 206,State Treasurer,,DEM,Randall Edwards,2343,
Lane,0078 6 SPRINGFIELD 206,State Treasurer,,REP,Jeff Caton,1097,
Lane,0078 6 SPRINGFIELD 206,State Treasurer,,CON,Carole D. Winegarden,154,
Lane,0078 6 SPRINGFIELD 206,State Treasurer,,LIB,Mitch Shults,124,
Lane,0078 6 SPRINGFIELD 206,State Treasurer,,,Over Votes,0,
Lane,0078 6 SPRINGFIELD 206,State Treasurer,,,Under Votes,322,
Lane,0026 9 SALMON CREEK,State Treasurer,,DEM,Randall Edwards,330,
Lane,0026 9 SALMON CREEK,State Treasurer,,REP,Jeff Caton,271,
Lane,0026 9 SALMON CREEK,State Treasurer,,CON,Carole D. Winegarden,20,
Lane,0026 9 SALMON CREEK,State Treasurer,,LIB,Mitch Shults,22,
Lane,0026 9 SALMON CREEK,State Treasurer,,,Over Votes,0,
Lane,0026 9 SALMON CREEK,State Treasurer,,,Under Votes,62,
Lane,0080 2 SPRINGFIELD 402,State Treasurer,,DEM,Randall Edwards,2067,
Lane,0080 2 SPRINGFIELD 402,State Treasurer,,REP,Jeff Caton,1508,
Lane,0080 2 SPRINGFIELD 402,State Treasurer,,CON,Carole D. Winegarden,174,
Lane,0080 2 SPRINGFIELD 402,State Treasurer,,LIB,Mitch Shults,142,
