county,candidate,party,office,district,precinct,votes
Multnomah,Chris Henry,PRO,Governor,,5008,14
Multnomah,Aaron Auer,CON,Governor,,5008,10
Multnomah,John Kitzhaber,DEM,Governor,,5008,1026
Multnomah,Paul Grad,LBT,Governor,,5008,28
Multnomah,Jason Levin,PAC,Governor,,5008,31
Multnomah,Write-ins,,Governor,,5008,14
Multnomah,Over Votes,,Governor,,5008,0
Multnomah,Under Votes,,Governor,,5008,100
Multnomah,Dennis Richardson,REP,Governor,,5009,218
Multnomah,Chris Henry,PRO,Governor,,5009,4
Multnomah,Aaron Auer,CON,Governor,,5009,4
Multnomah,John Kitzhaber,DEM,Governor,,5009,296
Multnomah,Paul Grad,LBT,Governor,,5009,6
Multnomah,Jason Levin,PAC,Governor,,5009,7
Multnomah,Write-ins,,Governor,,5009,6
Multnomah,Over Votes,,Governor,,5009,1
Multnomah,Under Votes,,Governor,,5009,32
Multnomah,Dennis Richardson,REP,Governor,,5101,141
Multnomah,Chris Henry,PRO,Governor,,5101,5
Multnomah,Aaron Auer,CON,Governor,,5101,17
Multnomah,John Kitzhaber,DEM,Governor,,5101,269
Multnomah,Paul Grad,LBT,Governor,,5101,9
Multnomah,Jason Levin,PAC,Governor,,5101,17
Multnomah,Write-ins,,Governor,,5101,3
Multnomah,Over Votes,,Governor,,5101,0
Multnomah,Under Votes,,Governor,,5101,19
Multnomah,Dennis Richardson,REP,Governor,,5102,986
Multnomah,Chris Henry,PRO,Governor,,5102,37
Multnomah,Aaron Auer,CON,Governor,,5102,40
Multnomah,John Kitzhaber,DEM,Governor,,5102,1435
Multnomah,Paul Grad,LBT,Governor,,5102,44
Multnomah,Jason Levin,PAC,Governor,,5102,63
Multnomah,Write-ins,,Governor,,5102,20
Multnomah,Over Votes,,Governor,,5102,2
Multnomah,Under Votes,,Governor,,5102,116
Multnomah,Dennis Richardson,REP,Governor,,5103,580
Multnomah,Chris Henry,PRO,Governor,,5103,7
Multnomah,Aaron Auer,CON,Governor,,5103,14
Multnomah,John Kitzhaber,DEM,Governor,,5103,772
Multnomah,Paul Grad,LBT,Governor,,5103,17
Multnomah,Jason Levin,PAC,Governor,,5103,33
Multnomah,Write-ins,,Governor,,5103,8
Multnomah,Over Votes,,Governor,,5103,0
Multnomah,Under Votes,,Governor,,5103,45
Multnomah,Dennis Richardson,REP,Governor,,5104,972
Multnomah,Chris Henry,PRO,Governor,,5104,18
Multnomah,Aaron Auer,CON,Governor,,5104,34
Multnomah,John Kitzhaber,DEM,Governor,,5104,1117
Multnomah,Paul Grad,LBT,Governor,,5104,26
Multnomah,Jason Levin,PAC,Governor,,5104,48
Multnomah,Write-ins,,Governor,,5104,9
Multnomah,Over Votes,,Governor,,5104,0
Multnomah,Under Votes,,Governor,,5104,106
Multnomah,Dennis Richardson,REP,Governor,,5105,165
Multnomah,Chris Henry,PRO,Governor,,5105,2
Multnomah,Aaron Auer,CON,Governor,,5105,1
Multnomah,John Kitzhaber,DEM,Governor,,5105,86
Multnomah,Paul Grad,LBT,Governor,,5105,4
Multnomah,Jason Levin,PAC,Governor,,5105,3
Multnomah,Write-ins,,Governor,,5105,2
Multnomah,Over Votes,,Governor,,5105,0
Multnomah,Under Votes,,Governor,,5105,10
Multnomah,Dennis Richardson,REP,Governor,,5106,417
Multnomah,Chris Henry,PRO,Governor,,5106,17
Multnomah,Aaron Auer,CON,Governor,,5106,22
Multnomah,John Kitzhaber,DEM,Governor,,5106,518
Multnomah,Paul Grad,LBT,Governor,,5106,20
Multnomah,Jason Levin,PAC,Governor,,5106,21
Multnomah,Write-ins,,Governor,,5106,5
Multnomah,Over Votes,,Governor,,5106,2
Multnomah,Under Votes,,Governor,,5106,55
Multnomah,Dennis Richardson,REP,Governor,,5107,240
Multnomah,Chris Henry,PRO,Governor,,5107,2
Multnomah,Aaron Auer,CON,Governor,,5107,3
Multnomah,John Kitzhaber,DEM,Governor,,5107,176
Multnomah,Paul Grad,LBT,Governor,,5107,2
Multnomah,Jason Levin,PAC,Governor,,5107,3
Multnomah,Write-ins,,Governor,,5107,5
Multnomah,Over Votes,,Governor,,5107,0
Multnomah,Under Votes,,Governor,,5107,12
Multnomah,Dennis Richardson,REP,Governor,,5202,1071
Multnomah,Chris Henry,PRO,Governor,,5202,15
Multnomah,Aaron Auer,CON,Governor,,5202,17
Multnomah,John Kitzhaber,DEM,Governor,,5202,829
Multnomah,Paul Grad,LBT,Governor,,5202,22
Multnomah,Jason Levin,PAC,Governor,,5202,33
Multnomah,Write-ins,,Governor,,5202,6
Multnomah,Over Votes,,Governor,,5202,0
Multnomah,Under Votes,,Governor,,5202,80
Multnomah,Dennis Richardson,REP,Governor,,5203,819
Multnomah,Chris Henry,PRO,Governor,,5203,4
Multnomah,Aaron Auer,CON,Governor,,5203,10
Multnomah,John Kitzhaber,DEM,Governor,,5203,471
Multnomah,Paul Grad,LBT,Governor,,5203,20
Multnomah,Jason Levin,PAC,Governor,,5203,20
Multnomah,Write-ins,,Governor,,5203,12
Multnomah,Over Votes,,Governor,,5203,2
Multnomah,Under Votes,,Governor,,5203,43
Multnomah,Dennis Richardson,REP,Governor,,5204,1090
Multnomah,Chris Henry,PRO,Governor,,5204,19
Multnomah,Aaron Auer,CON,Governor,,5204,28
Multnomah,John Kitzhaber,DEM,Governor,,5204,787
Multnomah,Paul Grad,LBT,Governor,,5204,29
Multnomah,Jason Levin,PAC,Governor,,5204,26
Multnomah,Write-ins,,Governor,,5204,12
Multnomah,Over Votes,,Governor,,5204,0
Multnomah,Under Votes,,Governor,,5204,75
Multnomah,Steven C Reynolds,PRO,"U.S. Representative,District 1",1,2701,0
Multnomah,Jason Yates,REP,"U.S. Representative,District 1",1,2701,11
Multnomah,Suzanne Bonamici,DEM,"U.S. Representative,District 1",1,2701,34
Multnomah,James Foster,LBT,"U.S. Representative,District 1",1,2701,0
Multnomah,Write-ins,,"U.S. Representative,District 1",1,2701,0
Multnomah,Over Votes,,"U.S. Representative,District 1",1,2701,0
Multnomah,Under Votes,,"U.S. Representative,District 1",1,2701,1
Multnomah,Steven C Reynolds,PRO,"U.S. Representative,District 1",1,3101,36
Multnomah,Jason Yates,REP,"U.S. Representative,District 1",1,3101,193
Multnomah,Suzanne Bonamici,DEM,"U.S. Representative,District 1",1,3101,588
Multnomah,James Foster,LBT,"U.S. Representative,District 1",1,3101,38
Multnomah,Write-ins,,"U.S. Representative,District 1",1,3101,7
Multnomah,Over Votes,,"U.S. Representative,District 1",1,3101,0
Multnomah,Under Votes,,"U.S. Representative,District 1",1,3101,56
Multnomah,Steven C Reynolds,PRO,"U.S. Representative,District 1",1,3102,63
Multnomah,Jason Yates,REP,"U.S. Representative,District 1",1,3102,354
Multnomah,Suzanne Bonamici,DEM,"U.S. Representative,District 1",1,3102,846
Multnomah,James Foster,LBT,"U.S. Representative,District 1",1,3102,64
Multnomah,Write-ins,,"U.S. Representative,District 1",1,3102,5
Multnomah,Over Votes,,"U.S. Representative,District 1",1,3102,0
Multnomah,Under Votes,,"U.S. Representative,District 1",1,3102,93
Multnomah,Steven C Reynolds,PRO,"U.S. Representative,District 1",1,3103,6
Multnomah,Jason Yates,REP,"U.S. Representative,District 1",1,3103,156
Multnomah,Suzanne Bonamici,DEM,"U.S. Representative,District 1",1,3103,265
Multnomah,James Foster,LBT,"U.S. Representative,District 1",1,3103,16
Multnomah,Write-ins,,"U.S. Representative,District 1",1,3103,1
Multnomah,Over Votes,,"U.S. Representative,District 1",1,3103,0
Multnomah,Under Votes,,"U.S. Representative,District 1",1,3103,46
Multnomah,Steven C Reynolds,PRO,"U.S. Representative,District 1",1,3301,153
Multnomah,Jason Yates,REP,"U.S. Representative,District 1",1,3301,206
Multnomah,Suzanne Bonamici,DEM,"U.S. Representative,District 1",1,3301,2698
Multnomah,James Foster,LBT,"U.S. Representative,District 1",1,3301,95
Multnomah,Write-ins,,"U.S. Representative,District 1",1,3301,7
Multnomah,Over Votes,,"U.S. Representative,District 1",1,3301,0
Multnomah,Under Votes,,"U.S. Representative,District 1",1,3301,176
Multnomah,Steven C Reynolds,PRO,"U.S. Representative,District 1",1,3302,136
Multnomah,Jason Yates,REP,"U.S. Representative,District 1",1,3302,355
Multnomah,Suzanne Bonamici,DEM,"U.S. Representative,District 1",1,3302,2433
Multnomah,James Foster,LBT,"U.S. Representative,District 1",1,3302,96
Multnomah,Write-ins,,"U.S. Representative,District 1",1,3302,8
Multnomah,Over Votes,,"U.S. Representative,District 1",1,3302,0
Multnomah,Under Votes,,"U.S. Representative,District 1",1,3302,202
Multnomah,Steven C Reynolds,PRO,"U.S. Representative,District 1",1,3303,58
Multnomah,Jason Yates,REP,"U.S. Representative,District 1",1,3303,577
Multnomah,Suzanne Bonamici,DEM,"U.S. Representative,District 1",1,3303,1651
Multnomah,James Foster,LBT,"U.S. Representative,District 1",1,3303,79
Multnomah,Write-ins,,"U.S. Representative,District 1",1,3303,4
Multnomah,Over Votes,,"U.S. Representative,District 1",1,3303,0
Multnomah,Under Votes,,"U.S. Representative,District 1",1,3303,161
Multnomah,Steven C Reynolds,PRO,"U.S. Representative,District 1",1,3304,13
Multnomah,Jason Yates,REP,"U.S. Representative,District 1",1,3304,85
Multnomah,Suzanne Bonamici,DEM,"U.S. Representative,District 1",1,3304,314
Multnomah,James Foster,LBT,"U.S. Representative,District 1",1,3304,25
Multnomah,Write-ins,,"U.S. Representative,District 1",1,3304,0
Multnomah,Over Votes,,"U.S. Representative,District 1",1,3304,0
Multnomah,Under Votes,,"U.S. Representative,District 1",1,3304,22
Multnomah,Steven C Reynolds,PRO,"U.S. Representative,District 1",1,3501,0
Multnomah,Jason Yates,REP,"U.S. Representative,District 1",1,3501,0
Multnomah,Suzanne Bonamici,DEM,"U.S. Representative,District 1",1,3501,8
Multnomah,James Foster,LBT,"U.S. Representative,District 1",1,3501,1
Multnomah,Write-ins,,"U.S. Representative,District 1",1,3501,0
Multnomah,Over Votes,,"U.S. Representative,District 1",1,3501,0
Multnomah,Under Votes,,"U.S. Representative,District 1",1,3501,1
Multnomah,Steven C Reynolds,PRO,"U.S. Representative,District 1",1,3502,128
Multnomah,Jason Yates,REP,"U.S. Representative,District 1",1,3502,527
Multnomah,Suzanne Bonamici,DEM,"U.S. Representative,District 1",1,3502,2247
Multnomah,James Foster,LBT,"U.S. Representative,District 1",1,3502,110
Multnomah,Write-ins,,"U.S. Representative,District 1",1,3502,5
Multnomah,Over Votes,,"U.S. Representative,District 1",1,3502,1
Multnomah,Under Votes,,"U.S. Representative,District 1",1,3502,175
Multnomah,Steven C Reynolds,PRO,"U.S. Representative,District 1",1,3601,28
Multnomah,Jason Yates,REP,"U.S. Representative,District 1",1,3601,191
Multnomah,Suzanne Bonamici,DEM,"U.S. Representative,District 1",1,3601,880
Multnomah,James Foster,LBT,"U.S. Representative,District 1",1,3601,33
Multnomah,Write-ins,,"U.S. Representative,District 1",1,3601,3
Multnomah,Over Votes,,"U.S. Representative,District 1",1,3601,0
Multnomah,Under Votes,,"U.S. Representative,District 1",1,3601,57
Multnomah,Steven C Reynolds,PRO,"U.S. Representative,District 1",1,3602,190
Multnomah,Jason Yates,REP,"U.S. Representative,District 1",1,3602,144
Multnomah,Suzanne Bonamici,DEM,"U.S. Representative,District 1",1,3602,1907
Multnomah,James Foster,LBT,"U.S. Representative,District 1",1,3602,111
Multnomah,Write-ins,,"U.S. Representative,District 1",1,3602,10
Multnomah,Over Votes,,"U.S. Representative,District 1",1,3602,0
Multnomah,Under Votes,,"U.S. Representative,District 1",1,3602,162
Multnomah,Steven C Reynolds,PRO,"U.S. Representative,District 1",1,3610,102
Multnomah,Jason Yates,REP,"U.S. Representative,District 1",1,3610,448
Multnomah,Suzanne Bonamici,DEM,"U.S. Representative,District 1",1,3610,2357
Multnomah,James Foster,LBT,"U.S. Representative,District 1",1,3610,102
Multnomah,Write-ins,,"U.S. Representative,District 1",1,3610,4
Multnomah,Over Votes,,"U.S. Representative,District 1",1,3610,0
Multnomah,Under Votes,,"U.S. Representative,District 1",1,3610,186
Multnomah,Steven C Reynolds,PRO,"U.S. Representative,District 1",1,3611,167
Multnomah,Jason Yates,REP,"U.S. Representative,District 1",1,3611,465
Multnomah,Suzanne Bonamici,DEM,"U.S. Representative,District 1",1,3611,2730
Multnomah,James Foster,LBT,"U.S. Representative,District 1",1,3611,115
Multnomah,Write-ins,,"U.S. Representative,District 1",1,3611,7
Multnomah,Over Votes,,"U.S. Representative,District 1",1,3611,1
Multnomah,Under Votes,,"U.S. Representative,District 1",1,3611,191
Multnomah,Michael Meo,PAC,"U.S. Representative,District 3",3,2701,6
Multnomah,James Buchal,IND,"U.S. Representative,District 3",3,2701,78
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,2701,313
Multnomah,Jeffery J Langan,LBT,"U.S. Representative,District 3",3,2701,10
Multnomah,David Walker,,"U.S. Representative,District 3",3,2701,3
Multnomah,Write-ins,,"U.S. Representative,District 3",3,2701,0
Multnomah,Over Votes,,"U.S. Representative,District 3",3,2701,0
Multnomah,Under Votes,,"U.S. Representative,District 3",3,2701,36
Multnomah,Michael Meo,PAC,"U.S. Representative,District 3",3,2702,5
Multnomah,James Buchal,IND,"U.S. Representative,District 3",3,2702,139
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,2702,430
Multnomah,Jeffery J Langan,LBT,"U.S. Representative,District 3",3,2702,13
Multnomah,David Walker,,"U.S. Representative,District 3",3,2702,4
Multnomah,Write-ins,,"U.S. Representative,District 3",3,2702,4
Multnomah,Over Votes,,"U.S. Representative,District 3",3,2702,0
Multnomah,Under Votes,,"U.S. Representative,District 3",3,2702,55
Multnomah,Michael Meo,PAC,"U.S. Representative,District 3",3,3501,0
Multnomah,James Buchal,IND,"U.S. Representative,District 3",3,3501,0
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,3501,0
Multnomah,Jeffery J Langan,LBT,"U.S. Representative,District 3",3,3501,0
Multnomah,David Walker,,"U.S. Representative,District 3",3,3501,1
Multnomah,Write-ins,,"U.S. Representative,District 3",3,3501,0
Multnomah,Over Votes,,"U.S. Representative,District 3",3,3501,0
Multnomah,Under Votes,,"U.S. Representative,District 3",3,3501,0
Multnomah,Michael Meo,PAC,"U.S. Representative,District 3",3,3502,22
Multnomah,James Buchal,IND,"U.S. Representative,District 3",3,3502,67
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,3502,449
Multnomah,Jeffery J Langan,LBT,"U.S. Representative,District 3",3,3502,10
Multnomah,David Walker,,"U.S. Representative,District 3",3,3502,1
Multnomah,Write-ins,,"U.S. Representative,District 3",3,3502,2
Multnomah,Over Votes,,"U.S. Representative,District 3",3,3502,0
Multnomah,Under Votes,,"U.S. Representative,District 3",3,3502,40
Multnomah,Michael Meo,PAC,"U.S. Representative,District 3",3,3603,160
Multnomah,James Buchal,IND,"U.S. Representative,District 3",3,3603,210
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,3603,1374
Multnomah,Jeffery J Langan,LBT,"U.S. Representative,District 3",3,3603,78
Multnomah,David Walker,,"U.S. Representative,District 3",3,3603,51
Multnomah,Write-ins,,"U.S. Representative,District 3",3,3603,14
Multnomah,Over Votes,,"U.S. Representative,District 3",3,3603,2
Multnomah,Under Votes,,"U.S. Representative,District 3",3,3603,157
Multnomah,Michael Meo,PAC,"U.S. Representative,District 3",3,3604,156
Multnomah,James Buchal,IND,"U.S. Representative,District 3",3,3604,342
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,3604,2448
Multnomah,Jeffery J Langan,LBT,"U.S. Representative,District 3",3,3604,83
Multnomah,David Walker,,"U.S. Representative,District 3",3,3604,26
Multnomah,Write-ins,,"U.S. Representative,District 3",3,3604,5
Multnomah,Over Votes,,"U.S. Representative,District 3",3,3604,0
Multnomah,Under Votes,,"U.S. Representative,District 3",3,3604,224
Multnomah,Michael Meo,PAC,"U.S. Representative,District 3",3,3605,132
Multnomah,James Buchal,IND,"U.S. Representative,District 3",3,3605,344
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,3605,1724
Multnomah,Jeffery J Langan,LBT,"U.S. Representative,District 3",3,3605,55
Multnomah,David Walker,,"U.S. Representative,District 3",3,3605,28
Multnomah,Write-ins,,"U.S. Representative,District 3",3,3605,12
Multnomah,Over Votes,,"U.S. Representative,District 3",3,3605,1
Multnomah,Under Votes,,"U.S. Representative,District 3",3,3605,235
Multnomah,Michael Meo,PAC,"U.S. Representative,District 3",3,3606,112
Multnomah,James Buchal,IND,"U.S. Representative,District 3",3,3606,413
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,3606,2879
Multnomah,Jeffery J Langan,LBT,"U.S. Representative,District 3",3,3606,72
Multnomah,David Walker,,"U.S. Representative,District 3",3,3606,35
Multnomah,Write-ins,,"U.S. Representative,District 3",3,3606,10
Multnomah,Over Votes,,"U.S. Representative,District 3",3,3606,1
Multnomah,Under Votes,,"U.S. Representative,District 3",3,3606,223
Multnomah,Michael Meo,PAC,"U.S. Representative,District 3",3,3607,68
Multnomah,James Buchal,IND,"U.S. Representative,District 3",3,3607,218
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,3607,1491
Multnomah,Jeffery J Langan,LBT,"U.S. Representative,District 3",3,3607,47
Multnomah,David Walker,,"U.S. Representative,District 3",3,3607,19
Multnomah,Write-ins,,"U.S. Representative,District 3",3,3607,12
Multnomah,Over Votes,,"U.S. Representative,District 3",3,3607,0
Multnomah,Under Votes,,"U.S. Representative,District 3",3,3607,107
Multnomah,Michael Meo,PAC,"U.S. Representative,District 3",3,3608,95
Multnomah,James Buchal,IND,"U.S. Representative,District 3",3,3608,397
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,3608,2147
Multnomah,Jeffery J Langan,LBT,"U.S. Representative,District 3",3,3608,76
Multnomah,David Walker,,"U.S. Representative,District 3",3,3608,23
Multnomah,Write-ins,,"U.S. Representative,District 3",3,3608,6
Multnomah,Over Votes,,"U.S. Representative,District 3",3,3608,0
Multnomah,Under Votes,,"U.S. Representative,District 3",3,3608,196
Multnomah,Michael Meo,PAC,"U.S. Representative,District 3",3,3609,5
Multnomah,James Buchal,IND,"U.S. Representative,District 3",3,3609,92
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,3609,303
Multnomah,Jeffery J Langan,LBT,"U.S. Representative,District 3",3,3609,6
Multnomah,David Walker,,"U.S. Representative,District 3",3,3609,1
Multnomah,Write-ins,,"U.S. Representative,District 3",3,3609,2
Multnomah,Over Votes,,"U.S. Representative,District 3",3,3609,0
Multnomah,Under Votes,,"U.S. Representative,District 3",3,3609,23
Multnomah,Michael Meo,PAC,"U.S. Representative,District 3",3,3612,131
Multnomah,James Buchal,IND,"U.S. Representative,District 3",3,3612,307
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,3612,2261
Multnomah,Jeffery J Langan,LBT,"U.S. Representative,District 3",3,3612,93
Multnomah,David Walker,,"U.S. Representative,District 3",3,3612,23
Multnomah,Write-ins,,"U.S. Representative,District 3",3,3612,11
Multnomah,Over Votes,,"U.S. Representative,District 3",3,3612,0
Multnomah,Under Votes,,"U.S. Representative,District 3",3,3612,170
Multnomah,Michael Meo,PAC,"U.S. Representative,District 3",3,3801,90
Multnomah,James Buchal,IND,"U.S. Representative,District 3",3,3801,503
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,3801,2403
Multnomah,Jeffery J Langan,LBT,"U.S. Representative,District 3",3,3801,52
Multnomah,David Walker,,"U.S. Representative,District 3",3,3801,11
Multnomah,Write-ins,,"U.S. Representative,District 3",3,3801,10
Multnomah,Over Votes,,"U.S. Representative,District 3",3,3801,0
Multnomah,Under Votes,,"U.S. Representative,District 3",3,3801,209
Multnomah,Michael Meo,PAC,"U.S. Representative,District 3",3,3802,58
Multnomah,James Buchal,IND,"U.S. Representative,District 3",3,3802,354
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,3802,1977
Multnomah,Jeffery J Langan,LBT,"U.S. Representative,District 3",3,3802,57
Multnomah,David Walker,,"U.S. Representative,District 3",3,3802,20
Multnomah,Write-ins,,"U.S. Representative,District 3",3,3802,13
Multnomah,Over Votes,,"U.S. Representative,District 3",3,3802,1
Multnomah,Under Votes,,"U.S. Representative,District 3",3,3802,177
Multnomah,Michael Meo,PAC,"U.S. Representative,District 3",3,3803,156
Multnomah,James Buchal,IND,"U.S. Representative,District 3",3,3803,319
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,3803,2425
Multnomah,Jeffery J Langan,LBT,"U.S. Representative,District 3",3,3803,62
Multnomah,David Walker,,"U.S. Representative,District 3",3,3803,36
Multnomah,Write-ins,,"U.S. Representative,District 3",3,3803,7
Multnomah,Over Votes,,"U.S. Representative,District 3",3,3803,0
Multnomah,Under Votes,,"U.S. Representative,District 3",3,3803,208
Multnomah,Michael Meo,PAC,"U.S. Representative,District 3",3,3804,49
Multnomah,James Buchal,IND,"U.S. Representative,District 3",3,3804,261
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,3804,1640
Multnomah,Jeffery J Langan,LBT,"U.S. Representative,District 3",3,3804,59
Multnomah,David Walker,,"U.S. Representative,District 3",3,3804,12
Multnomah,Write-ins,,"U.S. Representative,District 3",3,3804,5
Multnomah,Over Votes,,"U.S. Representative,District 3",3,3804,0
Multnomah,Under Votes,,"U.S. Representative,District 3",3,3804,136
Multnomah,Michael Meo,PAC,"U.S. Representative,District 3",3,3805,51
Multnomah,James Buchal,IND,"U.S. Representative,District 3",3,3805,133
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,3805,698
Multnomah,Jeffery J Langan,LBT,"U.S. Representative,District 3",3,3805,28
Multnomah,David Walker,,"U.S. Representative,District 3",3,3805,8
Multnomah,Write-ins,,"U.S. Representative,District 3",3,3805,2
Multnomah,Over Votes,,"U.S. Representative,District 3",3,3805,1
Multnomah,Under Votes,,"U.S. Representative,District 3",3,3805,64
Multnomah,Michael Meo,PAC,"U.S. Representative,District 3",3,3806,7
Multnomah,James Buchal,IND,"U.S. Representative,District 3",3,3806,42
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,3806,151
Multnomah,Jeffery J Langan,LBT,"U.S. Representative,District 3",3,3806,4
Multnomah,David Walker,,"U.S. Representative,District 3",3,3806,3
Multnomah,Write-ins,,"U.S. Representative,District 3",3,3806,0
Multnomah,Over Votes,,"U.S. Representative,District 3",3,3806,0
Multnomah,Under Votes,,"U.S. Representative,District 3",3,3806,19
Multnomah,Michael Meo,PAC,"U.S. Representative,District 3",3,3807,4
Multnomah,James Buchal,IND,"U.S. Representative,District 3",3,3807,249
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,3807,491
Multnomah,Jeffery J Langan,LBT,"U.S. Representative,District 3",3,3807,21
Multnomah,David Walker,,"U.S. Representative,District 3",3,3807,7
Multnomah,Write-ins,,"U.S. Representative,District 3",3,3807,2
Multnomah,Over Votes,,"U.S. Representative,District 3",3,3807,0
Multnomah,Under Votes,,"U.S. Representative,District 3",3,3807,65
Multnomah,Michael Meo,PAC,"U.S. Representative,District 3",3,3808,14
Multnomah,James Buchal,IND,"U.S. Representative,District 3",3,3808,15
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,3808,137
Multnomah,Jeffery J Langan,LBT,"U.S. Representative,District 3",3,3808,5
Multnomah,David Walker,,"U.S. Representative,District 3",3,3808,6
Multnomah,Write-ins,,"U.S. Representative,District 3",3,3808,0
Multnomah,Over Votes,,"U.S. Representative,District 3",3,3808,0
Multnomah,Under Votes,,"U.S. Representative,District 3",3,3808,26
Multnomah,Michael Meo,PAC,"U.S. Representative,District 3",3,4101,121
Multnomah,James Buchal,IND,"U.S. Representative,District 3",3,4101,270
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,4101,2372
Multnomah,Jeffery J Langan,LBT,"U.S. Representative,District 3",3,4101,49
Multnomah,David Walker,,"U.S. Representative,District 3",3,4101,26
Multnomah,Write-ins,,"U.S. Representative,District 3",3,4101,13
Multnomah,Over Votes,,"U.S. Representative,District 3",3,4101,0
Multnomah,Under Votes,,"U.S. Representative,District 3",3,4101,174
Multnomah,Michael Meo,PAC,"U.S. Representative,District 3",3,4102,163
Multnomah,James Buchal,IND,"U.S. Representative,District 3",3,4102,426
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,4102,2420
Multnomah,Jeffery J Langan,LBT,"U.S. Representative,District 3",3,4102,86
Multnomah,David Walker,,"U.S. Representative,District 3",3,4102,46
Multnomah,Write-ins,,"U.S. Representative,District 3",3,4102,10
Multnomah,Over Votes,,"U.S. Representative,District 3",3,4102,1
Multnomah,Under Votes,,"U.S. Representative,District 3",3,4102,176
Multnomah,Michael Meo,PAC,"U.S. Representative,District 3",3,4103,77
Multnomah,James Buchal,IND,"U.S. Representative,District 3",3,4103,349
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,4103,2287
Multnomah,Jeffery J Langan,LBT,"U.S. Representative,District 3",3,4103,52
Multnomah,David Walker,,"U.S. Representative,District 3",3,4103,16
Multnomah,Write-ins,,"U.S. Representative,District 3",3,4103,15
Multnomah,Over Votes,,"U.S. Representative,District 3",3,4103,1
Multnomah,Under Votes,,"U.S. Representative,District 3",3,4103,166
Multnomah,Michael Meo,PAC,"U.S. Representative,District 3",3,4104,142
Multnomah,James Buchal,IND,"U.S. Representative,District 3",3,4104,279
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,4104,2826
Multnomah,Jeffery J Langan,LBT,"U.S. Representative,District 3",3,4104,48
Multnomah,David Walker,,"U.S. Representative,District 3",3,4104,17
Multnomah,Write-ins,,"U.S. Representative,District 3",3,4104,7
Multnomah,Over Votes,,"U.S. Representative,District 3",3,4104,0
Multnomah,Under Votes,,"U.S. Representative,District 3",3,4104,179
Multnomah,Michael Meo,PAC,"U.S. Representative,District 3",3,4201,212
Multnomah,James Buchal,IND,"U.S. Representative,District 3",3,4201,134
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,4201,2459
Multnomah,Jeffery J Langan,LBT,"U.S. Representative,District 3",3,4201,45
Multnomah,David Walker,,"U.S. Representative,District 3",3,4201,16
Multnomah,Write-ins,,"U.S. Representative,District 3",3,4201,5
Multnomah,Over Votes,,"U.S. Representative,District 3",3,4201,0
Multnomah,Under Votes,,"U.S. Representative,District 3",3,4201,172
Multnomah,Michael Meo,PAC,"U.S. Representative,District 3",3,4203,224
Multnomah,James Buchal,IND,"U.S. Representative,District 3",3,4203,128
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,4203,2191
Multnomah,Jeffery J Langan,LBT,"U.S. Representative,District 3",3,4203,51
Multnomah,David Walker,,"U.S. Representative,District 3",3,4203,31
Multnomah,Write-ins,,"U.S. Representative,District 3",3,4203,9
Multnomah,Over Votes,,"U.S. Representative,District 3",3,4203,0
Multnomah,Under Votes,,"U.S. Representative,District 3",3,4203,193
Multnomah,Michael Meo,PAC,"U.S. Representative,District 3",3,4204,242
Multnomah,James Buchal,IND,"U.S. Representative,District 3",3,4204,175
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,4204,2860
Multnomah,Jeffery J Langan,LBT,"U.S. Representative,District 3",3,4204,59
Multnomah,David Walker,,"U.S. Representative,District 3",3,4204,21
Multnomah,Write-ins,,"U.S. Representative,District 3",3,4204,14
Multnomah,Over Votes,,"U.S. Representative,District 3",3,4204,1
Multnomah,Under Votes,,"U.S. Representative,District 3",3,4204,204
