county,candidate,party,office,district,precinct,votes
Multnomah,John Kitzhaber,DEM,Governor,,4101,2271
Multnomah,Paul Grad,LBT,Governor,,4101,32
Multnomah,Jason Levin,PAC,Governor,,4101,82
Multnomah,Write-ins,,Governor,,4101,24
Multnomah,Over Votes,,Governor,,4101,1
Multnomah,Under Votes,,Governor,,4101,116
Multnomah,Dennis Richardson,REP,Governor,,4102,650
Multnomah,Chris Henry,PRO,Governor,,4102,59
Multnomah,Aaron Auer,CON,Governor,,4102,11
Multnomah,John Kitzhaber,DEM,Governor,,4102,2257
Multnomah,Paul Grad,LBT,Governor,,4102,48
Multnomah,Jason Levin,PAC,Governor,,4102,126
Multnomah,Write-ins,,Governor,,4102,26
Multnomah,Over Votes,,Governor,,4102,1
Multnomah,Under Votes,,Governor,,4102,146
Multnomah,Dennis Richardson,REP,Governor,,4103,609
Multnomah,Chris Henry,PRO,Governor,,4103,34
Multnomah,Aaron Auer,CON,Governor,,4103,7
Multnomah,John Kitzhaber,DEM,Governor,,4103,2082
Multnomah,Paul Grad,LBT,Governor,,4103,24
Multnomah,Jason Levin,PAC,Governor,,4103,65
Multnomah,Write-ins,,Governor,,4103,27
Multnomah,Over Votes,,Governor,,4103,0
Multnomah,Under Votes,,Governor,,4103,111
Multnomah,Dennis Richardson,REP,Governor,,4104,423
Multnomah,Chris Henry,PRO,Governor,,4104,36
Multnomah,Aaron Auer,CON,Governor,,4104,8
Multnomah,John Kitzhaber,DEM,Governor,,4104,2757
Multnomah,Paul Grad,LBT,Governor,,4104,37
Multnomah,Jason Levin,PAC,Governor,,4104,82
Multnomah,Write-ins,,Governor,,4104,33
Multnomah,Over Votes,,Governor,,4104,0
Multnomah,Under Votes,,Governor,,4104,119
Multnomah,Dennis Richardson,REP,Governor,,4201,198
Multnomah,Chris Henry,PRO,Governor,,4201,50
Multnomah,Aaron Auer,CON,Governor,,4201,5
Multnomah,John Kitzhaber,DEM,Governor,,4201,2480
Multnomah,Paul Grad,LBT,Governor,,4201,30
Multnomah,Jason Levin,PAC,Governor,,4201,137
Multnomah,Write-ins,,Governor,,4201,21
Multnomah,Over Votes,,Governor,,4201,0
Multnomah,Under Votes,,Governor,,4201,121
Multnomah,Dennis Richardson,REP,Governor,,4203,195
Multnomah,Chris Henry,PRO,Governor,,4203,48
Multnomah,Aaron Auer,CON,Governor,,4203,10
Multnomah,John Kitzhaber,DEM,Governor,,4203,2210
Multnomah,Paul Grad,LBT,Governor,,4203,42
Multnomah,Jason Levin,PAC,Governor,,4203,155
Multnomah,Write-ins,,Governor,,4203,25
Multnomah,Over Votes,,Governor,,4203,0
Multnomah,Under Votes,,Governor,,4203,140
Multnomah,Dennis Richardson,REP,Governor,,4204,277
Multnomah,Chris Henry,PRO,Governor,,4204,59
Multnomah,Aaron Auer,CON,Governor,,4204,14
Multnomah,John Kitzhaber,DEM,Governor,,4204,2856
Multnomah,Paul Grad,LBT,Governor,,4204,42
Multnomah,Jason Levin,PAC,Governor,,4204,161
Multnomah,Write-ins,,Governor,,4204,25
Multnomah,Over Votes,,Governor,,4204,1
Multnomah,Under Votes,,Governor,,4204,133
Multnomah,Dennis Richardson,REP,Governor,,4205,332
Multnomah,Chris Henry,PRO,Governor,,4205,52
Multnomah,Aaron Auer,CON,Governor,,4205,7
Multnomah,John Kitzhaber,DEM,Governor,,4205,3078
Multnomah,Paul Grad,LBT,Governor,,4205,43
Multnomah,Jason Levin,PAC,Governor,,4205,152
Multnomah,Write-ins,,Governor,,4205,25
Multnomah,Over Votes,,Governor,,4205,2
Multnomah,Under Votes,,Governor,,4205,121
Multnomah,Dennis Richardson,REP,Governor,,4206,295
Multnomah,Chris Henry,PRO,Governor,,4206,62
Multnomah,Aaron Auer,CON,Governor,,4206,9
Multnomah,John Kitzhaber,DEM,Governor,,4206,2751
Multnomah,Paul Grad,LBT,Governor,,4206,43
Multnomah,Jason Levin,PAC,Governor,,4206,170
Multnomah,Write-ins,,Governor,,4206,19
Multnomah,Over Votes,,Governor,,4206,0
Multnomah,Under Votes,,Governor,,4206,170
Multnomah,Dennis Richardson,REP,Governor,,4207,184
Multnomah,Chris Henry,PRO,Governor,,4207,38
Multnomah,Aaron Auer,CON,Governor,,4207,11
Multnomah,John Kitzhaber,DEM,Governor,,4207,2703
Multnomah,Paul Grad,LBT,Governor,,4207,47
Multnomah,Jason Levin,PAC,Governor,,4207,155
Multnomah,Write-ins,,Governor,,4207,15
Multnomah,Over Votes,,Governor,,4207,1
Multnomah,Under Votes,,Governor,,4207,152
Multnomah,Dennis Richardson,REP,Governor,,4208,234
Multnomah,Chris Henry,PRO,Governor,,4208,38
Multnomah,Aaron Auer,CON,Governor,,4208,5
Multnomah,John Kitzhaber,DEM,Governor,,4208,2489
Multnomah,Paul Grad,LBT,Governor,,4208,26
Multnomah,Jason Levin,PAC,Governor,,4208,105
Multnomah,Write-ins,,Governor,,4208,20
Multnomah,Over Votes,,Governor,,4208,1
Multnomah,Under Votes,,Governor,,4208,134
Multnomah,Dennis Richardson,REP,Governor,,4209,370
Multnomah,Chris Henry,PRO,Governor,,4209,49
Multnomah,Aaron Auer,CON,Governor,,4209,9
Multnomah,John Kitzhaber,DEM,Governor,,4209,2423
Multnomah,Paul Grad,LBT,Governor,,4209,60
Multnomah,Jason Levin,PAC,Governor,,4209,147
Multnomah,Write-ins,,Governor,,4209,9
Multnomah,Over Votes,,Governor,,4209,0
Multnomah,Under Votes,,Governor,,4209,181
Multnomah,Dennis Richardson,REP,Governor,,4210,406
Multnomah,Chris Henry,PRO,Governor,,4210,63
Multnomah,Aaron Auer,CON,Governor,,4210,11
Multnomah,John Kitzhaber,DEM,Governor,,4210,2545
Multnomah,Paul Grad,LBT,Governor,,4210,51
Multnomah,Jason Levin,PAC,Governor,,4210,159
Multnomah,Write-ins,,Governor,,4210,33
Multnomah,Over Votes,,Governor,,4210,1
Multnomah,Under Votes,,Governor,,4210,165
Multnomah,Dennis Richardson,REP,Governor,,4211,512
Multnomah,Chris Henry,PRO,Governor,,4211,60
Multnomah,Aaron Auer,CON,Governor,,4211,14
Multnomah,John Kitzhaber,DEM,Governor,,4211,2634
Multnomah,Paul Grad,LBT,Governor,,4211,56
Multnomah,Jason Levin,PAC,Governor,,4211,96
Multnomah,Write-ins,,Governor,,4211,35
Multnomah,Over Votes,,Governor,,4211,0
Multnomah,Under Votes,,Governor,,4211,149
Multnomah,Dennis Richardson,REP,Governor,,4301,261
Multnomah,Chris Henry,PRO,Governor,,4301,46
Multnomah,Aaron Auer,CON,Governor,,4301,12
Multnomah,John Kitzhaber,DEM,Governor,,4301,2713
Multnomah,Paul Grad,LBT,Governor,,4301,24
Multnomah,Jason Levin,PAC,Governor,,4301,113
Multnomah,Write-ins,,Governor,,4301,21
Multnomah,Over Votes,,Governor,,4301,2
Multnomah,Under Votes,,Governor,,4301,121
Multnomah,Dennis Richardson,REP,Governor,,4302,168
Multnomah,Chris Henry,PRO,Governor,,4302,39
Multnomah,Aaron Auer,CON,Governor,,4302,12
Multnomah,John Kitzhaber,DEM,Governor,,4302,2445
Multnomah,Paul Grad,LBT,Governor,,4302,31
Multnomah,Jason Levin,PAC,Governor,,4302,136
Multnomah,Write-ins,,Governor,,4302,22
Multnomah,Over Votes,,Governor,,4302,2
Multnomah,Under Votes,,Governor,,4302,126
Multnomah,Dennis Richardson,REP,Governor,,4303,164
Multnomah,Chris Henry,PRO,Governor,,4303,35
Multnomah,Aaron Auer,CON,Governor,,4303,5
Multnomah,John Kitzhaber,DEM,Governor,,4303,2605
Multnomah,Paul Grad,LBT,Governor,,4303,24
Multnomah,Jason Levin,PAC,Governor,,4303,136
Multnomah,Write-ins,,Governor,,4303,19
Multnomah,Over Votes,,Governor,,4303,0
Multnomah,Under Votes,,Governor,,4303,128
Multnomah,Dennis Richardson,REP,Governor,,4304,240
Multnomah,Chris Henry,PRO,Governor,,4304,45
Multnomah,Aaron Auer,CON,Governor,,4304,15
Multnomah,John Kitzhaber,DEM,Governor,,4304,2706
Multnomah,Paul Grad,LBT,Governor,,4304,34
Multnomah,Jason Levin,PAC,Governor,,4304,119
Multnomah,Write-ins,,Governor,,4304,14
Multnomah,Over Votes,,Governor,,4304,1
Multnomah,Under Votes,,Governor,,4304,148
Multnomah,Dennis Richardson,REP,Governor,,4305,412
Multnomah,Chris Henry,PRO,Governor,,4305,48
Multnomah,Aaron Auer,CON,Governor,,4305,6
Multnomah,John Kitzhaber,DEM,Governor,,4305,2727
Multnomah,Paul Grad,LBT,Governor,,4305,21
Multnomah,Jason Levin,PAC,Governor,,4305,107
Multnomah,Write-ins,,Governor,,4305,17
Multnomah,Over Votes,,Governor,,4305,1
Multnomah,Under Votes,,Governor,,4305,142
Multnomah,Dennis Richardson,REP,Governor,,4306,370
Multnomah,Chris Henry,PRO,Governor,,4306,48
Multnomah,Aaron Auer,CON,Governor,,4306,7
Multnomah,John Kitzhaber,DEM,Governor,,4306,2618
Multnomah,Paul Grad,LBT,Governor,,4306,36
Multnomah,Jason Levin,PAC,Governor,,4306,102
Multnomah,Write-ins,,Governor,,4306,20
Multnomah,Over Votes,,Governor,,4306,2
Multnomah,Under Votes,,Governor,,4306,134
Multnomah,Dennis Richardson,REP,Governor,,4307,434
Multnomah,Chris Henry,PRO,Governor,,4307,52
Multnomah,Aaron Auer,CON,Governor,,4307,19
Multnomah,John Kitzhaber,DEM,Governor,,4307,2367
Multnomah,Paul Grad,LBT,Governor,,4307,28
Multnomah,Jason Levin,PAC,Governor,,4307,124
Multnomah,Write-ins,,Governor,,4307,30
Multnomah,Over Votes,,Governor,,4307,0
Multnomah,Under Votes,,Governor,,4307,139
Multnomah,Dennis Richardson,REP,Governor,,4308,396
Multnomah,Chris Henry,PRO,Governor,,4308,30
Multnomah,Aaron Auer,CON,Governor,,4308,3
Multnomah,John Kitzhaber,DEM,Governor,,4308,2786
Multnomah,Paul Grad,LBT,Governor,,4308,33
Multnomah,Jason Levin,PAC,Governor,,4308,91
Multnomah,Write-ins,,Governor,,4308,42
Multnomah,Over Votes,,Governor,,4308,0
Multnomah,Under Votes,,Governor,,4308,130
Multnomah,Dennis Richardson,REP,Governor,,4310,201
Multnomah,Chris Henry,PRO,Governor,,4310,40
Multnomah,Aaron Auer,CON,Governor,,4310,10
Multnomah,John Kitzhaber,DEM,Governor,,4310,2626
Multnomah,Paul Grad,LBT,Governor,,4310,31
Multnomah,Jason Levin,PAC,Governor,,4310,114
Multnomah,Write-ins,,Governor,,4310,16
Multnomah,Over Votes,,Governor,,4310,0
Multnomah,Under Votes,,Governor,,4310,142
Multnomah,Dennis Richardson,REP,Governor,,4311,165
Multnomah,Chris Henry,PRO,Governor,,4311,27
Multnomah,Aaron Auer,CON,Governor,,4311,5
Multnomah,John Kitzhaber,DEM,Governor,,4311,2080
Multnomah,Paul Grad,LBT,Governor,,4311,14
Multnomah,Jason Levin,PAC,Governor,,4311,71
Multnomah,Write-ins,,Governor,,4311,14
Multnomah,Over Votes,,Governor,,4311,1
Multnomah,Under Votes,,Governor,,4311,82
Multnomah,Dennis Richardson,REP,Governor,,4401,452
Multnomah,Chris Henry,PRO,Governor,,4401,37
Multnomah,Aaron Auer,CON,Governor,,4401,18
Multnomah,John Kitzhaber,DEM,Governor,,4401,1921
Multnomah,Paul Grad,LBT,Governor,,4401,57
Multnomah,Jason Levin,PAC,Governor,,4401,127
Multnomah,Write-ins,,Governor,,4401,23
Multnomah,Over Votes,,Governor,,4401,2
Multnomah,Under Votes,,Governor,,4401,102
Multnomah,Dennis Richardson,REP,Governor,,4402,507
Multnomah,Chris Henry,PRO,Governor,,4402,49
Multnomah,Aaron Auer,CON,Governor,,4402,20
Multnomah,John Kitzhaber,DEM,Governor,,4402,2400
Multnomah,Paul Grad,LBT,Governor,,4402,60
Multnomah,Jason Levin,PAC,Governor,,4402,114
Multnomah,Write-ins,,Governor,,4402,19
Multnomah,Over Votes,,Governor,,4402,2
Multnomah,Under Votes,,Governor,,4402,130
Multnomah,Dennis Richardson,REP,Governor,,4403,339
Multnomah,Chris Henry,PRO,Governor,,4403,31
Multnomah,Aaron Auer,CON,Governor,,4403,14
Multnomah,John Kitzhaber,DEM,Governor,,4403,2248
Multnomah,Paul Grad,LBT,Governor,,4403,39
Multnomah,Jason Levin,PAC,Governor,,4403,107
Multnomah,Write-ins,,Governor,,4403,24
Multnomah,Over Votes,,Governor,,4403,1
Multnomah,Under Votes,,Governor,,4403,99
Multnomah,Dennis Richardson,REP,Governor,,4404,416
Multnomah,Chris Henry,PRO,Governor,,4404,65
Multnomah,Aaron Auer,CON,Governor,,4404,23
Multnomah,John Kitzhaber,DEM,Governor,,4404,2140
Multnomah,Paul Grad,LBT,Governor,,4404,46
Multnomah,Jason Levin,PAC,Governor,,4404,97
Multnomah,Write-ins,,Governor,,4404,17
Multnomah,Over Votes,,Governor,,4404,0
Multnomah,Under Votes,,Governor,,4404,135
Multnomah,Dennis Richardson,REP,Governor,,4405,437
Multnomah,Chris Henry,PRO,Governor,,4405,52
Multnomah,Aaron Auer,CON,Governor,,4405,25
Multnomah,John Kitzhaber,DEM,Governor,,4405,2499
Multnomah,Paul Grad,LBT,Governor,,4405,58
Multnomah,Jason Levin,PAC,Governor,,4405,152
Multnomah,Write-ins,,Governor,,4405,24
Multnomah,Over Votes,,Governor,,4405,3
Multnomah,Under Votes,,Governor,,4405,134
Multnomah,Dennis Richardson,REP,Governor,,4406,563
Multnomah,Chris Henry,PRO,Governor,,4406,38
Multnomah,Aaron Auer,CON,Governor,,4406,16
Multnomah,John Kitzhaber,DEM,Governor,,4406,2397
Multnomah,Paul Grad,LBT,Governor,,4406,43
