county,precinct,office,district,party,candidate,votes,
Lincoln,21 Oceanlake,U.S. Senate,,DEM,Write-ins,0,
Lincoln,22 Sunset West,U.S. Senate,,DEM,Write-ins,1,
Lincoln,23 Sunset East,U.S. Senate,,DEM,Write-ins,5,
Lincoln,24 Rose Lodge,U.S. Senate,,DEM,Write-ins,0,
Lincoln,25 Big Elk,U.S. Senate,,DEM,Write-ins,0,
Lincoln,26 Elk City,U.S. Senate,,DEM,Write-ins,0,
Lincoln,27 Frultvaie,U.S. Senate,,DEM,Write-ins,3,
Lincoln,28 Eddyviiie,U.S. Senate,,DEM,Write-ins,3,
Lincoln,29 SiIetz,U.S. Senate,,DEM,Write-ins,7,
Lincoln,30 Rock Creek,U.S. Senate,,DEM,Write-ins,0,
Lincoln,31 East Toledo,U.S. Senate,,DEM,Write-ins,12,
Lincoln,32 South Toledo,U.S. Senate,,DEM,Write-ins,1,
Lincoln,01 Waldport,U.S. Senate,,DEM,Over Votes,0,
Lincoln,02 Alsea,U.S. Senate,,DEM,Over Votes,0,
Lincoln,03 Seaview,U.S. Senate,,DEM,Over Votes,0,
Lincoln,04 Tidewater,U.S. Senate,,DEM,Over Votes,0,
Lincoln,05 Yachats,U.S. Senate,,DEM,Over Votes,0,
Lincoln,06 Bayview,U.S. Senate,,DEM,Over Votes,0,
Lincoln,07 Seal Rock,U.S. Senate,,DEM,Over Votes,0,
Lincoln,08 South Beach,U.S. Senate,,DEM,Over Votes,0,
Lincoln,09 Nye Creek,U.S. Senate,,DEM,Over Votes,0,
Lincoln,10 Newport Bay,U.S. Senate,,DEM,Over Votes,0,
Lincoln,11 Oceanview,U.S. Senate,,DEM,Over Votes,0,
Lincoln,12 Yaquina,U.S. Senate,,DEM,Over Votes,0,
Lincoln,13 Pacific,U.S. Senate,,DEM,Over Votes,0,
Lincoln,14 Agate Beach,U.S. Senate,,DEM,Over Votes,0,
Lincoln,15 Otter Rock,U.S. Senate,,DEM,Over Votes,0,
Lincoln,16 Depoe Bay,U.S. Senate,,DEM,Over Votes,0,
Lincoln,17 Fogarty,U.S. Senate,,DEM,Over Votes,0,
Lincoln,18 Kern,U.S. Senate,,DEM,Over Votes,0,
Lincoln,19 Schooner Ck,U.S. Senate,,DEM,Over Votes,0,
Lincoln,20 Delake,U.S. Senate,,DEM,Over Votes,0,
Lincoln,21 Oceanlake,U.S. Senate,,DEM,Over Votes,0,
Lincoln,22 Sunset West,U.S. Senate,,DEM,Over Votes,0,
Lincoln,23 Sunset East,U.S. Senate,,DEM,Over Votes,0,
Lincoln,24 Rose Lodge,U.S. Senate,,DEM,Over Votes,0,
Lincoln,25 Big Elk,U.S. Senate,,DEM,Over Votes,0,
Lincoln,26 Elk City,U.S. Senate,,DEM,Over Votes,0,
Lincoln,27 Frultvaie,U.S. Senate,,DEM,Over Votes,0,
Lincoln,28 Eddyviiie,U.S. Senate,,DEM,Over Votes,0,
Lincoln,29 SiIetz,U.S. Senate,,DEM,Over Votes,0,
Lincoln,30 Rock Creek,U.S. Senate,,DEM,Over Votes,0,
Lincoln,31 East Toledo,U.S. Senate,,DEM,Over Votes,0,
Lincoln,32 South Toledo,U.S. Senate,,DEM,Over Votes,0,
Lincoln,01 Waldport,U.S. Senate,,DEM,Under Votes,5,
Lincoln,02 Alsea,U.S. Senate,,DEM,Under Votes,5,
Lincoln,03 Seaview,U.S. Senate,,DEM,Under Votes,3,
Lincoln,04 Tidewater,U.S. Senate,,DEM,Under Votes,4,
Lincoln,05 Yachats,U.S. Senate,,DEM,Under Votes,10,
Lincoln,06 Bayview,U.S. Senate,,DEM,Under Votes,4,
Lincoln,07 Seal Rock,U.S. Senate,,DEM,Under Votes,7,
Lincoln,08 South Beach,U.S. Senate,,DEM,Under Votes,8,
Lincoln,09 Nye Creek,U.S. Senate,,DEM,Under Votes,6,
Lincoln,10 Newport Bay,U.S. Senate,,DEM,Under Votes,2,
Lincoln,11 Oceanview,U.S. Senate,,DEM,Under Votes,9,
Lincoln,12 Yaquina,U.S. Senate,,DEM,Under Votes,10,
Lincoln,13 Pacific,U.S. Senate,,DEM,Under Votes,12,
Lincoln,14 Agate Beach,U.S. Senate,,DEM,Under Votes,11,
Lincoln,15 Otter Rock,U.S. Senate,,DEM,Under Votes,0,
Lincoln,16 Depoe Bay,U.S. Senate,,DEM,Under Votes,7,
Lincoln,17 Fogarty,U.S. Senate,,DEM,Under Votes,2,
Lincoln,18 Kern,U.S. Senate,,DEM,Under Votes,15,
Lincoln,19 Schooner Ck,U.S. Senate,,DEM,Under Votes,4,
Lincoln,20 Delake,U.S. Senate,,DEM,Under Votes,8,
Lincoln,21 Oceanlake,U.S. Senate,,DEM,Under Votes,4,
Lincoln,22 Sunset West,U.S. Senate,,DEM,Under Votes,11,
Lincoln,23 Sunset East,U.S. Senate,,DEM,Under Votes,2,
Lincoln,24 Rose Lodge,U.S. Senate,,DEM,Under Votes,2,
Lincoln,25 Big Elk,U.S. Senate,,DEM,Under Votes,0,
Lincoln,26 Elk City,U.S. Senate,,DEM,Under Votes,4,
Lincoln,27 Frultvaie,U.S. Senate,,DEM,Under Votes,7,
Lincoln,28 Eddyviiie,U.S. Senate,,DEM,Under Votes,1,
Lincoln,29 SiIetz,U.S. Senate,,DEM,Under Votes,7,
Lincoln,30 Rock Creek,U.S. Senate,,DEM,Under Votes,2,
Lincoln,31 East Toledo,U.S. Senate,,DEM,Under Votes,9,
Lincoln,32 South Toledo,U.S. Senate,,DEM,Under Votes,12,
Lincoln,01 Waldport,U.S. Senate,,REP,Monica Wehby,74,
Lincoln,02 Alsea,U.S. Senate,,REP,Monica Wehby,49,
Lincoln,03 Seaview,U.S. Senate,,REP,Monica Wehby,49,
Lincoln,04 Tidewater,U.S. Senate,,REP,Monica Wehby,36,
Lincoln,05 Yachats,U.S. Senate,,REP,Monica Wehby,71,
Lincoln,06 Bayview,U.S. Senate,,REP,Monica Wehby,71,
Lincoln,07 Seal Rock,U.S. Senate,,REP,Monica Wehby,58,
Lincoln,08 South Beach,U.S. Senate,,REP,Monica Wehby,62,
Lincoln,09 Nye Creek,U.S. Senate,,REP,Monica Wehby,33,
Lincoln,10 Newport Bay,U.S. Senate,,REP,Monica Wehby,21,
Lincoln,11 Oceanview,U.S. Senate,,REP,Monica Wehby,42,
Lincoln,12 Yaquina,U.S. Senate,,REP,Monica Wehby,88,
Lincoln,13 Pacific,U.S. Senate,,REP,Monica Wehby,79,
Lincoln,14 Agate Beach,U.S. Senate,,REP,Monica Wehby,62,
Lincoln,15 Otter Rock,U.S. Senate,,REP,Monica Wehby,17,
Lincoln,16 Depoe Bay,U.S. Senate,,REP,Monica Wehby,83,
Lincoln,17 Fogarty,U.S. Senate,,REP,Monica Wehby,77,
Lincoln,18 Kern,U.S. Senate,,REP,Monica Wehby,87,
Lincoln,19 Schooner Ck,U.S. Senate,,REP,Monica Wehby,65,
Lincoln,20 Delake,U.S. Senate,,REP,Monica Wehby,80,
Lincoln,21 Oceanlake,U.S. Senate,,REP,Monica Wehby,82,
Lincoln,22 Sunset West,U.S. Senate,,REP,Monica Wehby,102,
Lincoln,23 Sunset East,U.S. Senate,,REP,Monica Wehby,51,
Lincoln,24 Rose Lodge,U.S. Senate,,REP,Monica Wehby,35,
Lincoln,25 Big Elk,U.S. Senate,,REP,Monica Wehby,6,
Lincoln,26 Elk City,U.S. Senate,,REP,Monica Wehby,6,
Lincoln,27 Frultvaie,U.S. Senate,,REP,Monica Wehby,55,
Lincoln,28 Eddyville,U.S. Senate,,REP,Monica Wehby,19,
Lincoln,29 Slietz,U.S. Senate,,REP,Monica Wehby,60,
Lincoln,30 Rock Creek,U.S. Senate,,REP,Monica Wehby,13,
Lincoln,31 East Toledo,U.S. Senate,,REP,Monica Wehby,55,
Lincoln,32 South Toledo,U.S. Senate,,REP,Monica Wehby,50,
Lincoln,01 Waldport,U.S. Senate,,REP,Jo Rae Perkins,4,
Lincoln,02 Alsea,U.S. Senate,,REP,Jo Rae Perkins,2,
Lincoln,03 Seaview,U.S. Senate,,REP,Jo Rae Perkins,2,
Lincoln,04 Tidewater,U.S. Senate,,REP,Jo Rae Perkins,2,
Lincoln,05 Yachats,U.S. Senate,,REP,Jo Rae Perkins,5,
Lincoln,06 Bayview,U.S. Senate,,REP,Jo Rae Perkins,1,
Lincoln,07 Seal Rock,U.S. Senate,,REP,Jo Rae Perkins,4,
Lincoln,08 South Beach,U.S. Senate,,REP,Jo Rae Perkins,3,
Lincoln,09 Nye Creek,U.S. Senate,,REP,Jo Rae Perkins,5,
Lincoln,10 Newport Bay,U.S. Senate,,REP,Jo Rae Perkins,2,
Lincoln,11 Oceanview,U.S. Senate,,REP,Jo Rae Perkins,2,
Lincoln,12 Yaquina,U.S. Senate,,REP,Jo Rae Perkins,3,
Lincoln,13 Pacific,U.S. Senate,,REP,Jo Rae Perkins,6,
Lincoln,14 Agate Beach,U.S. Senate,,REP,Jo Rae Perkins,4,
Lincoln,15 Otter Rock,U.S. Senate,,REP,Jo Rae Perkins,1,
Lincoln,16 Depoe Bay,U.S. Senate,,REP,Jo Rae Perkins,3,
Lincoln,17 Fogarty,U.S. Senate,,REP,Jo Rae Perkins,6,
Lincoln,18 Kern,U.S. Senate,,REP,Jo Rae Perkins,5,
Lincoln,19 Schooner Ck,U.S. Senate,,REP,Jo Rae Perkins,7,
Lincoln,20 Delake,U.S. Senate,,REP,Jo Rae Perkins,6,
Lincoln,21 Oceanlake,U.S. Senate,,REP,Jo Rae Perkins,7,
Lincoln,22 Sunset West,U.S. Senate,,REP,Jo Rae Perkins,5,
Lincoln,23 Sunset East,U.S. Senate,,REP,Jo Rae Perkins,2,
Lincoln,24 Rose Lodge,U.S. Senate,,REP,Jo Rae Perkins,4,
Lincoln,25 Big Elk,U.S. Senate,,REP,Jo Rae Perkins,1,
Lincoln,26 Elk City,U.S. Senate,,REP,Jo Rae Perkins,0,
Lincoln,27 Frultvaie,U.S. Senate,,REP,Jo Rae Perkins,3,
Lincoln,28 Eddyville,U.S. Senate,,REP,Jo Rae Perkins,1,
Lincoln,29 Slietz,U.S. Senate,,REP,Jo Rae Perkins,4,
Lincoln,30 Rock Creek,U.S. Senate,,REP,Jo Rae Perkins,3,
Lincoln,31 East Toledo,U.S. Senate,,REP,Jo Rae Perkins,6,
Lincoln,32 South Toledo,U.S. Senate,,REP,Jo Rae Perkins,2,
Lincoln,01 Waldport,U.S. Senate,,REP,Mark Callahan,17,
Lincoln,02 Alsea,U.S. Senate,,REP,Mark Callahan,7,
Lincoln,03 Seaview,U.S. Senate,,REP,Mark Callahan,6,
Lincoln,04 Tidewater,U.S. Senate,,REP,Mark Callahan,4,
Lincoln,05 Yachats,U.S. Senate,,REP,Mark Callahan,6,
Lincoln,06 Bayview,U.S. Senate,,REP,Mark Callahan,7,
Lincoln,07 Seal Rock,U.S. Senate,,REP,Mark Callahan,9,
Lincoln,08 South Beach,U.S. Senate,,REP,Mark Callahan,6,
Lincoln,09 Nye Creek,U.S. Senate,,REP,Mark Callahan,7,
Lincoln,10 Newport Bay,U.S. Senate,,REP,Mark Callahan,4,
Lincoln,11 Oceanview,U.S. Senate,,REP,Mark Callahan,9,
Lincoln,12 Yaquina,U.S. Senate,,REP,Mark Callahan,11,
Lincoln,13 Pacific,U.S. Senate,,REP,Mark Callahan,10,
Lincoln,14 Agate Beach,U.S. Senate,,REP,Mark Callahan,4,
Lincoln,15 Otter Rock,U.S. Senate,,REP,Mark Callahan,1,
Lincoln,16 Depoe Bay,U.S. Senate,,REP,Mark Callahan,11,
Lincoln,17 Fogarty,U.S. Senate,,REP,Mark Callahan,6,
Lincoln,18 Kern,U.S. Senate,,REP,Mark Callahan,3,
Lincoln,19 Schooner Ck,U.S. Senate,,REP,Mark Callahan,16,
Lincoln,20 Delake,U.S. Senate,,REP,Mark Callahan,6,
Lincoln,21 Oceanlake,U.S. Senate,,REP,Mark Callahan,11,
Lincoln,22 Sunset West,U.S. Senate,,REP,Mark Callahan,6,
Lincoln,23 Sunset East,U.S. Senate,,REP,Mark Callahan,8,
Lincoln,24 Rose Lodge,U.S. Senate,,REP,Mark Callahan,3,
Lincoln,25 Big Elk,U.S. Senate,,REP,Mark Callahan,0,
Lincoln,26 Elk City,U.S. Senate,,REP,Mark Callahan,1,
Lincoln,27 Frultvaie,U.S. Senate,,REP,Mark Callahan,10,
Lincoln,28 Eddyville,U.S. Senate,,REP,Mark Callahan,1,
Lincoln,29 Slietz,U.S. Senate,,REP,Mark Callahan,4,
Lincoln,30 Rock Creek,U.S. Senate,,REP,Mark Callahan,2,
Lincoln,31 East Toledo,U.S. Senate,,REP,Mark Callahan,12,
Lincoln,32 South Toledo,U.S. Senate,,REP,Mark Callahan,4,
Lincoln,01 Waldport,U.S. Senate,,REP,Timothy I Crawley,9,
Lincoln,02 Alsea,U.S. Senate,,REP,Timothy I Crawley,5,
Lincoln,03 Seaview,U.S. Senate,,REP,Timothy I Crawley,0,
Lincoln,04 Tidewater,U.S. Senate,,REP,Timothy I Crawley,1,
Lincoln,05 Yachats,U.S. Senate,,REP,Timothy I Crawley,1,
Lincoln,06 Bayview,U.S. Senate,,REP,Timothy I Crawley,3,
Lincoln,07 Seal Rock,U.S. Senate,,REP,Timothy I Crawley,7,
Lincoln,08 South Beach,U.S. Senate,,REP,Timothy I Crawley,1,
Lincoln,09 Nye Creek,U.S. Senate,,REP,Timothy I Crawley,0,
Lincoln,10 Newport Bay,U.S. Senate,,REP,Timothy I Crawley,0,
Lincoln,11 Oceanview,U.S. Senate,,REP,Timothy I Crawley,2,
Lincoln,12 Yaquina,U.S. Senate,,REP,Timothy I Crawley,6,
Lincoln,13 Pacific,U.S. Senate,,REP,Timothy I Crawley,4,
Lincoln,14 Agate Beach,U.S. Senate,,REP,Timothy I Crawley,5,
Lincoln,15 Otter Rock,U.S. Senate,,REP,Timothy I Crawley,1,
Lincoln,16 Depoe Bay,U.S. Senate,,REP,Timothy I Crawley,2,
Lincoln,17 Fogarty,U.S. Senate,,REP,Timothy I Crawley,4,
Lincoln,18 Kern,U.S. Senate,,REP,Timothy I Crawley,4,
Lincoln,19 Schooner Ck,U.S. Senate,,REP,Timothy I Crawley,2,
Lincoln,20 Delake,U.S. Senate,,REP,Timothy I Crawley,4,
Lincoln,21 Oceanlake,U.S. Senate,,REP,Timothy I Crawley,5,
Lincoln,22 Sunset West,U.S. Senate,,REP,Timothy I Crawley,3,
Lincoln,23 Sunset East,U.S. Senate,,REP,Timothy I Crawley,1,
Lincoln,24 Rose Lodge,U.S. Senate,,REP,Timothy I Crawley,2,
Lincoln,25 Big Elk,U.S. Senate,,REP,Timothy I Crawley,0,
Lincoln,26 Elk City,U.S. Senate,,REP,Timothy I Crawley,0,
Lincoln,27 Frultvaie,U.S. Senate,,REP,Timothy I Crawley,2,
Lincoln,28 Eddyville,U.S. Senate,,REP,Timothy I Crawley,1,
Lincoln,29 Slietz,U.S. Senate,,REP,Timothy I Crawley,4,
Lincoln,30 Rock Creek,U.S. Senate,,REP,Timothy I Crawley,0,
Lincoln,31 East Toledo,U.S. Senate,,REP,Timothy I Crawley,4,
Lincoln,32 South Toledo,U.S. Senate,,REP,Timothy I Crawley,4,
Lincoln,01 Waldport,U.S. Senate,,REP,Jason Conger,48,
Lincoln,02 Alsea,U.S. Senate,,REP,Jason Conger,15,
Lincoln,03 Seaview,U.S. Senate,,REP,Jason Conger,24,
Lincoln,04 Tidewater,U.S. Senate,,REP,Jason Conger,11,
Lincoln,05 Yachats,U.S. Senate,,REP,Jason Conger,33,
Lincoln,06 Bayview,U.S. Senate,,REP,Jason Conger,37,
Lincoln,07 Seal Rock,U.S. Senate,,REP,Jason Conger,29,
Lincoln,08 South Beach,U.S. Senate,,REP,Jason Conger,23,
Lincoln,09 Nye Creek,U.S. Senate,,REP,Jason Conger,31,
Lincoln,10 Newport Bay,U.S. Senate,,REP,Jason Conger,17,
Lincoln,11 Oceanview,U.S. Senate,,REP,Jason Conger,31,
Lincoln,12 Yaquina,U.S. Senate,,REP,Jason Conger,53,
Lincoln,13 Pacific,U.S. Senate,,REP,Jason Conger,49,
Lincoln,14 Agate Beach,U.S. Senate,,REP,Jason Conger,62,
Lincoln,15 Otter Rock,U.S. Senate,,REP,Jason Conger,15,
Lincoln,16 Depoe Bay,U.S. Senate,,REP,Jason Conger,25,
Lincoln,17 Fogarty,U.S. Senate,,REP,Jason Conger,35,
Lincoln,18 Kern,U.S. Senate,,REP,Jason Conger,27,
Lincoln,19 Schooner Ck,U.S. Senate,,REP,Jason Conger,40,
Lincoln,20 Delake,U.S. Senate,,REP,Jason Conger,42,
Lincoln,21 Oceanlake,U.S. Senate,,REP,Jason Conger,32,
Lincoln,22 Sunset West,U.S. Senate,,REP,Jason Conger,70,
Lincoln,23 Sunset East,U.S. Senate,,REP,Jason Conger,39,
Lincoln,24 Rose Lodge,U.S. Senate,,REP,Jason Conger,18,
Lincoln,25 Big Elk,U.S. Senate,,REP,Jason Conger,5,
Lincoln,26 Elk City,U.S. Senate,,REP,Jason Conger,0,
Lincoln,27 Frultvaie,U.S. Senate,,REP,Jason Conger,30,
Lincoln,28 Eddyville,U.S. Senate,,REP,Jason Conger,15,
Lincoln,29 Slietz,U.S. Senate,,REP,Jason Conger,45,
Lincoln,30 Rock Creek,U.S. Senate,,REP,Jason Conger,5,
Lincoln,31 East Toledo,U.S. Senate,,REP,Jason Conger,35,
Lincoln,32 South Toledo,U.S. Senate,,REP,Jason Conger,25,
Lincoln,01 Waldport,U.S. Senate,,REP,Write-ins,0,
Lincoln,02 Alsea,U.S. Senate,,REP,Write-ins,0,
Lincoln,03 Seaview,U.S. Senate,,REP,Write-ins,0,
Lincoln,04 Tidewater,U.S. Senate,,REP,Write-ins,0,
Lincoln,05 Yachats,U.S. Senate,,REP,Write-ins,0,
Lincoln,06 Bayview,U.S. Senate,,REP,Write-ins,1,
Lincoln,07 Seal Rock,U.S. Senate,,REP,Write-ins,0,
Lincoln,08 South Beach,U.S. Senate,,REP,Write-ins,0,
Lincoln,09 Nye Creek,U.S. Senate,,REP,Write-ins,0,
Lincoln,10 Newport Bay,U.S. Senate,,REP,Write-ins,0,
Lincoln,11 Oceanview,U.S. Senate,,REP,Write-ins,2,
Lincoln,12 Yaquina,U.S. Senate,,REP,Write-ins,0,
Lincoln,13 Pacific,U.S. Senate,,REP,Write-ins,0,
Lincoln,14 Agate Beach,U.S. Senate,,REP,Write-ins,0,
Lincoln,15 Otter Rock,U.S. Senate,,REP,Write-ins,0,
Lincoln,16 Depoe Bay,U.S. Senate,,REP,Write-ins,0,
Lincoln,17 Fogarty,U.S. Senate,,REP,Write-ins,2,
Lincoln,18 Kern,U.S. Senate,,REP,Write-ins,2,
Lincoln,19 Schooner Ck,U.S. Senate,,REP,Write-ins,0,
Lincoln,20 Delake,U.S. Senate,,REP,Write-ins,0,
Lincoln,21 Oceanlake,U.S. Senate,,REP,Write-ins,0,
Lincoln,22 Sunset West,U.S. Senate,,REP,Write-ins,1,
Lincoln,23 Sunset East,U.S. Senate,,REP,Write-ins,0,
Lincoln,24 Rose Lodge,U.S. Senate,,REP,Write-ins,0,
Lincoln,25 Big Elk,U.S. Senate,,REP,Write-ins,0,
