county,precinct,office,district,party,candidate,votes,,,
Linn,59,U.S. Senate,,DEM,Jeff Merkley,44,,,
Linn,60,U.S. Senate,,DEM,Jeff Merkley,51,,,
Linn,61,U.S. Senate,,DEM,Jeff Merkley,31,,,
Linn,62,U.S. Senate,,DEM,Jeff Merkley,61,,,
Linn,63,U.S. Senate,,DEM,Jeff Merkley,105,,,
Linn,65,U.S. Senate,,DEM,Jeff Merkley,0,,,
Linn,66,U.S. Senate,,DEM,Jeff Merkley,21,,,
Linn,67,U.S. Senate,,DEM,Jeff Merkley,48,,,
Linn,68,U.S. Senate,,DEM,Jeff Merkley,8,,,
Linn,70,U.S. Senate,,DEM,Jeff Merkley,46,,,
Linn,71,U.S. Senate,,DEM,Jeff Merkley,3,,,
Linn,73,U.S. Senate,,DEM,Jeff Merkley,68,,,
Linn,74,U.S. Senate,,DEM,Jeff Merkley,67,,,
Linn,75,U.S. Senate,,DEM,Jeff Merkley,85,,,
Linn,76,U.S. Senate,,DEM,Jeff Merkley,66,,,
Linn,77,U.S. Senate,,DEM,Jeff Merkley,24,,,
Linn,78,U.S. Senate,,DEM,Jeff Merkley,58,,,
Linn,79,U.S. Senate,,DEM,Jeff Merkley,118,,,
Linn,80,U.S. Senate,,DEM,Jeff Merkley,78,,,
Linn,82,U.S. Senate,,DEM,Jeff Merkley,26,,,
Linn,83,U.S. Senate,,DEM,Jeff Merkley,2,,,
Linn,84,U.S. Senate,,DEM,Jeff Merkley,59,,,
Linn,86,U.S. Senate,,DEM,Jeff Merkley,71,,,
Linn,87,U.S. Senate,,DEM,Jeff Merkley,28,,,
Linn,88,U.S. Senate,,DEM,Jeff Merkley,49,,,
Linn,89,U.S. Senate,,DEM,Jeff Merkley,65,,,
Linn,91,U.S. Senate,,DEM,Jeff Merkley,66,,,
Linn,92,U.S. Senate,,DEM,Jeff Merkley,118,,,
Linn,93,U.S. Senate,,DEM,Jeff Merkley,96,,,
Linn,94,U.S. Senate,,DEM,Jeff Merkley,62,,,
Linn,95,U.S. Senate,,DEM,Jeff Merkley,75,,,
Linn,96,U.S. Senate,,DEM,Jeff Merkley,125,,,
Linn,97,U.S. Senate,,DEM,Jeff Merkley,44,,,
Linn,99,U.S. Senate,,DEM,Jeff Merkley,20,,,
Linn,100,U.S. Senate,,DEM,Jeff Merkley,113,,,
Linn,101,U.S. Senate,,DEM,Jeff Merkley,39,,,
Linn,102,U.S. Senate,,DEM,Jeff Merkley,92,,,
Linn,103,U.S. Senate,,DEM,Jeff Merkley,24,,,
Linn,104,U.S. Senate,,DEM,Jeff Merkley,51,,,
Linn,105,U.S. Senate,,DEM,Jeff Merkley,38,,,
Linn,106,U.S. Senate,,DEM,Jeff Merkley,55,,,
Linn,107,U.S. Senate,,DEM,Jeff Merkley,101,,,
Linn,108,U.S. Senate,,DEM,Jeff Merkley,151,,,
Linn,1,U.S. Senate,,DEM,William Bryk,6,,,
Linn,3,U.S. Senate,,DEM,William Bryk,5,,,
Linn,5,U.S. Senate,,DEM,William Bryk,5,,,
Linn,8,U.S. Senate,,DEM,William Bryk,8,,,
Linn,11,U.S. Senate,,DEM,William Bryk,3,,,
Linn,14,U.S. Senate,,DEM,William Bryk,8,,,
Linn,15,U.S. Senate,,DEM,William Bryk,0,,,
Linn,16,U.S. Senate,,DEM,William Bryk,0,,,
Linn,18,U.S. Senate,,DEM,William Bryk,18,,,
Linn,19,U.S. Senate,,DEM,William Bryk,7,,,
Linn,20,U.S. Senate,,DEM,William Bryk,1,,,
Linn,21,U.S. Senate,,DEM,William Bryk,5,,,
Linn,22,U.S. Senate,,DEM,William Bryk,0,,,
Linn,23,U.S. Senate,,DEM,William Bryk,7,,,
Linn,25,U.S. Senate,,DEM,William Bryk,4,,,
Linn,26,U.S. Senate,,DEM,William Bryk,0,,,
Linn,27,U.S. Senate,,DEM,William Bryk,3,,,
Linn,28,U.S. Senate,,DEM,William Bryk,0,,,
Linn,29,U.S. Senate,,DEM,William Bryk,10,,,
Linn,30,U.S. Senate,,DEM,William Bryk,2,,,
Linn,31,U.S. Senate,,DEM,William Bryk,3,,,
Linn,32,U.S. Senate,,DEM,William Bryk,11,,,
Linn,33,U.S. Senate,,DEM,William Bryk,0,,,
Linn,34,U.S. Senate,,DEM,William Bryk,2,,,
Linn,35,U.S. Senate,,DEM,William Bryk,7,,,
Linn,36,U.S. Senate,,DEM,William Bryk,2,,,
Linn,37,U.S. Senate,,DEM,William Bryk,4,,,
Linn,38,U.S. Senate,,DEM,William Bryk,10,,,
Linn,39,U.S. Senate,,DEM,William Bryk,6,,,
Linn,41,U.S. Senate,,DEM,William Bryk,3,,,
Linn,42,U.S. Senate,,DEM,William Bryk,5,,,
Linn,43,U.S. Senate,,DEM,William Bryk,7,,,
Linn,44,U.S. Senate,,DEM,William Bryk,3,,,
Linn,45,U.S. Senate,,DEM,William Bryk,9,,,
Linn,46,U.S. Senate,,DEM,William Bryk,4,,,
Linn,47,U.S. Senate,,DEM,William Bryk,1,,,
Linn,48,U.S. Senate,,DEM,William Bryk,9,,,
Linn,49,U.S. Senate,,DEM,William Bryk,0,,,
Linn,50,U.S. Senate,,DEM,William Bryk,4,,,
Linn,51,U.S. Senate,,DEM,William Bryk,1,,,
Linn,52,U.S. Senate,,DEM,William Bryk,3,,,
Linn,53,U.S. Senate,,DEM,William Bryk,16,,,
Linn,54,U.S. Senate,,DEM,William Bryk,1,,,
Linn,55,U.S. Senate,,DEM,William Bryk,5,,,
Linn,56,U.S. Senate,,DEM,William Bryk,5,,,
Linn,57,U.S. Senate,,DEM,William Bryk,0,,,
Linn,58,U.S. Senate,,DEM,William Bryk,0,,,
Linn,59,U.S. Senate,,DEM,William Bryk,3,,,
Linn,60,U.S. Senate,,DEM,William Bryk,4,,,
Linn,61,U.S. Senate,,DEM,William Bryk,2,,,
Linn,62,U.S. Senate,,DEM,William Bryk,4,,,
Linn,63,U.S. Senate,,DEM,William Bryk,14,,,
Linn,65,U.S. Senate,,DEM,William Bryk,0,,,
Linn,66,U.S. Senate,,DEM,William Bryk,1,,,
Linn,67,U.S. Senate,,DEM,William Bryk,5,,,
Linn,68,U.S. Senate,,DEM,William Bryk,2,,,
Linn,70,U.S. Senate,,DEM,William Bryk,7,,,
Linn,71,U.S. Senate,,DEM,William Bryk,0,,,
Linn,73,U.S. Senate,,DEM,William Bryk,8,,,
Linn,74,U.S. Senate,,DEM,William Bryk,11,,,
Linn,75,U.S. Senate,,DEM,William Bryk,4,,,
Linn,76,U.S. Senate,,DEM,William Bryk,7,,,
Linn,77,U.S. Senate,,DEM,William Bryk,5,,,
Linn,78,U.S. Senate,,DEM,William Bryk,3,,,
Linn,79,U.S. Senate,,DEM,William Bryk,11,,,
Linn,80,U.S. Senate,,DEM,William Bryk,4,,,
Linn,82,U.S. Senate,,DEM,William Bryk,6,,,
Linn,83,U.S. Senate,,DEM,William Bryk,0,,,
Linn,84,U.S. Senate,,DEM,William Bryk,3,,,
Linn,86,U.S. Senate,,DEM,William Bryk,10,,,
Linn,87,U.S. Senate,,DEM,William Bryk,2,,,
Linn,88,U.S. Senate,,DEM,William Bryk,8,,,
Linn,89,U.S. Senate,,DEM,William Bryk,7,,,
Linn,91,U.S. Senate,,DEM,William Bryk,4,,,
Linn,92,U.S. Senate,,DEM,William Bryk,15,,,
Linn,93,U.S. Senate,,DEM,William Bryk,10,,,
Linn,94,U.S. Senate,,DEM,William Bryk,5,,,
Linn,95,U.S. Senate,,DEM,William Bryk,7,,,
Linn,96,U.S. Senate,,DEM,William Bryk,4,,,
Linn,97,U.S. Senate,,DEM,William Bryk,12,,,
Linn,99,U.S. Senate,,DEM,William Bryk,6,,,
Linn,100,U.S. Senate,,DEM,William Bryk,11,,,
Linn,101,U.S. Senate,,DEM,William Bryk,6,,,
Linn,102,U.S. Senate,,DEM,William Bryk,14,,,
Linn,103,U.S. Senate,,DEM,William Bryk,3,,,
Linn,104,U.S. Senate,,DEM,William Bryk,8,,,
Linn,105,U.S. Senate,,DEM,William Bryk,0,,,
Linn,106,U.S. Senate,,DEM,William Bryk,7,,,
Linn,107,U.S. Senate,,DEM,William Bryk,9,,,
Linn,108,U.S. Senate,,DEM,William Bryk,13,,,
Linn,1,U.S. Senate,,DEM,Write-ins,0,,,
Linn,3,U.S. Senate,,DEM,Write-ins,0,,,
Linn,5,U.S. Senate,,DEM,Write-ins,5,,,
Linn,8,U.S. Senate,,DEM,Write-ins,4,,,
Linn,11,U.S. Senate,,DEM,Write-ins,1,,,
Linn,14,U.S. Senate,,DEM,Write-ins,1,,,
Linn,15,U.S. Senate,,DEM,Write-ins,0,,,
Linn,16,U.S. Senate,,DEM,Write-ins,4,,,
Linn,18,U.S. Senate,,DEM,Write-ins,4,,,
Linn,19,U.S. Senate,,DEM,Write-ins,5,,,
Linn,20,U.S. Senate,,DEM,Write-ins,0,,,
Linn,21,U.S. Senate,,DEM,Write-ins,0,,,
Linn,22,U.S. Senate,,DEM,Write-ins,0,,,
Linn,23,U.S. Senate,,DEM,Write-ins,4,,,
Linn,25,U.S. Senate,,DEM,Write-ins,0,,,
Linn,26,U.S. Senate,,DEM,Write-ins,0,,,
Linn,27,U.S. Senate,,DEM,Write-ins,1,,,
Linn,28,U.S. Senate,,DEM,Write-ins,0,,,
Linn,29,U.S. Senate,,DEM,Write-ins,2,,,
Linn,30,U.S. Senate,,DEM,Write-ins,0,,,
Linn,31,U.S. Senate,,DEM,Write-ins,1,,,
Linn,32,U.S. Senate,,DEM,Write-ins,3,,,
Linn,33,U.S. Senate,,DEM,Write-ins,0,,,
Linn,34,U.S. Senate,,DEM,Write-ins,0,,,
Linn,35,U.S. Senate,,DEM,Write-ins,1,,,
Linn,36,U.S. Senate,,DEM,Write-ins,3,,,
Linn,37,U.S. Senate,,DEM,Write-ins,1,,,
Linn,38,U.S. Senate,,DEM,Write-ins,1,,,
Linn,39,U.S. Senate,,DEM,Write-ins,2,,,
Linn,41,U.S. Senate,,DEM,Write-ins,0,,,
Linn,42,U.S. Senate,,DEM,Write-ins,1,,,
Linn,43,U.S. Senate,,DEM,Write-ins,1,,,
Linn,44,U.S. Senate,,DEM,Write-ins,2,,,
Linn,45,U.S. Senate,,DEM,Write-ins,1,,,
Linn,46,U.S. Senate,,DEM,Write-ins,6,,,
Linn,47,U.S. Senate,,DEM,Write-ins,1,,,
Linn,48,U.S. Senate,,DEM,Write-ins,2,,,
Linn,49,U.S. Senate,,DEM,Write-ins,0,,,
Linn,50,U.S. Senate,,DEM,Write-ins,2,,,
Linn,51,U.S. Senate,,DEM,Write-ins,1,,,
Linn,52,U.S. Senate,,DEM,Write-ins,0,,,
Linn,53,U.S. Senate,,DEM,Write-ins,3,,,
Linn,54,U.S. Senate,,DEM,Write-ins,1,,,
Linn,55,U.S. Senate,,DEM,Write-ins,1,,,
Linn,56,U.S. Senate,,DEM,Write-ins,1,,,
Linn,57,U.S. Senate,,DEM,Write-ins,0,,,
Linn,58,U.S. Senate,,DEM,Write-ins,0,,,
Linn,59,U.S. Senate,,DEM,Write-ins,0,,,
Linn,60,U.S. Senate,,DEM,Write-ins,2,,,
Linn,61,U.S. Senate,,DEM,Write-ins,2,,,
Linn,62,U.S. Senate,,DEM,Write-ins,3,,,
Linn,63,U.S. Senate,,DEM,Write-ins,4,,,
Linn,65,U.S. Senate,,DEM,Write-ins,0,,,
Linn,66,U.S. Senate,,DEM,Write-ins,0,,,
Linn,67,U.S. Senate,,DEM,Write-ins,1,,,
Linn,68,U.S. Senate,,DEM,Write-ins,0,,,
Linn,70,U.S. Senate,,DEM,Write-ins,2,,,
Linn,71,U.S. Senate,,DEM,Write-ins,0,,,
Linn,73,U.S. Senate,,DEM,Write-ins,2,,,
Linn,74,U.S. Senate,,DEM,Write-ins,1,,,
Linn,75,U.S. Senate,,DEM,Write-ins,2,,,
Linn,76,U.S. Senate,,DEM,Write-ins,4,,,
Linn,77,U.S. Senate,,DEM,Write-ins,3,,,
Linn,78,U.S. Senate,,DEM,Write-ins,0,,,
Linn,79,U.S. Senate,,DEM,Write-ins,3,,,
Linn,80,U.S. Senate,,DEM,Write-ins,4,,,
Linn,82,U.S. Senate,,DEM,Write-ins,0,,,
Linn,83,U.S. Senate,,DEM,Write-ins,0,,,
Linn,84,U.S. Senate,,DEM,Write-ins,3,,,
Linn,86,U.S. Senate,,DEM,Write-ins,4,,,
Linn,87,U.S. Senate,,DEM,Write-ins,0,,,
Linn,88,U.S. Senate,,DEM,Write-ins,2,,,
Linn,89,U.S. Senate,,DEM,Write-ins,3,,,
Linn,91,U.S. Senate,,DEM,Write-ins,1,,,
Linn,92,U.S. Senate,,DEM,Write-ins,6,,,
Linn,93,U.S. Senate,,DEM,Write-ins,3,,,
Linn,94,U.S. Senate,,DEM,Write-ins,1,,,
Linn,95,U.S. Senate,,DEM,Write-ins,1,,,
Linn,96,U.S. Senate,,DEM,Write-ins,2,,,
Linn,97,U.S. Senate,,DEM,Write-ins,2,,,
Linn,99,U.S. Senate,,DEM,Write-ins,0,,,
Linn,100,U.S. Senate,,DEM,Write-ins,1,,,
Linn,101,U.S. Senate,,DEM,Write-ins,1,,,
Linn,102,U.S. Senate,,DEM,Write-ins,0,,,
Linn,103,U.S. Senate,,DEM,Write-ins,0,,,
Linn,104,U.S. Senate,,DEM,Write-ins,0,,,
Linn,105,U.S. Senate,,DEM,Write-ins,1,,,
Linn,106,U.S. Senate,,DEM,Write-ins,1,,,
Linn,107,U.S. Senate,,DEM,Write-ins,1,,,
Linn,108,U.S. Senate,,DEM,Write-ins,0,,,
Linn,1,U.S. Senate,,DEM,Over Votes,0,,,
Linn,3,U.S. Senate,,DEM,Over Votes,0,,,
Linn,5,U.S. Senate,,DEM,Over Votes,0,,,
Linn,8,U.S. Senate,,DEM,Over Votes,0,,,
Linn,11,U.S. Senate,,DEM,Over Votes,0,,,
Linn,14,U.S. Senate,,DEM,Over Votes,0,,,
Linn,15,U.S. Senate,,DEM,Over Votes,0,,,
Linn,16,U.S. Senate,,DEM,Over Votes,0,,,
Linn,18,U.S. Senate,,DEM,Over Votes,0,,,
Linn,19,U.S. Senate,,DEM,Over Votes,0,,,
Linn,20,U.S. Senate,,DEM,Over Votes,0,,,
Linn,21,U.S. Senate,,DEM,Over Votes,0,,,
Linn,22,U.S. Senate,,DEM,Over Votes,0,,,
Linn,23,U.S. Senate,,DEM,Over Votes,0,,,
Linn,25,U.S. Senate,,DEM,Over Votes,0,,,
Linn,26,U.S. Senate,,DEM,Over Votes,0,,,
Linn,27,U.S. Senate,,DEM,Over Votes,0,,,
Linn,28,U.S. Senate,,DEM,Over Votes,0,,,
Linn,29,U.S. Senate,,DEM,Over Votes,0,,,
Linn,30,U.S. Senate,,DEM,Over Votes,0,,,
Linn,31,U.S. Senate,,DEM,Over Votes,0,,,
Linn,32,U.S. Senate,,DEM,Over Votes,0,,,
Linn,33,U.S. Senate,,DEM,Over Votes,0,,,
Linn,34,U.S. Senate,,DEM,Over Votes,0,,,
Linn,35,U.S. Senate,,DEM,Over Votes,0,,,
Linn,36,U.S. Senate,,DEM,Over Votes,0,,,
Linn,37,U.S. Senate,,DEM,Over Votes,0,,,
Linn,38,U.S. Senate,,DEM,Over Votes,0,,,
Linn,39,U.S. Senate,,DEM,Over Votes,0,,,
Linn,41,U.S. Senate,,DEM,Over Votes,0,,,
Linn,42,U.S. Senate,,DEM,Over Votes,0,,,
Linn,43,U.S. Senate,,DEM,Over Votes,0,,,
Linn,44,U.S. Senate,,DEM,Over Votes,0,,,
Linn,45,U.S. Senate,,DEM,Over Votes,0,,,
Linn,46,U.S. Senate,,DEM,Over Votes,0,,,
Linn,47,U.S. Senate,,DEM,Over Votes,0,,,
Linn,48,U.S. Senate,,DEM,Over Votes,0,,,
Linn,49,U.S. Senate,,DEM,Over Votes,0,,,
Linn,50,U.S. Senate,,DEM,Over Votes,0,,,
Linn,51,U.S. Senate,,DEM,Over Votes,0,,,
Linn,52,U.S. Senate,,DEM,Over Votes,0,,,
Linn,53,U.S. Senate,,DEM,Over Votes,0,,,
Linn,54,U.S. Senate,,DEM,Over Votes,0,,,
Linn,55,U.S. Senate,,DEM,Over Votes,0,,,
Linn,56,U.S. Senate,,DEM,Over Votes,0,,,
Linn,57,U.S. Senate,,DEM,Over Votes,0,,,
Linn,58,U.S. Senate,,DEM,Over Votes,0,,,
Linn,59,U.S. Senate,,DEM,Over Votes,0,,,
Linn,60,U.S. Senate,,DEM,Over Votes,0,,,
Linn,61,U.S. Senate,,DEM,Over Votes,0,,,
Linn,62,U.S. Senate,,DEM,Over Votes,0,,,
Linn,63,U.S. Senate,,DEM,Over Votes,0,,,
Linn,65,U.S. Senate,,DEM,Over Votes,0,,,
Linn,66,U.S. Senate,,DEM,Over Votes,0,,,
Linn,67,U.S. Senate,,DEM,Over Votes,0,,,
Linn,68,U.S. Senate,,DEM,Over Votes,0,,,
Linn,70,U.S. Senate,,DEM,Over Votes,0,,,
Linn,71,U.S. Senate,,DEM,Over Votes,0,,,
Linn,73,U.S. Senate,,DEM,Over Votes,0,,,
Linn,74,U.S. Senate,,DEM,Over Votes,0,,,
Linn,75,U.S. Senate,,DEM,Over Votes,0,,,
Linn,76,U.S. Senate,,DEM,Over Votes,0,,,
Linn,77,U.S. Senate,,DEM,Over Votes,0,,,
Linn,78,U.S. Senate,,DEM,Over Votes,0,,,
Linn,79,U.S. Senate,,DEM,Over Votes,0,,,
Linn,80,U.S. Senate,,DEM,Over Votes,0,,,
Linn,82,U.S. Senate,,DEM,Over Votes,0,,,
Linn,83,U.S. Senate,,DEM,Over Votes,0,,,
Linn,84,U.S. Senate,,DEM,Over Votes,0,,,
Linn,86,U.S. Senate,,DEM,Over Votes,0,,,
Linn,87,U.S. Senate,,DEM,Over Votes,0,,,
Linn,88,U.S. Senate,,DEM,Over Votes,0,,,
Linn,89,U.S. Senate,,DEM,Over Votes,0,,,
Linn,91,U.S. Senate,,DEM,Over Votes,0,,,
Linn,92,U.S. Senate,,DEM,Over Votes,0,,,
Linn,93,U.S. Senate,,DEM,Over Votes,0,,,
Linn,94,U.S. Senate,,DEM,Over Votes,0,,,
Linn,95,U.S. Senate,,DEM,Over Votes,0,,,
Linn,96,U.S. Senate,,DEM,Over Votes,0,,,
Linn,97,U.S. Senate,,DEM,Over Votes,0,,,
Linn,99,U.S. Senate,,DEM,Over Votes,0,,,
Linn,100,U.S. Senate,,DEM,Over Votes,0,,,
Linn,101,U.S. Senate,,DEM,Over Votes,0,,,
Linn,102,U.S. Senate,,DEM,Over Votes,0,,,
Linn,103,U.S. Senate,,DEM,Over Votes,0,,,
Linn,104,U.S. Senate,,DEM,Over Votes,0,,,
Linn,105,U.S. Senate,,DEM,Over Votes,0,,,
Linn,106,U.S. Senate,,DEM,Over Votes,0,,,
Linn,107,U.S. Senate,,DEM,Over Votes,0,,,
Linn,108,U.S. Senate,,DEM,Over Votes,0,,,
Linn,1,U.S. Senate,,DEM,Under Votes,12,,,
