id,county,precinct,office,district,party,candidate,votes
2098,Polk,156,U.S. House,5,DEM,Kurt Schrader,1084
2099,Polk,156,U.S. House,5,,Write-In Totals,5
2101,Polk,156,U.S. House,5,,Over Votes,1
2102,Polk,156,U.S. House,5,,Under Votes,88
2106,Polk,156,Secretary of State,,PGP,Nathalie Paravicini,71
2107,Polk,156,Secretary of State,,LBT,Kyle Markley,98
2108,Polk,156,Secretary of State,,REP,Kim Thatcher,1423
2109,Polk,156,Secretary of State,,DEM,Shemia Fagan,983
2110,Polk,156,Secretary of State,,,Write-In Totals,1
2112,Polk,156,Secretary of State,,,Over Votes,1
2113,Polk,156,Secretary of State,,,Under Votes,92
2116,Polk,156,State Treasurer,,CON,Michael P Marsh,94
2117,Polk,156,State Treasurer,,DEM,Tobias Read,1032
2118,Polk,156,State Treasurer,,IND,Chris Henry,120
2119,Polk,156,State Treasurer,,REP,Jeff Gudman,1304
2120,Polk,156,State Treasurer,,,Write-In Totals,3
2122,Polk,156,State Treasurer,,,Over Votes,2
2123,Polk,156,State Treasurer,,,Under Votes,114
2126,Polk,156,Attorney General,,DEM,Ellen Rosenblum,1109
2127,Polk,156,Attorney General,,LBT,Lars D H Hedbor,88
2128,Polk,156,Attorney General,,REP,Michael Cross,1336
2129,Polk,156,Attorney General,,,Write-In Totals,13
2131,Polk,156,Attorney General,,,Over Votes,0
2132,Polk,156,Attorney General,,,Under Votes,123
2135,Polk,156,State Senate,12,REP,Brian J Boquist,1504
2136,Polk,156,State Senate,12,DEM,Bernadette Hansen,1029
2137,Polk,156,State Senate,12,,Write-In Totals,4
2139,Polk,156,State Senate,12,,Over Votes,1
2140,Polk,156,State Senate,12,,Under Votes,131
2144,Polk,156,State House,23,PGP,Alex Polikoff,131
2145,Polk,156,State House,23,LBT,Scott D Clawson,77
2146,Polk,156,State House,23,REP,Mike Nearman,1371
2147,Polk,156,State House,23,DEM,Sean K Scorvo,969
2148,Polk,156,State House,23,,Write-In Totals,5
2150,Polk,156,State House,23,,Over Votes,0
2151,Polk,156,State House,23,,Under Votes,116
2154,Polk,156,Judge of the Supreme Court Position 4,,,Christopher L Garrett,1778
2155,Polk,156,Judge of the Supreme Court Position 4,,,Write-In Totals,26
2157,Polk,156,Judge of the Supreme Court Position 4,,,Over Votes,0
2158,Polk,156,Judge of the Supreme Court Position 4,,,Under Votes,865
2161,Polk,156,Judge of the Court of Appeals Position 9,,,Jacqueline S Kamins,1770
2162,Polk,156,Judge of the Court of Appeals Position 9,,,Write-In Totals,23
2164,Polk,156,Judge of the Court of Appeals Position 9,,,Over Votes,0
2165,Polk,156,Judge of the Court of Appeals Position 9,,,Under Votes,876
2168,Polk,156,Polk County Commissioner Position 1 POLK,,,Lyle R Mordhorst,1070
2169,Polk,156,Polk County Commissioner Position 1 POLK,,,Danny Jaffer,1161
2170,Polk,156,Polk County Commissioner Position 1 POLK,,,Write-In Totals,11
2172,Polk,156,Polk County Commissioner Position 1 POLK,,,Over Votes,0
2173,Polk,156,Polk County Commissioner Position 1 POLK,,,Under Votes,427
2177,Polk,156,Polk County Clerk POLK,,,Valerie Unger,2015
2178,Polk,156,Polk County Clerk POLK,,,Write-In Totals,17
2180,Polk,156,Polk County Clerk POLK,,,Over Votes,0
2181,Polk,156,Polk County Clerk POLK,,,Under Votes,637
2184,Polk,156,Polk County Sheriff POLK,,,Mark Garton,1964
2185,Polk,156,Polk County Sheriff POLK,,,Write-In Totals,26
2187,Polk,156,Polk County Sheriff POLK,,,Over Votes,3
2188,Polk,156,Polk County Sheriff POLK,,,Under Votes,676
2191,Polk,156,Polk County Treasurer POLK,,,Steve Milligan,1856
2192,Polk,156,Polk County Treasurer POLK,,,Write-In Totals,18
2194,Polk,156,Polk County Treasurer POLK,,,Over Votes,0
2195,Polk,156,Polk County Treasurer POLK,,,Under Votes,795
2198,Polk,156,City of Dallas Mayor City of Dallas,,,Nancy Adams,727
2199,Polk,156,City of Dallas Mayor City of Dallas,,,Jim Robertson,701
2200,Polk,156,City of Dallas Mayor City of Dallas,,,Brian Dalton,867
2201,Polk,156,City of Dallas Mayor City of Dallas,,,Write-In Totals,13
2203,Polk,156,City of Dallas Mayor City of Dallas,,,Over Votes,4
2204,Polk,156,City of Dallas Mayor City of Dallas,,,Under Votes,357
2209,Polk,156,City of Dallas Council Members City of Dallas,,,Brad Moreland,428
2210,Polk,156,City of Dallas Council Members City of Dallas,,,Kenneth L Woods Jr,907
2211,Polk,156,City of Dallas Council Members City of Dallas,,,Paul Trahan,772
2212,Polk,156,City of Dallas Council Members City of Dallas,,,Kim Fitzgerald,1047
2213,Polk,156,City of Dallas Council Members City of Dallas,,,Zachary Brehm,572
2214,Polk,156,City of Dallas Council Members City of Dallas,,,Kathryn M Rhoades,509
2215,Polk,156,City of Dallas Council Members City of Dallas,,,Terry Crawford,779
2216,Polk,156,City of Dallas Council Members City of Dallas,,,Kirsten Collins,800
2217,Polk,156,City of Dallas Council Members City of Dallas,,,Darcy Newton-Irving,474
2218,Polk,156,City of Dallas Council Members City of Dallas,,,Tawnya Kreft,833
2219,Polk,156,City of Dallas Council Members City of Dallas,,,Zach Leigh,279
2220,Polk,156,City of Dallas Council Members City of Dallas,,,Debbie Virden,818
2221,Polk,156,City of Dallas Council Members City of Dallas,,,Rodney Dunham,992
2222,Polk,156,City of Dallas Council Members City of Dallas,,,Casey Ocupe,204
2223,Polk,156,City of Dallas Council Members City of Dallas,,,Write-In Totals,49
2225,Polk,156,City of Dallas Council Members City of Dallas,,,Over Votes,50
2226,Polk,156,City of Dallas Council Members City of Dallas,,,Under Votes,3832
2229,Polk,156,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Pryor Garnett,1684
2230,Polk,156,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Write-In Totals,18
2232,Polk,156,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Over Votes,0
2233,Polk,156,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Under Votes,967
2236,Polk,156,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,John (Jock) Dalton,1792
2237,Polk,156,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,Write-In Totals,22
2239,Polk,156,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,Over Votes,0
2240,Polk,156,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,Under Votes,855
2244,Polk,156,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Chad Woods,1745
2245,Polk,156,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Write-In Totals,13
2247,Polk,156,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Over Votes,0
2248,Polk,156,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Under Votes,911
2251,Polk,156,State Measure 107,,,Yes,1813
2252,Polk,156,State Measure 107,,,No,711
2254,Polk,156,State Measure 107,,,Over Votes,0
2255,Polk,156,State Measure 107,,,Under Votes,145
2258,Polk,156,State Measure 108,,,Yes,1417
2259,Polk,156,State Measure 108,,,No,1155
2261,Polk,156,State Measure 108,,,Over Votes,3
2262,Polk,156,State Measure 108,,,Under Votes,94
2265,Polk,156,State Measure 109,,,Yes,1207
2266,Polk,156,State Measure 109,,,No,1349
2268,Polk,156,State Measure 109,,,Over Votes,1
2269,Polk,156,State Measure 109,,,Under Votes,112
2272,Polk,156,State Measure 110,,,Yes,1302
2273,Polk,156,State Measure 110,,,No,1258
2275,Polk,156,State Measure 110,,,Over Votes,2
2276,Polk,156,State Measure 110,,,Under Votes,107
2279,Polk,162,Registered Voters,,,,3256
2280,Polk,162,Ballots Cast,,,,2771
2281,Polk,162,Ballots Cast - Blank,,,,1
2284,Polk,162,President,,REP,Donald J Trump / Michael R,1601
2285,Polk,162,President,,DEM,Joseph R Biden / Kamala D,1054
2286,Polk,162,President,,LBT,Jo Jorgensen / Jeremy (Spike),53
2287,Polk,162,President,,PGP,Howie Hawkins / Angela Walker,13
2288,Polk,162,President,,PRO,Dario Hunter / Dawn Neptune,3
2289,Polk,162,President,,,Write-In Totals,27
2291,Polk,162,President,,,Over Votes,2
2292,Polk,162,President,,,Under Votes,18
2295,Polk,162,U.S. Senate,,REP,Jo Rae Perkins,1560
2296,Polk,162,U.S. Senate,,DEM,Jeff Merkley,1060
2297,Polk,162,U.S. Senate,,PGP,Ibrahim A Taher,20
2298,Polk,162,U.S. Senate,,LBT,Gary Dye,43
2299,Polk,162,U.S. Senate,,,Write-In Totals,3
2301,Polk,162,U.S. Senate,,,Over Votes,0
2302,Polk,162,U.S. Senate,,,Under Votes,85
2305,Polk,162,U.S. House,5,LBT,Matthew James Rix,56
2306,Polk,162,U.S. House,5,REP,Amy Ryan Courser,1598
2307,Polk,162,U.S. House,5,DEM,Kurt Schrader,1019
2308,Polk,162,U.S. House,5,,Write-In Totals,2
2310,Polk,162,U.S. House,5,,Over Votes,0
2311,Polk,162,U.S. House,5,,Under Votes,96
2315,Polk,162,Secretary of State,,PGP,Nathalie Paravicini,53
2316,Polk,162,Secretary of State,,LBT,Kyle Markley,55
2317,Polk,162,Secretary of State,,REP,Kim Thatcher,1642
2318,Polk,162,Secretary of State,,DEM,Shemia Fagan,896
2319,Polk,162,Secretary of State,,,Write-In Totals,3
2321,Polk,162,Secretary of State,,,Over Votes,1
2322,Polk,162,Secretary of State,,,Under Votes,121
2325,Polk,162,State Treasurer,,CON,Michael P Marsh,54
2326,Polk,162,State Treasurer,,DEM,Tobias Read,957
2327,Polk,162,State Treasurer,,IND,Chris Henry,72
2328,Polk,162,State Treasurer,,REP,Jeff Gudman,1558
2329,Polk,162,State Treasurer,,,Write-In Totals,3
2331,Polk,162,State Treasurer,,,Over Votes,0
2332,Polk,162,State Treasurer,,,Under Votes,127
2335,Polk,162,Attorney General,,DEM,Ellen Rosenblum,1004
2336,Polk,162,Attorney General,,LBT,Lars D H Hedbor,58
2337,Polk,162,Attorney General,,REP,Michael Cross,1562
2338,Polk,162,Attorney General,,,Write-In Totals,11
2340,Polk,162,Attorney General,,,Over Votes,0
2341,Polk,162,Attorney General,,,Under Votes,136
2344,Polk,162,State Senate,12,REP,Brian J Boquist,1710
2345,Polk,162,State Senate,12,DEM,Bernadette Hansen,919
2346,Polk,162,State Senate,12,,Write-In Totals,3
2348,Polk,162,State Senate,12,,Over Votes,1
2349,Polk,162,State Senate,12,,Under Votes,138
2353,Polk,162,State House,23,PGP,Alex Polikoff,63
2354,Polk,162,State House,23,LBT,Scott D Clawson,63
2355,Polk,162,State House,23,REP,Mike Nearman,1616
2356,Polk,162,State House,23,DEM,Sean K Scorvo,875
2357,Polk,162,State House,23,,Write-In Totals,6
2359,Polk,162,State House,23,,Over Votes,1
2360,Polk,162,State House,23,,Under Votes,147
2363,Polk,162,Judge of the Supreme Court Position 4,,,Christopher L Garrett,1770
2364,Polk,162,Judge of the Supreme Court Position 4,,,Write-In Totals,38
2366,Polk,162,Judge of the Supreme Court Position 4,,,Over Votes,0
2367,Polk,162,Judge of the Supreme Court Position 4,,,Under Votes,963
2370,Polk,162,Judge of the Court of Appeals Position 9,,,Jacqueline S Kamins,1759
2371,Polk,162,Judge of the Court of Appeals Position 9,,,Write-In Totals,33
2373,Polk,162,Judge of the Court of Appeals Position 9,,,Over Votes,0
2374,Polk,162,Judge of the Court of Appeals Position 9,,,Under Votes,979
2377,Polk,162,Polk County Commissioner Position 1 POLK,,,Lyle R Mordhorst,1299
2378,Polk,162,Polk County Commissioner Position 1 POLK,,,Danny Jaffer,1037
2379,Polk,162,Polk County Commissioner Position 1 POLK,,,Write-In Totals,13
2381,Polk,162,Polk County Commissioner Position 1 POLK,,,Over Votes,1
2382,Polk,162,Polk County Commissioner Position 1 POLK,,,Under Votes,421
2386,Polk,162,Polk County Clerk POLK,,,Valerie Unger,2069
2387,Polk,162,Polk County Clerk POLK,,,Write-In Totals,16
2389,Polk,162,Polk County Clerk POLK,,,Over Votes,2
2390,Polk,162,Polk County Clerk POLK,,,Under Votes,684
2393,Polk,162,Polk County Sheriff POLK,,,Mark Garton,2076
2394,Polk,162,Polk County Sheriff POLK,,,Write-In Totals,20
2396,Polk,162,Polk County Sheriff POLK,,,Over Votes,0
2397,Polk,162,Polk County Sheriff POLK,,,Under Votes,675
2400,Polk,162,Polk County Treasurer POLK,,,Steve Milligan,1901
2401,Polk,162,Polk County Treasurer POLK,,,Write-In Totals,20
2403,Polk,162,Polk County Treasurer POLK,,,Over Votes,1
2404,Polk,162,Polk County Treasurer POLK,,,Under Votes,849
2407,Polk,162,City of Dallas Mayor City of Dallas,,,Nancy Adams,693
2408,Polk,162,City of Dallas Mayor City of Dallas,,,Jim Robertson,762
2409,Polk,162,City of Dallas Mayor City of Dallas,,,Brian Dalton,921
2410,Polk,162,City of Dallas Mayor City of Dallas,,,Write-In Totals,9
2412,Polk,162,City of Dallas Mayor City of Dallas,,,Over Votes,1
2413,Polk,162,City of Dallas Mayor City of Dallas,,,Under Votes,385
2418,Polk,162,City of Dallas Council Members City of Dallas,,,Brad Moreland,447
2419,Polk,162,City of Dallas Council Members City of Dallas,,,Kenneth L Woods Jr,972
2420,Polk,162,City of Dallas Council Members City of Dallas,,,Paul Trahan,879
2421,Polk,162,City of Dallas Council Members City of Dallas,,,Kim Fitzgerald,1114
2422,Polk,162,City of Dallas Council Members City of Dallas,,,Zachary Brehm,522
2423,Polk,162,City of Dallas Council Members City of Dallas,,,Kathryn M Rhoades,440
2424,Polk,162,City of Dallas Council Members City of Dallas,,,Terry Crawford,856
2425,Polk,162,City of Dallas Council Members City of Dallas,,,Kirsten Collins,804
2426,Polk,162,City of Dallas Council Members City of Dallas,,,Darcy Newton-Irving,392
2427,Polk,162,City of Dallas Council Members City of Dallas,,,Tawnya Kreft,790
2428,Polk,162,City of Dallas Council Members City of Dallas,,,Zach Leigh,279
2429,Polk,162,City of Dallas Council Members City of Dallas,,,Debbie Virden,807
2430,Polk,162,City of Dallas Council Members City of Dallas,,,Rodney Dunham,1137
2431,Polk,162,City of Dallas Council Members City of Dallas,,,Casey Ocupe,159
2432,Polk,162,City of Dallas Council Members City of Dallas,,,Write-In Totals,91
2434,Polk,162,City of Dallas Council Members City of Dallas,,,Over Votes,65
2435,Polk,162,City of Dallas Council Members City of Dallas,,,Under Votes,4101
2438,Polk,162,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Pryor Garnett,1726
2439,Polk,162,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Write-In Totals,16
2441,Polk,162,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Over Votes,1
2442,Polk,162,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Under Votes,1028
2445,Polk,162,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,John (Jock) Dalton,1824
2446,Polk,162,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,Write-In Totals,19
2448,Polk,162,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,Over Votes,2
2449,Polk,162,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,Under Votes,926
2453,Polk,162,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Chad Woods,1787
2454,Polk,162,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Write-In Totals,16
2456,Polk,162,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Over Votes,1
2457,Polk,162,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Under Votes,967
2460,Polk,162,State Measure 107,,,Yes,1840
2461,Polk,162,State Measure 107,,,No,779
2463,Polk,162,State Measure 107,,,Over Votes,0
2464,Polk,162,State Measure 107,,,Under Votes,152
2467,Polk,162,State Measure 108,,,Yes,1617
2468,Polk,162,State Measure 108,,,No,1054
2470,Polk,162,State Measure 108,,,Over Votes,0
2471,Polk,162,State Measure 108,,,Under Votes,100
2474,Polk,162,State Measure 109,,,Yes,1058
2475,Polk,162,State Measure 109,,,No,1590
2477,Polk,162,State Measure 109,,,Over Votes,1
2478,Polk,162,State Measure 109,,,Under Votes,122
2481,Polk,162,State Measure 110,,,Yes,1176
2482,Polk,162,State Measure 110,,,No,1472
2484,Polk,162,State Measure 110,,,Over Votes,3
2485,Polk,162,State Measure 110,,,Under Votes,120
2488,Polk,166,Registered Voters,,,,1051
2489,Polk,166,Ballots Cast,,,,802
2490,Polk,166,Ballots Cast - Blank,,,,0
2493,Polk,166,President,,REP,Donald J Trump / Michael R,485
2494,Polk,166,President,,DEM,Joseph R Biden / Kamala D,264
2495,Polk,166,President,,LBT,Jo Jorgensen / Jeremy (Spike),23
2496,Polk,166,President,,PGP,Howie Hawkins / Angela Walker,11
2497,Polk,166,President,,PRO,Dario Hunter / Dawn Neptune,4
2498,Polk,166,President,,,Write-In Totals,5
2500,Polk,166,President,,,Over Votes,0
2501,Polk,166,President,,,Under Votes,10
2504,Polk,166,U.S. Senate,,REP,Jo Rae Perkins,442
2505,Polk,166,U.S. Senate,,DEM,Jeff Merkley,287
2506,Polk,166,U.S. Senate,,PGP,Ibrahim A Taher,14
2507,Polk,166,U.S. Senate,,LBT,Gary Dye,27
2508,Polk,166,U.S. Senate,,,Write-In Totals,3
2510,Polk,166,U.S. Senate,,,Over Votes,0
2511,Polk,166,U.S. Senate,,,Under Votes,29
2514,Polk,166,U.S. House,5,LBT,Matthew James Rix,36
2515,Polk,166,U.S. House,5,REP,Amy Ryan Courser,444
2516,Polk,166,U.S. House,5,DEM,Kurt Schrader,285
2517,Polk,166,U.S. House,5,,Write-In Totals,3
2519,Polk,166,U.S. House,5,,Over Votes,1
2520,Polk,166,U.S. House,5,,Under Votes,33
2524,Polk,166,Secretary of State,,PGP,Nathalie Paravicini,24
2525,Polk,166,Secretary of State,,LBT,Kyle Markley,28
2526,Polk,166,Secretary of State,,REP,Kim Thatcher,470
2527,Polk,166,Secretary of State,,DEM,Shemia Fagan,239
2528,Polk,166,Secretary of State,,,Write-In Totals,2
2530,Polk,166,Secretary of State,,,Over Votes,0
2531,Polk,166,Secretary of State,,,Under Votes,39
2534,Polk,166,State Treasurer,,CON,Michael P Marsh,30
2535,Polk,166,State Treasurer,,DEM,Tobias Read,251
2536,Polk,166,State Treasurer,,IND,Chris Henry,38
2537,Polk,166,State Treasurer,,REP,Jeff Gudman,431
2538,Polk,166,State Treasurer,,,Write-In Totals,3
2540,Polk,166,State Treasurer,,,Over Votes,0
2541,Polk,166,State Treasurer,,,Under Votes,49
2544,Polk,166,Attorney General,,DEM,Ellen Rosenblum,286
2545,Polk,166,Attorney General,,LBT,Lars D H Hedbor,24
2546,Polk,166,Attorney General,,REP,Michael Cross,444
2547,Polk,166,Attorney General,,,Write-In Totals,3
2549,Polk,166,Attorney General,,,Over Votes,0
2550,Polk,166,Attorney General,,,Under Votes,45
2554,Polk,166,State Senate,5,REP,Dick Anderson,468
2555,Polk,166,State Senate,5,PGP,Shauleen Higgins,28
2556,Polk,166,State Senate,5,DEM,Melissa T Cribbins,265
2557,Polk,166,State Senate,5,,Write-In Totals,1
2559,Polk,166,State Senate,5,,Over Votes,0
2560,Polk,166,State Senate,5,,Under Votes,40
2563,Polk,166,State House,10,DEM,David Gomberg,261
2564,Polk,166,State House,10,REP,Max Sherman,481
2565,Polk,166,State House,10,,Write-In Totals,2
2567,Polk,166,State House,10,,Over Votes,0
2568,Polk,166,State House,10,,Under Votes,58
2571,Polk,166,Judge of the Supreme Court Position 4,,,Christopher L Garrett,482
2572,Polk,166,Judge of the Supreme Court Position 4,,,Write-In Totals,9
2574,Polk,166,Judge of the Supreme Court Position 4,,,Over Votes,0
2575,Polk,166,Judge of the Supreme Court Position 4,,,Under Votes,311
2578,Polk,166,Judge of the Court of Appeals Position 9,,,Jacqueline S Kamins,477
2579,Polk,166,Judge of the Court of Appeals Position 9,,,Write-In Totals,11
2581,Polk,166,Judge of the Court of Appeals Position 9,,,Over Votes,0
2582,Polk,166,Judge of the Court of Appeals Position 9,,,Under Votes,314
2586,Polk,166,Polk County Commissioner Position 1 POLK,,,Lyle R Mordhorst,336
2587,Polk,166,Polk County Commissioner Position 1 POLK,,,Danny Jaffer,301
2588,Polk,166,Polk County Commissioner Position 1 POLK,,,Write-In Totals,8
2590,Polk,166,Polk County Commissioner Position 1 POLK,,,Over Votes,1
2591,Polk,166,Polk County Commissioner Position 1 POLK,,,Under Votes,156
2594,Polk,166,Polk County Clerk POLK,,,Valerie Unger,567
2595,Polk,166,Polk County Clerk POLK,,,Write-In Totals,6
2597,Polk,166,Polk County Clerk POLK,,,Over Votes,0
2598,Polk,166,Polk County Clerk POLK,,,Under Votes,229
2601,Polk,166,Polk County Sheriff POLK,,,Mark Garton,575
2602,Polk,166,Polk County Sheriff POLK,,,Write-In Totals,13
2604,Polk,166,Polk County Sheriff POLK,,,Over Votes,0
2605,Polk,166,Polk County Sheriff POLK,,,Under Votes,214
2608,Polk,166,Polk County Treasurer POLK,,,Steve Milligan,511
2609,Polk,166,Polk County Treasurer POLK,,,Write-In Totals,7
2611,Polk,166,Polk County Treasurer POLK,,,Over Votes,0
2612,Polk,166,Polk County Treasurer POLK,,,Under Votes,284
2616,Polk,166,City of Falls City Mayor City of Falls City,,,Jeremy Gordon,281
2617,Polk,166,City of Falls City Mayor City of Falls City,,,Jennifer Drill,257
2618,Polk,166,City of Falls City Mayor City of Falls City,,,Write-In Totals,4
2620,Polk,166,City of Falls City Mayor City of Falls City,,,Over Votes,0
2621,Polk,166,City of Falls City Mayor City of Falls City,,,Under Votes,30
2625,Polk,166,City of Falls City Council Members City of Falls City,,,T.J. Bailey,324
2626,Polk,166,City of Falls City Council Members City of Falls City,,,Amy Houghtaling,303
2627,Polk,166,City of Falls City Council Members City of Falls City,,,Paul Dasso,210
2628,Polk,166,City of Falls City Council Members City of Falls City,,,Sean Dasso,196
2629,Polk,166,City of Falls City Council Members City of Falls City,,,Dennis Sickles,343
2630,Polk,166,City of Falls City Council Members City of Falls City,,,Write-In Totals,34
2632,Polk,166,City of Falls City Council Members City of Falls City,,,Over Votes,0
2633,Polk,166,City of Falls City Council Members City of Falls City,,,Under Votes,306
2636,Polk,166,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Pryor Garnett,505
2637,Polk,166,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Write-In Totals,9
2639,Polk,166,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Over Votes,0
2640,Polk,166,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Under Votes,288
2643,Polk,166,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,John (Jock) Dalton,513
2644,Polk,166,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,Write-In Totals,8
2646,Polk,166,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,Over Votes,0
2647,Polk,166,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,Under Votes,281
2651,Polk,166,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Chad Woods,503
2652,Polk,166,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Write-In Totals,8
2654,Polk,166,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Over Votes,0
2655,Polk,166,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Under Votes,291
2658,Polk,166,State Measure 107,,,Yes,492
2659,Polk,166,State Measure 107,,,No,267
2661,Polk,166,State Measure 107,,,Over Votes,0
2662,Polk,166,State Measure 107,,,Under Votes,43
2665,Polk,166,State Measure 108,,,Yes,325
2666,Polk,166,State Measure 108,,,No,447
2668,Polk,166,State Measure 108,,,Over Votes,0
2669,Polk,166,State Measure 108,,,Under Votes,30
2672,Polk,166,State Measure 109,,,Yes,372
2673,Polk,166,State Measure 109,,,No,391
2675,Polk,166,State Measure 109,,,Over Votes,0
2676,Polk,166,State Measure 109,,,Under Votes,39
2679,Polk,166,State Measure 110,,,Yes,346
2680,Polk,166,State Measure 110,,,No,424
2682,Polk,166,State Measure 110,,,Over Votes,0
2683,Polk,166,State Measure 110,,,Under Votes,32
2686,Polk,178,Registered Voters,,,,5996
2687,Polk,178,Ballots Cast,,,,4710
2688,Polk,178,Ballots Cast - Blank,,,,0
2691,Polk,178,President,,REP,Donald J Trump / Michael R,1795
2692,Polk,178,President,,DEM,Joseph R Biden / Kamala D,2644
2693,Polk,178,President,,LBT,Jo Jorgensen / Jeremy (Spike),143
2694,Polk,178,President,,PGP,Howie Hawkins / Angela Walker,18
2695,Polk,178,President,,PRO,Dario Hunter / Dawn Neptune,14
2696,Polk,178,President,,,Write-In Totals,40
2698,Polk,178,President,,,Over Votes,2
2699,Polk,178,President,,,Under Votes,54
2702,Polk,178,U.S. Senate,,REP,Jo Rae Perkins,1726
2703,Polk,178,U.S. Senate,,DEM,Jeff Merkley,2624
2704,Polk,178,U.S. Senate,,PGP,Ibrahim A Taher,95
2705,Polk,178,U.S. Senate,,LBT,Gary Dye,132
2706,Polk,178,U.S. Senate,,,Write-In Totals,6
2708,Polk,178,U.S. Senate,,,Over Votes,1
2709,Polk,178,U.S. Senate,,,Under Votes,126
2712,Polk,178,U.S. House,5,LBT,Matthew James Rix,179
2713,Polk,178,U.S. House,5,REP,Amy Ryan Courser,1830
2714,Polk,178,U.S. House,5,DEM,Kurt Schrader,2526
2715,Polk,178,U.S. House,5,,Write-In Totals,10
2717,Polk,178,U.S. House,5,,Over Votes,3
2718,Polk,178,U.S. House,5,,Under Votes,162
2722,Polk,178,Secretary of State,,PGP,Nathalie Paravicini,215
2723,Polk,178,Secretary of State,,LBT,Kyle Markley,187
2724,Polk,178,Secretary of State,,REP,Kim Thatcher,1879
2725,Polk,178,Secretary of State,,DEM,Shemia Fagan,2226
2726,Polk,178,Secretary of State,,,Write-In Totals,6
2728,Polk,178,Secretary of State,,,Over Votes,0
2729,Polk,178,Secretary of State,,,Under Votes,197
2732,Polk,178,State Treasurer,,CON,Michael P Marsh,132
2733,Polk,178,State Treasurer,,DEM,Tobias Read,2311
2734,Polk,178,State Treasurer,,IND,Chris Henry,267
2735,Polk,178,State Treasurer,,REP,Jeff Gudman,1757
2736,Polk,178,State Treasurer,,,Write-In Totals,3
2738,Polk,178,State Treasurer,,,Over Votes,0
2739,Polk,178,State Treasurer,,,Under Votes,240
2742,Polk,178,Attorney General,,DEM,Ellen Rosenblum,2527
2743,Polk,178,Attorney General,,LBT,Lars D H Hedbor,169
2744,Polk,178,Attorney General,,REP,Michael Cross,1761
2745,Polk,178,Attorney General,,,Write-In Totals,16
2747,Polk,178,Attorney General,,,Over Votes,1
2748,Polk,178,Attorney General,,,Under Votes,236
2752,Polk,178,State Senate,10,DEM,Deb Patterson,2465
2753,Polk,178,State Senate,10,REP,Denyc Boles,1801
2754,Polk,178,State Senate,10,LBT,Taylor A Rickey,197
2755,Polk,178,State Senate,10,,Write-In Totals,9
2757,Polk,178,State Senate,10,,Over Votes,0
2758,Polk,178,State Senate,10,,Under Votes,238
2761,Polk,178,State House,20,REP,Selma Pierce,1920
2762,Polk,178,State House,20,DEM,Paul Evans,2575
2763,Polk,178,State House,20,,Write-In Totals,13
