county,precinct,office,district,party,candidate,votes,BallotsWith Contest,Overvoted WithVote for this Choice,Undervoted WithoutVote for this Choice
Multnomah,4101,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,5382,9451,0,3995
Multnomah,4102,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,2659,5001,0,2277
Multnomah,4103,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,2078,3795,0,1692
Multnomah,4203,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,6270,10532,0,4152
Multnomah,4204,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,4962,8637,0,3588
Multnomah,4205,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,2413,4313,0,1863
Multnomah,4207,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,2887,5101,0,2181
Multnomah,4208,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,1835,3255,0,1389
Multnomah,4209,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,4620,7803,0,3097
Multnomah,4210,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,5859,10552,0,4558
Multnomah,4301,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,5345,9496,0,4073
Multnomah,4302,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,6508,10872,0,4261
Multnomah,4304,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,4490,7642,0,3092
Multnomah,4305,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,5655,9892,0,4126
Multnomah,4306,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,1093,1851,0,744
Multnomah,4310,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,4907,8431,0,3454
Multnomah,4401,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,5599,9797,0,4059
Multnomah,4402,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,5776,10062,1,4148
Multnomah,4403,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,4471,8039,0,3490
Multnomah,4404,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,5557,9503,0,3861
Multnomah,4409,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,1208,2183,1,925
Multnomah,4501,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,5823,10148,0,4265
Multnomah,4502,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,2525,4559,0,1978
Multnomah,4503,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,2439,4078,0,1608
Multnomah,4505,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,4286,7579,0,3223
Multnomah,4506,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,1914,3478,0,1518
Multnomah,4508,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,2349,4311,0,1901
Multnomah,4509,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,1506,2787,0,1206
Multnomah,4510,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,1330,2377,0,1005
Multnomah,4511,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,1454,2578,0,1054
Multnomah,4512,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,345,598,0,241
Multnomah,4601,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,5438,9856,0,4340
Multnomah,4602,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,2231,3771,0,1516
Multnomah,4604,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,3373,5994,0,2512
Multnomah,4605,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,2783,5130,0,2310
Multnomah,4606,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,5829,10570,0,4599
Multnomah,4607,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,1995,3700,0,1626
Multnomah,4608,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,867,1472,0,573
Multnomah,4701,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,1669,2831,0,1128
Multnomah,4702,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,430,818,0,362
Multnomah,4703,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,1198,2178,0,940
Multnomah,4704,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,2327,4035,0,1611
Multnomah,4705,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,3130,5451,0,2194
Multnomah,4706,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,1943,3364,0,1336
Multnomah,4707,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,954,1762,0,749
Multnomah,4708,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,2231,3872,0,1573
Multnomah,4709,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,1136,1988,0,806
Multnomah,4710,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,2060,3611,0,1435
Multnomah,4801,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,794,1471,0,628
Multnomah,4802,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,27,44,0,15
Multnomah,4803,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,4175,7386,0,3050
Multnomah,4804,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,927,1661,0,700
Multnomah,4805,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,527,894,0,342
Multnomah,4806,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,832,1610,0,739
Multnomah,4807,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,1706,3077,0,1266
Multnomah,4901,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,19,52,0,33
Multnomah,4902,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,9,24,0,15
Multnomah,4903,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,2869,4889,0,1948
Multnomah,4904,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,4773,8635,0,3670
Multnomah,4905,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,146,319,0,165
Multnomah,4906,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,882,1466,0,559
Multnomah,4907,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,135,274,0,134
Multnomah,4908,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,1314,2376,0,1012
Multnomah,4909,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,2690,4491,0,1717
Multnomah,4910,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,2029,3593,0,1509
Multnomah,4911,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,2510,4379,0,1755
Multnomah,5001,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,2413,4188,0,1651
Multnomah,5002,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,4272,7448,0,3047
Multnomah,5003,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,684,1157,0,458
Multnomah,5004,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,3545,6510,0,2832
Multnomah,5006,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,2192,3784,0,1514
Multnomah,5007,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,2179,3733,0,1491
Multnomah,5008,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,1963,3573,0,1506
Multnomah,5009,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,663,1105,0,392
Multnomah,5101,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,456,799,0,310
Multnomah,5102,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,2775,4780,0,1860
Multnomah,5103,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,1512,2742,0,1103
Multnomah,5104,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,2133,3914,0,1670
Multnomah,5105,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,194,396,0,179
Multnomah,5106,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,1004,1708,0,670
Multnomah,5107,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,688,1296,0,558
Multnomah,5202,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,1218,2673,0,1399
Multnomah,5203,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,972,2073,0,1058
Multnomah,5204,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,1902,3526,0,1557
Multnomah,2701,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,3,641,0,300
Multnomah,2702,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,7,879,0,424
Multnomah,3101,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,14,1409,0,619
Multnomah,3102,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,15,2007,0,1000
Multnomah,3103,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,9,627,0,304
Multnomah,3301,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,96,12981,0,5130
Multnomah,3303,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,28,3865,0,1556
Multnomah,3304,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,4,614,0,287
Multnomah,3501,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,11,1019,0,477
Multnomah,3502,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,47,5004,0,2113
Multnomah,3602,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,44,5837,0,2304
Multnomah,3603,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,110,8038,0,3094
Multnomah,3604,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,1,172,0,78
Multnomah,3605,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,21,2477,0,1045
Multnomah,3606,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,10,1882,0,784
Multnomah,3607,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,33,5906,0,2510
Multnomah,3608,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,50,5173,0,1968
Multnomah,3609,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,1,535,0,230
Multnomah,3610,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,31,3729,0,1592
Multnomah,3611,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,38,5498,0,2340
Multnomah,3612,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,57,5211,0,2039
Multnomah,3801,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,0,66,0,33
Multnomah,3802,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,75,9234,0,4046
Multnomah,3803,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,53,6140,0,2592
Multnomah,3804,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,16,1308,0,554
Multnomah,3805,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,8,830,0,337
Multnomah,3806,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,6,2070,0,824
Multnomah,3807,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,7,1151,0,485
Multnomah,3808,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,1,135,0,49
Multnomah,4101,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,74,9451,0,3995
Multnomah,4102,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,65,5001,0,2277
Multnomah,4103,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,25,3795,0,1692
Multnomah,4203,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,110,10532,0,4152
Multnomah,4204,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,87,8637,0,3588
Multnomah,4205,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,37,4313,0,1863
Multnomah,4207,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,33,5101,0,2181
Multnomah,4208,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,31,3255,0,1389
Multnomah,4209,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,86,7803,0,3097
Multnomah,4210,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,135,10552,0,4558
Multnomah,4301,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,78,9496,0,4073
Multnomah,4302,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,103,10872,0,4261
Multnomah,4304,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,60,7642,0,3092
Multnomah,4305,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,111,9892,0,4126
Multnomah,4306,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,14,1851,0,744
Multnomah,4310,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,70,8431,0,3454
Multnomah,4401,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,139,9797,0,4059
Multnomah,4402,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,137,10062,1,4148
Multnomah,4403,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,78,8039,0,3490
Multnomah,4404,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,85,9503,0,3861
Multnomah,4409,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,49,2183,1,925
Multnomah,4501,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,60,10148,0,4265
Multnomah,4502,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,56,4559,0,1978
Multnomah,4503,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,31,4078,0,1608
Multnomah,4505,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,70,7579,0,3223
Multnomah,4506,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,46,3478,0,1518
Multnomah,4508,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,61,4311,0,1901
Multnomah,4509,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,75,2787,0,1206
Multnomah,4510,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,42,2377,0,1005
Multnomah,4511,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,70,2578,0,1054
Multnomah,4512,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,12,598,0,241
Multnomah,4601,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,78,9856,0,4340
Multnomah,4602,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,24,3771,0,1516
Multnomah,4604,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,109,5994,0,2512
Multnomah,4605,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,37,5130,0,2310
Multnomah,4606,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,142,10570,0,4599
Multnomah,4607,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,79,3700,0,1626
Multnomah,4608,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,32,1472,0,573
Multnomah,4701,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,34,2831,0,1128
Multnomah,4702,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,26,818,0,362
Multnomah,4703,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,40,2178,0,940
Multnomah,4704,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,97,4035,0,1611
Multnomah,4705,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,127,5451,0,2194
Multnomah,4706,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,85,3364,0,1336
Multnomah,4707,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,59,1762,0,749
Multnomah,4708,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,68,3872,0,1573
Multnomah,4709,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,46,1988,0,806
Multnomah,4710,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,116,3611,0,1435
Multnomah,4801,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,49,1471,0,628
Multnomah,4802,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,2,44,0,15
Multnomah,4803,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,161,7386,0,3050
Multnomah,4804,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,34,1661,0,700
Multnomah,4805,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,25,894,0,342
Multnomah,4806,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,39,1610,0,739
Multnomah,4807,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,105,3077,0,1266
Multnomah,4901,"Judge of the Circuit Court, 4th District, Position 26",,,Write-in,0,52,0,33
