county,precinct,office,party,district,candidate,votes
Benton,Precinct 094,President,D,,Under Votes,26
Benton,Precinct 094,President,D,,Over Votes,0
Benton,Precinct 095,President,D,,"Lyndon H. Larouche, Jr.",0
Benton,Precinct 095,President,D,,Al Gore,0
Benton,Precinct 095,President,D,,Write-in,0
Benton,Precinct 095,President,D,,Under Votes,0
Benton,Precinct 095,President,D,,Over Votes,0
Benton,Precinct 096,President,D,,"Lyndon H. Larouche, Jr.",3
Benton,Precinct 096,President,D,,Al Gore,149
Benton,Precinct 096,President,D,,Write-in,7
Benton,Precinct 096,President,D,,Under Votes,14
Benton,Precinct 096,President,D,,Over Votes,0
Benton,Precinct 097,President,D,,"Lyndon H. Larouche, Jr.",6
Benton,Precinct 097,President,D,,Al Gore,161
Benton,Precinct 097,President,D,,Write-in,9
Benton,Precinct 097,President,D,,Under Votes,10
Benton,Precinct 097,President,D,,Over Votes,0
Benton,Precinct 098,President,D,,"Lyndon H. Larouche, Jr.",0
Benton,Precinct 098,President,D,,Al Gore,83
Benton,Precinct 098,President,D,,Write-in,6
Benton,Precinct 098,President,D,,Under Votes,7
Benton,Precinct 098,President,D,,Over Votes,0
Benton,Precinct 099,President,D,,"Lyndon H. Larouche, Jr.",11
Benton,Precinct 099,President,D,,Al Gore,94
Benton,Precinct 099,President,D,,Write-in,10
Benton,Precinct 099,President,D,,Under Votes,13
Benton,Precinct 099,President,D,,Over Votes,1
Benton,Precinct 100,President,D,,"Lyndon H. Larouche, Jr.",5
Benton,Precinct 100,President,D,,Al Gore,110
Benton,Precinct 100,President,D,,Write-in,9
Benton,Precinct 100,President,D,,Under Votes,13
Benton,Precinct 100,President,D,,Over Votes,0
Benton,Precinct 101,President,D,,"Lyndon H. Larouche, Jr.",11
Benton,Precinct 101,President,D,,Al Gore,130
Benton,Precinct 101,President,D,,Write-in,12
Benton,Precinct 101,President,D,,Under Votes,17
Benton,Precinct 101,President,D,,Over Votes,1
Benton,Precinct 102,President,D,,"Lyndon H. Larouche, Jr.",0
Benton,Precinct 102,President,D,,Al Gore,0
Benton,Precinct 102,President,D,,Write-in,0
Benton,Precinct 102,President,D,,Under Votes,0
Benton,Precinct 102,President,D,,Over Votes,0
Benton,Precinct 103,President,D,,"Lyndon H. Larouche, Jr.",2
Benton,Precinct 103,President,D,,Al Gore,11
Benton,Precinct 103,President,D,,Write-in,1
Benton,Precinct 103,President,D,,Under Votes,0
Benton,Precinct 103,President,D,,Over Votes,0
Benton,Precinct 104,President,D,,"Lyndon H. Larouche, Jr.",0
Benton,Precinct 104,President,D,,Al Gore,24
Benton,Precinct 104,President,D,,Write-in,2
Benton,Precinct 104,President,D,,Under Votes,1
Benton,Precinct 104,President,D,,Over Votes,0
Benton,Precinct 105,President,D,,"Lyndon H. Larouche, Jr.",3
Benton,Precinct 105,President,D,,Al Gore,53
Benton,Precinct 105,President,D,,Write-in,12
Benton,Precinct 105,President,D,,Under Votes,4
Benton,Precinct 105,President,D,,Over Votes,0
Benton,Precinct 106,President,D,,"Lyndon H. Larouche, Jr.",1
Benton,Precinct 106,President,D,,Al Gore,29
Benton,Precinct 106,President,D,,Write-in,2
Benton,Precinct 106,President,D,,Under Votes,5
Benton,Precinct 106,President,D,,Over Votes,0
Benton,Precinct 107,President,D,,"Lyndon H. Larouche, Jr.",12
Benton,Precinct 107,President,D,,Al Gore,158
Benton,Precinct 107,President,D,,Write-in,12
Benton,Precinct 107,President,D,,Under Votes,13
Benton,Precinct 107,President,D,,Over Votes,0
Benton,Precinct 108,President,D,,"Lyndon H. Larouche, Jr.",10
Benton,Precinct 108,President,D,,Al Gore,113
Benton,Precinct 108,President,D,,Write-in,12
Benton,Precinct 108,President,D,,Under Votes,8
Benton,Precinct 108,President,D,,Over Votes,0
Benton,Precinct 109,President,D,,"Lyndon H. Larouche, Jr.",3
Benton,Precinct 109,President,D,,Al Gore,146
Benton,Precinct 109,President,D,,Write-in,8
Benton,Precinct 109,President,D,,Under Votes,16
Benton,Precinct 109,President,D,,Over Votes,2
Benton,Precinct 110,President,D,,"Lyndon H. Larouche, Jr.",4
Benton,Precinct 110,President,D,,Al Gore,95
Benton,Precinct 110,President,D,,Write-in,2
Benton,Precinct 110,President,D,,Under Votes,8
Benton,Precinct 110,President,D,,Over Votes,0
Benton,Precinct 111,President,D,,"Lyndon H. Larouche, Jr.",7
Benton,Precinct 111,President,D,,Al Gore,123
Benton,Precinct 111,President,D,,Write-in,15
Benton,Precinct 111,President,D,,Under Votes,8
Benton,Precinct 111,President,D,,Over Votes,1
Benton,Precinct 112,President,D,,"Lyndon H. Larouche, Jr.",0
Benton,Precinct 112,President,D,,Al Gore,42
Benton,Precinct 112,President,D,,Write-in,2
Benton,Precinct 112,President,D,,Under Votes,1
Benton,Precinct 112,President,D,,Over Votes,1
Benton,Precinct 113,President,D,,"Lyndon H. Larouche, Jr.",2
Benton,Precinct 113,President,D,,Al Gore,156
Benton,Precinct 113,President,D,,Write-in,6
Benton,Precinct 113,President,D,,Under Votes,9
Benton,Precinct 113,President,D,,Over Votes,0
Benton,Precinct 114,President,D,,"Lyndon H. Larouche, Jr.",5
Benton,Precinct 114,President,D,,Al Gore,182
Benton,Precinct 114,President,D,,Write-in,9
Benton,Precinct 114,President,D,,Under Votes,11
Benton,Precinct 114,President,D,,Over Votes,0
Benton,Precinct 115,President,D,,"Lyndon H. Larouche, Jr.",4
Benton,Precinct 115,President,D,,Al Gore,163
Benton,Precinct 115,President,D,,Write-in,13
Benton,Precinct 115,President,D,,Under Votes,14
Benton,Precinct 115,President,D,,Over Votes,0
Benton,Precinct 116,President,D,,"Lyndon H. Larouche, Jr.",3
Benton,Precinct 116,President,D,,Al Gore,67
Benton,Precinct 116,President,D,,Write-in,4
Benton,Precinct 116,President,D,,Under Votes,4
Benton,Precinct 116,President,D,,Over Votes,1
Benton,Precinct 117,President,D,,"Lyndon H. Larouche, Jr.",6
Benton,Precinct 117,President,D,,Al Gore,89
Benton,Precinct 117,President,D,,Write-in,8
Benton,Precinct 117,President,D,,Under Votes,13
Benton,Precinct 117,President,D,,Over Votes,0
Benton,Precinct 118,President,D,,"Lyndon H. Larouche, Jr.",6
Benton,Precinct 118,President,D,,Al Gore,136
Benton,Precinct 118,President,D,,Write-in,10
Benton,Precinct 118,President,D,,Under Votes,20
Benton,Precinct 118,President,D,,Over Votes,0
Benton,Precinct 119,President,D,,"Lyndon H. Larouche, Jr.",2
Benton,Precinct 119,President,D,,Al Gore,65
Benton,Precinct 119,President,D,,Write-in,4
Benton,Precinct 119,President,D,,Under Votes,4
Benton,Precinct 119,President,D,,Over Votes,0
Benton,Precinct 120,President,D,,"Lyndon H. Larouche, Jr.",8
Benton,Precinct 120,President,D,,Al Gore,151
Benton,Precinct 120,President,D,,Write-in,6
Benton,Precinct 120,President,D,,Under Votes,8
Benton,Precinct 120,President,D,,Over Votes,1
Benton,Precinct 121,President,D,,"Lyndon H. Larouche, Jr.",3
Benton,Precinct 121,President,D,,Al Gore,89
Benton,Precinct 121,President,D,,Write-in,10
Benton,Precinct 121,President,D,,Under Votes,7
Benton,Precinct 121,President,D,,Over Votes,0
Benton,Precinct 122,President,D,,"Lyndon H. Larouche, Jr.",13
Benton,Precinct 122,President,D,,Al Gore,157
Benton,Precinct 122,President,D,,Write-in,8
Benton,Precinct 122,President,D,,Under Votes,21
Benton,Precinct 122,President,D,,Over Votes,1
Benton,Precinct 123,President,D,,"Lyndon H. Larouche, Jr.",3
Benton,Precinct 123,President,D,,Al Gore,52
Benton,Precinct 123,President,D,,Write-in,3
Benton,Precinct 123,President,D,,Under Votes,2
Benton,Precinct 123,President,D,,Over Votes,0
Benton,Precinct 124,President,D,,"Lyndon H. Larouche, Jr.",17
Benton,Precinct 124,President,D,,Al Gore,221
Benton,Precinct 124,President,D,,Write-in,12
Benton,Precinct 124,President,D,,Under Votes,22
Benton,Precinct 124,President,D,,Over Votes,3
Benton,Precinct 125,President,D,,"Lyndon H. Larouche, Jr.",5
Benton,Precinct 125,President,D,,Al Gore,155
Benton,Precinct 125,President,D,,Write-in,12
Benton,Precinct 125,President,D,,Under Votes,18
Benton,Precinct 125,President,D,,Over Votes,1
Benton,Precinct 126,President,D,,"Lyndon H. Larouche, Jr.",3
Benton,Precinct 126,President,D,,Al Gore,99
Benton,Precinct 126,President,D,,Write-in,13
Benton,Precinct 126,President,D,,Under Votes,10
Benton,Precinct 126,President,D,,Over Votes,1
Benton,Precinct 127,President,D,,"Lyndon H. Larouche, Jr.",0
Benton,Precinct 127,President,D,,Al Gore,55
Benton,Precinct 127,President,D,,Write-in,2
Benton,Precinct 127,President,D,,Under Votes,4
Benton,Precinct 127,President,D,,Over Votes,1
Benton,Precinct 128,President,D,,"Lyndon H. Larouche, Jr.",5
Benton,Precinct 128,President,D,,Al Gore,141
Benton,Precinct 128,President,D,,Write-in,7
Benton,Precinct 128,President,D,,Under Votes,18
Benton,Precinct 128,President,D,,Over Votes,1
Benton,Precinct 130,President,D,,"Lyndon H. Larouche, Jr.",20
Benton,Precinct 130,President,D,,Al Gore,111
Benton,Precinct 130,President,D,,Write-in,12
Benton,Precinct 130,President,D,,Under Votes,16
Benton,Precinct 130,President,D,,Over Votes,0
Benton,Precinct 131,President,D,,"Lyndon H. Larouche, Jr.",3
Benton,Precinct 131,President,D,,Al Gore,24
Benton,Precinct 131,President,D,,Write-in,2
Benton,Precinct 131,President,D,,Under Votes,4
Benton,Precinct 131,President,D,,Over Votes,1
Benton,Precinct 132,President,D,,"Lyndon H. Larouche, Jr.",16
Benton,Precinct 132,President,D,,Al Gore,118
Benton,Precinct 132,President,D,,Write-in,8
Benton,Precinct 132,President,D,,Under Votes,27
Benton,Precinct 132,President,D,,Over Votes,1
Benton,Precinct 133,President,D,,"Lyndon H. Larouche, Jr.",12
Benton,Precinct 133,President,D,,Al Gore,101
Benton,Precinct 133,President,D,,Write-in,6
Benton,Precinct 133,President,D,,Under Votes,18
Benton,Precinct 133,President,D,,Over Votes,0
Benton,Precinct 134,President,D,,"Lyndon H. Larouche, Jr.",1
Benton,Precinct 134,President,D,,Al Gore,8
Benton,Precinct 134,President,D,,Write-in,2
Benton,Precinct 134,President,D,,Under Votes,1
Benton,Precinct 134,President,D,,Over Votes,0
Benton,Precinct 135,President,D,,"Lyndon H. Larouche, Jr.",5
Benton,Precinct 135,President,D,,Al Gore,34
Benton,Precinct 135,President,D,,Write-in,1
Benton,Precinct 135,President,D,,Under Votes,4
Benton,Precinct 135,President,D,,Over Votes,0
Benton,Precinct 136,President,D,,"Lyndon H. Larouche, Jr.",5
Benton,Precinct 136,President,D,,Al Gore,78
Benton,Precinct 136,President,D,,Write-in,5
Benton,Precinct 136,President,D,,Under Votes,9
Benton,Precinct 136,President,D,,Over Votes,0
Benton,Precinct 137,President,D,,"Lyndon H. Larouche, Jr.",17
Benton,Precinct 137,President,D,,Al Gore,48
Benton,Precinct 137,President,D,,Write-in,12
Benton,Precinct 137,President,D,,Under Votes,22
Benton,Precinct 137,President,D,,Over Votes,1
Benton,Precinct 138,President,D,,"Lyndon H. Larouche, Jr.",3
Benton,Precinct 138,President,D,,Al Gore,57
Benton,Precinct 138,President,D,,Write-in,4
Benton,Precinct 138,President,D,,Under Votes,8
Benton,Precinct 138,President,D,,Over Votes,1
Benton,Precinct 139,President,D,,"Lyndon H. Larouche, Jr.",7
Benton,Precinct 139,President,D,,Al Gore,97
Benton,Precinct 139,President,D,,Write-in,6
Benton,Precinct 139,President,D,,Under Votes,20
Benton,Precinct 139,President,D,,Over Votes,0
Benton,Precinct 140,President,D,,"Lyndon H. Larouche, Jr.",21
Benton,Precinct 140,President,D,,Al Gore,116
Benton,Precinct 140,President,D,,Write-in,9
Benton,Precinct 140,President,D,,Under Votes,25
Benton,Precinct 140,President,D,,Over Votes,1
Benton,Precinct 141,President,D,,"Lyndon H. Larouche, Jr.",7
Benton,Precinct 141,President,D,,Al Gore,8
Benton,Precinct 141,President,D,,Write-in,4
Benton,Precinct 141,President,D,,Under Votes,4
Benton,Precinct 141,President,D,,Over Votes,1
Benton,Precinct 142,President,D,,"Lyndon H. Larouche, Jr.",15
Benton,Precinct 142,President,D,,Al Gore,161
Benton,Precinct 142,President,D,,Write-in,7
Benton,Precinct 142,President,D,,Under Votes,19
Benton,Precinct 142,President,D,,Over Votes,0
Benton,Precinct 143,President,D,,"Lyndon H. Larouche, Jr.",0
Benton,Precinct 143,President,D,,Al Gore,6
Benton,Precinct 143,President,D,,Write-in,1
Benton,Precinct 143,President,D,,Under Votes,2
Benton,Precinct 143,President,D,,Over Votes,0
Benton,Precinct 144,President,D,,"Lyndon H. Larouche, Jr.",10
Benton,Precinct 144,President,D,,Al Gore,100
Benton,Precinct 144,President,D,,Write-in,4
Benton,Precinct 144,President,D,,Under Votes,24
Benton,Precinct 144,President,D,,Over Votes,0
Benton,Precinct 145,President,D,,"Lyndon H. Larouche, Jr.",5
Benton,Precinct 145,President,D,,Al Gore,40
Benton,Precinct 145,President,D,,Write-in,1
Benton,Precinct 145,President,D,,Under Votes,6
Benton,Precinct 145,President,D,,Over Votes,0
Benton,Precinct 146,President,D,,"Lyndon H. Larouche, Jr.",0
Benton,Precinct 146,President,D,,Al Gore,15
Benton,Precinct 146,President,D,,Write-in,0
Benton,Precinct 146,President,D,,Under Votes,1
Benton,Precinct 146,President,D,,Over Votes,0
Benton,Precinct 147,President,D,,"Lyndon H. Larouche, Jr.",8
Benton,Precinct 147,President,D,,Al Gore,61
Benton,Precinct 147,President,D,,Write-in,8
Benton,Precinct 147,President,D,,Under Votes,8
Benton,Precinct 147,President,D,,Over Votes,0
Benton,Precinct 148,President,D,,"Lyndon H. Larouche, Jr.",10
Benton,Precinct 148,President,D,,Al Gore,91
Benton,Precinct 148,President,D,,Write-in,9
Benton,Precinct 148,President,D,,Under Votes,7
Benton,Precinct 148,President,D,,Over Votes,1
Benton,Precinct 149,President,D,,"Lyndon H. Larouche, Jr.",4
Benton,Precinct 149,President,D,,Al Gore,23
Benton,Precinct 149,President,D,,Write-in,3
Benton,Precinct 149,President,D,,Under Votes,7
Benton,Precinct 149,President,D,,Over Votes,0
Benton,Precinct 150,President,D,,"Lyndon H. Larouche, Jr.",3
Benton,Precinct 150,President,D,,Al Gore,11
Benton,Precinct 150,President,D,,Write-in,1
Benton,Precinct 150,President,D,,Under Votes,5
Benton,Precinct 150,President,D,,Over Votes,0
Benton,Precinct 151,President,D,,"Lyndon H. Larouche, Jr.",14
Benton,Precinct 151,President,D,,Al Gore,85
Benton,Precinct 151,President,D,,Write-in,2
Benton,Precinct 151,President,D,,Under Votes,14
Benton,Precinct 151,President,D,,Over Votes,1
Benton,Precinct 152,President,D,,"Lyndon H. Larouche, Jr.",8
Benton,Precinct 152,President,D,,Al Gore,124
Benton,Precinct 152,President,D,,Write-in,4
Benton,Precinct 152,President,D,,Under Votes,25
Benton,Precinct 152,President,D,,Over Votes,0
Benton,Precinct 153,President,D,,"Lyndon H. Larouche, Jr.",2
Benton,Precinct 153,President,D,,Al Gore,18
Benton,Precinct 153,President,D,,Write-in,2
Benton,Precinct 153,President,D,,Under Votes,3
Benton,Precinct 153,President,D,,Over Votes,0
Benton,Precinct 154,President,D,,"Lyndon H. Larouche, Jr.",19
Benton,Precinct 154,President,D,,Al Gore,130
Benton,Precinct 154,President,D,,Write-in,10
Benton,Precinct 154,President,D,,Under Votes,20
Benton,Precinct 154,President,D,,Over Votes,0
Benton,Precinct 155,President,D,,"Lyndon H. Larouche, Jr.",25
Benton,Precinct 155,President,D,,Al Gore,163
Benton,Precinct 155,President,D,,Write-in,10
Benton,Precinct 155,President,D,,Under Votes,17
Benton,Precinct 155,President,D,,Over Votes,1
Benton,Precinct 156,President,D,,"Lyndon H. Larouche, Jr.",5
Benton,Precinct 156,President,D,,Al Gore,56
Benton,Precinct 156,President,D,,Write-in,6
Benton,Precinct 156,President,D,,Under Votes,11
Benton,Precinct 156,President,D,,Over Votes,0
Benton,Precinct 157,President,D,,"Lyndon H. Larouche, Jr.",2
Benton,Precinct 157,President,D,,Al Gore,28
Benton,Precinct 157,President,D,,Write-in,0
Benton,Precinct 157,President,D,,Under Votes,7
Benton,Precinct 157,President,D,,Over Votes,0
Benton,Precinct 158,President,D,,"Lyndon H. Larouche, Jr.",17
Benton,Precinct 158,President,D,,Al Gore,91
Benton,Precinct 158,President,D,,Write-in,5
Benton,Precinct 158,President,D,,Under Votes,14
Benton,Precinct 158,President,D,,Over Votes,0
Benton,Precinct 159,President,D,,"Lyndon H. Larouche, Jr.",2
Benton,Precinct 159,President,D,,Al Gore,37
Benton,Precinct 159,President,D,,Write-in,1
Benton,Precinct 159,President,D,,Under Votes,3
Benton,Precinct 159,President,D,,Over Votes,0
Benton,Precinct 160,President,D,,"Lyndon H. Larouche, Jr.",1
Benton,Precinct 160,President,D,,Al Gore,5
Benton,Precinct 160,President,D,,Write-in,0
Benton,Precinct 160,President,D,,Under Votes,1
Benton,Precinct 160,President,D,,Over Votes,0
Benton,Precinct 161,President,D,,"Lyndon H. Larouche, Jr.",19
Benton,Precinct 161,President,D,,Al Gore,146
Benton,Precinct 161,President,D,,Write-in,6
Benton,Precinct 161,President,D,,Under Votes,26
Benton,Precinct 161,President,D,,Over Votes,0
Benton,Precinct 163,President,D,,"Lyndon H. Larouche, Jr.",0
Benton,Precinct 163,President,D,,Al Gore,2
Benton,Precinct 163,President,D,,Write-in,0
Benton,Precinct 163,President,D,,Under Votes,1
Benton,Precinct 163,President,D,,Over Votes,0
Benton,Precinct 164,President,D,,"Lyndon H. Larouche, Jr.",11
Benton,Precinct 164,President,D,,Al Gore,104
Benton,Precinct 164,President,D,,Write-in,5
Benton,Precinct 164,President,D,,Under Votes,8
Benton,Precinct 164,President,D,,Over Votes,0
Benton,Precinct 165,President,D,,"Lyndon H. Larouche, Jr.",19
Benton,Precinct 165,President,D,,Al Gore,111
Benton,Precinct 165,President,D,,Write-in,9
Benton,Precinct 165,President,D,,Under Votes,31
Benton,Precinct 165,President,D,,Over Votes,2
Benton,Precinct 166,President,D,,"Lyndon H. Larouche, Jr.",27
Benton,Precinct 166,President,D,,Al Gore,187
Benton,Precinct 166,President,D,,Write-in,7
Benton,Precinct 166,President,D,,Under Votes,31
Benton,Precinct 166,President,D,,Over Votes,0
Benton,Precinct 167,President,D,,"Lyndon H. Larouche, Jr.",2
Benton,Precinct 167,President,D,,Al Gore,62
Benton,Precinct 167,President,D,,Write-in,5
Benton,Precinct 167,President,D,,Under Votes,15
Benton,Precinct 167,President,D,,Over Votes,0
Benton,Precinct 168,President,D,,"Lyndon H. Larouche, Jr.",4
Benton,Precinct 168,President,D,,Al Gore,110
Benton,Precinct 168,President,D,,Write-in,6
Benton,Precinct 168,President,D,,Under Votes,14
Benton,Precinct 168,President,D,,Over Votes,2
Benton,Precinct 169,President,D,,"Lyndon H. Larouche, Jr.",
Benton,Precinct 169,President,D,,Al Gore,0
Benton,Precinct 169,President,D,,Write-in,20
Benton,Precinct 169,President,D,,Under Votes,0
Benton,Precinct 169,President,D,,Over Votes,1
Benton,Precinct 102,U.S. House,D,4,Peter A. DeFazio,0
Benton,Precinct 102,U.S. House,D,4,Write-in,0
Benton,Precinct 102,U.S. House,D,4,Under Votes,0
Benton,Precinct 102,U.S. House,D,4,Over Votes,0
Benton,Precinct 130,U.S. House,D,4,Peter A. DeFazio,136
Benton,Precinct 130,U.S. House,D,4,Write-in,2
Benton,Precinct 130,U.S. House,D,4,Under Votes,22
Benton,Precinct 130,U.S. House,D,4,Over Votes,0
Benton,Precinct 131,U.S. House,D,4,Peter A. DeFazio,32
Benton,Precinct 131,U.S. House,D,4,Write-in,0
Benton,Precinct 131,U.S. House,D,4,Under Votes,3
Benton,Precinct 131,U.S. House,D,4,Over Votes,0
Benton,Precinct 132,U.S. House,D,4,Peter A. DeFazio,152
Benton,Precinct 132,U.S. House,D,4,Write-in,1
Benton,Precinct 132,U.S. House,D,4,Under Votes,21
Benton,Precinct 132,U.S. House,D,4,Over Votes,0
Benton,Precinct 133,U.S. House,D,4,Peter A. DeFazio,121
Benton,Precinct 133,U.S. House,D,4,Write-in,2
Benton,Precinct 133,U.S. House,D,4,Under Votes,17
Benton,Precinct 133,U.S. House,D,4,Over Votes,1
Benton,Precinct 137,U.S. House,D,4,Peter A. DeFazio,85
Benton,Precinct 137,U.S. House,D,4,Write-in,3
Benton,Precinct 137,U.S. House,D,4,Under Votes,14
Benton,Precinct 137,U.S. House,D,4,Over Votes,0
Benton,Precinct 138,U.S. House,D,4,Peter A. DeFazio,61
Benton,Precinct 138,U.S. House,D,4,Write-in,1
Benton,Precinct 138,U.S. House,D,4,Under Votes,12
Benton,Precinct 138,U.S. House,D,4,Over Votes,0
Benton,Precinct 140,U.S. House,D,4,Peter A. DeFazio,159
Benton,Precinct 140,U.S. House,D,4,Write-in,3
Benton,Precinct 140,U.S. House,D,4,Under Votes,11
Benton,Precinct 140,U.S. House,D,4,Over Votes,1
Benton,Precinct 141,U.S. House,D,4,Peter A. DeFazio,19
Benton,Precinct 141,U.S. House,D,4,Write-in,0
Benton,Precinct 141,U.S. House,D,4,Under Votes,5
Benton,Precinct 141,U.S. House,D,4,Over Votes,0
Benton,Precinct 147,U.S. House,D,4,Peter A. DeFazio,75
Benton,Precinct 147,U.S. House,D,4,Write-in,2
Benton,Precinct 147,U.S. House,D,4,Under Votes,12
Benton,Precinct 147,U.S. House,D,4,Over Votes,0
Benton,Precinct 149,U.S. House,D,4,Peter A. DeFazio,33
Benton,Precinct 149,U.S. House,D,4,Write-in,0
Benton,Precinct 149,U.S. House,D,4,Under Votes,5
Benton,Precinct 149,U.S. House,D,4,Over Votes,0
Benton,Precinct 150,U.S. House,D,4,Peter A. DeFazio,15
Benton,Precinct 150,U.S. House,D,4,Write-in,0
Benton,Precinct 150,U.S. House,D,4,Under Votes,5
Benton,Precinct 150,U.S. House,D,4,Over Votes,0
Benton,Precinct 151,U.S. House,D,4,Peter A. DeFazio,113
Benton,Precinct 151,U.S. House,D,4,Write-in,1
Benton,Precinct 151,U.S. House,D,4,Under Votes,3
Benton,Precinct 151,U.S. House,D,4,Over Votes,0
Benton,Precinct 152,U.S. House,D,4,Peter A. DeFazio,142
Benton,Precinct 152,U.S. House,D,4,Write-in,0
Benton,Precinct 152,U.S. House,D,4,Under Votes,23
Benton,Precinct 152,U.S. House,D,4,Over Votes,0
Benton,Precinct 154,U.S. House,D,4,Peter A. DeFazio,162
Benton,Precinct 154,U.S. House,D,4,Write-in,4
Benton,Precinct 154,U.S. House,D,4,Under Votes,16
Benton,Precinct 154,U.S. House,D,4,Over Votes,0
Benton,Precinct 155,U.S. House,D,4,Peter A. DeFazio,197
Benton,Precinct 155,U.S. House,D,4,Write-in,0
Benton,Precinct 155,U.S. House,D,4,Under Votes,24
Benton,Precinct 155,U.S. House,D,4,Over Votes,0
Benton,Precinct 159,U.S. House,D,4,Peter A. DeFazio,41
Benton,Precinct 159,U.S. House,D,4,Write-in,0
Benton,Precinct 159,U.S. House,D,4,Under Votes,3
Benton,Precinct 159,U.S. House,D,4,Over Votes,0
Benton,Precinct 161,U.S. House,D,4,Peter A. DeFazio,189
Benton,Precinct 161,U.S. House,D,4,Write-in,0
Benton,Precinct 161,U.S. House,D,4,Under Votes,14
Benton,Precinct 161,U.S. House,D,4,Over Votes,0
Benton,Precinct 163,U.S. House,D,4,Peter A. DeFazio,3
Benton,Precinct 163,U.S. House,D,4,Write-in,0
Benton,Precinct 163,U.S. House,D,4,Under Votes,0
Benton,Precinct 163,U.S. House,D,4,Over Votes,0
Benton,Precinct 164,U.S. House,D,4,Peter A. DeFazio,122
Benton,Precinct 164,U.S. House,D,4,Write-in,1
Benton,Precinct 164,U.S. House,D,4,Under Votes,8
Benton,Precinct 164,U.S. House,D,4,Over Votes,0
Benton,Precinct 082,U.S. House,D,5,Darlene Hooley,86
Benton,Precinct 082,U.S. House,D,5,Write-in,0
Benton,Precinct 082,U.S. House,D,5,Under Votes,25
Benton,Precinct 082,U.S. House,D,5,Over Votes,0
Benton,Precinct 083,U.S. House,D,5,Darlene Hooley,40
Benton,Precinct 083,U.S. House,D,5,Write-in,0
Benton,Precinct 083,U.S. House,D,5,Under Votes,9
Benton,Precinct 083,U.S. House,D,5,Over Votes,0
Benton,Precinct 084,U.S. House,D,5,Darlene Hooley,113
Benton,Precinct 084,U.S. House,D,5,Write-in,2
Benton,Precinct 084,U.S. House,D,5,Under Votes,19
Benton,Precinct 084,U.S. House,D,5,Over Votes,0
Benton,Precinct 085,U.S. House,D,5,Darlene Hooley,32
Benton,Precinct 085,U.S. House,D,5,Write-in,0
