county,precinct,office,party,district,candidate,votes
Washington,368 SOMERSET,President,D,,Lyndon H. Larouche Jr.,16
Washington,369 COLUMBIA,President,D,,Lyndon H. Larouche Jr.,29
Washington,370 ROCK CREEK,President,D,,Lyndon H. Larouche Jr.,24
Washington,371 OAK HILLS,President,D,,Lyndon H. Larouche Jr.,27
Washington,372 RIDGEWOOD SCHOOL,President,D,,Lyndon H. Larouche Jr.,16
Washington,373 PCC,President,D,,Lyndon H. Larouche Jr.,22
Washington,374 JACOBSON RD,President,D,,Lyndon H. Larouche Jr.,0
Washington,375 PORTLAND CITY,President,D,,Lyndon H. Larouche Jr.,2
Washington,376 WESTVIEW,President,D,,Lyndon H. Larouche Jr.,34
Washington,377 BETHANY,President,D,,Lyndon H. Larouche Jr.,35
Washington,378 CANYON LN,President,D,,Lyndon H. Larouche Jr.,10
Washington,379 HALL BLVD,President,D,,Lyndon H. Larouche Jr.,67
Washington,380 HIGHLAND PARK,President,D,,Lyndon H. Larouche Jr.,37
Washington,381 BEAVERTON/CENTER ST,President,D,,Lyndon H. Larouche Jr.,47
Washington,382 GREENWAY,President,D,,Lyndon H. Larouche Jr.,30
Washington,383 BEAVERTON-HILLSDALE,President,D,,Lyndon H. Larouche Jr.,19
Washington,384 GARDEN HOME,President,D,,Lyndon H. Larouche Jr.,40
Washington,385 PORTLAND GOLF CLUB,President,D,,Lyndon H. Larouche Jr.,33
Washington,386 RALEIGH PARK,President,D,,Lyndon H. Larouche Jr.,54
Washington,387 CANYON RD,President,D,,Lyndon H. Larouche Jr.,5
Washington,388 WHITFORD,President,D,,Lyndon H. Larouche Jr.,16
Washington,389 SEXTON MOUNTAIN,President,D,,Lyndon H. Larouche Jr.,28
Washington,390 SOUTHRIDGE,President,D,,Lyndon H. Larouche Jr.,33
Washington,391 PORTLAND CITY COM 3,President,D,,Lyndon H. Larouche Jr.,0
Washington,392 PORTLAND CITY COM 2,President,D,,Lyndon H. Larouche Jr.,2
Washington,393 MONTCLAIR,President,D,,Lyndon H. Larouche Jr.,6
Washington,394 CANBY ST,President,D,,Lyndon H. Larouche Jr.,1
Washington,395 MURRAYHILL,President,D,,Lyndon H. Larouche Jr.,20
Washington,396 DURHAM,President,D,,Lyndon H. Larouche Jr.,12
Washington,397 BULL MOUNTAIN,President,D,,Lyndon H. Larouche Jr.,21
Washington,398 COOPER MOUNTAIN,President,D,,Lyndon H. Larouche Jr.,14
Washington,399 METZGER,President,D,,Lyndon H. Larouche Jr.,38
Washington,400 WASHINGTON SQUARE,President,D,,Lyndon H. Larouche Jr.,42
Washington,401 MAYO STREET,President,D,,Lyndon H. Larouche Jr.,36
Washington,402 WALNUT ISLAND,President,D,,Lyndon H. Larouche Jr.,3
Washington,403 TIGARD/GAARDE ST,President,D,,Lyndon H. Larouche Jr.,47
Washington,404 FOWLER SCHOOL,President,D,,Lyndon H. Larouche Jr.,34
Washington,405 TWALITY SCHOOL,President,D,,Lyndon H. Larouche Jr.,63
Washington,406 TIGARD CITY HALL,President,D,,Lyndon H. Larouche Jr.,55
Washington,407 DEERCREEK,President,D,,Lyndon H. Larouche Jr.,11
Washington,408 SUMMERFIELD,President,D,,Lyndon H. Larouche Jr.,57
Washington,409 SUMMERLAKE-WEST,President,D,,Lyndon H. Larouche Jr.,13
Washington,410 BEEF BEND RD,President,D,,Lyndon H. Larouche Jr.,7
Washington,411 SCHOLLS HEIGHTS,President,D,,Lyndon H. Larouche Jr.,13
Washington,412 COOPER MT SCHOOL,President,D,,Lyndon H. Larouche Jr.,18
Washington,413 PORTLAND CITY,President,D,,Lyndon H. Larouche Jr.,2
Washington,414 BARROWS RD,President,D,,Lyndon H. Larouche Jr.,11
Washington,415 TUALATIN CITY/RIVER,President,D,,Lyndon H. Larouche Jr.,3
Washington,416 SUMMERLAKE-EAST,President,D,,Lyndon H. Larouche Jr.,32
Washington,417 ELDORADO,President,D,,Lyndon H. Larouche Jr.,17
Washington,418 HART ROAD,President,D,,Lyndon H. Larouche Jr.,2
Washington,419 KING CITY,President,D,,Lyndon H. Larouche Jr.,41
Washington,420 TUALATIN CITY,President,D,,Lyndon H. Larouche Jr.,38
Washington,421 TRI-CITIES,President,D,,Lyndon H. Larouche Jr.,1
Washington,422 TUALATIN-UNINCORP,President,D,,Lyndon H. Larouche Jr.,1
Washington,423 TUALATIN-NORTH,President,D,,Lyndon H. Larouche Jr.,28
Washington,424 NW SHERWOOD CITY,President,D,,Lyndon H. Larouche Jr.,34
Washington,425 SHERWOOD-UNINCORP,President,D,,Lyndon H. Larouche Jr.,16
Washington,426 GRONER,President,D,,Lyndon H. Larouche Jr.,9
Washington,427 SCHOLLS,President,D,,Lyndon H. Larouche Jr.,41
Washington,428 TUALATIN-WEST,President,D,,Lyndon H. Larouche Jr.,5
Washington,429 MILLER HILL,President,D,,Lyndon H. Larouche Jr.,28
Washington,430 BALD PEAK,President,D,,Lyndon H. Larouche Jr.,2
Washington,431 MOUNTAIN HOME,President,D,,Lyndon H. Larouche Jr.,28
Washington,432 WILSONVILLE,President,D,,Lyndon H. Larouche Jr.,0
Washington,433 ED BYROM SCHOOL,President,D,,Lyndon H. Larouche Jr.,37
Washington,434 ERROL HASSELL,President,D,,Lyndon H. Larouche Jr.,48
Washington,435 SE SHERWOOD CITY,President,D,,Lyndon H. Larouche Jr.,54
Washington,436 TUALATIN CITY,President,D,,Lyndon H. Larouche Jr.,1
Washington,437 HAZELBROOK,President,D,,Lyndon H. Larouche Jr.,1
Washington,438 SE COUNTY,President,D,,Lyndon H. Larouche Jr.,16
Washington,301 RURAL NW COUNTY,President,D,,Al Gore,192
Washington,302 KINNAMAN,President,D,,Al Gore,278
Washington,303 WITCH HAZEL,President,D,,Al Gore,56
Washington,304 BUTTERNUT,President,D,,Al Gore,303
Washington,305 BANKS,President,D,,Al Gore,41
Washington,306 TANASBOURNE,President,D,,Al Gore,84
Washington,307 WILLOW CREEK,President,D,,Al Gore,308
Washington,308 BLOOMING FERN HILL,President,D,,Al Gore,41
Washington,309 HAWTHORNE FARMS,President,D,,Al Gore,70
Washington,310 DILLEY,President,D,,Al Gore,151
Washington,311 LAURELWOOD,President,D,,Al Gore,41
Washington,312 GALES CREEK,President,D,,Al Gore,91
Washington,313 HILLSBORO-UNINCORP,President,D,,Al Gore,52
Washington,314 GLENCOE,President,D,,Al Gore,58
Washington,315 HELVETIA,President,D,,Al Gore,68
Washington,316 PUMPKIN RIDGE,President,D,,Al Gore,131
Washington,317 VERBOORT,President,D,,Al Gore,61
Washington,318 MINTER BRIDGE,President,D,,Al Gore,292
Washington,319 QUATAMA STREET,President,D,,Al Gore,64
Washington,320 HAZELDALE,President,D,,Al Gore,202
Washington,321 GASTON,President,D,,Al Gore,21
Washington,322 JACKTOWN,President,D,,Al Gore,25
Washington,323 INDIAN HILLS,President,D,,Al Gore,247
Washington,324 HAGG LAKE,President,D,,Al Gore,58
Washington,325 HILLSBORO-ISLANDS,President,D,,Al Gore,0
Washington,326 RURAL BANKS,President,D,,Al Gore,139
Washington,327 BROWN MIDDLE SCHOOL,President,D,,Al Gore,231
Washington,328 FARMINGTON VIEW,President,D,,Al Gore,150
Washington,329 CENTURY SCHOOL,President,D,,Al Gore,228
Washington,330 NORTH PLAINS,President,D,,Al Gore,86
Washington,331 EVERGREEN,President,D,,Al Gore,0
Washington,332 ORENCO STATION,President,D,,Al Gore,168
Washington,333 JOHN OLSEN,President,D,,Al Gore,215
Washington,334 DIXIE MOUNTAIN,President,D,,Al Gore,13
Washington,335 JACKSON SCHOOL,President,D,,Al Gore,331
Washington,336 FAIRGROUNDS,President,D,,Al Gore,297
Washington,337 WALNUT STREET,President,D,,Al Gore,285
Washington,338 CORNELIUS,President,D,,Al Gore,389
Washington,339 FOREST GROVE-EAST,President,D,,Al Gore,522
Washington,340 FOREST GROVE-WEST,President,D,,Al Gore,477
Washington,341 CORNELIUS-SCHEFFLIN,President,D,,Al Gore,76
Washington,342 DAVID HILL RD,President,D,,Al Gore,49
Washington,343 MOOBERRY,President,D,,Al Gore,382
Washington,344 HILLSBORO CENTRAL,President,D,,Al Gore,371
Washington,345 W/HILLSBORO-UNINCORP,President,D,,Al Gore,13
Washington,346 CORNELIUS/TUAL RIVER,President,D,,Al Gore,19
Washington,347 FG/TUALATIN RIVER,President,D,,Al Gore,5
Washington,348 BROOKWOOD,President,D,,Al Gore,0
Washington,349 DIVISION STREET,President,D,,Al Gore,266
Washington,350 FIR GROVE,President,D,,Al Gore,591
Washington,351 ALOHA PARK,President,D,,Al Gore,237
Washington,352 BEAVERTON-CENTER,President,D,,Al Gore,114
Washington,353 WALKER ROAD-SOUTH,President,D,,Al Gore,178
Washington,354 CHEHALEM SCHOOL,President,D,,Al Gore,507
Washington,355 MEADOW PARK,President,D,,Al Gore,500
Washington,356 ALOHA-WEST,President,D,,Al Gore,342
Washington,357 HERITAGE PARK,President,D,,Al Gore,243
Washington,358 SEMINOLE ESTATES,President,D,,Al Gore,163
Washington,359 WATERHOUSE,President,D,,Al Gore,407
Washington,361 MILLIKAN,President,D,,Al Gore,80
Washington,362 CEDAR HILLS,President,D,,Al Gore,527
Washington,363 BARNES RD,President,D,,Al Gore,454
Washington,364 MCDANIEL RD,President,D,,Al Gore,450
Washington,365 LEAHY RD,President,D,,Al Gore,513
Washington,366 WEST TUALATIN VIEW,President,D,,Al Gore,303
Washington,367 THOMPSON RD,President,D,,Al Gore,180
Washington,368 SOMERSET,President,D,,Al Gore,292
Washington,369 COLUMBIA,President,D,,Al Gore,204
Washington,370 ROCK CREEK,President,D,,Al Gore,192
Washington,371 OAK HILLS,President,D,,Al Gore,261
Washington,372 RIDGEWOOD SCHOOL,President,D,,Al Gore,270
Washington,373 PCC,President,D,,Al Gore,83
Washington,374 JACOBSON RD,President,D,,Al Gore,0
Washington,375 PORTLAND CITY,President,D,,Al Gore,28
Washington,376 WESTVIEW,President,D,,Al Gore,384
Washington,377 BETHANY,President,D,,Al Gore,438
Washington,378 CANYON LN,President,D,,Al Gore,120
Washington,379 HALL BLVD,President,D,,Al Gore,523
Washington,380 HIGHLAND PARK,President,D,,Al Gore,377
Washington,381 BEAVERTON/CENTER ST,President,D,,Al Gore,355
Washington,382 GREENWAY,President,D,,Al Gore,397
Washington,383 BEAVERTON-HILLSDALE,President,D,,Al Gore,227
Washington,384 GARDEN HOME,President,D,,Al Gore,502
Washington,385 PORTLAND GOLF CLUB,President,D,,Al Gore,420
Washington,386 RALEIGH PARK,President,D,,Al Gore,667
Washington,387 CANYON RD,President,D,,Al Gore,55
Washington,388 WHITFORD,President,D,,Al Gore,123
Washington,389 SEXTON MOUNTAIN,President,D,,Al Gore,307
Washington,390 SOUTHRIDGE,President,D,,Al Gore,452
Washington,391 PORTLAND CITY COM 3,President,D,,Al Gore,16
Washington,392 PORTLAND CITY COM 2,President,D,,Al Gore,7
Washington,393 MONTCLAIR,President,D,,Al Gore,112
Washington,394 CANBY ST,President,D,,Al Gore,16
Washington,395 MURRAYHILL,President,D,,Al Gore,210
Washington,396 DURHAM,President,D,,Al Gore,92
Washington,397 BULL MOUNTAIN,President,D,,Al Gore,226
Washington,398 COOPER MOUNTAIN,President,D,,Al Gore,102
Washington,399 METZGER,President,D,,Al Gore,291
Washington,400 WASHINGTON SQUARE,President,D,,Al Gore,333
Washington,401 MAYO STREET,President,D,,Al Gore,295
Washington,402 WALNUT ISLAND,President,D,,Al Gore,86
Washington,403 TIGARD/GAARDE ST,President,D,,Al Gore,394
Washington,404 FOWLER SCHOOL,President,D,,Al Gore,319
Washington,405 TWALITY SCHOOL,President,D,,Al Gore,460
Washington,406 TIGARD CITY HALL,President,D,,Al Gore,448
Washington,407 DEERCREEK,President,D,,Al Gore,97
Washington,408 SUMMERFIELD,President,D,,Al Gore,774
Washington,409 SUMMERLAKE-WEST,President,D,,Al Gore,230
Washington,410 BEEF BEND RD,President,D,,Al Gore,105
Washington,411 SCHOLLS HEIGHTS,President,D,,Al Gore,111
Washington,412 COOPER MT SCHOOL,President,D,,Al Gore,185
Washington,413 PORTLAND CITY,President,D,,Al Gore,44
Washington,414 BARROWS RD,President,D,,Al Gore,110
Washington,415 TUALATIN CITY/RIVER,President,D,,Al Gore,54
Washington,416 SUMMERLAKE-EAST,President,D,,Al Gore,197
Washington,417 ELDORADO,President,D,,Al Gore,298
Washington,418 HART ROAD,President,D,,Al Gore,16
Washington,419 KING CITY,President,D,,Al Gore,423
Washington,420 TUALATIN CITY,President,D,,Al Gore,442
Washington,421 TRI-CITIES,President,D,,Al Gore,12
Washington,422 TUALATIN-UNINCORP,President,D,,Al Gore,7
Washington,423 TUALATIN-NORTH,President,D,,Al Gore,306
Washington,424 NW SHERWOOD CITY,President,D,,Al Gore,366
Washington,425 SHERWOOD-UNINCORP,President,D,,Al Gore,62
Washington,426 GRONER,President,D,,Al Gore,54
Washington,427 SCHOLLS,President,D,,Al Gore,131
Washington,428 TUALATIN-WEST,President,D,,Al Gore,62
Washington,429 MILLER HILL,President,D,,Al Gore,222
Washington,430 BALD PEAK,President,D,,Al Gore,47
Washington,431 MOUNTAIN HOME,President,D,,Al Gore,138
Washington,432 WILSONVILLE,President,D,,Al Gore,0
Washington,433 ED BYROM SCHOOL,President,D,,Al Gore,271
Washington,434 ERROL HASSELL,President,D,,Al Gore,334
Washington,435 SE SHERWOOD CITY,President,D,,Al Gore,333
Washington,436 TUALATIN CITY,President,D,,Al Gore,70
Washington,437 HAZELBROOK,President,D,,Al Gore,6
Washington,438 SE COUNTY,President,D,,Al Gore,78
Washington,301 RURAL NW COUNTY,U.S. House,D,1,David Wu,179
Washington,302 KINNAMAN,U.S. House,D,1,David Wu,265
Washington,303 WITCH HAZEL,U.S. House,D,1,David Wu,53
Washington,304 BUTTERNUT,U.S. House,D,1,David Wu,288
Washington,305 BANKS,U.S. House,D,1,David Wu,42
Washington,306 TANASBOURNE,U.S. House,D,1,David Wu,79
Washington,307 WILLOW CREEK,U.S. House,D,1,David Wu,278
Washington,308 BLOOMING FERN HILL,U.S. House,D,1,David Wu,41
Washington,309 HAWTHORNE FARMS,U.S. House,D,1,David Wu,68
Washington,310 DILLEY,U.S. House,D,1,David Wu,136
Washington,311 LAURELWOOD,U.S. House,D,1,David Wu,41
Washington,312 GALES CREEK,U.S. House,D,1,David Wu,91
Washington,313 HILLSBORO-UNINCORP,U.S. House,D,1,David Wu,48
Washington,314 GLENCOE,U.S. House,D,1,David Wu,65
Washington,315 HELVETIA,U.S. House,D,1,David Wu,60
Washington,316 PUMPKIN RIDGE,U.S. House,D,1,David Wu,117
Washington,317 VERBOORT,U.S. House,D,1,David Wu,61
Washington,318 MINTER BRIDGE,U.S. House,D,1,David Wu,252
Washington,319 QUATAMA STREET,U.S. House,D,1,David Wu,64
Washington,320 HAZELDALE,U.S. House,D,1,David Wu,189
Washington,321 GASTON,U.S. House,D,1,David Wu,24
Washington,322 JACKTOWN,U.S. House,D,1,David Wu,30
Washington,323 INDIAN HILLS,U.S. House,D,1,David Wu,224
Washington,324 HAGG LAKE,U.S. House,D,1,David Wu,59
Washington,325 HILLSBORO-ISLANDS,U.S. House,D,1,David Wu,0
Washington,326 RURAL BANKS,U.S. House,D,1,David Wu,128
Washington,327 BROWN MIDDLE SCHOOL,U.S. House,D,1,David Wu,223
Washington,328 FARMINGTON VIEW,U.S. House,D,1,David Wu,142
Washington,329 CENTURY SCHOOL,U.S. House,D,1,David Wu,191
Washington,330 NORTH PLAINS,U.S. House,D,1,David Wu,79
Washington,331 EVERGREEN,U.S. House,D,1,David Wu,0
Washington,332 ORENCO STATION,U.S. House,D,1,David Wu,153
Washington,333 JOHN OLSEN,U.S. House,D,1,David Wu,197
Washington,334 DIXIE MOUNTAIN,U.S. House,D,1,David Wu,17
Washington,335 JACKSON SCHOOL,U.S. House,D,1,David Wu,263
Washington,336 FAIRGROUNDS,U.S. House,D,1,David Wu,263
Washington,337 WALNUT STREET,U.S. House,D,1,David Wu,271
Washington,338 CORNELIUS,U.S. House,D,1,David Wu,371
Washington,339 FOREST GROVE-EAST,U.S. House,D,1,David Wu,466
Washington,340 FOREST GROVE-WEST,U.S. House,D,1,David Wu,416
Washington,341 CORNELIUS-SCHEFFLIN,U.S. House,D,1,David Wu,81
Washington,342 DAVID HILL RD,U.S. House,D,1,David Wu,36
Washington,343 MOOBERRY,U.S. House,D,1,David Wu,344
Washington,344 HILLSBORO CENTRAL,U.S. House,D,1,David Wu,326
Washington,345 W/HILLSBORO-UNINCORP,U.S. House,D,1,David Wu,11
Washington,346 CORNELIUS/TUAL RIVER,U.S. House,D,1,David Wu,24
Washington,347 FG/TUALATIN RIVER,U.S. House,D,1,David Wu,3
Washington,348 BROOKWOOD,U.S. House,D,1,David Wu,0
Washington,349 DIVISION STREET,U.S. House,D,1,David Wu,244
Washington,350 FIR GROVE,U.S. House,D,1,David Wu,527
Washington,351 ALOHA PARK,U.S. House,D,1,David Wu,209
Washington,352 BEAVERTON-CENTER,U.S. House,D,1,David Wu,116
Washington,353 WALKER ROAD-SOUTH,U.S. House,D,1,David Wu,166
Washington,354 CHEHALEM SCHOOL,U.S. House,D,1,David Wu,458
Washington,355 MEADOW PARK,U.S. House,D,1,David Wu,460
Washington,356 ALOHA-WEST,U.S. House,D,1,David Wu,304
Washington,357 HERITAGE PARK,U.S. House,D,1,David Wu,212
Washington,358 SEMINOLE ESTATES,U.S. House,D,1,David Wu,155
Washington,359 WATERHOUSE,U.S. House,D,1,David Wu,381
Washington,360 PHEASANT LANE,U.S. House,D,1,David Wu,294
Washington,361 MILLIKAN,U.S. House,D,1,David Wu,76
Washington,362 CEDAR HILLS,U.S. House,D,1,David Wu,466
Washington,363 BARNES RD,U.S. House,D,1,David Wu,413
Washington,364 MCDANIEL RD,U.S. House,D,1,David Wu,393
Washington,365 LEAHY RD,U.S. House,D,1,David Wu,432
Washington,366 WEST TUALATIN VIEW,U.S. House,D,1,David Wu,264
Washington,367 THOMPSON RD,U.S. House,D,1,David Wu,157
Washington,368 SOMERSET,U.S. House,D,1,David Wu,248
Washington,369 COLUMBIA,U.S. House,D,1,David Wu,185
Washington,370 ROCK CREEK,U.S. House,D,1,David Wu,166
Washington,371 OAK HILLS,U.S. House,D,1,David Wu,229
Washington,372 RIDGEWOOD SCHOOL,U.S. House,D,1,David Wu,217
Washington,373 PCC,U.S. House,D,1,David Wu,77
Washington,374 JACOBSON RD,U.S. House,D,1,David Wu,2
Washington,375 PORTLAND CITY,U.S. House,D,1,David Wu,25
Washington,376 WESTVIEW,U.S. House,D,1,David Wu,348
Washington,377 BETHANY,U.S. House,D,1,David Wu,388
Washington,378 CANYON LN,U.S. House,D,1,David Wu,115
Washington,379 HALL BLVD,U.S. House,D,1,David Wu,497
Washington,380 HIGHLAND PARK,U.S. House,D,1,David Wu,357
Washington,381 BEAVERTON/CENTER ST,U.S. House,D,1,David Wu,338
Washington,382 GREENWAY,U.S. House,D,1,David Wu,343
Washington,383 BEAVERTON-HILLSDALE,U.S. House,D,1,David Wu,207
Washington,384 GARDEN HOME,U.S. House,D,1,David Wu,426
Washington,385 PORTLAND GOLF CLUB,U.S. House,D,1,David Wu,372
Washington,386 RALEIGH PARK,U.S. House,D,1,David Wu,626
Washington,387 CANYON RD,U.S. House,D,1,David Wu,49
Washington,388 WHITFORD,U.S. House,D,1,David Wu,119
Washington,389 SEXTON MOUNTAIN,U.S. House,D,1,David Wu,262
Washington,390 SOUTHRIDGE,U.S. House,D,1,David Wu,401
Washington,391 PORTLAND CITY COM 3,U.S. House,D,1,David Wu,14
Washington,392 PORTLAND CITY COM 2,U.S. House,D,1,David Wu,8
Washington,393 MONTCLAIR,U.S. House,D,1,David Wu,103
Washington,394 CANBY ST,U.S. House,D,1,David Wu,10
Washington,395 MURRAYHILL,U.S. House,D,1,David Wu,193
Washington,396 DURHAM,U.S. House,D,1,David Wu,85
Washington,397 BULL MOUNTAIN,U.S. House,D,1,David Wu,205
Washington,398 COOPER MOUNTAIN,U.S. House,D,1,David Wu,94
Washington,399 METZGER,U.S. House,D,1,David Wu,273
Washington,400 WASHINGTON SQUARE,U.S. House,D,1,David Wu,317
Washington,401 MAYO STREET,U.S. House,D,1,David Wu,267
Washington,402 WALNUT ISLAND,U.S. House,D,1,David Wu,70
Washington,403 TIGARD/GAARDE ST,U.S. House,D,1,David Wu,348
Washington,404 FOWLER SCHOOL,U.S. House,D,1,David Wu,279
Washington,405 TWALITY SCHOOL,U.S. House,D,1,David Wu,427
Washington,406 TIGARD CITY HALL,U.S. House,D,1,David Wu,413
Washington,407 DEERCREEK,U.S. House,D,1,David Wu,81
Washington,408 SUMMERFIELD,U.S. House,D,1,David Wu,711
Washington,409 SUMMERLAKE-WEST,U.S. House,D,1,David Wu,205
Washington,410 BEEF BEND RD,U.S. House,D,1,David Wu,100
Washington,411 SCHOLLS HEIGHTS,U.S. House,D,1,David Wu,110
Washington,412 COOPER MT SCHOOL,U.S. House,D,1,David Wu,168
Washington,413 PORTLAND CITY,U.S. House,D,1,David Wu,33
Washington,414 BARROWS RD,U.S. House,D,1,David Wu,90
Washington,415 TUALATIN CITY/RIVER,U.S. House,D,1,David Wu,54
Washington,416 SUMMERLAKE-EAST,U.S. House,D,1,David Wu,203
Washington,417 ELDORADO,U.S. House,D,1,David Wu,243
Washington,418 HART ROAD,U.S. House,D,1,David Wu,17
Washington,419 KING CITY,U.S. House,D,1,David Wu,411
Washington,420 TUALATIN CITY,U.S. House,D,1,David Wu,395
Washington,421 TRI-CITIES,U.S. House,D,1,David Wu,9
Washington,422 TUALATIN-UNINCORP,U.S. House,D,1,David Wu,9
Washington,423 TUALATIN-NORTH,U.S. House,D,1,David Wu,288
Washington,424 NW SHERWOOD CITY,U.S. House,D,1,David Wu,300
Washington,425 SHERWOOD-UNINCORP,U.S. House,D,1,David Wu,58
Washington,426 GRONER,U.S. House,D,1,David Wu,58
Washington,427 SCHOLLS,U.S. House,D,1,David Wu,140
Washington,428 TUALATIN-WEST,U.S. House,D,1,David Wu,60
Washington,429 MILLER HILL,U.S. House,D,1,David Wu,201
Washington,430 BALD PEAK,U.S. House,D,1,David Wu,41
Washington,431 MOUNTAIN HOME,U.S. House,D,1,David Wu,119
Washington,432 WILSONVILLE,U.S. House,D,1,David Wu,0
Washington,433 ED BYROM SCHOOL,U.S. House,D,1,David Wu,247
Washington,434 ERROL HASSELL,U.S. House,D,1,David Wu,307
Washington,435 SE SHERWOOD CITY,U.S. House,D,1,David Wu,289
