county,district,office,candidate,precinct,votes
Yamhill,,President,Gary Johnson,PRE016 ,16
Yamhill,,President,Gary Johnson,PRE017 ,18
Yamhill,,President,Gary Johnson,PRE018 ,31
Yamhill,,President,Gary Johnson,PRE019 ,32
Yamhill,,President,Gary Johnson,PRE020 ,26
Yamhill,,President,Gary Johnson,PRE021 ,21
Yamhill,,President,Gary Johnson,PRE022 ,33
Yamhill,,President,Gary Johnson,PRE026 ,26
Yamhill,,President,Gary Johnson,PRE027 ,12
Yamhill,,President,Gary Johnson,PRE028 ,21
Yamhill,,President,Mitt Romney,PRE001 ,1138
Yamhill,,President,Mitt Romney,PRE002 ,1535
Yamhill,,President,Mitt Romney,PRE003 ,1932
Yamhill,,President,Mitt Romney,PRE004 ,1392
Yamhill,,President,Mitt Romney,PRE007 ,772
Yamhill,,President,Mitt Romney,PRE009 ,1498
Yamhill,,President,Mitt Romney,PRE010 ,997
Yamhill,,President,Mitt Romney,PRE012 ,1357
Yamhill,,President,Mitt Romney,PRE013 ,1411
Yamhill,,President,Mitt Romney,PRE014 ,840
Yamhill,,President,Mitt Romney,PRE015 ,820
Yamhill,,President,Mitt Romney,PRE016 ,658
Yamhill,,President,Mitt Romney,PRE017 ,879
Yamhill,,President,Mitt Romney,PRE018 ,1659
Yamhill,,President,Mitt Romney,PRE019 ,895
Yamhill,,President,Mitt Romney,PRE020 ,920
Yamhill,,President,Mitt Romney,PRE021 ,948
Yamhill,,President,Mitt Romney,PRE022 ,943
Yamhill,,President,Mitt Romney,PRE026 ,763
Yamhill,,President,Mitt Romney,PRE027 ,213
Yamhill,,President,Mitt Romney,PRE028 ,475
Yamhill,,President,Will Christensen,PRE001 ,5
Yamhill,,President,Will Christensen,PRE002 ,14
Yamhill,,President,Will Christensen,PRE003 ,7
Yamhill,,President,Will Christensen,PRE004 ,9
Yamhill,,President,Will Christensen,PRE007 ,8
Yamhill,,President,Will Christensen,PRE009 ,3
Yamhill,,President,Will Christensen,PRE010 ,9
Yamhill,,President,Will Christensen,PRE012 ,13
Yamhill,,President,Will Christensen,PRE013 ,5
Yamhill,,President,Will Christensen,PRE014 ,5
Yamhill,,President,Will Christensen,PRE015 ,4
Yamhill,,President,Will Christensen,PRE016 ,7
Yamhill,,President,Will Christensen,PRE017 ,2
Yamhill,,President,Will Christensen,PRE018 ,2
Yamhill,,President,Will Christensen,PRE019 ,8
Yamhill,,President,Will Christensen,PRE020 ,3
Yamhill,,President,Will Christensen,PRE021 ,5
Yamhill,,President,Will Christensen,PRE022 ,3
Yamhill,,President,Will Christensen,PRE026 ,9
Yamhill,,President,Will Christensen,PRE027 ,4
Yamhill,,President,Will Christensen,PRE028 ,3
Yamhill,,President,Write-ins,PRE001 ,12
Yamhill,,President,Write-ins,PRE002 ,34
Yamhill,,President,Write-ins,PRE003 ,32
Yamhill,,President,Write-ins,PRE004 ,25
Yamhill,,President,Write-ins,PRE007 ,13
Yamhill,,President,Write-ins,PRE009 ,14
Yamhill,,President,Write-ins,PRE010 ,22
Yamhill,,President,Write-ins,PRE012 ,23
Yamhill,,President,Write-ins,PRE013 ,28
Yamhill,,President,Write-ins,PRE014 ,20
Yamhill,,President,Write-ins,PRE015 ,24
Yamhill,,President,Write-ins,PRE016 ,16
Yamhill,,President,Write-ins,PRE017 ,24
Yamhill,,President,Write-ins,PRE018 ,19
Yamhill,,President,Write-ins,PRE019 ,29
Yamhill,,President,Write-ins,PRE020 ,16
Yamhill,,President,Write-ins,PRE021 ,14
Yamhill,,President,Write-ins,PRE022 ,20
Yamhill,,President,Write-ins,PRE026 ,21
Yamhill,,President,Write-ins,PRE027 ,6
Yamhill,,President,Write-ins,PRE028 ,19
Yamhill,1,U.S. House,Bob Ekstrom,PRE001 ,56
Yamhill,1,U.S. House,Bob Ekstrom,PRE002 ,100
Yamhill,1,U.S. House,Bob Ekstrom,PRE003 ,116
Yamhill,1,U.S. House,Bob Ekstrom,PRE004 ,86
Yamhill,1,U.S. House,Bob Ekstrom,PRE007 ,61
Yamhill,1,U.S. House,Bob Ekstrom,PRE009 ,78
Yamhill,1,U.S. House,Bob Ekstrom,PRE010 ,49
Yamhill,1,U.S. House,Bob Ekstrom,PRE012 ,75
Yamhill,1,U.S. House,Bob Ekstrom,PRE013 ,87
Yamhill,1,U.S. House,Bob Ekstrom,PRE014 ,49
Yamhill,1,U.S. House,Bob Ekstrom,PRE015 ,40
Yamhill,1,U.S. House,Bob Ekstrom,PRE016 ,37
Yamhill,1,U.S. House,Bob Ekstrom,PRE017 ,46
Yamhill,1,U.S. House,Bob Ekstrom,PRE018 ,60
Yamhill,1,U.S. House,Bob Ekstrom,PRE019 ,65
Yamhill,1,U.S. House,Bob Ekstrom,PRE020 ,37
Yamhill,1,U.S. House,Bob Ekstrom,PRE021 ,69
Yamhill,1,U.S. House,Bob Ekstrom,PRE022 ,74
Yamhill,1,U.S. House,Bob Ekstrom,PRE026 ,73
Yamhill,1,U.S. House,Bob Ekstrom,PRE027 ,26
Yamhill,1,U.S. House,Bob Ekstrom,PRE028 ,49
Yamhill,1,U.S. House,Delinda Morgan,PRE001 ,953
Yamhill,1,U.S. House,Delinda Morgan,PRE002 ,1230
Yamhill,1,U.S. House,Delinda Morgan,PRE003 ,1547
Yamhill,1,U.S. House,Delinda Morgan,PRE004 ,1100
Yamhill,1,U.S. House,Delinda Morgan,PRE007 ,628
Yamhill,1,U.S. House,Delinda Morgan,PRE009 ,1217
Yamhill,1,U.S. House,Delinda Morgan,PRE010 ,836
Yamhill,1,U.S. House,Delinda Morgan,PRE012 ,1088
Yamhill,1,U.S. House,Delinda Morgan,PRE013 ,1137
Yamhill,1,U.S. House,Delinda Morgan,PRE014 ,670
Yamhill,1,U.S. House,Delinda Morgan,PRE015 ,669
Yamhill,1,U.S. House,Delinda Morgan,PRE016 ,518
Yamhill,1,U.S. House,Delinda Morgan,PRE017 ,648
Yamhill,1,U.S. House,Delinda Morgan,PRE018 ,1358
Yamhill,1,U.S. House,Delinda Morgan,PRE019 ,710
Yamhill,1,U.S. House,Delinda Morgan,PRE020 ,751
Yamhill,1,U.S. House,Delinda Morgan,PRE021 ,726
Yamhill,1,U.S. House,Delinda Morgan,PRE022 ,747
Yamhill,1,U.S. House,Delinda Morgan,PRE026 ,561
Yamhill,1,U.S. House,Delinda Morgan,PRE027 ,160
Yamhill,1,U.S. House,Delinda Morgan,PRE028 ,361
Yamhill,1,U.S. House,Suzanne Bonamici,PRE001 ,820
Yamhill,1,U.S. House,Suzanne Bonamici,PRE002 ,1291
Yamhill,1,U.S. House,Suzanne Bonamici,PRE003 ,1593
Yamhill,1,U.S. House,Suzanne Bonamici,PRE004 ,1182
Yamhill,1,U.S. House,Suzanne Bonamici,PRE007 ,729
Yamhill,1,U.S. House,Suzanne Bonamici,PRE009 ,1199
Yamhill,1,U.S. House,Suzanne Bonamici,PRE010 ,887
Yamhill,1,U.S. House,Suzanne Bonamici,PRE012 ,1021
Yamhill,1,U.S. House,Suzanne Bonamici,PRE013 ,1031
Yamhill,1,U.S. House,Suzanne Bonamici,PRE014 ,982
Yamhill,1,U.S. House,Suzanne Bonamici,PRE015 ,990
Yamhill,1,U.S. House,Suzanne Bonamici,PRE016 ,734
Yamhill,1,U.S. House,Suzanne Bonamici,PRE017 ,1043
Yamhill,1,U.S. House,Suzanne Bonamici,PRE018 ,1667
Yamhill,1,U.S. House,Suzanne Bonamici,PRE019 ,1285
Yamhill,1,U.S. House,Suzanne Bonamici,PRE020 ,775
Yamhill,1,U.S. House,Suzanne Bonamici,PRE021 ,777
Yamhill,1,U.S. House,Suzanne Bonamici,PRE022 ,789
Yamhill,1,U.S. House,Suzanne Bonamici,PRE026 ,681
Yamhill,1,U.S. House,Suzanne Bonamici,PRE027 ,179
Yamhill,1,U.S. House,Suzanne Bonamici,PRE028 ,348
Yamhill,1,U.S. House,Steven Reynolds,PRE001 ,65
Yamhill,1,U.S. House,Steven Reynolds,PRE002 ,118
Yamhill,1,U.S. House,Steven Reynolds,PRE003 ,132
Yamhill,1,U.S. House,Steven Reynolds,PRE004 ,98
Yamhill,1,U.S. House,Steven Reynolds,PRE007 ,74
Yamhill,1,U.S. House,Steven Reynolds,PRE009 ,113
Yamhill,1,U.S. House,Steven Reynolds,PRE010 ,73
Yamhill,1,U.S. House,Steven Reynolds,PRE012 ,130
Yamhill,1,U.S. House,Steven Reynolds,PRE013 ,94
Yamhill,1,U.S. House,Steven Reynolds,PRE014 ,73
Yamhill,1,U.S. House,Steven Reynolds,PRE015 ,79
Yamhill,1,U.S. House,Steven Reynolds,PRE016 ,48
Yamhill,1,U.S. House,Steven Reynolds,PRE017 ,57
Yamhill,1,U.S. House,Steven Reynolds,PRE018 ,109
Yamhill,1,U.S. House,Steven Reynolds,PRE019 ,102
Yamhill,1,U.S. House,Steven Reynolds,PRE020 ,68
Yamhill,1,U.S. House,Steven Reynolds,PRE021 ,82
Yamhill,1,U.S. House,Steven Reynolds,PRE022 ,73
Yamhill,1,U.S. House,Steven Reynolds,PRE026 ,61
Yamhill,1,U.S. House,Steven Reynolds,PRE027 ,30
Yamhill,1,U.S. House,Steven Reynolds,PRE028 ,40
Yamhill,1,U.S. House,Write-ins,PRE001 ,4
Yamhill,1,U.S. House,Write-ins,PRE002 ,4
Yamhill,1,U.S. House,Write-ins,PRE003 ,7
Yamhill,1,U.S. House,Write-ins,PRE004 ,1
Yamhill,1,U.S. House,Write-ins,PRE007 ,3
Yamhill,1,U.S. House,Write-ins,PRE009 ,3
Yamhill,1,U.S. House,Write-ins,PRE010 ,2
Yamhill,1,U.S. House,Write-ins,PRE012 ,2
Yamhill,1,U.S. House,Write-ins,PRE013 ,4
Yamhill,1,U.S. House,Write-ins,PRE014 ,5
Yamhill,1,U.S. House,Write-ins,PRE015 ,4
Yamhill,1,U.S. House,Write-ins,PRE016 ,5
Yamhill,1,U.S. House,Write-ins,PRE017 ,3
Yamhill,1,U.S. House,Write-ins,PRE018 ,2
Yamhill,1,U.S. House,Write-ins,PRE019 ,3
Yamhill,1,U.S. House,Write-ins,PRE020 ,0
Yamhill,1,U.S. House,Write-ins,PRE021 ,2
Yamhill,1,U.S. House,Write-ins,PRE022 ,0
Yamhill,1,U.S. House,Write-ins,PRE026 ,2
Yamhill,1,U.S. House,Write-ins,PRE027 ,1
Yamhill,1,U.S. House,Write-ins,PRE028 ,3
Yamhill,,Secretary of State,Seth Woolley,PRE001 ,20
Yamhill,,Secretary of State,Seth Woolley,PRE002 ,63
Yamhill,,Secretary of State,Seth Woolley,PRE003 ,76
Yamhill,,Secretary of State,Seth Woolley,PRE004 ,56
Yamhill,,Secretary of State,Seth Woolley,PRE007 ,34
Yamhill,,Secretary of State,Seth Woolley,PRE009 ,46
Yamhill,,Secretary of State,Seth Woolley,PRE010 ,31
Yamhill,,Secretary of State,Seth Woolley,PRE012 ,59
Yamhill,,Secretary of State,Seth Woolley,PRE013 ,46
Yamhill,,Secretary of State,Seth Woolley,PRE014 ,34
Yamhill,,Secretary of State,Seth Woolley,PRE015 ,45
Yamhill,,Secretary of State,Seth Woolley,PRE016 ,30
Yamhill,,Secretary of State,Seth Woolley,PRE017 ,37
Yamhill,,Secretary of State,Seth Woolley,PRE018 ,47
Yamhill,,Secretary of State,Seth Woolley,PRE019 ,73
Yamhill,,Secretary of State,Seth Woolley,PRE020 ,34
Yamhill,,Secretary of State,Seth Woolley,PRE021 ,48
Yamhill,,Secretary of State,Seth Woolley,PRE022 ,39
Yamhill,,Secretary of State,Seth Woolley,PRE026 ,36
Yamhill,,Secretary of State,Seth Woolley,PRE027 ,13
Yamhill,,Secretary of State,Seth Woolley,PRE028 ,20
Yamhill,,Secretary of State,Robert Wolfe,PRE001 ,29
Yamhill,,Secretary of State,Robert Wolfe,PRE002 ,40
Yamhill,,Secretary of State,Robert Wolfe,PRE003 ,40
Yamhill,,Secretary of State,Robert Wolfe,PRE004 ,39
Yamhill,,Secretary of State,Robert Wolfe,PRE007 ,13
Yamhill,,Secretary of State,Robert Wolfe,PRE009 ,36
Yamhill,,Secretary of State,Robert Wolfe,PRE010 ,22
Yamhill,,Secretary of State,Robert Wolfe,PRE012 ,27
Yamhill,,Secretary of State,Robert Wolfe,PRE013 ,46
Yamhill,,Secretary of State,Robert Wolfe,PRE014 ,20
Yamhill,,Secretary of State,Robert Wolfe,PRE015 ,17
Yamhill,,Secretary of State,Robert Wolfe,PRE016 ,11
Yamhill,,Secretary of State,Robert Wolfe,PRE017 ,20
Yamhill,,Secretary of State,Robert Wolfe,PRE018 ,27
Yamhill,,Secretary of State,Robert Wolfe,PRE019 ,35
Yamhill,,Secretary of State,Robert Wolfe,PRE020 ,13
Yamhill,,Secretary of State,Robert Wolfe,PRE021 ,31
Yamhill,,Secretary of State,Robert Wolfe,PRE022 ,17
Yamhill,,Secretary of State,Robert Wolfe,PRE026 ,20
Yamhill,,Secretary of State,Robert Wolfe,PRE027 ,8
Yamhill,,Secretary of State,Robert Wolfe,PRE028 ,9
Yamhill,,Secretary of State,Bruce Alexander Knight,PRE001 ,25
Yamhill,,Secretary of State,Bruce Alexander Knight,PRE002 ,62
Yamhill,,Secretary of State,Bruce Alexander Knight,PRE003 ,40
Yamhill,,Secretary of State,Bruce Alexander Knight,PRE004 ,49
Yamhill,,Secretary of State,Bruce Alexander Knight,PRE007 ,16
Yamhill,,Secretary of State,Bruce Alexander Knight,PRE009 ,29
Yamhill,,Secretary of State,Bruce Alexander Knight,PRE010 ,29
Yamhill,,Secretary of State,Bruce Alexander Knight,PRE012 ,51
Yamhill,,Secretary of State,Bruce Alexander Knight,PRE013 ,33
Yamhill,,Secretary of State,Bruce Alexander Knight,PRE014 ,27
Yamhill,,Secretary of State,Bruce Alexander Knight,PRE015 ,27
Yamhill,,Secretary of State,Bruce Alexander Knight,PRE016 ,16
Yamhill,,Secretary of State,Bruce Alexander Knight,PRE017 ,22
Yamhill,,Secretary of State,Bruce Alexander Knight,PRE018 ,28
Yamhill,,Secretary of State,Bruce Alexander Knight,PRE019 ,40
Yamhill,,Secretary of State,Bruce Alexander Knight,PRE020 ,27
Yamhill,,Secretary of State,Bruce Alexander Knight,PRE021 ,33
Yamhill,,Secretary of State,Bruce Alexander Knight,PRE022 ,36
Yamhill,,Secretary of State,Bruce Alexander Knight,PRE026 ,19
Yamhill,,Secretary of State,Bruce Alexander Knight,PRE027 ,13
Yamhill,,Secretary of State,Bruce Alexander Knight,PRE028 ,26
Yamhill,,Secretary of State,Kate Brown,PRE001 ,697
Yamhill,,Secretary of State,Kate Brown,PRE002 ,1149
Yamhill,,Secretary of State,Kate Brown,PRE003 ,1403
Yamhill,,Secretary of State,Kate Brown,PRE004 ,1006
Yamhill,,Secretary of State,Kate Brown,PRE007 ,658
Yamhill,,Secretary of State,Kate Brown,PRE009 ,1031
Yamhill,,Secretary of State,Kate Brown,PRE010 ,822
Yamhill,,Secretary of State,Kate Brown,PRE012 ,928
Yamhill,,Secretary of State,Kate Brown,PRE013 ,920
Yamhill,,Secretary of State,Kate Brown,PRE014 ,914
Yamhill,,Secretary of State,Kate Brown,PRE015 ,900
Yamhill,,Secretary of State,Kate Brown,PRE016 ,696
Yamhill,,Secretary of State,Kate Brown,PRE017 ,906
Yamhill,,Secretary of State,Kate Brown,PRE018 ,1464
Yamhill,,Secretary of State,Kate Brown,PRE019 ,1190
Yamhill,,Secretary of State,Kate Brown,PRE020 ,656
Yamhill,,Secretary of State,Kate Brown,PRE021 ,704
Yamhill,,Secretary of State,Kate Brown,PRE022 ,720
Yamhill,,Secretary of State,Kate Brown,PRE026 ,618
Yamhill,,Secretary of State,Kate Brown,PRE027 ,178
Yamhill,,Secretary of State,Kate Brown,PRE028 ,325
Yamhill,,Secretary of State,Knute Buehler,PRE001 ,1124
Yamhill,,Secretary of State,Knute Buehler,PRE002 ,1421
Yamhill,,Secretary of State,Knute Buehler,PRE003 ,1819
Yamhill,,Secretary of State,Knute Buehler,PRE004 ,1316
Yamhill,,Secretary of State,Knute Buehler,PRE007 ,772
Yamhill,,Secretary of State,Knute Buehler,PRE009 ,1471
Yamhill,,Secretary of State,Knute Buehler,PRE010 ,940
Yamhill,,Secretary of State,Knute Buehler,PRE012 ,1233
Yamhill,,Secretary of State,Knute Buehler,PRE013 ,1280
Yamhill,,Secretary of State,Knute Buehler,PRE014 ,782
Yamhill,,Secretary of State,Knute Buehler,PRE015 ,782
Yamhill,,Secretary of State,Knute Buehler,PRE016 ,584
Yamhill,,Secretary of State,Knute Buehler,PRE017 ,789
Yamhill,,Secretary of State,Knute Buehler,PRE018 ,1624
Yamhill,,Secretary of State,Knute Buehler,PRE019 ,800
Yamhill,,Secretary of State,Knute Buehler,PRE020 ,907
Yamhill,,Secretary of State,Knute Buehler,PRE021 ,824
Yamhill,,Secretary of State,Knute Buehler,PRE022 ,866
Yamhill,,Secretary of State,Knute Buehler,PRE026 ,678
Yamhill,,Secretary of State,Knute Buehler,PRE027 ,184
Yamhill,,Secretary of State,Knute Buehler,PRE028 ,428
Yamhill,,Secretary of State,Write-ins,PRE001 ,2
Yamhill,,Secretary of State,Write-ins,PRE002 ,2
Yamhill,,Secretary of State,Write-ins,PRE003 ,2
Yamhill,,Secretary of State,Write-ins,PRE004 ,5
Yamhill,,Secretary of State,Write-ins,PRE007 ,3
Yamhill,,Secretary of State,Write-ins,PRE009 ,1
Yamhill,,Secretary of State,Write-ins,PRE010 ,6
Yamhill,,Secretary of State,Write-ins,PRE012 ,6
Yamhill,,Secretary of State,Write-ins,PRE013 ,4
Yamhill,,Secretary of State,Write-ins,PRE014 ,2
Yamhill,,Secretary of State,Write-ins,PRE015 ,1
Yamhill,,Secretary of State,Write-ins,PRE016 ,3
Yamhill,,Secretary of State,Write-ins,PRE017 ,5
Yamhill,,Secretary of State,Write-ins,PRE018 ,2
Yamhill,,Secretary of State,Write-ins,PRE019 ,2
Yamhill,,Secretary of State,Write-ins,PRE020 ,0
Yamhill,,Secretary of State,Write-ins,PRE021 ,1
Yamhill,,Secretary of State,Write-ins,PRE022 ,2
Yamhill,,Secretary of State,Write-ins,PRE026 ,2
Yamhill,,Secretary of State,Write-ins,PRE027 ,0
Yamhill,,Secretary of State,Write-ins,PRE028 ,3
Yamhill,,State Treasurer,Ted Wheeler,PRE001 ,852
Yamhill,,State Treasurer,Ted Wheeler,PRE002 ,1255
Yamhill,,State Treasurer,Ted Wheeler,PRE003 ,1587
Yamhill,,State Treasurer,Ted Wheeler,PRE004 ,1152
Yamhill,,State Treasurer,Ted Wheeler,PRE007 ,762
Yamhill,,State Treasurer,Ted Wheeler,PRE009 ,1209
Yamhill,,State Treasurer,Ted Wheeler,PRE010 ,879
Yamhill,,State Treasurer,Ted Wheeler,PRE012 ,1034
Yamhill,,State Treasurer,Ted Wheeler,PRE013 ,1035
Yamhill,,State Treasurer,Ted Wheeler,PRE014 ,987
Yamhill,,State Treasurer,Ted Wheeler,PRE015 ,983
Yamhill,,State Treasurer,Ted Wheeler,PRE016 ,750
Yamhill,,State Treasurer,Ted Wheeler,PRE017 ,1008
Yamhill,,State Treasurer,Ted Wheeler,PRE018 ,1688
Yamhill,,State Treasurer,Ted Wheeler,PRE019 ,1286
Yamhill,,State Treasurer,Ted Wheeler,PRE020 ,758
Yamhill,,State Treasurer,Ted Wheeler,PRE021 ,775
Yamhill,,State Treasurer,Ted Wheeler,PRE022 ,790
Yamhill,,State Treasurer,Ted Wheeler,PRE026 ,679
Yamhill,,State Treasurer,Ted Wheeler,PRE027 ,180
Yamhill,,State Treasurer,Ted Wheeler,PRE028 ,340
Yamhill,,State Treasurer,Cameron Whitten,PRE001 ,19
Yamhill,,State Treasurer,Cameron Whitten,PRE002 ,70
Yamhill,,State Treasurer,Cameron Whitten,PRE003 ,74
Yamhill,,State Treasurer,Cameron Whitten,PRE004 ,50
Yamhill,,State Treasurer,Cameron Whitten,PRE007 ,24
Yamhill,,State Treasurer,Cameron Whitten,PRE009 ,52
Yamhill,,State Treasurer,Cameron Whitten,PRE010 ,43
Yamhill,,State Treasurer,Cameron Whitten,PRE012 ,55
Yamhill,,State Treasurer,Cameron Whitten,PRE013 ,47
Yamhill,,State Treasurer,Cameron Whitten,PRE014 ,46
Yamhill,,State Treasurer,Cameron Whitten,PRE015 ,49
Yamhill,,State Treasurer,Cameron Whitten,PRE016 ,40
Yamhill,,State Treasurer,Cameron Whitten,PRE017 ,32
Yamhill,,State Treasurer,Cameron Whitten,PRE018 ,30
Yamhill,,State Treasurer,Cameron Whitten,PRE019 ,65
Yamhill,,State Treasurer,Cameron Whitten,PRE020 ,31
Yamhill,,State Treasurer,Cameron Whitten,PRE021 ,39
Yamhill,,State Treasurer,Cameron Whitten,PRE022 ,41
Yamhill,,State Treasurer,Cameron Whitten,PRE026 ,30
Yamhill,,State Treasurer,Cameron Whitten,PRE027 ,19
Yamhill,,State Treasurer,Cameron Whitten,PRE028 ,22
Yamhill,,State Treasurer,John F. Mahler,PRE001 ,27
Yamhill,,State Treasurer,John F. Mahler,PRE002 ,61
Yamhill,,State Treasurer,John F. Mahler,PRE003 ,44
Yamhill,,State Treasurer,John F. Mahler,PRE004 ,45
Yamhill,,State Treasurer,John F. Mahler,PRE007 ,20
Yamhill,,State Treasurer,John F. Mahler,PRE009 ,40
Yamhill,,State Treasurer,John F. Mahler,PRE010 ,38
Yamhill,,State Treasurer,John F. Mahler,PRE012 ,60
Yamhill,,State Treasurer,John F. Mahler,PRE013 ,40
Yamhill,,State Treasurer,John F. Mahler,PRE014 ,26
Yamhill,,State Treasurer,John F. Mahler,PRE015 ,30
Yamhill,,State Treasurer,John F. Mahler,PRE016 ,18
Yamhill,,State Treasurer,John F. Mahler,PRE017 ,26
Yamhill,,State Treasurer,John F. Mahler,PRE018 ,40
Yamhill,,State Treasurer,John F. Mahler,PRE019 ,41
Yamhill,,State Treasurer,John F. Mahler,PRE020 ,26
Yamhill,,State Treasurer,John F. Mahler,PRE021 ,36
Yamhill,,State Treasurer,John F. Mahler,PRE022 ,52
Yamhill,,State Treasurer,John F. Mahler,PRE026 ,17
Yamhill,,State Treasurer,John F. Mahler,PRE027 ,18
Yamhill,,State Treasurer,John F. Mahler,PRE028 ,28
Yamhill,,State Treasurer,Michael Paul Marsh,PRE001 ,17
Yamhill,,State Treasurer,Michael Paul Marsh,PRE002 ,46
Yamhill,,State Treasurer,Michael Paul Marsh,PRE003 ,34
Yamhill,,State Treasurer,Michael Paul Marsh,PRE004 ,35
Yamhill,,State Treasurer,Michael Paul Marsh,PRE007 ,22
Yamhill,,State Treasurer,Michael Paul Marsh,PRE009 ,26
Yamhill,,State Treasurer,Michael Paul Marsh,PRE010 ,20
Yamhill,,State Treasurer,Michael Paul Marsh,PRE012 ,29
Yamhill,,State Treasurer,Michael Paul Marsh,PRE013 ,35
Yamhill,,State Treasurer,Michael Paul Marsh,PRE014 ,32
Yamhill,,State Treasurer,Michael Paul Marsh,PRE015 ,13
Yamhill,,State Treasurer,Michael Paul Marsh,PRE016 ,15
Yamhill,,State Treasurer,Michael Paul Marsh,PRE017 ,25
Yamhill,,State Treasurer,Michael Paul Marsh,PRE018 ,18
Yamhill,,State Treasurer,Michael Paul Marsh,PRE019 ,32
Yamhill,,State Treasurer,Michael Paul Marsh,PRE020 ,23
Yamhill,,State Treasurer,Michael Paul Marsh,PRE021 ,23
Yamhill,,State Treasurer,Michael Paul Marsh,PRE022 ,29
Yamhill,,State Treasurer,Michael Paul Marsh,PRE026 ,20
Yamhill,,State Treasurer,Michael Paul Marsh,PRE027 ,11
Yamhill,,State Treasurer,Michael Paul Marsh,PRE028 ,18
Yamhill,,State Treasurer,Tom Cox,PRE001 ,957
Yamhill,,State Treasurer,Tom Cox,PRE002 ,1280
Yamhill,,State Treasurer,Tom Cox,PRE003 ,1586
Yamhill,,State Treasurer,Tom Cox,PRE004 ,1154
Yamhill,,State Treasurer,Tom Cox,PRE007 ,649
Yamhill,,State Treasurer,Tom Cox,PRE009 ,1251
Yamhill,,State Treasurer,Tom Cox,PRE010 ,818
