county,precinct,office,district,candidate,party,votes,election_day,mail,absentee,military,provisional,emergency
Sherman,Wasco #2,State Senate,29,Under Votes,D,57,,,,,,
Sherman,Moro #3,State Senate,29,Under Votes,D,40,,,,,,
Sherman,Grass Valley #4,State Senate,29,Under Votes,D,25,,,,,,
Sherman,Kent #5,State Senate,29,Under Votes,D,4,,,,,,
Sherman,Rufus #1,State House,57,Greg Smith,D,0,,,,,,
Sherman,Wasco #2,State House,57,Greg Smith,D,2,,,,,,
Sherman,Moro #3,State House,57,Greg Smith,D,2,,,,,,
Sherman,Grass Valley #4,State House,57,Greg Smith,D,2,,,,,,
Sherman,Kent #5,State House,57,Greg Smith,D,0,,,,,,
Sherman,Rufus #1,State House,57,Phillip McCullough,D,0,,,,,,
Sherman,Wasco #2,State House,57,Phillip McCullough,D,0,,,,,,
Sherman,Moro #3,State House,57,Phillip McCullough,D,1,,,,,,
Sherman,Grass Valley #4,State House,57,Phillip McCullough,D,0,,,,,,
Sherman,Kent #5,State House,57,Phillip McCullough,D,0,,,,,,
Sherman,Rufus #1,State House,57,Misc.,D,1,,,,,,
Sherman,Wasco #2,State House,57,Misc.,D,0,,,,,,
Sherman,Moro #3,State House,57,Misc.,D,0,,,,,,
Sherman,Grass Valley #4,State House,57,Misc.,D,0,,,,,,
Sherman,Kent #5,State House,57,Misc.,D,0,,,,,,
Sherman,Rufus #1,State House,57,Over Votes,D,0,,,,,,
Sherman,Wasco #2,State House,57,Over Votes,D,0,,,,,,
Sherman,Moro #3,State House,57,Over Votes,D,0,,,,,,
Sherman,Grass Valley #4,State House,57,Over Votes,D,0,,,,,,
Sherman,Kent #5,State House,57,Over Votes,D,0,,,,,,
Sherman,Rufus #1,State House,57,Under Votes,D,27,,,,,,
Sherman,Wasco #2,State House,57,Under Votes,D,60,,,,,,
Sherman,Moro #3,State House,57,Under Votes,D,41,,,,,,
Sherman,Grass Valley #4,State House,57,Under Votes,D,25,,,,,,
Sherman,Kent #5,State House,57,Under Votes,D,4,,,,,,
Sherman,Rufus #1,U.S. House,2,Greg Walden,R,31,,,,,,
Sherman,Wasco #2,U.S. House,2,Greg Walden,R,106,,,,,,
Sherman,Moro #3,U.S. House,2,Greg Walden,R,116,,,,,,
Sherman,Grass Valley #4,U.S. House,2,Greg Walden,R,67,,,,,,
Sherman,Kent #5,U.S. House,2,Greg Walden,R,34,,,,,,
Sherman,Rufus #1,U.S. House,2,Misc.,R,0,,,,,,
Sherman,Wasco #2,U.S. House,2,Misc.,R,2,,,,,,
Sherman,Moro #3,U.S. House,2,Misc.,R,0,,,,,,
Sherman,Grass Valley #4,U.S. House,2,Misc.,R,0,,,,,,
Sherman,Kent #5,U.S. House,2,Misc.,R,1,,,,,,
Sherman,Rufus #1,U.S. House,2,Over Votes,R,0,,,,,,
Sherman,Wasco #2,U.S. House,2,Over Votes,R,0,,,,,,
Sherman,Moro #3,U.S. House,2,Over Votes,R,0,,,,,,
Sherman,Grass Valley #4,U.S. House,2,Over Votes,R,0,,,,,,
Sherman,Kent #5,U.S. House,2,Over Votes,R,0,,,,,,
Sherman,Rufus #1,U.S. House,2,Under Votes,R,7,,,,,,
Sherman,Wasco #2,U.S. House,2,Under Votes,R,13,,,,,,
Sherman,Moro #3,U.S. House,2,Under Votes,R,6,,,,,,
Sherman,Grass Valley #4,U.S. House,2,Under Votes,R,8,,,,,,
Sherman,Kent #5,U.S. House,2,Under Votes,R,5,,,,,,
Sherman,Rufus #1,Attorney General,,James Buchal,R,0,,,,,,
Sherman,Wasco #2,Attorney General,,James Buchal,R,4,,,,,,
Sherman,Moro #3,Attorney General,,James Buchal,R,3,,,,,,
Sherman,Grass Valley #4,Attorney General,,James Buchal,R,7,,,,,,
Sherman,Kent #5,Attorney General,,James Buchal,R,3,,,,,,
Sherman,Rufus #1,Attorney General,,Dwight Holton,R,0,,,,,,
Sherman,Wasco #2,Attorney General,,Dwight Holton,R,1,,,,,,
Sherman,Moro #3,Attorney General,,Dwight Holton,R,0,,,,,,
Sherman,Grass Valley #4,Attorney General,,Dwight Holton,R,0,,,,,,
Sherman,Kent #5,Attorney General,,Dwight Holton,R,1,,,,,,
Sherman,Rufus #1,Attorney General,,Ellen Rosenbaum,R,0,,,,,,
Sherman,Wasco #2,Attorney General,,Ellen Rosenbaum,R,1,,,,,,
Sherman,Moro #3,Attorney General,,Ellen Rosenbaum,R,0,,,,,,
Sherman,Grass Valley #4,Attorney General,,Ellen Rosenbaum,R,1,,,,,,
Sherman,Kent #5,Attorney General,,Ellen Rosenbaum,R,1,,,,,,
Sherman,Rufus #1,Attorney General,,Paul F. Sherman,R,0,,,,,,
Sherman,Wasco #2,Attorney General,,Paul F. Sherman,R,0,,,,,,
Sherman,Moro #3,Attorney General,,Paul F. Sherman,R,0,,,,,,
Sherman,Grass Valley #4,Attorney General,,Paul F. Sherman,R,0,,,,,,
Sherman,Kent #5,Attorney General,,Paul F. Sherman,R,1,,,,,,
Sherman,Rufus #1,Attorney General,,Misc.,R,0,,,,,,
Sherman,Wasco #2,Attorney General,,Misc.,R,2,,,,,,
Sherman,Moro #3,Attorney General,,Misc.,R,0,,,,,,
Sherman,Grass Valley #4,Attorney General,,Misc.,R,0,,,,,,
Sherman,Kent #5,Attorney General,,Misc.,R,0,,,,,,
Sherman,Rufus #1,Attorney General,,Over Votes,R,0,,,,,,
Sherman,Wasco #2,Attorney General,,Over Votes,R,0,,,,,,
Sherman,Moro #3,Attorney General,,Over Votes,R,0,,,,,,
Sherman,Grass Valley #4,Attorney General,,Over Votes,R,0,,,,,,
Sherman,Kent #5,Attorney General,,Over Votes,R,0,,,,,,
Sherman,Rufus #1,Attorney General,,Under Votes,R,38,,,,,,
Sherman,Wasco #2,Attorney General,,Under Votes,R,113,,,,,,
Sherman,Moro #3,Attorney General,,Under Votes,R,119,,,,,,
Sherman,Grass Valley #4,Attorney General,,Under Votes,R,67,,,,,,
Sherman,Kent #5,Attorney General,,Under Votes,R,34,,,,,,
Sherman,Rufus #1,State Senate,29,Maryl G. Featherstone,R,3,,,,,,
Sherman,Wasco #2,State Senate,29,Maryl G. Featherstone,R,23,,,,,,
Sherman,Moro #3,State Senate,29,Maryl G. Featherstone,R,26,,,,,,
Sherman,Grass Valley #4,State Senate,29,Maryl G. Featherstone,R,10,,,,,,
Sherman,Kent #5,State Senate,29,Maryl G. Featherstone,R,6,,,,,,
Sherman,Rufus #1,State Senate,29,Bill Hansell,R,25,,,,,,
Sherman,Wasco #2,State Senate,29,Bill Hansell,R,85,,,,,,
Sherman,Moro #3,State Senate,29,Bill Hansell,R,83,,,,,,
Sherman,Grass Valley #4,State Senate,29,Bill Hansell,R,58,,,,,,
Sherman,Kent #5,State Senate,29,Bill Hansell,R,26,,,,,,
Sherman,Rufus #1,State Senate,29,Misc.,R,0,,,,,,
Sherman,Wasco #2,State Senate,29,Misc.,R,0,,,,,,
Sherman,Moro #3,State Senate,29,Misc.,R,0,,,,,,
Sherman,Grass Valley #4,State Senate,29,Misc.,R,0,,,,,,
Sherman,Kent #5,State Senate,29,Misc.,R,0,,,,,,
Sherman,Rufus #1,State Senate,29,Over Votes,R,0,,,,,,
Sherman,Wasco #2,State Senate,29,Over Votes,R,0,,,,,,
Sherman,Moro #3,State Senate,29,Over Votes,R,1,,,,,,
Sherman,Grass Valley #4,State Senate,29,Over Votes,R,0,,,,,,
Sherman,Kent #5,State Senate,29,Over Votes,R,0,,,,,,
Sherman,Rufus #1,State Senate,29,Under Votes,R,10,,,,,,
Sherman,Wasco #2,State Senate,29,Under Votes,R,13,,,,,,
Sherman,Moro #3,State Senate,29,Under Votes,R,12,,,,,,
Sherman,Grass Valley #4,State Senate,29,Under Votes,R,7,,,,,,
Sherman,Kent #5,State Senate,29,Under Votes,R,8,,,,,,
Sherman,Rufus #1,State House,57,Greg Smith,R,24,,,,,,
Sherman,Wasco #2,State House,57,Greg Smith,R,94,,,,,,
Sherman,Moro #3,State House,57,Greg Smith,R,97,,,,,,
Sherman,Grass Valley #4,State House,57,Greg Smith,R,57,,,,,,
Sherman,Kent #5,State House,57,Greg Smith,R,30,,,,,,
Sherman,Rufus #1,State House,57,Misc.,R,1,,,,,,
Sherman,Wasco #2,State House,57,Misc.,R,1,,,,,,
Sherman,Moro #3,State House,57,Misc.,R,0,,,,,,
Sherman,Grass Valley #4,State House,57,Misc.,R,0,,,,,,
Sherman,Kent #5,State House,57,Misc.,R,1,,,,,,
Sherman,Rufus #1,State House,57,Over Votes,R,0,,,,,,
Sherman,Wasco #2,State House,57,Over Votes,R,0,,,,,,
Sherman,Moro #3,State House,57,Over Votes,R,0,,,,,,
Sherman,Grass Valley #4,State House,57,Over Votes,R,0,,,,,,
Sherman,Kent #5,State House,57,Over Votes,R,0,,,,,,
Sherman,Rufus #1,State House,57,Under Votes,R,4,,,,,,
Sherman,Wasco #2,State House,57,Under Votes,R,4,,,,,,
Sherman,Moro #3,State House,57,Under Votes,R,2,,,,,,
Sherman,Grass Valley #4,State House,57,Under Votes,R,3,,,,,,
Sherman,Kent #5,State House,57,Under Votes,R,1,,,,,,
Grant,John Day Valley #3,U.S. House,2,John Sweeney,DEM,96,,,,,,
Grant,John Day Valley #3,U.S. House,2,Joyce B Segers,DEM,181,,,,,,
Grant,John Day Valley #3,U.S. House,2,Write-ins,DEM,20,,,,,,
Grant,John Day Valley #3,U.S. House,2,Over Votes,DEM,0,,,,,,
Grant,John Day Valley #3,U.S. House,2,Under Votes,DEM,190,,,,,,
Grant,John Day Valley #3,Attorney General,,Dwight Holton,DEM,162,,,,,,
Grant,John Day Valley #3,Attorney General,,Ellen Rosenblum,DEM,184,,,,,,
Grant,John Day Valley #3,Attorney General,,Write-ins,DEM,2,,,,,,
Grant,John Day Valley #3,Attorney General,,Over Votes,DEM,0,,,,,,
Grant,John Day Valley #3,Attorney General,,Under Votes,DEM,139,,,,,,
Grant,John Day Valley #3,State Senate,30,Write-ins,DEM,55,,,,,,
Grant,John Day Valley #3,State Senate,30,Over Votes,DEM,0,,,,,,
Grant,John Day Valley #3,State Senate,30,Under Votes,DEM,432,,,,,,
Grant,John Day Valley #3,State House,60,Write-ins,DEM,28,,,,,,
Grant,John Day Valley #3,State House,60,Over Votes,DEM,0,,,,,,
Grant,John Day Valley #3,State House,60,Under Votes,DEM,459,,,,,,
Grant,John Day Valley #3,U.S. House,2,Greg Walden,REP,916,,,,,,
Grant,John Day Valley #3,U.S. House,2,Write-ins,REP,5,,,,,,
Grant,John Day Valley #3,U.S. House,2,Over Votes,REP,0,,,,,,
Grant,John Day Valley #3,U.S. House,2,Under Votes,REP,152,,,,,,
Grant,John Day Valley #3,Attorney General,,Write-ins,REP,59,,,,,,
Grant,John Day Valley #3,Attorney General,,Over Votes,REP,0,,,,,,
Grant,John Day Valley #3,Attorney General,,Under Votes,REP,1014,,,,,,
Grant,John Day Valley #3,State Senate,30,Ted Ferrioli,REP,919,,,,,,
Grant,John Day Valley #3,State Senate,30,Write-ins,REP,7,,,,,,
Grant,John Day Valley #3,State Senate,30,Over Votes,REP,0,,,,,,
Grant,John Day Valley #3,State Senate,30,Under Votes,REP,147,,,,,,
Grant,John Day Valley #3,State House,60,Cliff Bentz,REP,781,,,,,,
Grant,John Day Valley #3,State House,60,Write-ins,REP,3,,,,,,
Grant,John Day Valley #3,State House,60,Over Votes,REP,0,,,,,,
Grant,John Day Valley #3,State House,60,Under Votes,REP,289,,,,,,
Grant,Union #4,U.S. House,2,John Sweeney,DEM,15,,,,,,
Grant,Union #4,U.S. House,2,Joyce B Segers,DEM,41,,,,,,
Grant,Union #4,U.S. House,2,Write-ins,DEM,7,,,,,,
Grant,Union #4,U.S. House,2,Over Votes,DEM,0,,,,,,
Grant,Union #4,U.S. House,2,Under Votes,DEM,29,,,,,,
Grant,Union #4,Attorney General,,Dwight Holton,DEM,31,,,,,,
Grant,Union #4,Attorney General,,Ellen Rosenblum,DEM,38,,,,,,
Grant,Union #4,Attorney General,,Write-ins,DEM,1,,,,,,
Grant,Union #4,Attorney General,,Over Votes,DEM,0,,,,,,
Grant,Union #4,Attorney General,,Under Votes,DEM,22,,,,,,
Grant,Union #4,State Senate,30,Write-ins,DEM,10,,,,,,
Grant,Union #4,State Senate,30,Over Votes,DEM,0,,,,,,
Grant,Union #4,State Senate,30,Under Votes,DEM,82,,,,,,
Grant,Union #4,State House,60,Write-ins,DEM,5,,,,,,
Grant,Union #4,State House,60,Over Votes,DEM,0,,,,,,
Grant,Union #4,State House,60,Under Votes,DEM,87,,,,,,
Grant,Union #4,U.S. House,2,Greg Walden,REP,214,,,,,,
Grant,Union #4,U.S. House,2,Write-ins,REP,2,,,,,,
Grant,Union #4,U.S. House,2,Over Votes,REP,0,,,,,,
Grant,Union #4,U.S. House,2,Under Votes,REP,27,,,,,,
Grant,Union #4,Attorney General,,Write-ins,REP,16,,,,,,
Grant,Union #4,Attorney General,,Over Votes,REP,0,,,,,,
Grant,Union #4,Attorney General,,Under Votes,REP,227,,,,,,
Grant,Union #4,State Senate,30,Ted Ferrioli,REP,209,,,,,,
Grant,Union #4,State Senate,30,Write-ins,REP,1,,,,,,
Grant,Union #4,State Senate,30,Over Votes,REP,0,,,,,,
Grant,Union #4,State Senate,30,Under Votes,REP,33,,,,,,
Grant,Union #4,State House,60,Cliff Bentz,REP,186,,,,,,
Grant,Union #4,State House,60,Write-ins,REP,1,,,,,,
Grant,Union #4,State House,60,Over Votes,REP,0,,,,,,
Grant,Union #4,State House,60,Under Votes,REP,56,,,,,,
Grant,North Fork #8,U.S. House,2,John Sweeney,DEM,6,,,,,,
Grant,North Fork #8,U.S. House,2,Joyce B Segers,DEM,12,,,,,,
Grant,North Fork #8,U.S. House,2,Write-ins,DEM,1,,,,,,
Grant,North Fork #8,U.S. House,2,Over Votes,DEM,0,,,,,,
Grant,North Fork #8,U.S. House,2,Under Votes,DEM,15,,,,,,
Grant,North Fork #8,Attorney General,,Dwight Holton,DEM,9,,,,,,
Grant,North Fork #8,Attorney General,,Ellen Rosenblum,DEM,18,,,,,,
Grant,North Fork #8,Attorney General,,Write-ins,DEM,0,,,,,,
Grant,North Fork #8,Attorney General,,Over Votes,DEM,0,,,,,,
Grant,North Fork #8,Attorney General,,Under Votes,DEM,7,,,,,,
Grant,North Fork #8,State Senate,30,Write-ins,DEM,3,,,,,,
Grant,North Fork #8,State Senate,30,Over Votes,DEM,0,,,,,,
Grant,North Fork #8,State Senate,30,Under Votes,DEM,31,,,,,,
Grant,North Fork #8,State House,60,Write-ins,DEM,1,,,,,,
Grant,North Fork #8,State House,60,Over Votes,DEM,0,,,,,,
Grant,North Fork #8,State House,60,Under Votes,DEM,33,,,,,,
Grant,North Fork #8,U.S. House,2,Greg Walden,REP,46,,,,,,
Grant,North Fork #8,U.S. House,2,Write-ins,REP,0,,,,,,
Grant,North Fork #8,U.S. House,2,Over Votes,REP,0,,,,,,
Grant,North Fork #8,U.S. House,2,Under Votes,REP,9,,,,,,
Grant,North Fork #8,Attorney General,,Write-ins,REP,5,,,,,,
Grant,North Fork #8,Attorney General,,Over Votes,REP,0,,,,,,
Grant,North Fork #8,Attorney General,,Under Votes,REP,50,,,,,,
Grant,North Fork #8,State Senate,30,Ted Ferrioli,REP,52,,,,,,
Grant,North Fork #8,State Senate,30,Write-ins,REP,0,,,,,,
Grant,North Fork #8,State Senate,30,Over Votes,REP,0,,,,,,
Grant,North Fork #8,State Senate,30,Under Votes,REP,3,,,,,,
Grant,North Fork #8,State House,60,Cliff Bentz,REP,41,,,,,,
Grant,North Fork #8,State House,60,Write-ins,REP,0,,,,,,
Grant,North Fork #8,State House,60,Over Votes,REP,0,,,,,,
Grant,North Fork #8,State House,60,Under Votes,REP,14,,,,,,
Grant,Southfork #16,U.S. House,2,John Sweeney,DEM,9,,,,,,
Grant,Southfork #16,U.S. House,2,Joyce B Segers,DEM,10,,,,,,
Grant,Southfork #16,U.S. House,2,Write-ins,DEM,0,,,,,,
Grant,Southfork #16,U.S. House,2,Over Votes,DEM,0,,,,,,
Grant,Southfork #16,U.S. House,2,Under Votes,DEM,8,,,,,,
Grant,Southfork #16,Attorney General,,Dwight Holton,DEM,13,,,,,,
Grant,Southfork #16,Attorney General,,Ellen Rosenblum,DEM,9,,,,,,
Grant,Southfork #16,Attorney General,,Write-ins,DEM,0,,,,,,
Grant,Southfork #16,Attorney General,,Over Votes,DEM,0,,,,,,
Grant,Southfork #16,Attorney General,,Under Votes,DEM,5,,,,,,
Grant,Southfork #16,State Senate,30,Write-ins,DEM,0,,,,,,
Grant,Southfork #16,State Senate,30,Over Votes,DEM,0,,,,,,
Grant,Southfork #16,State Senate,30,Under Votes,DEM,27,,,,,,
Grant,Southfork #16,State House,60,Write-ins,DEM,0,,,,,,
Grant,Southfork #16,State House,60,Over Votes,DEM,0,,,,,,
Grant,Southfork #16,State House,60,Under Votes,DEM,27,,,,,,
Grant,Southfork #16,U.S. House,2,Greg Walden,REP,64,,,,,,
Grant,Southfork #16,U.S. House,2,Write-ins,REP,0,,,,,,
Grant,Southfork #16,U.S. House,2,Over Votes,REP,0,,,,,,
Grant,Southfork #16,U.S. House,2,Under Votes,REP,8,,,,,,
Grant,Southfork #16,Attorney General,,Write-ins,REP,13,,,,,,
Grant,Southfork #16,Attorney General,,Over Votes,REP,0,,,,,,
Grant,Southfork #16,Attorney General,,Under Votes,REP,59,,,,,,
Grant,Southfork #16,State Senate,30,Ted Ferrioli,REP,66,,,,,,
Grant,Southfork #16,State Senate,30,Write-ins,REP,0,,,,,,
Grant,Southfork #16,State Senate,30,Over Votes,REP,0,,,,,,
Grant,Southfork #16,State Senate,30,Under Votes,REP,6,,,,,,
Grant,Southfork #16,State House,60,Cliff Bentz,REP,51,,,,,,
Grant,Southfork #16,State House,60,Write-ins,REP,0,,,,,,
Grant,Southfork #16,State House,60,Over Votes,REP,0,,,,,,
Grant,Southfork #16,State House,60,Under Votes,REP,21,,,,,,
Grant,Long Creek Valley #17,U.S. House,2,John Sweeney,DEM,5,,,,,,
Grant,Long Creek Valley #17,U.S. House,2,Joyce B Segers,DEM,14,,,,,,
Grant,Long Creek Valley #17,U.S. House,2,Write-ins,DEM,0,,,,,,
Grant,Long Creek Valley #17,U.S. House,2,Over Votes,DEM,0,,,,,,
Grant,Long Creek Valley #17,U.S. House,2,Under Votes,DEM,16,,,,,,
Grant,Long Creek Valley #17,Attorney General,,Dwight Holton,DEM,11,,,,,,
Grant,Long Creek Valley #17,Attorney General,,Ellen Rosenblum,DEM,13,,,,,,
Grant,Long Creek Valley #17,Attorney General,,Write-ins,DEM,0,,,,,,
Grant,Long Creek Valley #17,Attorney General,,Over Votes,DEM,0,,,,,,
Grant,Long Creek Valley #17,Attorney General,,Under Votes,DEM,11,,,,,,
Grant,Long Creek Valley #17,State Senate,30,Write-ins,DEM,3,,,,,,
Grant,Long Creek Valley #17,State Senate,30,Over Votes,DEM,0,,,,,,
Grant,Long Creek Valley #17,State Senate,30,Under Votes,DEM,32,,,,,,
Grant,Long Creek Valley #17,State House,60,Write-ins,DEM,0,,,,,,
Grant,Long Creek Valley #17,State House,60,Over Votes,DEM,0,,,,,,
Grant,Long Creek Valley #17,State House,60,Under Votes,DEM,35,,,,,,
Grant,Long Creek Valley #17,U.S. House,2,Greg Walden,REP,108,,,,,,
Grant,Long Creek Valley #17,U.S. House,2,Write-ins,REP,0,,,,,,
Grant,Long Creek Valley #17,U.S. House,2,Over Votes,REP,0,,,,,,
Grant,Long Creek Valley #17,U.S. House,2,Under Votes,REP,14,,,,,,
Grant,Long Creek Valley #17,Attorney General,,Write-ins,REP,6,,,,,,
Grant,Long Creek Valley #17,Attorney General,,Over Votes,REP,0,,,,,,
Grant,Long Creek Valley #17,Attorney General,,Under Votes,REP,116,,,,,,
Grant,Long Creek Valley #17,State Senate,30,Ted Ferrioli,REP,110,,,,,,
Grant,Long Creek Valley #17,State Senate,30,Write-ins,REP,0,,,,,,
Grant,Long Creek Valley #17,State Senate,30,Over Votes,REP,0,,,,,,
Grant,Long Creek Valley #17,State Senate,30,Under Votes,REP,12,,,,,,
Grant,Long Creek Valley #17,State House,60,Cliff Bentz,REP,91,,,,,,
Grant,Long Creek Valley #17,State House,60,Write-ins,REP,0,,,,,,
Grant,Long Creek Valley #17,State House,60,Over Votes,REP,0,,,,,,
Grant,Long Creek Valley #17,State House,60,Under Votes,REP,31,,,,,,
Lake,1 SILVER LAKE,U.S. House,2,John Sweeney,DEM,2,,,,,,
Lake,2 SUMMER LAKE,U.S. House,2,John Sweeney,DEM,1,,,,,,
Lake,3 PAISLEY,U.S. House,2,John Sweeney,DEM,6,,,,,,
Lake,4 CROOKED CREEK,U.S. House,2,John Sweeney,DEM,8,,,,,,
Lake,5 NORTH WARNER,U.S. House,2,John Sweeney,DEM,1,,,,,,
Lake,6 SOUTH WARNER,U.S. House,2,John Sweeney,DEM,0,,,,,,
Lake,7 NORTH LAKEVIEW,U.S. House,2,John Sweeney,DEM,11,,,,,,
Lake,8 SOUTH LAKEVIEW,U.S. House,2,John Sweeney,DEM,11,,,,,,
Lake,9 FREMONT,U.S. House,2,John Sweeney,DEM,11,,,,,,
Lake,10 GOOSE LAKE,U.S. House,2,John Sweeney,DEM,3,,,,,,
Lake,11 COGSWELL CREEK,U.S. House,2,John Sweeney,DEM,8,,,,,,
Lake,12 THOM. CRK. WESTSIDE,U.S. House,2,John Sweeney,DEM,20,,,,,,
