county,precinct,office,district,party,candidate,votes,,,
Lake,PAISLEY P-3,Attorney General,,REP,James Buchal,4,,,
Lake,CROOKED CREEK P-4,Attorney General,,REP,James Buchal,3,,,
Lake,NORTH WARNER P-5,Attorney General,,REP,James Buchal,0,,,
Lake,SOUTH WARNER P-6,Attorney General,,REP,James Buchal,0,,,
Lake,NORTH LAKEVIEW P-7,Attorney General,,REP,James Buchal,0,,,
Lake,SOUTH LAKEVIEW P-8,Attorney General,,REP,James Buchal,0,,,
Lake,FREMONT P-9,Attorney General,,REP,James Buchal,0,,,
Lake,GOOSE LAKE P-10,Attorney General,,REP,James Buchal,1,,,
Lake,COGSWELL CREEK P-11,Attorney General,,REP,James Buchal,4,,,
Lake,THOM. CRK. WESTSIDE P-12,Attorney General,,REP,James Buchal,0,,,
Lake,CHRISTMAS VALLEY P-13,Attorney General,,REP,James Buchal,1,,,
Lake,FORT ROCK P-14,Attorney General,,REP,James Buchal,0,,,
Lake,WEST LAKEVIEW P-15,Attorney General,,REP,James Buchal,2,,,
Lake,NEW PINE CREEK P-16,Attorney General,,REP,James Buchal,0,,,
Lake,VALLEY FALLS P-18,Attorney General,,REP,James Buchal,0,,,
Lake,NO. CENTRAL LKVW. P-20,Attorney General,,REP,James Buchal,2,,,
Lake,SO. CENTRAL LKVW. P-21,Attorney General,,REP,James Buchal,3,,,
Lake,SILVER LAKE P-1,Attorney General,,REP,Ellen Rosenblum,0,,,
Lake,SUMMER LAKE P-2,Attorney General,,REP,Ellen Rosenblum,0,,,
Lake,PAISLEY P-3,Attorney General,,REP,Ellen Rosenblum,1,,,
Lake,CROOKED CREEK P-4,Attorney General,,REP,Ellen Rosenblum,1,,,
Lake,NORTH WARNER P-5,Attorney General,,REP,Ellen Rosenblum,0,,,
Lake,SOUTH WARNER P-6,Attorney General,,REP,Ellen Rosenblum,0,,,
Lake,NORTH LAKEVIEW P-7,Attorney General,,REP,Ellen Rosenblum,0,,,
Lake,SOUTH LAKEVIEW P-8,Attorney General,,REP,Ellen Rosenblum,0,,,
Lake,FREMONT P-9,Attorney General,,REP,Ellen Rosenblum,0,,,
Lake,GOOSE LAKE P-10,Attorney General,,REP,Ellen Rosenblum,0,,,
Lake,COGSWELL CREEK P-11,Attorney General,,REP,Ellen Rosenblum,0,,,
Lake,THOM. CRK. WESTSIDE P-12,Attorney General,,REP,Ellen Rosenblum,2,,,
Lake,CHRISTMAS VALLEY P-13,Attorney General,,REP,Ellen Rosenblum,0,,,
Lake,FORT ROCK P-14,Attorney General,,REP,Ellen Rosenblum,1,,,
Lake,WEST LAKEVIEW P-15,Attorney General,,REP,Ellen Rosenblum,0,,,
Lake,NEW PINE CREEK P-16,Attorney General,,REP,Ellen Rosenblum,0,,,
Lake,VALLEY FALLS P-18,Attorney General,,REP,Ellen Rosenblum,0,,,
Lake,NO. CENTRAL LKVW. P-20,Attorney General,,REP,Ellen Rosenblum,0,,,
Lake,SO. CENTRAL LKVW. P-21,Attorney General,,REP,Ellen Rosenblum,0,,,
Lake,SILVER LAKE P-1,Attorney General,,REP,Write-ins,0,,,
Lake,SUMMER LAKE P-2,Attorney General,,REP,Write-ins,0,,,
Lake,PAISLEY P-3,Attorney General,,REP,Write-ins,0,,,
Lake,CROOKED CREEK P-4,Attorney General,,REP,Write-ins,3,,,
Lake,NORTH WARNER P-5,Attorney General,,REP,Write-ins,0,,,
Lake,SOUTH WARNER P-6,Attorney General,,REP,Write-ins,0,,,
Lake,NORTH LAKEVIEW P-7,Attorney General,,REP,Write-ins,1,,,
Lake,SOUTH LAKEVIEW P-8,Attorney General,,REP,Write-ins,1,,,
Lake,FREMONT P-9,Attorney General,,REP,Write-ins,0,,,
Lake,GOOSE LAKE P-10,Attorney General,,REP,Write-ins,1,,,
Lake,COGSWELL CREEK P-11,Attorney General,,REP,Write-ins,2,,,
Lake,THOM. CRK. WESTSIDE P-12,Attorney General,,REP,Write-ins,2,,,
Lake,CHRISTMAS VALLEY P-13,Attorney General,,REP,Write-ins,2,,,
Lake,FORT ROCK P-14,Attorney General,,REP,Write-ins,0,,,
Lake,WEST LAKEVIEW P-15,Attorney General,,REP,Write-ins,0,,,
Lake,NEW PINE CREEK P-16,Attorney General,,REP,Write-ins,2,,,
Lake,VALLEY FALLS P-18,Attorney General,,REP,Write-ins,0,,,
Lake,NO. CENTRAL LKVW. P-20,Attorney General,,REP,Write-ins,1,,,
Lake,SO. CENTRAL LKVW. P-21,Attorney General,,REP,Write-ins,0,,,
Lake,SILVER LAKE P-1,Attorney General,,REP,Over Votes,0,,,
Lake,SUMMER LAKE P-2,Attorney General,,REP,Over Votes,0,,,
Lake,PAISLEY P-3,Attorney General,,REP,Over Votes,0,,,
Lake,CROOKED CREEK P-4,Attorney General,,REP,Over Votes,0,,,
Lake,NORTH WARNER P-5,Attorney General,,REP,Over Votes,0,,,
Lake,SOUTH WARNER P-6,Attorney General,,REP,Over Votes,0,,,
Lake,NORTH LAKEVIEW P-7,Attorney General,,REP,Over Votes,0,,,
Lake,SOUTH LAKEVIEW P-8,Attorney General,,REP,Over Votes,0,,,
Lake,FREMONT P-9,Attorney General,,REP,Over Votes,0,,,
Lake,GOOSE LAKE P-10,Attorney General,,REP,Over Votes,0,,,
Lake,COGSWELL CREEK P-11,Attorney General,,REP,Over Votes,0,,,
Lake,THOM. CRK. WESTSIDE P-12,Attorney General,,REP,Over Votes,0,,,
Lake,CHRISTMAS VALLEY P-13,Attorney General,,REP,Over Votes,0,,,
Lake,FORT ROCK P-14,Attorney General,,REP,Over Votes,0,,,
Lake,WEST LAKEVIEW P-15,Attorney General,,REP,Over Votes,0,,,
Lake,NEW PINE CREEK P-16,Attorney General,,REP,Over Votes,0,,,
Lake,VALLEY FALLS P-18,Attorney General,,REP,Over Votes,0,,,
Lake,NO. CENTRAL LKVW. P-20,Attorney General,,REP,Over Votes,0,,,
Lake,SO. CENTRAL LKVW. P-21,Attorney General,,REP,Over Votes,0,,,
Lake,SILVER LAKE P-1,Attorney General,,REP,Under Votes,44,,,
Lake,SUMMER LAKE P-2,Attorney General,,REP,Under Votes,19,,,
Lake,PAISLEY P-3,Attorney General,,REP,Under Votes,80,,,
Lake,CROOKED CREEK P-4,Attorney General,,REP,Under Votes,120,,,
Lake,NORTH WARNER P-5,Attorney General,,REP,Under Votes,25,,,
Lake,SOUTH WARNER P-6,Attorney General,,REP,Under Votes,29,,,
Lake,NORTH LAKEVIEW P-7,Attorney General,,REP,Under Votes,80,,,
Lake,SOUTH LAKEVIEW P-8,Attorney General,,REP,Under Votes,111,,,
Lake,FREMONT P-9,Attorney General,,REP,Under Votes,121,,,
Lake,GOOSE LAKE P-10,Attorney General,,REP,Under Votes,108,,,
Lake,COGSWELL CREEK P-11,Attorney General,,REP,Under Votes,122,,,
Lake,THOM. CRK. WESTSIDE P-12,Attorney General,,REP,Under Votes,228,,,
Lake,CHRISTMAS VALLEY P-13,Attorney General,,REP,Under Votes,169,,,
Lake,FORT ROCK P-14,Attorney General,,REP,Under Votes,42,,,
Lake,WEST LAKEVIEW P-15,Attorney General,,REP,Under Votes,63,,,
Lake,NEW PINE CREEK P-16,Attorney General,,REP,Under Votes,34,,,
Lake,VALLEY FALLS P-18,Attorney General,,REP,Under Votes,14,,,
Lake,NO. CENTRAL LKVW. P-20,Attorney General,,REP,Under Votes,81,,,
Lake,SO. CENTRAL LKVW. P-21,Attorney General,,REP,Under Votes,96,,,
Lake,SILVER LAKE P-1,State Senate,28,REP,Karl Scronce,11,,,
Lake,SUMMER LAKE P-2,State Senate,28,REP,Karl Scronce,7,,,
Lake,PAISLEY P-3,State Senate,28,REP,Karl Scronce,28,,,
Lake,CROOKED CREEK P-4,State Senate,28,REP,Karl Scronce,12,,,
Lake,NORTH WARNER P-5,State Senate,28,REP,Karl Scronce,0,,,
Lake,SOUTH WARNER P-6,State Senate,28,REP,Karl Scronce,0,,,
Lake,NORTH LAKEVIEW P-7,State Senate,28,REP,Karl Scronce,13,,,
Lake,SOUTH LAKEVIEW P-8,State Senate,28,REP,Karl Scronce,29,,,
Lake,FREMONT P-9,State Senate,28,REP,Karl Scronce,31,,,
Lake,GOOSE LAKE P-10,State Senate,28,REP,Karl Scronce,27,,,
Lake,COGSWELL CREEK P-11,State Senate,28,REP,Karl Scronce,20,,,
Lake,THOM. CRK. WESTSIDE P-12,State Senate,28,REP,Karl Scronce,52,,,
Lake,CHRISTMAS VALLEY P-13,State Senate,28,REP,Karl Scronce,29,,,
Lake,FORT ROCK P-14,State Senate,28,REP,Karl Scronce,5,,,
Lake,WEST LAKEVIEW P-15,State Senate,28,REP,Karl Scronce,15,,,
Lake,NEW PINE CREEK P-16,State Senate,28,REP,Karl Scronce,0,,,
Lake,VALLEY FALLS P-18,State Senate,28,REP,Karl Scronce,1,,,
Lake,NO. CENTRAL LKVW. P-20,State Senate,28,REP,Karl Scronce,24,,,
Lake,SO. CENTRAL LKVW. P-21,State Senate,28,REP,Karl Scronce,26,,,
Lake,SILVER LAKE P-1,State Senate,28,REP,Douglas K Whitsett,27,,,
Lake,SUMMER LAKE P-2,State Senate,28,REP,Douglas K Whitsett,10,,,
Lake,PAISLEY P-3,State Senate,28,REP,Douglas K Whitsett,45,,,
Lake,CROOKED CREEK P-4,State Senate,28,REP,Douglas K Whitsett,39,,,
Lake,NORTH WARNER P-5,State Senate,28,REP,Douglas K Whitsett,0,,,
Lake,SOUTH WARNER P-6,State Senate,28,REP,Douglas K Whitsett,0,,,
Lake,NORTH LAKEVIEW P-7,State Senate,28,REP,Douglas K Whitsett,52,,,
Lake,SOUTH LAKEVIEW P-8,State Senate,28,REP,Douglas K Whitsett,60,,,
Lake,FREMONT P-9,State Senate,28,REP,Douglas K Whitsett,77,,,
Lake,GOOSE LAKE P-10,State Senate,28,REP,Douglas K Whitsett,71,,,
Lake,COGSWELL CREEK P-11,State Senate,28,REP,Douglas K Whitsett,59,,,
Lake,THOM. CRK. WESTSIDE P-12,State Senate,28,REP,Douglas K Whitsett,154,,,
Lake,CHRISTMAS VALLEY P-13,State Senate,28,REP,Douglas K Whitsett,107,,,
Lake,FORT ROCK P-14,State Senate,28,REP,Douglas K Whitsett,26,,,
Lake,WEST LAKEVIEW P-15,State Senate,28,REP,Douglas K Whitsett,45,,,
Lake,NEW PINE CREEK P-16,State Senate,28,REP,Douglas K Whitsett,0,,,
Lake,VALLEY FALLS P-18,State Senate,28,REP,Douglas K Whitsett,5,,,
Lake,NO. CENTRAL LKVW. P-20,State Senate,28,REP,Douglas K Whitsett,47,,,
Lake,SO. CENTRAL LKVW. P-21,State Senate,28,REP,Douglas K Whitsett,60,,,
Lake,SILVER LAKE P-1,State Senate,28,REP,Write-ins,0,,,
Lake,SUMMER LAKE P-2,State Senate,28,REP,Write-ins,0,,,
Lake,PAISLEY P-3,State Senate,28,REP,Write-ins,0,,,
Lake,CROOKED CREEK P-4,State Senate,28,REP,Write-ins,0,,,
Lake,NORTH WARNER P-5,State Senate,28,REP,Write-ins,0,,,
Lake,SOUTH WARNER P-6,State Senate,28,REP,Write-ins,0,,,
Lake,NORTH LAKEVIEW P-7,State Senate,28,REP,Write-ins,0,,,
Lake,SOUTH LAKEVIEW P-8,State Senate,28,REP,Write-ins,0,,,
Lake,FREMONT P-9,State Senate,28,REP,Write-ins,0,,,
Lake,GOOSE LAKE P-10,State Senate,28,REP,Write-ins,0,,,
Lake,COGSWELL CREEK P-11,State Senate,28,REP,Write-ins,0,,,
Lake,THOM. CRK. WESTSIDE P-12,State Senate,28,REP,Write-ins,0,,,
Lake,CHRISTMAS VALLEY P-13,State Senate,28,REP,Write-ins,0,,,
Lake,FORT ROCK P-14,State Senate,28,REP,Write-ins,0,,,
Lake,WEST LAKEVIEW P-15,State Senate,28,REP,Write-ins,0,,,
Lake,NEW PINE CREEK P-16,State Senate,28,REP,Write-ins,0,,,
Lake,VALLEY FALLS P-18,State Senate,28,REP,Write-ins,0,,,
Lake,NO. CENTRAL LKVW. P-20,State Senate,28,REP,Write-ins,0,,,
Lake,SO. CENTRAL LKVW. P-21,State Senate,28,REP,Write-ins,0,,,
Lake,SILVER LAKE P-1,State Senate,28,REP,Over Votes,0,,,
Lake,SUMMER LAKE P-2,State Senate,28,REP,Over Votes,0,,,
Lake,PAISLEY P-3,State Senate,28,REP,Over Votes,0,,,
Lake,CROOKED CREEK P-4,State Senate,28,REP,Over Votes,0,,,
Lake,NORTH WARNER P-5,State Senate,28,REP,Over Votes,0,,,
Lake,SOUTH WARNER P-6,State Senate,28,REP,Over Votes,0,,,
Lake,NORTH LAKEVIEW P-7,State Senate,28,REP,Over Votes,0,,,
Lake,SOUTH LAKEVIEW P-8,State Senate,28,REP,Over Votes,0,,,
Lake,FREMONT P-9,State Senate,28,REP,Over Votes,0,,,
Lake,GOOSE LAKE P-10,State Senate,28,REP,Over Votes,0,,,
Lake,COGSWELL CREEK P-11,State Senate,28,REP,Over Votes,0,,,
Lake,THOM. CRK. WESTSIDE P-12,State Senate,28,REP,Over Votes,0,,,
Lake,CHRISTMAS VALLEY P-13,State Senate,28,REP,Over Votes,1,,,
Lake,FORT ROCK P-14,State Senate,28,REP,Over Votes,0,,,
Lake,WEST LAKEVIEW P-15,State Senate,28,REP,Over Votes,0,,,
Lake,NEW PINE CREEK P-16,State Senate,28,REP,Over Votes,0,,,
Lake,VALLEY FALLS P-18,State Senate,28,REP,Over Votes,1,,,
Lake,NO. CENTRAL LKVW. P-20,State Senate,28,REP,Over Votes,1,,,
Lake,SO. CENTRAL LKVW. P-21,State Senate,28,REP,Over Votes,0,,,
Lake,SILVER LAKE P-1,State Senate,28,REP,Under Votes,7,,,
Lake,SUMMER LAKE P-2,State Senate,28,REP,Under Votes,3,,,
Lake,PAISLEY P-3,State Senate,28,REP,Under Votes,12,,,
Lake,CROOKED CREEK P-4,State Senate,28,REP,Under Votes,16,,,
Lake,NORTH WARNER P-5,State Senate,28,REP,Under Votes,0,,,
Lake,SOUTH WARNER P-6,State Senate,28,REP,Under Votes,0,,,
Lake,NORTH LAKEVIEW P-7,State Senate,28,REP,Under Votes,17,,,
Lake,SOUTH LAKEVIEW P-8,State Senate,28,REP,Under Votes,23,,,
Lake,FREMONT P-9,State Senate,28,REP,Under Votes,13,,,
Lake,GOOSE LAKE P-10,State Senate,28,REP,Under Votes,12,,,
Lake,COGSWELL CREEK P-11,State Senate,28,REP,Under Votes,14,,,
Lake,THOM. CRK. WESTSIDE P-12,State Senate,28,REP,Under Votes,26,,,
Lake,CHRISTMAS VALLEY P-13,State Senate,28,REP,Under Votes,35,,,
Lake,FORT ROCK P-14,State Senate,28,REP,Under Votes,12,,,
Lake,WEST LAKEVIEW P-15,State Senate,28,REP,Under Votes,5,,,
Lake,NEW PINE CREEK P-16,State Senate,28,REP,Under Votes,0,,,
Lake,VALLEY FALLS P-18,State Senate,28,REP,Under Votes,4,,,
Lake,NO. CENTRAL LKVW. P-20,State Senate,28,REP,Under Votes,13,,,
Lake,SO. CENTRAL LKVW. P-21,State Senate,28,REP,Under Votes,13,,,
Lake,SILVER LAKE P-1,State House,55,REP,Mike McLane,33,,,
Lake,SUMMER LAKE P-2,State House,55,REP,Mike McLane,12,,,
Lake,PAISLEY P-3,State House,55,REP,Mike McLane,61,,,
Lake,CROOKED CREEK P-4,State House,55,REP,Mike McLane,7,,,
Lake,CHRISTMAS VALLEY P-13,State House,55,REP,Mike McLane,122,,,
Lake,FORT ROCK P-14,State House,55,REP,Mike McLane,23,,,
Lake,VALLEY FALLS P-18,State House,55,REP,Mike McLane,6,,,
Lake,SILVER LAKE P-1,State House,55,REP,Write-ins,0,,,
Lake,SUMMER LAKE P-2,State House,55,REP,Write-ins,0,,,
Lake,PAISLEY P-3,State House,55,REP,Write-ins,0,,,
Lake,CROOKED CREEK P-4,State House,55,REP,Write-ins,0,,,
Lake,CHRISTMAS VALLEY P-13,State House,55,REP,Write-ins,0,,,
Lake,FORT ROCK P-14,State House,55,REP,Write-ins,0,,,
Lake,VALLEY FALLS P-18,State House,55,REP,Write-ins,0,,,
Lake,SILVER LAKE P-1,State House,55,REP,Over Votes,0,,,
Lake,SUMMER LAKE P-2,State House,55,REP,Over Votes,0,,,
Lake,PAISLEY P-3,State House,55,REP,Over Votes,0,,,
Lake,CROOKED CREEK P-4,State House,55,REP,Over Votes,0,,,
Lake,CHRISTMAS VALLEY P-13,State House,55,REP,Over Votes,0,,,
Lake,FORT ROCK P-14,State House,55,REP,Over Votes,1,,,
Lake,VALLEY FALLS P-18,State House,55,REP,Over Votes,0,,,
Lake,SILVER LAKE P-1,State House,55,REP,Under Votes,12,,,
Lake,SUMMER LAKE P-2,State House,55,REP,Under Votes,8,,,
Lake,PAISLEY P-3,State House,55,REP,Under Votes,24,,,
Lake,CROOKED CREEK P-4,State House,55,REP,Under Votes,1,,,
Lake,CHRISTMAS VALLEY P-13,State House,55,REP,Under Votes,50,,,
Lake,FORT ROCK P-14,State House,55,REP,Under Votes,19,,,
Lake,VALLEY FALLS P-18,State House,55,REP,Under Votes,5,,,
Lake,CROOKED CREEK P-4,State House,56,REP,Tracey Liskey,18,,,
Lake,NORTH LAKEVIEW P-7,State House,56,REP,Tracey Liskey,31,,,
Lake,SOUTH LAKEVIEW P-8,State House,56,REP,Tracey Liskey,49,,,
Lake,FREMONT P-9,State House,56,REP,Tracey Liskey,53,,,
Lake,GOOSE LAKE P-10,State House,56,REP,Tracey Liskey,46,,,
Lake,COGSWELL CREEK P-11,State House,56,REP,Tracey Liskey,36,,,
Lake,THOM. CRK. WESTSIDE P-12,State House,56,REP,Tracey Liskey,93,,,
Lake,WEST LAKEVIEW P-15,State House,56,REP,Tracey Liskey,23,,,
Lake,NO. CENTRAL LKVW. P-20,State House,56,REP,Tracey Liskey,29,,,
Lake,SO. CENTRAL LKVW. P-21,State House,56,REP,Tracey Liskey,47,,,
Lake,CROOKED CREEK P-4,State House,56,REP,Gail Whitsett,25,,,
Lake,NORTH LAKEVIEW P-7,State House,56,REP,Gail Whitsett,41,,,
Lake,SOUTH LAKEVIEW P-8,State House,56,REP,Gail Whitsett,43,,,
Lake,FREMONT P-9,State House,56,REP,Gail Whitsett,55,,,
Lake,GOOSE LAKE P-10,State House,56,REP,Gail Whitsett,55,,,
Lake,COGSWELL CREEK P-11,State House,56,REP,Gail Whitsett,44,,,
Lake,THOM. CRK. WESTSIDE P-12,State House,56,REP,Gail Whitsett,108,,,
Lake,WEST LAKEVIEW P-15,State House,56,REP,Gail Whitsett,37,,,
Lake,NO. CENTRAL LKVW. P-20,State House,56,REP,Gail Whitsett,50,,,
Lake,SO. CENTRAL LKVW. P-21,State House,56,REP,Gail Whitsett,41,,,
Lake,CROOKED CREEK P-4,State House,56,REP,Write-ins,0,,,
Lake,NORTH LAKEVIEW P-7,State House,56,REP,Write-ins,0,,,
Lake,SOUTH LAKEVIEW P-8,State House,56,REP,Write-ins,0,,,
Lake,FREMONT P-9,State House,56,REP,Write-ins,0,,,
Lake,GOOSE LAKE P-10,State House,56,REP,Write-ins,0,,,
Lake,COGSWELL CREEK P-11,State House,56,REP,Write-ins,0,,,
Lake,THOM. CRK. WESTSIDE P-12,State House,56,REP,Write-ins,0,,,
Lake,WEST LAKEVIEW P-15,State House,56,REP,Write-ins,0,,,
Lake,NO. CENTRAL LKVW. P-20,State House,56,REP,Write-ins,0,,,
Lake,SO. CENTRAL LKVW. P-21,State House,56,REP,Write-ins,0,,,
Lake,CROOKED CREEK P-4,State House,56,REP,Over Votes,1,,,
Lake,NORTH LAKEVIEW P-7,State House,56,REP,Over Votes,0,,,
Lake,SOUTH LAKEVIEW P-8,State House,56,REP,Over Votes,0,,,
Lake,FREMONT P-9,State House,56,REP,Over Votes,0,,,
Lake,GOOSE LAKE P-10,State House,56,REP,Over Votes,0,,,
Lake,COGSWELL CREEK P-11,State House,56,REP,Over Votes,0,,,
Lake,THOM. CRK. WESTSIDE P-12,State House,56,REP,Over Votes,1,,,
Lake,WEST LAKEVIEW P-15,State House,56,REP,Over Votes,0,,,
Lake,NO. CENTRAL LKVW. P-20,State House,56,REP,Over Votes,1,,,
Lake,SO. CENTRAL LKVW. P-21,State House,56,REP,Over Votes,0,,,
Lake,CROOKED CREEK P-4,State House,56,REP,Under Votes,15,,,
Lake,NORTH LAKEVIEW P-7,State House,56,REP,Under Votes,10,,,
Lake,SOUTH LAKEVIEW P-8,State House,56,REP,Under Votes,20,,,
Lake,FREMONT P-9,State House,56,REP,Under Votes,13,,,
Lake,GOOSE LAKE P-10,State House,56,REP,Under Votes,9,,,
Lake,COGSWELL CREEK P-11,State House,56,REP,Under Votes,13,,,
Lake,THOM. CRK. WESTSIDE P-12,State House,56,REP,Under Votes,30,,,
Lake,WEST LAKEVIEW P-15,State House,56,REP,Under Votes,5,,,
Lake,NO. CENTRAL LKVW. P-20,State House,56,REP,Under Votes,5,,,
Lake,SO. CENTRAL LKVW. P-21,State House,56,REP,Under Votes,11,,,
Lake,CROOKED CREEK P-4,State Senate,30,REP,Ted Ferrioli,35,,,
Lake,NORTH WARNER P-5,State Senate,30,REP,Ted Ferrioli,14,,,
Lake,SOUTH WARNER P-6,State Senate,30,REP,Ted Ferrioli,19,,,
Lake,COGSWELL CREEK P-11,State Senate,30,REP,Ted Ferrioli,21,,,
Lake,NEW PINE CREEK P-16,State Senate,30,REP,Ted Ferrioli,21,,,
Lake,VALLEY FALLS P-18,State Senate,30,REP,Ted Ferrioli,2,,,
Lake,CROOKED CREEK P-4,State Senate,30,REP,Write-ins,0,,,
Lake,NORTH WARNER P-5,State Senate,30,REP,Write-ins,0,,,
Lake,SOUTH WARNER P-6,State Senate,30,REP,Write-ins,0,,,
Lake,COGSWELL CREEK P-11,State Senate,30,REP,Write-ins,0,,,
Lake,NEW PINE CREEK P-16,State Senate,30,REP,Write-ins,0,,,
Lake,VALLEY FALLS P-18,State Senate,30,REP,Write-ins,0,,,
Lake,CROOKED CREEK P-4,State Senate,30,REP,Over Votes,0,,,
Lake,NORTH WARNER P-5,State Senate,30,REP,Over Votes,1,,,
Lake,SOUTH WARNER P-6,State Senate,30,REP,Over Votes,0,,,
Lake,COGSWELL CREEK P-11,State Senate,30,REP,Over Votes,0,,,
Lake,NEW PINE CREEK P-16,State Senate,30,REP,Over Votes,0,,,
Lake,VALLEY FALLS P-18,State Senate,30,REP,Over Votes,0,,,
Lake,CROOKED CREEK P-4,State Senate,30,REP,Under Votes,25,,,
Lake,NORTH WARNER P-5,State Senate,30,REP,Under Votes,10,,,
Lake,SOUTH WARNER P-6,State Senate,30,REP,Under Votes,10,,,
Lake,COGSWELL CREEK P-11,State Senate,30,REP,Under Votes,14,,,
Lake,NEW PINE CREEK P-16,State Senate,30,REP,Under Votes,15,,,
Lake,VALLEY FALLS P-18,State Senate,30,REP,Under Votes,1,,,
Lake,CROOKED CREEK P-4,State House,60,REP,Cliff Bentz,33,,,
Lake,NORTH WARNER P-5,State House,60,REP,Cliff Bentz,15,,,
Lake,SOUTH WARNER P-6,State House,60,REP,Cliff Bentz,24,,,
Lake,COGSWELL CREEK P-11,State House,60,REP,Cliff Bentz,16,,,
Lake,NEW PINE CREEK P-16,State House,60,REP,Cliff Bentz,21,,,
Lake,VALLEY FALLS P-18,State House,60,REP,Cliff Bentz,2,,,
Lake,CROOKED CREEK P-4,State House,60,REP,Write-ins,0,,,
Lake,NORTH WARNER P-5,State House,60,REP,Write-ins,0,,,
Lake,SOUTH WARNER P-6,State House,60,REP,Write-ins,0,,,
Lake,COGSWELL CREEK P-11,State House,60,REP,Write-ins,2,,,
Lake,NEW PINE CREEK P-16,State House,60,REP,Write-ins,0,,,
Lake,VALLEY FALLS P-18,State House,60,REP,Write-ins,0,,,
Lake,CROOKED CREEK P-4,State House,60,REP,Over Votes,0,,,
Lake,NORTH WARNER P-5,State House,60,REP,Over Votes,1,,,
Lake,SOUTH WARNER P-6,State House,60,REP,Over Votes,0,,,
Lake,COGSWELL CREEK P-11,State House,60,REP,Over Votes,0,,,
Lake,NEW PINE CREEK P-16,State House,60,REP,Over Votes,0,,,
Lake,VALLEY FALLS P-18,State House,60,REP,Over Votes,0,,,
Lake,CROOKED CREEK P-4,State House,60,REP,Under Votes,27,,,
Lake,NORTH WARNER P-5,State House,60,REP,Under Votes,9,,,
Lake,SOUTH WARNER P-6,State House,60,REP,Under Votes,5,,,
Lake,COGSWELL CREEK P-11,State House,60,REP,Under Votes,17,,,
Lake,NEW PINE CREEK P-16,State House,60,REP,Under Votes,15,,,
Lake,VALLEY FALLS P-18,State House,60,REP,Under Votes,1,,,
