precinct,office,district,party,candidate,votes
0027 27,State Senate,28,R,Write-ins,3
0028 28,State Senate,28,R,Write-ins,0
0029 29,State Senate,28,R,Write-ins,0
0030 30,State Senate,28,R,Write-ins,0
0031 31,State Senate,28,R,Write-ins,0
0032 32,State Senate,28,R,Write-ins,0
0033 33,State Senate,28,R,Write-ins,0
0034 34,State Senate,28,R,Write-ins,0
0035 35,State Senate,28,R,Write-ins,0
0036 36,State Senate,28,R,Write-ins,0
0037 37,State Senate,28,R,Write-ins,0
0038 38,State Senate,28,R,Write-ins,0
0039 39,State Senate,28,R,Write-ins,0
0040 40,State Senate,28,R,Write-ins,0
0041 41,State Senate,28,R,Write-ins,0
0042 42,State Senate,28,R,Write-ins,0
0043 43,State Senate,28,R,Write-ins,0
0001 1,State House,55,R,Mike McLane,186
0002 2,State House,55,R,Mike McLane,13
0003 3,State House,55,R,Mike McLane,214
0004 4,State House,55,R,Mike McLane,183
0005 5,State House,55,R,Mike McLane,20
0006 6,State House,55,R,Mike McLane,58
0001 1,State House,55,R,Write-ins,2
0002 2,State House,55,R,Write-ins,0
0003 3,State House,55,R,Write-ins,5
0004 4,State House,55,R,Write-ins,1
0005 5,State House,55,R,Write-ins,0
0006 6,State House,55,R,Write-ins,2
0007 7,State House,56,R,Tracey Liskey,216
0008 8,State House,56,R,Tracey Liskey,67
0009 9,State House,56,R,Tracey Liskey,76
0010 10,State House,56,R,Tracey Liskey,111
0011 11,State House,56,R,Tracey Liskey,177
0012 12,State House,56,R,Tracey Liskey,151
0013 13,State House,56,R,Tracey Liskey,285
0014 14,State House,56,R,Tracey Liskey,16
0015 15,State House,56,R,Tracey Liskey,220
0016 16,State House,56,R,Tracey Liskey,59
0017 17,State House,56,R,Tracey Liskey,63
0018 18,State House,56,R,Tracey Liskey,184
0019 19,State House,56,R,Tracey Liskey,19
0020 20,State House,56,R,Tracey Liskey,75
0021 21,State House,56,R,Tracey Liskey,258
0022 22,State House,56,R,Tracey Liskey,52
0023 23,State House,56,R,Tracey Liskey,229
0024 24,State House,56,R,Tracey Liskey,73
0025 25,State House,56,R,Tracey Liskey,125
0026 26,State House,56,R,Tracey Liskey,166
0027 27,State House,56,R,Tracey Liskey,260
0028 28,State House,56,R,Tracey Liskey,29
0029 29,State House,56,R,Tracey Liskey,163
0030 30,State House,56,R,Tracey Liskey,155
0031 31,State House,56,R,Tracey Liskey,170
0032 32,State House,56,R,Tracey Liskey,53
0033 33,State House,56,R,Tracey Liskey,30
0034 34,State House,56,R,Tracey Liskey,73
0035 35,State House,56,R,Tracey Liskey,21
0036 36,State House,56,R,Tracey Liskey,62
0037 37,State House,56,R,Tracey Liskey,104
0038 38,State House,56,R,Tracey Liskey,39
0039 39,State House,56,R,Tracey Liskey,4
0040 40,State House,56,R,Tracey Liskey,56
0041 41,State House,56,R,Tracey Liskey,103
0042 42,State House,56,R,Tracey Liskey,40
0043 43,State House,56,R,Tracey Liskey,47
0007 7,State House,56,R,Gail Whitsett,262
0008 8,State House,56,R,Gail Whitsett,109
0009 9,State House,56,R,Gail Whitsett,152
0010 10,State House,56,R,Gail Whitsett,137
0011 11,State House,56,R,Gail Whitsett,227
0012 12,State House,56,R,Gail Whitsett,179
0013 13,State House,56,R,Gail Whitsett,529
0014 14,State House,56,R,Gail Whitsett,39
0015 15,State House,56,R,Gail Whitsett,154
0016 16,State House,56,R,Gail Whitsett,14
0017 17,State House,56,R,Gail Whitsett,25
0018 18,State House,56,R,Gail Whitsett,197
0019 19,State House,56,R,Gail Whitsett,12
0020 20,State House,56,R,Gail Whitsett,99
0021 21,State House,56,R,Gail Whitsett,311
0022 22,State House,56,R,Gail Whitsett,58
0023 23,State House,56,R,Gail Whitsett,231
0024 24,State House,56,R,Gail Whitsett,86
0025 25,State House,56,R,Gail Whitsett,128
0026 26,State House,56,R,Gail Whitsett,208
0027 27,State House,56,R,Gail Whitsett,247
0028 28,State House,56,R,Gail Whitsett,56
0029 29,State House,56,R,Gail Whitsett,139
0030 30,State House,56,R,Gail Whitsett,114
0031 31,State House,56,R,Gail Whitsett,168
0032 32,State House,56,R,Gail Whitsett,39
0033 33,State House,56,R,Gail Whitsett,13
0034 34,State House,56,R,Gail Whitsett,76
0035 35,State House,56,R,Gail Whitsett,25
0036 36,State House,56,R,Gail Whitsett,60
0037 37,State House,56,R,Gail Whitsett,98
0038 38,State House,56,R,Gail Whitsett,23
0039 39,State House,56,R,Gail Whitsett,11
0040 40,State House,56,R,Gail Whitsett,35
0041 41,State House,56,R,Gail Whitsett,114
0042 42,State House,56,R,Gail Whitsett,50
0043 43,State House,56,R,Gail Whitsett,47
0007 7,State House,56,R,Write-ins,2
0008 8,State House,56,R,Write-ins,0
0009 9,State House,56,R,Write-ins,1
0010 10,State House,56,R,Write-ins,0
0011 11,State House,56,R,Write-ins,1
0012 12,State House,56,R,Write-ins,0
0013 13,State House,56,R,Write-ins,0
0014 14,State House,56,R,Write-ins,0
0015 15,State House,56,R,Write-ins,0
0016 16,State House,56,R,Write-ins,0
0017 17,State House,56,R,Write-ins,0
0018 18,State House,56,R,Write-ins,0
0019 19,State House,56,R,Write-ins,1
0020 20,State House,56,R,Write-ins,0
0021 21,State House,56,R,Write-ins,0
0022 22,State House,56,R,Write-ins,0
0023 23,State House,56,R,Write-ins,0
0024 24,State House,56,R,Write-ins,0
0025 25,State House,56,R,Write-ins,1
0026 26,State House,56,R,Write-ins,0
0027 27,State House,56,R,Write-ins,2
0028 28,State House,56,R,Write-ins,0
0029 29,State House,56,R,Write-ins,0
0030 30,State House,56,R,Write-ins,0
0031 31,State House,56,R,Write-ins,0
0032 32,State House,56,R,Write-ins,1
0033 33,State House,56,R,Write-ins,0
0034 34,State House,56,R,Write-ins,0
0035 35,State House,56,R,Write-ins,0
0036 36,State House,56,R,Write-ins,0
0037 37,State House,56,R,Write-ins,0
0038 38,State House,56,R,Write-ins,0
0039 39,State House,56,R,Write-ins,0
0040 40,State House,56,R,Write-ins,0
0041 41,State House,56,R,Write-ins,0
0042 42,State House,56,R,Write-ins,0
0043 43,State House,56,R,Write-ins,0
