precinct,office,district,party,candidate,votes
0027 27,Secretary of State,,D,Kate Brown,128
0028 28,Secretary of State,,D,Kate Brown,30
0029 29,Secretary of State,,D,Kate Brown,73
0030 30,Secretary of State,,D,Kate Brown,106
0031 31,Secretary of State,,D,Kate Brown,118
0032 32,Secretary of State,,D,Kate Brown,31
0033 33,Secretary of State,,D,Kate Brown,17
0034 34,Secretary of State,,D,Kate Brown,61
0035 35,Secretary of State,,D,Kate Brown,17
0036 36,Secretary of State,,D,Kate Brown,72
0037 37,Secretary of State,,D,Kate Brown,114
0038 38,Secretary of State,,D,Kate Brown,34
0039 39,Secretary of State,,D,Kate Brown,12
0040 40,Secretary of State,,D,Kate Brown,48
0041 41,Secretary of State,,D,Kate Brown,74
0042 42,Secretary of State,,D,Kate Brown,25
0043 43,Secretary of State,,D,Kate Brown,46
0001 1,Secretary of State,,D,Paul Damian Wells,28
0002 2,Secretary of State,,D,Paul Damian Wells,1
0003 3,Secretary of State,,D,Paul Damian Wells,23
0004 4,Secretary of State,,D,Paul Damian Wells,10
0005 5,Secretary of State,,D,Paul Damian Wells,5
0006 6,Secretary of State,,D,Paul Damian Wells,18
0007 7,Secretary of State,,D,Paul Damian Wells,27
0008 8,Secretary of State,,D,Paul Damian Wells,14
0009 9,Secretary of State,,D,Paul Damian Wells,8
0010 10,Secretary of State,,D,Paul Damian Wells,2
0011 11,Secretary of State,,D,Paul Damian Wells,20
0012 12,Secretary of State,,D,Paul Damian Wells,4
0013 13,Secretary of State,,D,Paul Damian Wells,31
0014 14,Secretary of State,,D,Paul Damian Wells,6
0015 15,Secretary of State,,D,Paul Damian Wells,9
0016 16,Secretary of State,,D,Paul Damian Wells,2
0017 17,Secretary of State,,D,Paul Damian Wells,5
0018 18,Secretary of State,,D,Paul Damian Wells,19
0019 19,Secretary of State,,D,Paul Damian Wells,3
0020 20,Secretary of State,,D,Paul Damian Wells,24
0021 21,Secretary of State,,D,Paul Damian Wells,34
0022 22,Secretary of State,,D,Paul Damian Wells,10
0023 23,Secretary of State,,D,Paul Damian Wells,38
0024 24,Secretary of State,,D,Paul Damian Wells,9
0025 25,Secretary of State,,D,Paul Damian Wells,22
0026 26,Secretary of State,,D,Paul Damian Wells,18
0027 27,Secretary of State,,D,Paul Damian Wells,34
0028 28,Secretary of State,,D,Paul Damian Wells,8
0029 29,Secretary of State,,D,Paul Damian Wells,15
0030 30,Secretary of State,,D,Paul Damian Wells,20
0031 31,Secretary of State,,D,Paul Damian Wells,14
0032 32,Secretary of State,,D,Paul Damian Wells,1
0033 33,Secretary of State,,D,Paul Damian Wells,2
0034 34,Secretary of State,,D,Paul Damian Wells,17
0035 35,Secretary of State,,D,Paul Damian Wells,1
0036 36,Secretary of State,,D,Paul Damian Wells,5
0037 37,Secretary of State,,D,Paul Damian Wells,7
0038 38,Secretary of State,,D,Paul Damian Wells,9
0039 39,Secretary of State,,D,Paul Damian Wells,5
0040 40,Secretary of State,,D,Paul Damian Wells,14
0041 41,Secretary of State,,D,Paul Damian Wells,8
0042 42,Secretary of State,,D,Paul Damian Wells,9
0043 43,Secretary of State,,D,Paul Damian Wells,2
0001 1,Secretary of State,,D,Write-ins,3
0002 2,Secretary of State,,D,Write-ins,0
0003 3,Secretary of State,,D,Write-ins,2
0004 4,Secretary of State,,D,Write-ins,4
0005 5,Secretary of State,,D,Write-ins,0
0006 6,Secretary of State,,D,Write-ins,2
0007 7,Secretary of State,,D,Write-ins,3
0008 8,Secretary of State,,D,Write-ins,4
0009 9,Secretary of State,,D,Write-ins,1
0010 10,Secretary of State,,D,Write-ins,0
0011 11,Secretary of State,,D,Write-ins,1
0012 12,Secretary of State,,D,Write-ins,0
0013 13,Secretary of State,,D,Write-ins,2
0014 14,Secretary of State,,D,Write-ins,0
0015 15,Secretary of State,,D,Write-ins,1
0016 16,Secretary of State,,D,Write-ins,0
0017 17,Secretary of State,,D,Write-ins,1
0018 18,Secretary of State,,D,Write-ins,2
0019 19,Secretary of State,,D,Write-ins,0
0020 20,Secretary of State,,D,Write-ins,0
0021 21,Secretary of State,,D,Write-ins,0
0022 22,Secretary of State,,D,Write-ins,0
0023 23,Secretary of State,,D,Write-ins,5
0024 24,Secretary of State,,D,Write-ins,2
0025 25,Secretary of State,,D,Write-ins,2
0026 26,Secretary of State,,D,Write-ins,3
0027 27,Secretary of State,,D,Write-ins,5
0028 28,Secretary of State,,D,Write-ins,1
0029 29,Secretary of State,,D,Write-ins,1
0030 30,Secretary of State,,D,Write-ins,0
0031 31,Secretary of State,,D,Write-ins,0
0032 32,Secretary of State,,D,Write-ins,0
0033 33,Secretary of State,,D,Write-ins,0
0034 34,Secretary of State,,D,Write-ins,1
0035 35,Secretary of State,,D,Write-ins,0
0036 36,Secretary of State,,D,Write-ins,0
0037 37,Secretary of State,,D,Write-ins,2
0038 38,Secretary of State,,D,Write-ins,0
0039 39,Secretary of State,,D,Write-ins,0
0040 40,Secretary of State,,D,Write-ins,0
0041 41,Secretary of State,,D,Write-ins,0
0042 42,Secretary of State,,D,Write-ins,0
0043 43,Secretary of State,,D,Write-ins,0
0001 1,State Treasurer,,D,Ted Wheeler,125
0002 2,State Treasurer,,D,Ted Wheeler,9
0003 3,State Treasurer,,D,Ted Wheeler,119
0004 4,State Treasurer,,D,Ted Wheeler,71
0005 5,State Treasurer,,D,Ted Wheeler,30
0006 6,State Treasurer,,D,Ted Wheeler,37
0007 7,State Treasurer,,D,Ted Wheeler,127
0008 8,State Treasurer,,D,Ted Wheeler,43
0009 9,State Treasurer,,D,Ted Wheeler,31
0010 10,State Treasurer,,D,Ted Wheeler,58
0011 11,State Treasurer,,D,Ted Wheeler,91
0012 12,State Treasurer,,D,Ted Wheeler,56
0013 13,State Treasurer,,D,Ted Wheeler,109
0014 14,State Treasurer,,D,Ted Wheeler,13
0015 15,State Treasurer,,D,Ted Wheeler,38
0016 16,State Treasurer,,D,Ted Wheeler,11
0017 17,State Treasurer,,D,Ted Wheeler,21
0018 18,State Treasurer,,D,Ted Wheeler,83
0019 19,State Treasurer,,D,Ted Wheeler,20
0020 20,State Treasurer,,D,Ted Wheeler,68
0021 21,State Treasurer,,D,Ted Wheeler,200
0022 22,State Treasurer,,D,Ted Wheeler,31
0023 23,State Treasurer,,D,Ted Wheeler,171
0024 24,State Treasurer,,D,Ted Wheeler,41
0025 25,State Treasurer,,D,Ted Wheeler,81
0026 26,State Treasurer,,D,Ted Wheeler,94
0027 27,State Treasurer,,D,Ted Wheeler,151
0028 28,State Treasurer,,D,Ted Wheeler,30
0029 29,State Treasurer,,D,Ted Wheeler,74
0030 30,State Treasurer,,D,Ted Wheeler,99
0031 31,State Treasurer,,D,Ted Wheeler,123
0032 32,State Treasurer,,D,Ted Wheeler,26
0033 33,State Treasurer,,D,Ted Wheeler,16
0034 34,State Treasurer,,D,Ted Wheeler,70
0035 35,State Treasurer,,D,Ted Wheeler,17
0036 36,State Treasurer,,D,Ted Wheeler,65
0037 37,State Treasurer,,D,Ted Wheeler,104
0038 38,State Treasurer,,D,Ted Wheeler,30
0039 39,State Treasurer,,D,Ted Wheeler,12
0040 40,State Treasurer,,D,Ted Wheeler,55
0041 41,State Treasurer,,D,Ted Wheeler,76
0042 42,State Treasurer,,D,Ted Wheeler,33
0043 43,State Treasurer,,D,Ted Wheeler,43
0001 1,State Treasurer,,D,Write-ins,0
0002 2,State Treasurer,,D,Write-ins,0
0003 3,State Treasurer,,D,Write-ins,2
0004 4,State Treasurer,,D,Write-ins,2
0005 5,State Treasurer,,D,Write-ins,0
0006 6,State Treasurer,,D,Write-ins,1
0007 7,State Treasurer,,D,Write-ins,1
0008 8,State Treasurer,,D,Write-ins,0
0009 9,State Treasurer,,D,Write-ins,1
0010 10,State Treasurer,,D,Write-ins,0
0011 11,State Treasurer,,D,Write-ins,0
0012 12,State Treasurer,,D,Write-ins,0
0013 13,State Treasurer,,D,Write-ins,1
0014 14,State Treasurer,,D,Write-ins,0
0015 15,State Treasurer,,D,Write-ins,0
0016 16,State Treasurer,,D,Write-ins,0
0017 17,State Treasurer,,D,Write-ins,0
0018 18,State Treasurer,,D,Write-ins,0
0019 19,State Treasurer,,D,Write-ins,0
0020 20,State Treasurer,,D,Write-ins,0
0021 21,State Treasurer,,D,Write-ins,1
0022 22,State Treasurer,,D,Write-ins,0
0023 23,State Treasurer,,D,Write-ins,0
0024 24,State Treasurer,,D,Write-ins,1
0025 25,State Treasurer,,D,Write-ins,0
0026 26,State Treasurer,,D,Write-ins,1
0027 27,State Treasurer,,D,Write-ins,0
0028 28,State Treasurer,,D,Write-ins,2
0029 29,State Treasurer,,D,Write-ins,1
0030 30,State Treasurer,,D,Write-ins,0
0031 31,State Treasurer,,D,Write-ins,0
0032 32,State Treasurer,,D,Write-ins,0
0033 33,State Treasurer,,D,Write-ins,0
0034 34,State Treasurer,,D,Write-ins,0
0035 35,State Treasurer,,D,Write-ins,0
0036 36,State Treasurer,,D,Write-ins,0
0037 37,State Treasurer,,D,Write-ins,1
0038 38,State Treasurer,,D,Write-ins,0
0039 39,State Treasurer,,D,Write-ins,0
0040 40,State Treasurer,,D,Write-ins,0
0041 41,State Treasurer,,D,Write-ins,1
0042 42,State Treasurer,,D,Write-ins,0
0043 43,State Treasurer,,D,Write-ins,0
0001 1,Attorney General,,D,Dwight Holton,60
0002 2,Attorney General,,D,Dwight Holton,4
0003 3,Attorney General,,D,Dwight Holton,50
0004 4,Attorney General,,D,Dwight Holton,31
0005 5,Attorney General,,D,Dwight Holton,16
0006 6,Attorney General,,D,Dwight Holton,22
0007 7,Attorney General,,D,Dwight Holton,47
0008 8,Attorney General,,D,Dwight Holton,27
0009 9,Attorney General,,D,Dwight Holton,23
0010 10,Attorney General,,D,Dwight Holton,34
0011 11,Attorney General,,D,Dwight Holton,51
0012 12,Attorney General,,D,Dwight Holton,21
0013 13,Attorney General,,D,Dwight Holton,62
0014 14,Attorney General,,D,Dwight Holton,9
0015 15,Attorney General,,D,Dwight Holton,23
0016 16,Attorney General,,D,Dwight Holton,2
0017 17,Attorney General,,D,Dwight Holton,13
0018 18,Attorney General,,D,Dwight Holton,47
0019 19,Attorney General,,D,Dwight Holton,11
0020 20,Attorney General,,D,Dwight Holton,43
0021 21,Attorney General,,D,Dwight Holton,105
0022 22,Attorney General,,D,Dwight Holton,22
0023 23,Attorney General,,D,Dwight Holton,97
0024 24,Attorney General,,D,Dwight Holton,27
0025 25,Attorney General,,D,Dwight Holton,59
0026 26,Attorney General,,D,Dwight Holton,52
0027 27,Attorney General,,D,Dwight Holton,84
0028 28,Attorney General,,D,Dwight Holton,24
0029 29,Attorney General,,D,Dwight Holton,40
0030 30,Attorney General,,D,Dwight Holton,49
0031 31,Attorney General,,D,Dwight Holton,61
0032 32,Attorney General,,D,Dwight Holton,7
0033 33,Attorney General,,D,Dwight Holton,3
0034 34,Attorney General,,D,Dwight Holton,37
0035 35,Attorney General,,D,Dwight Holton,8
0036 36,Attorney General,,D,Dwight Holton,26
0037 37,Attorney General,,D,Dwight Holton,42
0038 38,Attorney General,,D,Dwight Holton,17
0039 39,Attorney General,,D,Dwight Holton,9
0040 40,Attorney General,,D,Dwight Holton,31
0041 41,Attorney General,,D,Dwight Holton,29
0042 42,Attorney General,,D,Dwight Holton,19
0043 43,Attorney General,,D,Dwight Holton,14
0001 1,Attorney General,,D,Ellen Rosenblum,80
0002 2,Attorney General,,D,Ellen Rosenblum,6
0003 3,Attorney General,,D,Ellen Rosenblum,90
0004 4,Attorney General,,D,Ellen Rosenblum,55
0005 5,Attorney General,,D,Ellen Rosenblum,17
0006 6,Attorney General,,D,Ellen Rosenblum,22
0007 7,Attorney General,,D,Ellen Rosenblum,98
0008 8,Attorney General,,D,Ellen Rosenblum,25
0009 9,Attorney General,,D,Ellen Rosenblum,17
0010 10,Attorney General,,D,Ellen Rosenblum,34
0011 11,Attorney General,,D,Ellen Rosenblum,58
0012 12,Attorney General,,D,Ellen Rosenblum,41
0013 13,Attorney General,,D,Ellen Rosenblum,70
0014 14,Attorney General,,D,Ellen Rosenblum,9
0015 15,Attorney General,,D,Ellen Rosenblum,21
0016 16,Attorney General,,D,Ellen Rosenblum,9
0017 17,Attorney General,,D,Ellen Rosenblum,10
0018 18,Attorney General,,D,Ellen Rosenblum,41
0019 19,Attorney General,,D,Ellen Rosenblum,12
0020 20,Attorney General,,D,Ellen Rosenblum,41
0021 21,Attorney General,,D,Ellen Rosenblum,132
0022 22,Attorney General,,D,Ellen Rosenblum,16
0023 23,Attorney General,,D,Ellen Rosenblum,97
0024 24,Attorney General,,D,Ellen Rosenblum,21
0025 25,Attorney General,,D,Ellen Rosenblum,47
0026 26,Attorney General,,D,Ellen Rosenblum,60
0027 27,Attorney General,,D,Ellen Rosenblum,86
0028 28,Attorney General,,D,Ellen Rosenblum,17
0029 29,Attorney General,,D,Ellen Rosenblum,49
0030 30,Attorney General,,D,Ellen Rosenblum,71
0031 31,Attorney General,,D,Ellen Rosenblum,71
0032 32,Attorney General,,D,Ellen Rosenblum,23
0033 33,Attorney General,,D,Ellen Rosenblum,15
0034 34,Attorney General,,D,Ellen Rosenblum,36
0035 35,Attorney General,,D,Ellen Rosenblum,10
0036 36,Attorney General,,D,Ellen Rosenblum,52
0037 37,Attorney General,,D,Ellen Rosenblum,79
0038 38,Attorney General,,D,Ellen Rosenblum,25
0039 39,Attorney General,,D,Ellen Rosenblum,7
0040 40,Attorney General,,D,Ellen Rosenblum,31
0041 41,Attorney General,,D,Ellen Rosenblum,55
0042 42,Attorney General,,D,Ellen Rosenblum,17
0043 43,Attorney General,,D,Ellen Rosenblum,32
0001 1,Attorney General,,D,Write-ins,0
0002 2,Attorney General,,D,Write-ins,0
0003 3,Attorney General,,D,Write-ins,0
0004 4,Attorney General,,D,Write-ins,2
0005 5,Attorney General,,D,Write-ins,0
0006 6,Attorney General,,D,Write-ins,0
0007 7,Attorney General,,D,Write-ins,1
0008 8,Attorney General,,D,Write-ins,0
0009 9,Attorney General,,D,Write-ins,0
0010 10,Attorney General,,D,Write-ins,0
0011 11,Attorney General,,D,Write-ins,0
0012 12,Attorney General,,D,Write-ins,0
0013 13,Attorney General,,D,Write-ins,1
0014 14,Attorney General,,D,Write-ins,0
0015 15,Attorney General,,D,Write-ins,1
0016 16,Attorney General,,D,Write-ins,0
0017 17,Attorney General,,D,Write-ins,0
0018 18,Attorney General,,D,Write-ins,0
0019 19,Attorney General,,D,Write-ins,0
0020 20,Attorney General,,D,Write-ins,0
0021 21,Attorney General,,D,Write-ins,0
0022 22,Attorney General,,D,Write-ins,0
0023 23,Attorney General,,D,Write-ins,0
0024 24,Attorney General,,D,Write-ins,1
0025 25,Attorney General,,D,Write-ins,0
0026 26,Attorney General,,D,Write-ins,0
0027 27,Attorney General,,D,Write-ins,1
0028 28,Attorney General,,D,Write-ins,1
0029 29,Attorney General,,D,Write-ins,0
0030 30,Attorney General,,D,Write-ins,0
0031 31,Attorney General,,D,Write-ins,0
0032 32,Attorney General,,D,Write-ins,0
0033 33,Attorney General,,D,Write-ins,0
0034 34,Attorney General,,D,Write-ins,1
0035 35,Attorney General,,D,Write-ins,0
0036 36,Attorney General,,D,Write-ins,0
0037 37,Attorney General,,D,Write-ins,1
0038 38,Attorney General,,D,Write-ins,0
0039 39,Attorney General,,D,Write-ins,0
0040 40,Attorney General,,D,Write-ins,0
0041 41,Attorney General,,D,Write-ins,1
0042 42,Attorney General,,D,Write-ins,0
0043 43,Attorney General,,D,Write-ins,0
0001 1,State Senate,28,D,Write-ins,7
0002 2,State Senate,28,D,Write-ins,0
0003 3,State Senate,28,D,Write-ins,8
0004 4,State Senate,28,D,Write-ins,11
0005 5,State Senate,28,D,Write-ins,1
0006 6,State Senate,28,D,Write-ins,4
0007 7,State Senate,28,D,Write-ins,12
0008 8,State Senate,28,D,Write-ins,5
0009 9,State Senate,28,D,Write-ins,2
0010 10,State Senate,28,D,Write-ins,3
0011 11,State Senate,28,D,Write-ins,13
0012 12,State Senate,28,D,Write-ins,2
0013 13,State Senate,28,D,Write-ins,20
0014 14,State Senate,28,D,Write-ins,0
0015 15,State Senate,28,D,Write-ins,7
0016 16,State Senate,28,D,Write-ins,0
0017 17,State Senate,28,D,Write-ins,2
0018 18,State Senate,28,D,Write-ins,5
0019 19,State Senate,28,D,Write-ins,1
0020 20,State Senate,28,D,Write-ins,4
0021 21,State Senate,28,D,Write-ins,14
0022 22,State Senate,28,D,Write-ins,4
0023 23,State Senate,28,D,Write-ins,17
0024 24,State Senate,28,D,Write-ins,3
0025 25,State Senate,28,D,Write-ins,4
0026 26,State Senate,28,D,Write-ins,12
0027 27,State Senate,28,D,Write-ins,23
0028 28,State Senate,28,D,Write-ins,5
0029 29,State Senate,28,D,Write-ins,8
0030 30,State Senate,28,D,Write-ins,4
0031 31,State Senate,28,D,Write-ins,8
0032 32,State Senate,28,D,Write-ins,2
0033 33,State Senate,28,D,Write-ins,2
0034 34,State Senate,28,D,Write-ins,9
0035 35,State Senate,28,D,Write-ins,1
0036 36,State Senate,28,D,Write-ins,6
0037 37,State Senate,28,D,Write-ins,5
0038 38,State Senate,28,D,Write-ins,6
0039 39,State Senate,28,D,Write-ins,1
0040 40,State Senate,28,D,Write-ins,3
0041 41,State Senate,28,D,Write-ins,8
0042 42,State Senate,28,D,Write-ins,2
0043 43,State Senate,28,D,Write-ins,2
0001 1,State House,55,D,John Huddle,121
0002 2,State House,55,D,John Huddle,8
0003 3,State House,55,D,John Huddle,103
