county,precinct,office,district,party,candidate,votes,,,,,,,
Linn,54,U.S. House,4,LBT,Chuck Huntting,9,,,,,,,
Linn,55,U.S. House,4,LBT,Chuck Huntting,6,,,,,,,
Linn,56,U.S. House,4,LBT,Chuck Huntting,13,,,,,,,
Linn,57,U.S. House,4,LBT,Chuck Huntting,0,,,,,,,
Linn,58,U.S. House,4,LBT,Chuck Huntting,0,,,,,,,
Linn,59,U.S. House,4,LBT,Chuck Huntting,13,,,,,,,
Linn,60,U.S. House,4,LBT,Chuck Huntting,8,,,,,,,
Linn,61,U.S. House,4,LBT,Chuck Huntting,0,,,,,,,
Linn,62,U.S. House,4,LBT,Chuck Huntting,13,,,,,,,
Linn,63,U.S. House,4,LBT,Chuck Huntting,15,,,,,,,
Linn,65,U.S. House,4,LBT,Chuck Huntting,0,,,,,,,
Linn,66,U.S. House,4,LBT,Chuck Huntting,3,,,,,,,
Linn,67,U.S. House,4,LBT,Chuck Huntting,2,,,,,,,
Linn,68,U.S. House,4,LBT,Chuck Huntting,4,,,,,,,
Linn,70,U.S. House,4,LBT,Chuck Huntting,12,,,,,,,
Linn,71,U.S. House,4,LBT,Chuck Huntting,2,,,,,,,
Linn,73,U.S. House,4,LBT,Chuck Huntting,15,,,,,,,
Linn,74,U.S. House,4,LBT,Chuck Huntting,10,,,,,,,
Linn,75,U.S. House,4,LBT,Chuck Huntting,8,,,,,,,
Linn,76,U.S. House,4,LBT,Chuck Huntting,19,,,,,,,
Linn,77,U.S. House,4,LBT,Chuck Huntting,10,,,,,,,
Linn,78,U.S. House,4,LBT,Chuck Huntting,10,,,,,,,
Linn,79,U.S. House,4,LBT,Chuck Huntting,24,,,,,,,
Linn,80,U.S. House,4,LBT,Chuck Huntting,14,,,,,,,
Linn,82,U.S. House,4,LBT,Chuck Huntting,7,,,,,,,
Linn,83,U.S. House,4,LBT,Chuck Huntting,0,,,,,,,
Linn,84,U.S. House,4,LBT,Chuck Huntting,21,,,,,,,
Linn,86,U.S. House,4,LBT,Chuck Huntting,21,,,,,,,
Linn,87,U.S. House,4,LBT,Chuck Huntting,5,,,,,,,
Linn,88,U.S. House,4,LBT,Chuck Huntting,16,,,,,,,
Linn,89,U.S. House,4,LBT,Chuck Huntting,6,,,,,,,
Linn,91,U.S. House,4,LBT,Chuck Huntting,20,,,,,,,
Linn,92,U.S. House,4,LBT,Chuck Huntting,24,,,,,,,
Linn,93,U.S. House,4,LBT,Chuck Huntting,33,,,,,,,
Linn,94,U.S. House,4,LBT,Chuck Huntting,14,,,,,,,
Linn,95,U.S. House,4,LBT,Chuck Huntting,18,,,,,,,
Linn,96,U.S. House,4,LBT,Chuck Huntting,11,,,,,,,
Linn,97,U.S. House,4,LBT,Chuck Huntting,13,,,,,,,
Linn,99,U.S. House,4,LBT,Chuck Huntting,11,,,,,,,
Linn,100,U.S. House,4,LBT,Chuck Huntting,29,,,,,,,
Linn,101,U.S. House,4,LBT,Chuck Huntting,7,,,,,,,
Linn,102,U.S. House,4,LBT,Chuck Huntting,14,,,,,,,
Linn,103,U.S. House,4,LBT,Chuck Huntting,3,,,,,,,
Linn,104,U.S. House,4,LBT,Chuck Huntting,9,,,,,,,
Linn,105,U.S. House,4,LBT,Chuck Huntting,13,,,,,,,
Linn,106,U.S. House,4,LBT,Chuck Huntting,18,,,,,,,
Linn,107,U.S. House,4,LBT,Chuck Huntting,12,,,,,,,
Linn,108,U.S. House,4,LBT,Chuck Huntting,31,,,,,,,
Linn,1,U.S. House,4,REP,Art Robinson,159,,,,,,,
Linn,3,U.S. House,4,REP,Art Robinson,132,,,,,,,
Linn,5,U.S. House,4,REP,Art Robinson,204,,,,,,,
Linn,8,U.S. House,4,REP,Art Robinson,271,,,,,,,
Linn,11,U.S. House,4,REP,Art Robinson,155,,,,,,,
Linn,14,U.S. House,4,REP,Art Robinson,187,,,,,,,
Linn,15,U.S. House,4,REP,Art Robinson,73,,,,,,,
Linn,16,U.S. House,4,REP,Art Robinson,249,,,,,,,
Linn,18,U.S. House,4,REP,Art Robinson,846,,,,,,,
Linn,19,U.S. House,4,REP,Art Robinson,311,,,,,,,
Linn,20,U.S. House,4,REP,Art Robinson,246,,,,,,,
Linn,21,U.S. House,4,REP,Art Robinson,173,,,,,,,
Linn,22,U.S. House,4,REP,Art Robinson,67,,,,,,,
Linn,23,U.S. House,4,REP,Art Robinson,397,,,,,,,
Linn,25,U.S. House,4,REP,Art Robinson,319,,,,,,,
Linn,26,U.S. House,4,REP,Art Robinson,113,,,,,,,
Linn,27,U.S. House,4,REP,Art Robinson,271,,,,,,,
Linn,28,U.S. House,4,REP,Art Robinson,125,,,,,,,
Linn,29,U.S. House,4,REP,Art Robinson,785,,,,,,,
Linn,30,U.S. House,4,REP,Art Robinson,125,,,,,,,
Linn,31,U.S. House,4,REP,Art Robinson,264,,,,,,,
Linn,32,U.S. House,4,REP,Art Robinson,308,,,,,,,
Linn,33,U.S. House,4,REP,Art Robinson,17,,,,,,,
Linn,34,U.S. House,4,REP,Art Robinson,161,,,,,,,
Linn,35,U.S. House,4,REP,Art Robinson,582,,,,,,,
Linn,36,U.S. House,4,REP,Art Robinson,358,,,,,,,
Linn,37,U.S. House,4,REP,Art Robinson,368,,,,,,,
Linn,38,U.S. House,4,REP,Art Robinson,284,,,,,,,
Linn,39,U.S. House,4,REP,Art Robinson,235,,,,,,,
Linn,41,U.S. House,4,REP,Art Robinson,204,,,,,,,
Linn,42,U.S. House,4,REP,Art Robinson,290,,,,,,,
Linn,43,U.S. House,4,REP,Art Robinson,257,,,,,,,
Linn,44,U.S. House,4,REP,Art Robinson,327,,,,,,,
Linn,45,U.S. House,4,REP,Art Robinson,390,,,,,,,
Linn,46,U.S. House,4,REP,Art Robinson,478,,,,,,,
Linn,47,U.S. House,4,REP,Art Robinson,100,,,,,,,
Linn,48,U.S. House,4,REP,Art Robinson,327,,,,,,,
Linn,49,U.S. House,4,REP,Art Robinson,3,,,,,,,
Linn,50,U.S. House,4,REP,Art Robinson,236,,,,,,,
Linn,51,U.S. House,4,REP,Art Robinson,130,,,,,,,
Linn,52,U.S. House,4,REP,Art Robinson,144,,,,,,,
Linn,53,U.S. House,4,REP,Art Robinson,382,,,,,,,
Linn,54,U.S. House,4,REP,Art Robinson,198,,,,,,,
Linn,55,U.S. House,4,REP,Art Robinson,295,,,,,,,
Linn,56,U.S. House,4,REP,Art Robinson,362,,,,,,,
Linn,57,U.S. House,4,REP,Art Robinson,35,,,,,,,
Linn,58,U.S. House,4,REP,Art Robinson,30,,,,,,,
Linn,59,U.S. House,4,REP,Art Robinson,231,,,,,,,
Linn,60,U.S. House,4,REP,Art Robinson,280,,,,,,,
Linn,61,U.S. House,4,REP,Art Robinson,160,,,,,,,
Linn,62,U.S. House,4,REP,Art Robinson,350,,,,,,,
Linn,63,U.S. House,4,REP,Art Robinson,536,,,,,,,
Linn,65,U.S. House,4,REP,Art Robinson,21,,,,,,,
Linn,66,U.S. House,4,REP,Art Robinson,121,,,,,,,
Linn,67,U.S. House,4,REP,Art Robinson,229,,,,,,,
Linn,68,U.S. House,4,REP,Art Robinson,86,,,,,,,
Linn,70,U.S. House,4,REP,Art Robinson,296,,,,,,,
Linn,71,U.S. House,4,REP,Art Robinson,65,,,,,,,
Linn,73,U.S. House,4,REP,Art Robinson,385,,,,,,,
Linn,74,U.S. House,4,REP,Art Robinson,335,,,,,,,
Linn,75,U.S. House,4,REP,Art Robinson,476,,,,,,,
Linn,76,U.S. House,4,REP,Art Robinson,368,,,,,,,
Linn,77,U.S. House,4,REP,Art Robinson,198,,,,,,,
Linn,78,U.S. House,4,REP,Art Robinson,303,,,,,,,
Linn,79,U.S. House,4,REP,Art Robinson,462,,,,,,,
Linn,80,U.S. House,4,REP,Art Robinson,430,,,,,,,
Linn,82,U.S. House,4,REP,Art Robinson,174,,,,,,,
Linn,83,U.S. House,4,REP,Art Robinson,14,,,,,,,
Linn,84,U.S. House,4,REP,Art Robinson,213,,,,,,,
Linn,86,U.S. House,4,REP,Art Robinson,635,,,,,,,
Linn,87,U.S. House,4,REP,Art Robinson,201,,,,,,,
Linn,88,U.S. House,4,REP,Art Robinson,322,,,,,,,
Linn,89,U.S. House,4,REP,Art Robinson,263,,,,,,,
Linn,91,U.S. House,4,REP,Art Robinson,335,,,,,,,
Linn,92,U.S. House,4,REP,Art Robinson,542,,,,,,,
Linn,93,U.S. House,4,REP,Art Robinson,682,,,,,,,
Linn,94,U.S. House,4,REP,Art Robinson,256,,,,,,,
Linn,95,U.S. House,4,REP,Art Robinson,417,,,,,,,
Linn,96,U.S. House,4,REP,Art Robinson,314,,,,,,,
Linn,97,U.S. House,4,REP,Art Robinson,435,,,,,,,
Linn,99,U.S. House,4,REP,Art Robinson,184,,,,,,,
Linn,100,U.S. House,4,REP,Art Robinson,489,,,,,,,
Linn,101,U.S. House,4,REP,Art Robinson,216,,,,,,,
Linn,102,U.S. House,4,REP,Art Robinson,399,,,,,,,
Linn,103,U.S. House,4,REP,Art Robinson,238,,,,,,,
Linn,104,U.S. House,4,REP,Art Robinson,282,,,,,,,
Linn,105,U.S. House,4,REP,Art Robinson,179,,,,,,,
Linn,106,U.S. House,4,REP,Art Robinson,245,,,,,,,
Linn,107,U.S. House,4,REP,Art Robinson,407,,,,,,,
Linn,108,U.S. House,4,REP,Art Robinson,644,,,,,,,
Linn,1,U.S. House,4,,Write-ins,2,,,,,,,
Linn,3,U.S. House,4,,Write-ins,0,,,,,,,
Linn,5,U.S. House,4,,Write-ins,0,,,,,,,
Linn,8,U.S. House,4,,Write-ins,3,,,,,,,
Linn,11,U.S. House,4,,Write-ins,4,,,,,,,
Linn,14,U.S. House,4,,Write-ins,2,,,,,,,
Linn,15,U.S. House,4,,Write-ins,0,,,,,,,
Linn,16,U.S. House,4,,Write-ins,5,,,,,,,
Linn,18,U.S. House,4,,Write-ins,0,,,,,,,
Linn,19,U.S. House,4,,Write-ins,1,,,,,,,
Linn,20,U.S. House,4,,Write-ins,0,,,,,,,
Linn,21,U.S. House,4,,Write-ins,2,,,,,,,
Linn,22,U.S. House,4,,Write-ins,0,,,,,,,
Linn,23,U.S. House,4,,Write-ins,1,,,,,,,
Linn,25,U.S. House,4,,Write-ins,1,,,,,,,
Linn,26,U.S. House,4,,Write-ins,1,,,,,,,
Linn,27,U.S. House,4,,Write-ins,1,,,,,,,
Linn,28,U.S. House,4,,Write-ins,1,,,,,,,
Linn,29,U.S. House,4,,Write-ins,6,,,,,,,
Linn,30,U.S. House,4,,Write-ins,0,,,,,,,
Linn,31,U.S. House,4,,Write-ins,0,,,,,,,
Linn,32,U.S. House,4,,Write-ins,0,,,,,,,
Linn,33,U.S. House,4,,Write-ins,0,,,,,,,
Linn,34,U.S. House,4,,Write-ins,0,,,,,,,
Linn,35,U.S. House,4,,Write-ins,3,,,,,,,
Linn,36,U.S. House,4,,Write-ins,0,,,,,,,
Linn,37,U.S. House,4,,Write-ins,0,,,,,,,
Linn,38,U.S. House,4,,Write-ins,0,,,,,,,
Linn,39,U.S. House,4,,Write-ins,1,,,,,,,
Linn,41,U.S. House,4,,Write-ins,0,,,,,,,
Linn,42,U.S. House,4,,Write-ins,2,,,,,,,
Linn,43,U.S. House,4,,Write-ins,0,,,,,,,
Linn,44,U.S. House,4,,Write-ins,0,,,,,,,
Linn,45,U.S. House,4,,Write-ins,2,,,,,,,
Linn,46,U.S. House,4,,Write-ins,1,,,,,,,
Linn,47,U.S. House,4,,Write-ins,1,,,,,,,
Linn,48,U.S. House,4,,Write-ins,0,,,,,,,
Linn,49,U.S. House,4,,Write-ins,0,,,,,,,
Linn,50,U.S. House,4,,Write-ins,0,,,,,,,
Linn,51,U.S. House,4,,Write-ins,0,,,,,,,
Linn,52,U.S. House,4,,Write-ins,2,,,,,,,
Linn,53,U.S. House,4,,Write-ins,1,,,,,,,
Linn,54,U.S. House,4,,Write-ins,0,,,,,,,
Linn,55,U.S. House,4,,Write-ins,1,,,,,,,
Linn,56,U.S. House,4,,Write-ins,1,,,,,,,
Linn,57,U.S. House,4,,Write-ins,0,,,,,,,
Linn,58,U.S. House,4,,Write-ins,0,,,,,,,
Linn,59,U.S. House,4,,Write-ins,1,,,,,,,
Linn,60,U.S. House,4,,Write-ins,2,,,,,,,
Linn,61,U.S. House,4,,Write-ins,1,,,,,,,
Linn,62,U.S. House,4,,Write-ins,0,,,,,,,
Linn,63,U.S. House,4,,Write-ins,0,,,,,,,
Linn,65,U.S. House,4,,Write-ins,0,,,,,,,
Linn,66,U.S. House,4,,Write-ins,0,,,,,,,
Linn,67,U.S. House,4,,Write-ins,2,,,,,,,
Linn,68,U.S. House,4,,Write-ins,0,,,,,,,
Linn,70,U.S. House,4,,Write-ins,0,,,,,,,
Linn,71,U.S. House,4,,Write-ins,0,,,,,,,
Linn,73,U.S. House,4,,Write-ins,3,,,,,,,
Linn,74,U.S. House,4,,Write-ins,1,,,,,,,
Linn,75,U.S. House,4,,Write-ins,2,,,,,,,
Linn,76,U.S. House,4,,Write-ins,0,,,,,,,
Linn,77,U.S. House,4,,Write-ins,0,,,,,,,
Linn,78,U.S. House,4,,Write-ins,0,,,,,,,
Linn,79,U.S. House,4,,Write-ins,0,,,,,,,
Linn,80,U.S. House,4,,Write-ins,0,,,,,,,
Linn,82,U.S. House,4,,Write-ins,1,,,,,,,
Linn,83,U.S. House,4,,Write-ins,1,,,,,,,
Linn,84,U.S. House,4,,Write-ins,3,,,,,,,
Linn,86,U.S. House,4,,Write-ins,1,,,,,,,
Linn,87,U.S. House,4,,Write-ins,0,,,,,,,
Linn,88,U.S. House,4,,Write-ins,0,,,,,,,
Linn,89,U.S. House,4,,Write-ins,0,,,,,,,
Linn,91,U.S. House,4,,Write-ins,2,,,,,,,
Linn,92,U.S. House,4,,Write-ins,3,,,,,,,
Linn,93,U.S. House,4,,Write-ins,2,,,,,,,
Linn,94,U.S. House,4,,Write-ins,2,,,,,,,
Linn,95,U.S. House,4,,Write-ins,2,,,,,,,
Linn,96,U.S. House,4,,Write-ins,0,,,,,,,
Linn,97,U.S. House,4,,Write-ins,0,,,,,,,
Linn,99,U.S. House,4,,Write-ins,0,,,,,,,
Linn,100,U.S. House,4,,Write-ins,1,,,,,,,
Linn,101,U.S. House,4,,Write-ins,1,,,,,,,
Linn,102,U.S. House,4,,Write-ins,2,,,,,,,
Linn,103,U.S. House,4,,Write-ins,0,,,,,,,
Linn,104,U.S. House,4,,Write-ins,1,,,,,,,
Linn,105,U.S. House,4,,Write-ins,0,,,,,,,
Linn,106,U.S. House,4,,Write-ins,0,,,,,,,
Linn,107,U.S. House,4,,Write-ins,0,,,,,,,
Linn,108,U.S. House,4,,Write-ins,1,,,,,,,
Linn,1,U.S. House,4,,Over Votes,0,,,,,,,
Linn,3,U.S. House,4,,Over Votes,0,,,,,,,
Linn,5,U.S. House,4,,Over Votes,0,,,,,,,
Linn,8,U.S. House,4,,Over Votes,0,,,,,,,
Linn,11,U.S. House,4,,Over Votes,0,,,,,,,
Linn,14,U.S. House,4,,Over Votes,0,,,,,,,
Linn,15,U.S. House,4,,Over Votes,0,,,,,,,
Linn,16,U.S. House,4,,Over Votes,0,,,,,,,
Linn,18,U.S. House,4,,Over Votes,1,,,,,,,
Linn,19,U.S. House,4,,Over Votes,0,,,,,,,
Linn,20,U.S. House,4,,Over Votes,0,,,,,,,
Linn,21,U.S. House,4,,Over Votes,0,,,,,,,
Linn,22,U.S. House,4,,Over Votes,0,,,,,,,
Linn,23,U.S. House,4,,Over Votes,0,,,,,,,
Linn,25,U.S. House,4,,Over Votes,1,,,,,,,
Linn,26,U.S. House,4,,Over Votes,0,,,,,,,
Linn,27,U.S. House,4,,Over Votes,0,,,,,,,
Linn,28,U.S. House,4,,Over Votes,0,,,,,,,
Linn,29,U.S. House,4,,Over Votes,1,,,,,,,
Linn,30,U.S. House,4,,Over Votes,0,,,,,,,
Linn,31,U.S. House,4,,Over Votes,0,,,,,,,
Linn,32,U.S. House,4,,Over Votes,0,,,,,,,
Linn,33,U.S. House,4,,Over Votes,0,,,,,,,
Linn,34,U.S. House,4,,Over Votes,0,,,,,,,
Linn,35,U.S. House,4,,Over Votes,1,,,,,,,
Linn,36,U.S. House,4,,Over Votes,0,,,,,,,
Linn,37,U.S. House,4,,Over Votes,0,,,,,,,
Linn,38,U.S. House,4,,Over Votes,1,,,,,,,
Linn,39,U.S. House,4,,Over Votes,0,,,,,,,
Linn,41,U.S. House,4,,Over Votes,0,,,,,,,
Linn,42,U.S. House,4,,Over Votes,0,,,,,,,
Linn,43,U.S. House,4,,Over Votes,0,,,,,,,
Linn,44,U.S. House,4,,Over Votes,0,,,,,,,
Linn,45,U.S. House,4,,Over Votes,0,,,,,,,
Linn,46,U.S. House,4,,Over Votes,0,,,,,,,
Linn,47,U.S. House,4,,Over Votes,0,,,,,,,
Linn,48,U.S. House,4,,Over Votes,0,,,,,,,
Linn,49,U.S. House,4,,Over Votes,0,,,,,,,
Linn,50,U.S. House,4,,Over Votes,0,,,,,,,
Linn,51,U.S. House,4,,Over Votes,0,,,,,,,
Linn,52,U.S. House,4,,Over Votes,0,,,,,,,
Linn,53,U.S. House,4,,Over Votes,0,,,,,,,
Linn,54,U.S. House,4,,Over Votes,0,,,,,,,
Linn,55,U.S. House,4,,Over Votes,0,,,,,,,
Linn,56,U.S. House,4,,Over Votes,1,,,,,,,
Linn,57,U.S. House,4,,Over Votes,0,,,,,,,
Linn,58,U.S. House,4,,Over Votes,0,,,,,,,
Linn,59,U.S. House,4,,Over Votes,0,,,,,,,
Linn,60,U.S. House,4,,Over Votes,0,,,,,,,
Linn,61,U.S. House,4,,Over Votes,0,,,,,,,
Linn,62,U.S. House,4,,Over Votes,0,,,,,,,
Linn,63,U.S. House,4,,Over Votes,1,,,,,,,
Linn,65,U.S. House,4,,Over Votes,0,,,,,,,
Linn,66,U.S. House,4,,Over Votes,0,,,,,,,
Linn,67,U.S. House,4,,Over Votes,0,,,,,,,
Linn,68,U.S. House,4,,Over Votes,0,,,,,,,
Linn,70,U.S. House,4,,Over Votes,0,,,,,,,
Linn,71,U.S. House,4,,Over Votes,0,,,,,,,
Linn,73,U.S. House,4,,Over Votes,0,,,,,,,
Linn,74,U.S. House,4,,Over Votes,0,,,,,,,
Linn,75,U.S. House,4,,Over Votes,0,,,,,,,
Linn,76,U.S. House,4,,Over Votes,0,,,,,,,
Linn,77,U.S. House,4,,Over Votes,0,,,,,,,
Linn,78,U.S. House,4,,Over Votes,0,,,,,,,
Linn,79,U.S. House,4,,Over Votes,0,,,,,,,
Linn,80,U.S. House,4,,Over Votes,0,,,,,,,
Linn,82,U.S. House,4,,Over Votes,0,,,,,,,
Linn,83,U.S. House,4,,Over Votes,0,,,,,,,
Linn,84,U.S. House,4,,Over Votes,0,,,,,,,
Linn,86,U.S. House,4,,Over Votes,0,,,,,,,
Linn,87,U.S. House,4,,Over Votes,0,,,,,,,
Linn,88,U.S. House,4,,Over Votes,0,,,,,,,
Linn,89,U.S. House,4,,Over Votes,0,,,,,,,
Linn,91,U.S. House,4,,Over Votes,0,,,,,,,
Linn,92,U.S. House,4,,Over Votes,1,,,,,,,
Linn,93,U.S. House,4,,Over Votes,0,,,,,,,
Linn,94,U.S. House,4,,Over Votes,0,,,,,,,
Linn,95,U.S. House,4,,Over Votes,0,,,,,,,
Linn,96,U.S. House,4,,Over Votes,0,,,,,,,
Linn,97,U.S. House,4,,Over Votes,0,,,,,,,
Linn,99,U.S. House,4,,Over Votes,0,,,,,,,
Linn,100,U.S. House,4,,Over Votes,1,,,,,,,
Linn,101,U.S. House,4,,Over Votes,0,,,,,,,
Linn,102,U.S. House,4,,Over Votes,0,,,,,,,
Linn,103,U.S. House,4,,Over Votes,0,,,,,,,
Linn,104,U.S. House,4,,Over Votes,0,,,,,,,
Linn,105,U.S. House,4,,Over Votes,0,,,,,,,
Linn,106,U.S. House,4,,Over Votes,0,,,,,,,
Linn,107,U.S. House,4,,Over Votes,1,,,,,,,
Linn,108,U.S. House,4,,Over Votes,0,,,,,,,
Linn,1,U.S. House,4,,Under Votes,18,,,,,,,
Linn,3,U.S. House,4,,Under Votes,13,,,,,,,
Linn,5,U.S. House,4,,Under Votes,19,,,,,,,
Linn,8,U.S. House,4,,Under Votes,32,,,,,,,
Linn,11,U.S. House,4,,Under Votes,19,,,,,,,
Linn,14,U.S. House,4,,Under Votes,28,,,,,,,
Linn,15,U.S. House,4,,Under Votes,10,,,,,,,
Linn,16,U.S. House,4,,Under Votes,16,,,,,,,
Linn,18,U.S. House,4,,Under Votes,81,,,,,,,
Linn,19,U.S. House,4,,Under Votes,23,,,,,,,
Linn,20,U.S. House,4,,Under Votes,15,,,,,,,
Linn,21,U.S. House,4,,Under Votes,3,,,,,,,
Linn,22,U.S. House,4,,Under Votes,8,,,,,,,
Linn,23,U.S. House,4,,Under Votes,12,,,,,,,
Linn,25,U.S. House,4,,Under Votes,20,,,,,,,
Linn,26,U.S. House,4,,Under Votes,5,,,,,,,
Linn,27,U.S. House,4,,Under Votes,10,,,,,,,
Linn,28,U.S. House,4,,Under Votes,6,,,,,,,
Linn,29,U.S. House,4,,Under Votes,34,,,,,,,
Linn,30,U.S. House,4,,Under Votes,6,,,,,,,
Linn,31,U.S. House,4,,Under Votes,14,,,,,,,
Linn,32,U.S. House,4,,Under Votes,12,,,,,,,
Linn,33,U.S. House,4,,Under Votes,2,,,,,,,
Linn,34,U.S. House,4,,Under Votes,10,,,,,,,
Linn,35,U.S. House,4,,Under Votes,33,,,,,,,
Linn,36,U.S. House,4,,Under Votes,26,,,,,,,
Linn,37,U.S. House,4,,Under Votes,19,,,,,,,
Linn,38,U.S. House,4,,Under Votes,20,,,,,,,
Linn,39,U.S. House,4,,Under Votes,17,,,,,,,
Linn,41,U.S. House,4,,Under Votes,15,,,,,,,
Linn,42,U.S. House,4,,Under Votes,36,,,,,,,
Linn,43,U.S. House,4,,Under Votes,28,,,,,,,
Linn,44,U.S. House,4,,Under Votes,30,,,,,,,
Linn,45,U.S. House,4,,Under Votes,19,,,,,,,
Linn,46,U.S. House,4,,Under Votes,32,,,,,,,
Linn,47,U.S. House,4,,Under Votes,9,,,,,,,
Linn,48,U.S. House,4,,Under Votes,33,,,,,,,
Linn,49,U.S. House,4,,Under Votes,1,,,,,,,
Linn,50,U.S. House,4,,Under Votes,21,,,,,,,
Linn,51,U.S. House,4,,Under Votes,9,,,,,,,
Linn,52,U.S. House,4,,Under Votes,13,,,,,,,
Linn,53,U.S. House,4,,Under Votes,18,,,,,,,
Linn,54,U.S. House,4,,Under Votes,13,,,,,,,
Linn,55,U.S. House,4,,Under Votes,13,,,,,,,
Linn,56,U.S. House,4,,Under Votes,25,,,,,,,
Linn,57,U.S. House,4,,Under Votes,3,,,,,,,
Linn,58,U.S. House,4,,Under Votes,3,,,,,,,
Linn,59,U.S. House,4,,Under Votes,13,,,,,,,
Linn,60,U.S. House,4,,Under Votes,18,,,,,,,
Linn,61,U.S. House,4,,Under Votes,8,,,,,,,
Linn,62,U.S. House,4,,Under Votes,23,,,,,,,
Linn,63,U.S. House,4,,Under Votes,43,,,,,,,
Linn,65,U.S. House,4,,Under Votes,1,,,,,,,
Linn,66,U.S. House,4,,Under Votes,11,,,,,,,
Linn,67,U.S. House,4,,Under Votes,16,,,,,,,
Linn,68,U.S. House,4,,Under Votes,3,,,,,,,
Linn,70,U.S. House,4,,Under Votes,19,,,,,,,
Linn,71,U.S. House,4,,Under Votes,2,,,,,,,
Linn,73,U.S. House,4,,Under Votes,19,,,,,,,
Linn,74,U.S. House,4,,Under Votes,23,,,,,,,
Linn,75,U.S. House,4,,Under Votes,17,,,,,,,
Linn,76,U.S. House,4,,Under Votes,27,,,,,,,
Linn,77,U.S. House,4,,Under Votes,11,,,,,,,
Linn,78,U.S. House,4,,Under Votes,20,,,,,,,
Linn,79,U.S. House,4,,Under Votes,33,,,,,,,
Linn,80,U.S. House,4,,Under Votes,26,,,,,,,
Linn,82,U.S. House,4,,Under Votes,11,,,,,,,
Linn,83,U.S. House,4,,Under Votes,3,,,,,,,
Linn,84,U.S. House,4,,Under Votes,37,,,,,,,
Linn,86,U.S. House,4,,Under Votes,34,,,,,,,
Linn,87,U.S. House,4,,Under Votes,7,,,,,,,
Linn,88,U.S. House,4,,Under Votes,21,,,,,,,
Linn,89,U.S. House,4,,Under Votes,22,,,,,,,
Linn,91,U.S. House,4,,Under Votes,27,,,,,,,
Linn,92,U.S. House,4,,Under Votes,51,,,,,,,
Linn,93,U.S. House,4,,Under Votes,59,,,,,,,
Linn,94,U.S. House,4,,Under Votes,21,,,,,,,
Linn,95,U.S. House,4,,Under Votes,27,,,,,,,
Linn,96,U.S. House,4,,Under Votes,21,,,,,,,
Linn,97,U.S. House,4,,Under Votes,24,,,,,,,
Linn,99,U.S. House,4,,Under Votes,14,,,,,,,
Linn,100,U.S. House,4,,Under Votes,35,,,,,,,
Linn,101,U.S. House,4,,Under Votes,23,,,,,,,
Linn,102,U.S. House,4,,Under Votes,47,,,,,,,
Linn,103,U.S. House,4,,Under Votes,10,,,,,,,
Linn,104,U.S. House,4,,Under Votes,14,,,,,,,
Linn,105,U.S. House,4,,Under Votes,17,,,,,,,
Linn,106,U.S. House,4,,Under Votes,22,,,,,,,
Linn,107,U.S. House,4,,Under Votes,39,,,,,,,
Linn,108,U.S. House,4,,Under Votes,46,,,,,,,
Linn,1,Secretary of State,,PGP,Seth Woolley,11,,,,,,,
Linn,3,Secretary of State,,PGP,Seth Woolley,10,,,,,,,
Linn,5,Secretary of State,,PGP,Seth Woolley,20,,,,,,,
Linn,8,Secretary of State,,PGP,Seth Woolley,31,,,,,,,
Linn,11,Secretary of State,,PGP,Seth Woolley,10,,,,,,,
Linn,14,Secretary of State,,PGP,Seth Woolley,19,,,,,,,
Linn,15,Secretary of State,,PGP,Seth Woolley,6,,,,,,,
Linn,16,Secretary of State,,PGP,Seth Woolley,24,,,,,,,
Linn,18,Secretary of State,,PGP,Seth Woolley,38,,,,,,,
Linn,19,Secretary of State,,PGP,Seth Woolley,9,,,,,,,
Linn,20,Secretary of State,,PGP,Seth Woolley,11,,,,,,,
Linn,21,Secretary of State,,PGP,Seth Woolley,7,,,,,,,
Linn,22,Secretary of State,,PGP,Seth Woolley,3,,,,,,,
Linn,23,Secretary of State,,PGP,Seth Woolley,10,,,,,,,
Linn,25,Secretary of State,,PGP,Seth Woolley,15,,,,,,,
Linn,26,Secretary of State,,PGP,Seth Woolley,0,,,,,,,
Linn,27,Secretary of State,,PGP,Seth Woolley,4,,,,,,,
Linn,28,Secretary of State,,PGP,Seth Woolley,2,,,,,,,
Linn,29,Secretary of State,,PGP,Seth Woolley,23,,,,,,,
Linn,30,Secretary of State,,PGP,Seth Woolley,1,,,,,,,
Linn,31,Secretary of State,,PGP,Seth Woolley,8,,,,,,,
Linn,32,Secretary of State,,PGP,Seth Woolley,9,,,,,,,
Linn,33,Secretary of State,,PGP,Seth Woolley,0,,,,,,,
Linn,34,Secretary of State,,PGP,Seth Woolley,5,,,,,,,
Linn,35,Secretary of State,,PGP,Seth Woolley,26,,,,,,,
Linn,36,Secretary of State,,PGP,Seth Woolley,5,,,,,,,
Linn,37,Secretary of State,,PGP,Seth Woolley,21,,,,,,,
Linn,38,Secretary of State,,PGP,Seth Woolley,20,,,,,,,
Linn,39,Secretary of State,,PGP,Seth Woolley,11,,,,,,,
Linn,41,Secretary of State,,PGP,Seth Woolley,13,,,,,,,
Linn,42,Secretary of State,,PGP,Seth Woolley,5,,,,,,,
Linn,43,Secretary of State,,PGP,Seth Woolley,11,,,,,,,
Linn,44,Secretary of State,,PGP,Seth Woolley,22,,,,,,,
