county,precinct,office,district,party,candidate,votes,,,,,,,
Linn,25,President,,PGP,Jill Stein,11,,,,,,,
Linn,26,President,,PGP,Jill Stein,1,,,,,,,
Linn,27,President,,PGP,Jill Stein,0,,,,,,,
Linn,28,President,,PGP,Jill Stein,2,,,,,,,
Linn,29,President,,PGP,Jill Stein,14,,,,,,,
Linn,30,President,,PGP,Jill Stein,0,,,,,,,
Linn,31,President,,PGP,Jill Stein,4,,,,,,,
Linn,32,President,,PGP,Jill Stein,4,,,,,,,
Linn,33,President,,PGP,Jill Stein,0,,,,,,,
Linn,34,President,,PGP,Jill Stein,3,,,,,,,
Linn,35,President,,PGP,Jill Stein,10,,,,,,,
Linn,36,President,,PGP,Jill Stein,5,,,,,,,
Linn,37,President,,PGP,Jill Stein,12,,,,,,,
Linn,38,President,,PGP,Jill Stein,16,,,,,,,
Linn,39,President,,PGP,Jill Stein,7,,,,,,,
Linn,41,President,,PGP,Jill Stein,9,,,,,,,
Linn,42,President,,PGP,Jill Stein,4,,,,,,,
Linn,43,President,,PGP,Jill Stein,7,,,,,,,
Linn,44,President,,PGP,Jill Stein,11,,,,,,,
Linn,45,President,,PGP,Jill Stein,9,,,,,,,
Linn,46,President,,PGP,Jill Stein,6,,,,,,,
Linn,47,President,,PGP,Jill Stein,4,,,,,,,
Linn,48,President,,PGP,Jill Stein,7,,,,,,,
Linn,49,President,,PGP,Jill Stein,0,,,,,,,
Linn,50,President,,PGP,Jill Stein,2,,,,,,,
Linn,51,President,,PGP,Jill Stein,1,,,,,,,
Linn,52,President,,PGP,Jill Stein,4,,,,,,,
Linn,53,President,,PGP,Jill Stein,5,,,,,,,
Linn,54,President,,PGP,Jill Stein,5,,,,,,,
Linn,55,President,,PGP,Jill Stein,2,,,,,,,
Linn,56,President,,PGP,Jill Stein,0,,,,,,,
Linn,57,President,,PGP,Jill Stein,1,,,,,,,
Linn,58,President,,PGP,Jill Stein,0,,,,,,,
Linn,59,President,,PGP,Jill Stein,2,,,,,,,
Linn,60,President,,PGP,Jill Stein,3,,,,,,,
Linn,61,President,,PGP,Jill Stein,2,,,,,,,
Linn,62,President,,PGP,Jill Stein,9,,,,,,,
Linn,63,President,,PGP,Jill Stein,9,,,,,,,
Linn,65,President,,PGP,Jill Stein,0,,,,,,,
Linn,66,President,,PGP,Jill Stein,3,,,,,,,
Linn,67,President,,PGP,Jill Stein,3,,,,,,,
Linn,68,President,,PGP,Jill Stein,4,,,,,,,
Linn,70,President,,PGP,Jill Stein,2,,,,,,,
Linn,71,President,,PGP,Jill Stein,2,,,,,,,
Linn,73,President,,PGP,Jill Stein,10,,,,,,,
Linn,74,President,,PGP,Jill Stein,6,,,,,,,
Linn,75,President,,PGP,Jill Stein,6,,,,,,,
Linn,76,President,,PGP,Jill Stein,6,,,,,,,
Linn,77,President,,PGP,Jill Stein,5,,,,,,,
Linn,78,President,,PGP,Jill Stein,6,,,,,,,
Linn,79,President,,PGP,Jill Stein,4,,,,,,,
Linn,80,President,,PGP,Jill Stein,4,,,,,,,
Linn,82,President,,PGP,Jill Stein,7,,,,,,,
Linn,83,President,,PGP,Jill Stein,0,,,,,,,
Linn,84,President,,PGP,Jill Stein,16,,,,,,,
Linn,86,President,,PGP,Jill Stein,14,,,,,,,
Linn,87,President,,PGP,Jill Stein,2,,,,,,,
Linn,88,President,,PGP,Jill Stein,12,,,,,,,
Linn,89,President,,PGP,Jill Stein,2,,,,,,,
Linn,91,President,,PGP,Jill Stein,6,,,,,,,
Linn,92,President,,PGP,Jill Stein,18,,,,,,,
Linn,93,President,,PGP,Jill Stein,7,,,,,,,
Linn,94,President,,PGP,Jill Stein,9,,,,,,,
Linn,95,President,,PGP,Jill Stein,7,,,,,,,
Linn,96,President,,PGP,Jill Stein,4,,,,,,,
Linn,97,President,,PGP,Jill Stein,6,,,,,,,
Linn,99,President,,PGP,Jill Stein,1,,,,,,,
Linn,100,President,,PGP,Jill Stein,21,,,,,,,
Linn,101,President,,PGP,Jill Stein,1,,,,,,,
Linn,102,President,,PGP,Jill Stein,12,,,,,,,
Linn,103,President,,PGP,Jill Stein,1,,,,,,,
Linn,104,President,,PGP,Jill Stein,8,,,,,,,
Linn,105,President,,PGP,Jill Stein,6,,,,,,,
Linn,106,President,,PGP,Jill Stein,9,,,,,,,
Linn,107,President,,PGP,Jill Stein,8,,,,,,,
Linn,108,President,,PGP,Jill Stein,18,,,,,,,
Linn,1,President,,PRO,Ross C (Rocky) Anderson,0,,,,,,,
Linn,3,President,,PRO,Ross C (Rocky) Anderson,0,,,,,,,
Linn,5,President,,PRO,Ross C (Rocky) Anderson,2,,,,,,,
Linn,8,President,,PRO,Ross C (Rocky) Anderson,1,,,,,,,
Linn,11,President,,PRO,Ross C (Rocky) Anderson,1,,,,,,,
Linn,14,President,,PRO,Ross C (Rocky) Anderson,2,,,,,,,
Linn,15,President,,PRO,Ross C (Rocky) Anderson,1,,,,,,,
Linn,16,President,,PRO,Ross C (Rocky) Anderson,1,,,,,,,
Linn,18,President,,PRO,Ross C (Rocky) Anderson,3,,,,,,,
Linn,19,President,,PRO,Ross C (Rocky) Anderson,1,,,,,,,
Linn,20,President,,PRO,Ross C (Rocky) Anderson,2,,,,,,,
Linn,21,President,,PRO,Ross C (Rocky) Anderson,0,,,,,,,
Linn,22,President,,PRO,Ross C (Rocky) Anderson,0,,,,,,,
Linn,23,President,,PRO,Ross C (Rocky) Anderson,0,,,,,,,
Linn,25,President,,PRO,Ross C (Rocky) Anderson,0,,,,,,,
Linn,26,President,,PRO,Ross C (Rocky) Anderson,0,,,,,,,
Linn,27,President,,PRO,Ross C (Rocky) Anderson,1,,,,,,,
Linn,28,President,,PRO,Ross C (Rocky) Anderson,0,,,,,,,
Linn,29,President,,PRO,Ross C (Rocky) Anderson,0,,,,,,,
Linn,30,President,,PRO,Ross C (Rocky) Anderson,0,,,,,,,
Linn,31,President,,PRO,Ross C (Rocky) Anderson,0,,,,,,,
Linn,32,President,,PRO,Ross C (Rocky) Anderson,0,,,,,,,
Linn,33,President,,PRO,Ross C (Rocky) Anderson,0,,,,,,,
Linn,34,President,,PRO,Ross C (Rocky) Anderson,0,,,,,,,
Linn,35,President,,PRO,Ross C (Rocky) Anderson,1,,,,,,,
Linn,36,President,,PRO,Ross C (Rocky) Anderson,0,,,,,,,
Linn,37,President,,PRO,Ross C (Rocky) Anderson,2,,,,,,,
Linn,38,President,,PRO,Ross C (Rocky) Anderson,0,,,,,,,
Linn,39,President,,PRO,Ross C (Rocky) Anderson,1,,,,,,,
Linn,41,President,,PRO,Ross C (Rocky) Anderson,1,,,,,,,
Linn,42,President,,PRO,Ross C (Rocky) Anderson,3,,,,,,,
Linn,43,President,,PRO,Ross C (Rocky) Anderson,2,,,,,,,
Linn,44,President,,PRO,Ross C (Rocky) Anderson,1,,,,,,,
Linn,45,President,,PRO,Ross C (Rocky) Anderson,5,,,,,,,
Linn,46,President,,PRO,Ross C (Rocky) Anderson,1,,,,,,,
Linn,47,President,,PRO,Ross C (Rocky) Anderson,0,,,,,,,
Linn,48,President,,PRO,Ross C (Rocky) Anderson,1,,,,,,,
Linn,49,President,,PRO,Ross C (Rocky) Anderson,0,,,,,,,
Linn,50,President,,PRO,Ross C (Rocky) Anderson,1,,,,,,,
Linn,51,President,,PRO,Ross C (Rocky) Anderson,0,,,,,,,
Linn,52,President,,PRO,Ross C (Rocky) Anderson,1,,,,,,,
Linn,53,President,,PRO,Ross C (Rocky) Anderson,3,,,,,,,
Linn,54,President,,PRO,Ross C (Rocky) Anderson,0,,,,,,,
Linn,55,President,,PRO,Ross C (Rocky) Anderson,2,,,,,,,
Linn,56,President,,PRO,Ross C (Rocky) Anderson,1,,,,,,,
Linn,57,President,,PRO,Ross C (Rocky) Anderson,0,,,,,,,
Linn,58,President,,PRO,Ross C (Rocky) Anderson,0,,,,,,,
Linn,59,President,,PRO,Ross C (Rocky) Anderson,1,,,,,,,
Linn,60,President,,PRO,Ross C (Rocky) Anderson,2,,,,,,,
Linn,61,President,,PRO,Ross C (Rocky) Anderson,0,,,,,,,
Linn,62,President,,PRO,Ross C (Rocky) Anderson,2,,,,,,,
Linn,63,President,,PRO,Ross C (Rocky) Anderson,0,,,,,,,
Linn,65,President,,PRO,Ross C (Rocky) Anderson,0,,,,,,,
Linn,66,President,,PRO,Ross C (Rocky) Anderson,1,,,,,,,
Linn,67,President,,PRO,Ross C (Rocky) Anderson,1,,,,,,,
Linn,68,President,,PRO,Ross C (Rocky) Anderson,1,,,,,,,
Linn,70,President,,PRO,Ross C (Rocky) Anderson,0,,,,,,,
Linn,71,President,,PRO,Ross C (Rocky) Anderson,0,,,,,,,
Linn,73,President,,PRO,Ross C (Rocky) Anderson,0,,,,,,,
Linn,74,President,,PRO,Ross C (Rocky) Anderson,2,,,,,,,
Linn,75,President,,PRO,Ross C (Rocky) Anderson,3,,,,,,,
Linn,76,President,,PRO,Ross C (Rocky) Anderson,1,,,,,,,
Linn,77,President,,PRO,Ross C (Rocky) Anderson,1,,,,,,,
Linn,78,President,,PRO,Ross C (Rocky) Anderson,0,,,,,,,
Linn,79,President,,PRO,Ross C (Rocky) Anderson,1,,,,,,,
Linn,80,President,,PRO,Ross C (Rocky) Anderson,1,,,,,,,
Linn,82,President,,PRO,Ross C (Rocky) Anderson,0,,,,,,,
Linn,83,President,,PRO,Ross C (Rocky) Anderson,0,,,,,,,
Linn,84,President,,PRO,Ross C (Rocky) Anderson,1,,,,,,,
Linn,86,President,,PRO,Ross C (Rocky) Anderson,3,,,,,,,
Linn,87,President,,PRO,Ross C (Rocky) Anderson,0,,,,,,,
Linn,88,President,,PRO,Ross C (Rocky) Anderson,3,,,,,,,
Linn,89,President,,PRO,Ross C (Rocky) Anderson,2,,,,,,,
Linn,91,President,,PRO,Ross C (Rocky) Anderson,1,,,,,,,
Linn,92,President,,PRO,Ross C (Rocky) Anderson,3,,,,,,,
Linn,93,President,,PRO,Ross C (Rocky) Anderson,0,,,,,,,
Linn,94,President,,PRO,Ross C (Rocky) Anderson,0,,,,,,,
Linn,95,President,,PRO,Ross C (Rocky) Anderson,0,,,,,,,
Linn,96,President,,PRO,Ross C (Rocky) Anderson,2,,,,,,,
Linn,97,President,,PRO,Ross C (Rocky) Anderson,1,,,,,,,
Linn,99,President,,PRO,Ross C (Rocky) Anderson,0,,,,,,,
Linn,100,President,,PRO,Ross C (Rocky) Anderson,4,,,,,,,
Linn,101,President,,PRO,Ross C (Rocky) Anderson,0,,,,,,,
Linn,102,President,,PRO,Ross C (Rocky) Anderson,1,,,,,,,
Linn,103,President,,PRO,Ross C (Rocky) Anderson,1,,,,,,,
Linn,104,President,,PRO,Ross C (Rocky) Anderson,0,,,,,,,
Linn,105,President,,PRO,Ross C (Rocky) Anderson,1,,,,,,,
Linn,106,President,,PRO,Ross C (Rocky) Anderson,1,,,,,,,
Linn,107,President,,PRO,Ross C (Rocky) Anderson,1,,,,,,,
Linn,108,President,,PRO,Ross C (Rocky) Anderson,5,,,,,,,
Linn,1,President,,LBT,Gary Johnson,5,,,,,,,
Linn,3,President,,LBT,Gary Johnson,8,,,,,,,
Linn,5,President,,LBT,Gary Johnson,18,,,,,,,
Linn,8,President,,LBT,Gary Johnson,25,,,,,,,
Linn,11,President,,LBT,Gary Johnson,7,,,,,,,
Linn,14,President,,LBT,Gary Johnson,15,,,,,,,
Linn,15,President,,LBT,Gary Johnson,3,,,,,,,
Linn,16,President,,LBT,Gary Johnson,15,,,,,,,
Linn,18,President,,LBT,Gary Johnson,41,,,,,,,
Linn,19,President,,LBT,Gary Johnson,17,,,,,,,
Linn,20,President,,LBT,Gary Johnson,11,,,,,,,
Linn,21,President,,LBT,Gary Johnson,4,,,,,,,
Linn,22,President,,LBT,Gary Johnson,1,,,,,,,
Linn,23,President,,LBT,Gary Johnson,6,,,,,,,
Linn,25,President,,LBT,Gary Johnson,6,,,,,,,
Linn,26,President,,LBT,Gary Johnson,1,,,,,,,
Linn,27,President,,LBT,Gary Johnson,5,,,,,,,
Linn,28,President,,LBT,Gary Johnson,3,,,,,,,
Linn,29,President,,LBT,Gary Johnson,13,,,,,,,
Linn,30,President,,LBT,Gary Johnson,3,,,,,,,
Linn,31,President,,LBT,Gary Johnson,4,,,,,,,
Linn,32,President,,LBT,Gary Johnson,11,,,,,,,
Linn,33,President,,LBT,Gary Johnson,0,,,,,,,
Linn,34,President,,LBT,Gary Johnson,8,,,,,,,
Linn,35,President,,LBT,Gary Johnson,14,,,,,,,
Linn,36,President,,LBT,Gary Johnson,6,,,,,,,
Linn,37,President,,LBT,Gary Johnson,16,,,,,,,
Linn,38,President,,LBT,Gary Johnson,16,,,,,,,
Linn,39,President,,LBT,Gary Johnson,8,,,,,,,
Linn,41,President,,LBT,Gary Johnson,14,,,,,,,
Linn,42,President,,LBT,Gary Johnson,3,,,,,,,
Linn,43,President,,LBT,Gary Johnson,4,,,,,,,
Linn,44,President,,LBT,Gary Johnson,11,,,,,,,
Linn,45,President,,LBT,Gary Johnson,7,,,,,,,
Linn,46,President,,LBT,Gary Johnson,7,,,,,,,
Linn,47,President,,LBT,Gary Johnson,4,,,,,,,
Linn,48,President,,LBT,Gary Johnson,5,,,,,,,
Linn,49,President,,LBT,Gary Johnson,0,,,,,,,
Linn,50,President,,LBT,Gary Johnson,6,,,,,,,
Linn,51,President,,LBT,Gary Johnson,0,,,,,,,
Linn,52,President,,LBT,Gary Johnson,4,,,,,,,
Linn,53,President,,LBT,Gary Johnson,12,,,,,,,
Linn,54,President,,LBT,Gary Johnson,5,,,,,,,
Linn,55,President,,LBT,Gary Johnson,11,,,,,,,
Linn,56,President,,LBT,Gary Johnson,14,,,,,,,
Linn,57,President,,LBT,Gary Johnson,0,,,,,,,
Linn,58,President,,LBT,Gary Johnson,0,,,,,,,
Linn,59,President,,LBT,Gary Johnson,7,,,,,,,
Linn,60,President,,LBT,Gary Johnson,6,,,,,,,
Linn,61,President,,LBT,Gary Johnson,4,,,,,,,
Linn,62,President,,LBT,Gary Johnson,11,,,,,,,
Linn,63,President,,LBT,Gary Johnson,12,,,,,,,
Linn,65,President,,LBT,Gary Johnson,0,,,,,,,
Linn,66,President,,LBT,Gary Johnson,3,,,,,,,
Linn,67,President,,LBT,Gary Johnson,4,,,,,,,
Linn,68,President,,LBT,Gary Johnson,4,,,,,,,
Linn,70,President,,LBT,Gary Johnson,3,,,,,,,
Linn,71,President,,LBT,Gary Johnson,5,,,,,,,
Linn,73,President,,LBT,Gary Johnson,6,,,,,,,
Linn,74,President,,LBT,Gary Johnson,7,,,,,,,
Linn,75,President,,LBT,Gary Johnson,9,,,,,,,
Linn,76,President,,LBT,Gary Johnson,11,,,,,,,
Linn,77,President,,LBT,Gary Johnson,5,,,,,,,
Linn,78,President,,LBT,Gary Johnson,5,,,,,,,
Linn,79,President,,LBT,Gary Johnson,21,,,,,,,
Linn,80,President,,LBT,Gary Johnson,16,,,,,,,
Linn,82,President,,LBT,Gary Johnson,8,,,,,,,
Linn,83,President,,LBT,Gary Johnson,0,,,,,,,
Linn,84,President,,LBT,Gary Johnson,9,,,,,,,
Linn,86,President,,LBT,Gary Johnson,11,,,,,,,
Linn,87,President,,LBT,Gary Johnson,8,,,,,,,
Linn,88,President,,LBT,Gary Johnson,12,,,,,,,
Linn,89,President,,LBT,Gary Johnson,7,,,,,,,
Linn,91,President,,LBT,Gary Johnson,14,,,,,,,
Linn,92,President,,LBT,Gary Johnson,23,,,,,,,
Linn,93,President,,LBT,Gary Johnson,26,,,,,,,
Linn,94,President,,LBT,Gary Johnson,11,,,,,,,
Linn,95,President,,LBT,Gary Johnson,9,,,,,,,
Linn,96,President,,LBT,Gary Johnson,6,,,,,,,
Linn,97,President,,LBT,Gary Johnson,6,,,,,,,
Linn,99,President,,LBT,Gary Johnson,0,,,,,,,
Linn,100,President,,LBT,Gary Johnson,14,,,,,,,
Linn,101,President,,LBT,Gary Johnson,4,,,,,,,
Linn,102,President,,LBT,Gary Johnson,7,,,,,,,
Linn,103,President,,LBT,Gary Johnson,8,,,,,,,
Linn,104,President,,LBT,Gary Johnson,4,,,,,,,
Linn,105,President,,LBT,Gary Johnson,12,,,,,,,
Linn,106,President,,LBT,Gary Johnson,7,,,,,,,
Linn,107,President,,LBT,Gary Johnson,17,,,,,,,
Linn,108,President,,LBT,Gary Johnson,23,,,,,,,
Linn,1,President,,REP,Mitt Romney,198,,,,,,,
Linn,3,President,,REP,Mitt Romney,134,,,,,,,
Linn,5,President,,REP,Mitt Romney,232,,,,,,,
Linn,8,President,,REP,Mitt Romney,325,,,,,,,
Linn,11,President,,REP,Mitt Romney,179,,,,,,,
Linn,14,President,,REP,Mitt Romney,213,,,,,,,
Linn,15,President,,REP,Mitt Romney,91,,,,,,,
Linn,16,President,,REP,Mitt Romney,281,,,,,,,
Linn,18,President,,REP,Mitt Romney,986,,,,,,,
Linn,19,President,,REP,Mitt Romney,381,,,,,,,
Linn,20,President,,REP,Mitt Romney,255,,,,,,,
Linn,21,President,,REP,Mitt Romney,173,,,,,,,
Linn,22,President,,REP,Mitt Romney,78,,,,,,,
Linn,23,President,,REP,Mitt Romney,424,,,,,,,
Linn,25,President,,REP,Mitt Romney,359,,,,,,,
Linn,26,President,,REP,Mitt Romney,124,,,,,,,
Linn,27,President,,REP,Mitt Romney,303,,,,,,,
Linn,28,President,,REP,Mitt Romney,137,,,,,,,
Linn,29,President,,REP,Mitt Romney,879,,,,,,,
Linn,30,President,,REP,Mitt Romney,136,,,,,,,
Linn,31,President,,REP,Mitt Romney,281,,,,,,,
Linn,32,President,,REP,Mitt Romney,332,,,,,,,
Linn,33,President,,REP,Mitt Romney,21,,,,,,,
Linn,34,President,,REP,Mitt Romney,178,,,,,,,
Linn,35,President,,REP,Mitt Romney,646,,,,,,,
Linn,36,President,,REP,Mitt Romney,430,,,,,,,
Linn,37,President,,REP,Mitt Romney,404,,,,,,,
Linn,38,President,,REP,Mitt Romney,322,,,,,,,
Linn,39,President,,REP,Mitt Romney,244,,,,,,,
Linn,41,President,,REP,Mitt Romney,217,,,,,,,
Linn,42,President,,REP,Mitt Romney,349,,,,,,,
Linn,43,President,,REP,Mitt Romney,306,,,,,,,
Linn,44,President,,REP,Mitt Romney,370,,,,,,,
Linn,45,President,,REP,Mitt Romney,445,,,,,,,
Linn,46,President,,REP,Mitt Romney,542,,,,,,,
Linn,47,President,,REP,Mitt Romney,122,,,,,,,
Linn,48,President,,REP,Mitt Romney,402,,,,,,,
Linn,49,President,,REP,Mitt Romney,3,,,,,,,
Linn,50,President,,REP,Mitt Romney,273,,,,,,,
Linn,51,President,,REP,Mitt Romney,150,,,,,,,
Linn,52,President,,REP,Mitt Romney,153,,,,,,,
Linn,53,President,,REP,Mitt Romney,415,,,,,,,
Linn,54,President,,REP,Mitt Romney,208,,,,,,,
Linn,55,President,,REP,Mitt Romney,316,,,,,,,
Linn,56,President,,REP,Mitt Romney,412,,,,,,,
Linn,57,President,,REP,Mitt Romney,39,,,,,,,
Linn,58,President,,REP,Mitt Romney,30,,,,,,,
Linn,59,President,,REP,Mitt Romney,261,,,,,,,
Linn,60,President,,REP,Mitt Romney,310,,,,,,,
Linn,61,President,,REP,Mitt Romney,189,,,,,,,
Linn,62,President,,REP,Mitt Romney,406,,,,,,,
Linn,63,President,,REP,Mitt Romney,656,,,,,,,
Linn,65,President,,REP,Mitt Romney,21,,,,,,,
Linn,66,President,,REP,Mitt Romney,136,,,,,,,
Linn,67,President,,REP,Mitt Romney,265,,,,,,,
Linn,68,President,,REP,Mitt Romney,96,,,,,,,
Linn,70,President,,REP,Mitt Romney,340,,,,,,,
Linn,71,President,,REP,Mitt Romney,69,,,,,,,
Linn,73,President,,REP,Mitt Romney,434,,,,,,,
Linn,74,President,,REP,Mitt Romney,389,,,,,,,
Linn,75,President,,REP,Mitt Romney,521,,,,,,,
Linn,76,President,,REP,Mitt Romney,452,,,,,,,
Linn,77,President,,REP,Mitt Romney,207,,,,,,,
Linn,78,President,,REP,Mitt Romney,352,,,,,,,
Linn,79,President,,REP,Mitt Romney,540,,,,,,,
Linn,80,President,,REP,Mitt Romney,481,,,,,,,
Linn,82,President,,REP,Mitt Romney,192,,,,,,,
Linn,83,President,,REP,Mitt Romney,16,,,,,,,
Linn,84,President,,REP,Mitt Romney,236,,,,,,,
Linn,86,President,,REP,Mitt Romney,707,,,,,,,
Linn,87,President,,REP,Mitt Romney,212,,,,,,,
Linn,88,President,,REP,Mitt Romney,367,,,,,,,
Linn,89,President,,REP,Mitt Romney,325,,,,,,,
Linn,91,President,,REP,Mitt Romney,379,,,,,,,
Linn,92,President,,REP,Mitt Romney,653,,,,,,,
Linn,93,President,,REP,Mitt Romney,750,,,,,,,
Linn,94,President,,REP,Mitt Romney,274,,,,,,,
Linn,95,President,,REP,Mitt Romney,473,,,,,,,
Linn,96,President,,REP,Mitt Romney,362,,,,,,,
Linn,97,President,,REP,Mitt Romney,511,,,,,,,
Linn,99,President,,REP,Mitt Romney,205,,,,,,,
Linn,100,President,,REP,Mitt Romney,593,,,,,,,
Linn,101,President,,REP,Mitt Romney,270,,,,,,,
Linn,102,President,,REP,Mitt Romney,481,,,,,,,
Linn,103,President,,REP,Mitt Romney,251,,,,,,,
Linn,104,President,,REP,Mitt Romney,301,,,,,,,
Linn,105,President,,REP,Mitt Romney,218,,,,,,,
Linn,106,President,,REP,Mitt Romney,297,,,,,,,
Linn,107,President,,REP,Mitt Romney,505,,,,,,,
Linn,108,President,,REP,Mitt Romney,743,,,,,,,
Linn,1,President,,CON,Will Christensen,2,,,,,,,
Linn,3,President,,CON,Will Christensen,0,,,,,,,
Linn,5,President,,CON,Will Christensen,4,,,,,,,
Linn,8,President,,CON,Will Christensen,3,,,,,,,
Linn,11,President,,CON,Will Christensen,1,,,,,,,
Linn,14,President,,CON,Will Christensen,5,,,,,,,
