county,precinct,office,district,candidate,party,votes,election_day,mail,absentee,military,provisional,emergency
Union,Prec 03 - City of La Grande,U.S. House,2,Joyce B Segers,DEM,281,,,,,,
Union,Prec 04 - Rural La Grande,U.S. House,2,Joyce B Segers,DEM,50,,,,,,
Union,Prec 05 - Rural La Grande,U.S. House,2,Joyce B Segers,DEM,162,,,,,,
Union,Prec 06 - City of Cove,U.S. House,2,Joyce B Segers,DEM,63,,,,,,
Union,Prec 07 - Rural Cove,U.S. House,2,Joyce B Segers,DEM,85,,,,,,
Union,Prec 08 - City of Elgin,U.S. House,2,Joyce B Segers,DEM,102,,,,,,
Union,Prec 09 - Rural Elgin,U.S. House,2,Joyce B Segers,DEM,60,,,,,,
Union,Prec 1O - City of Imbler,U.S. House,2,Joyce B Segers,DEM,16,,,,,,
Union,Prec 11 - Rural Imbler/Summerville,U.S. House,2,Joyce B Segers,DEM,88,,,,,,
Union,Prec 12 - City of Summerville,U.S. House,2,Joyce B Segers,DEM,4,,,,,,
Union,Prec 13 - Rural North Powder,U.S. House,2,Joyce B Segers,DEM,6,,,,,,
Union,Prec 14 - City of North Powder,U.S. House,2,Joyce B Segers,DEM,29,,,,,,
Union,Prec 15 - Rural Union,U.S. House,2,Joyce B Segers,DEM,33,,,,,,
Union,Prec 16 - City of Union,U.S. House,2,Joyce B Segers,DEM,175,,,,,,
Union,Prec 17 - Antelope/Big Creek,U.S. House,2,Joyce B Segers,DEM,8,,,,,,
Union,Prec 18 - City of Island City,U.S. House,2,Joyce B Segers,DEM,58,,,,,,
Union,Prec 19 - Rural Island City,U.S. House,2,Joyce B Segers,DEM,26,,,,,,
Union,Prec 01 - City of La Grande,U.S. House,2,Greg Walden,REP,1140,,,,,,
Union,Prec 02 - City of La Grande,U.S. House,2,Greg Walden,REP,1087,,,,,,
Union,Prec 03 - City of La Grande,U.S. House,2,Greg Walden,REP,1010,,,,,,
Union,Prec 04 - Rural La Grande,U.S. House,2,Greg Walden,REP,243,,,,,,
Union,Prec 05 - Rural La Grande,U.S. House,2,Greg Walden,REP,714,,,,,,
Union,Prec 06 - City of Cove,U.S. House,2,Greg Walden,REP,259,,,,,,
Union,Prec 07 - Rural Cove,U.S. House,2,Greg Walden,REP,381,,,,,,
Union,Prec 08 - City of Elgin,U.S. House,2,Greg Walden,REP,511,,,,,,
Union,Prec 09 - Rural Elgin,U.S. House,2,Greg Walden,REP,440,,,,,,
Union,Prec 1O - City of Imbler,U.S. House,2,Greg Walden,REP,165,,,,,,
Union,Prec 11 - Rural Imbler/Summerville,U.S. House,2,Greg Walden,REP,481,,,,,,
Union,Prec 12 - City of Summerville,U.S. House,2,Greg Walden,REP,46,,,,,,
Union,Prec 13 - Rural North Powder,U.S. House,2,Greg Walden,REP,86,,,,,,
Union,Prec 14 - City of North Powder,U.S. House,2,Greg Walden,REP,133,,,,,,
Union,Prec 15 - Rural Union,U.S. House,2,Greg Walden,REP,208,,,,,,
Union,Prec 16 - City of Union,U.S. House,2,Greg Walden,REP,762,,,,,,
Union,Prec 17 - Antelope/Big Creek,U.S. House,2,Greg Walden,REP,34,,,,,,
Union,Prec 18 - City of Island City,U.S. House,2,Greg Walden,REP,440,,,,,,
Union,Prec 19 - Rural Island City,U.S. House,2,Greg Walden,REP,236,,,,,,
Union,Prec 01 - City of La Grande,U.S. House,2,Write-ins,,3,,,,,,
Union,Prec 02 - City of La Grande,U.S. House,2,Write-ins,,1,,,,,,
Union,Prec 03 - City of La Grande,U.S. House,2,Write-ins,,6,,,,,,
Union,Prec 04 - Rural La Grande,U.S. House,2,Write-ins,,1,,,,,,
Union,Prec 05 - Rural La Grande,U.S. House,2,Write-ins,,1,,,,,,
Union,Prec 06 - City of Cove,U.S. House,2,Write-ins,,1,,,,,,
Union,Prec 07 - Rural Cove,U.S. House,2,Write-ins,,1,,,,,,
Union,Prec 08 - City of Elgin,U.S. House,2,Write-ins,,2,,,,,,
Union,Prec 09 - Rural Elgin,U.S. House,2,Write-ins,,0,,,,,,
Union,Prec 1O - City of Imbler,U.S. House,2,Write-ins,,0,,,,,,
Union,Prec 11 - Rural Imbler/Summerville,U.S. House,2,Write-ins,,3,,,,,,
Union,Prec 12 - City of Summerville,U.S. House,2,Write-ins,,0,,,,,,
Union,Prec 13 - Rural North Powder,U.S. House,2,Write-ins,,0,,,,,,
Union,Prec 14 - City of North Powder,U.S. House,2,Write-ins,,0,,,,,,
Union,Prec 15 - Rural Union,U.S. House,2,Write-ins,,1,,,,,,
Union,Prec 16 - City of Union,U.S. House,2,Write-ins,,1,,,,,,
Union,Prec 17 - Antelope/Big Creek,U.S. House,2,Write-ins,,2,,,,,,
Union,Prec 18 - City of Island City,U.S. House,2,Write-ins,,0,,,,,,
Union,Prec 19 - Rural Island City,U.S. House,2,Write-ins,,0,,,,,,
Union,Prec 01 - City of La Grande,U.S. House,2,Over Votes,,1,,,,,,
Union,Prec 02 - City of La Grande,U.S. House,2,Over Votes,,1,,,,,,
Union,Prec 03 - City of La Grande,U.S. House,2,Over Votes,,0,,,,,,
Union,Prec 04 - Rural La Grande,U.S. House,2,Over Votes,,0,,,,,,
Union,Prec 05 - Rural La Grande,U.S. House,2,Over Votes,,0,,,,,,
Union,Prec 06 - City of Cove,U.S. House,2,Over Votes,,0,,,,,,
Union,Prec 07 - Rural Cove,U.S. House,2,Over Votes,,0,,,,,,
Union,Prec 08 - City of Elgin,U.S. House,2,Over Votes,,0,,,,,,
Union,Prec 09 - Rural Elgin,U.S. House,2,Over Votes,,0,,,,,,
Union,Prec 1O - City of Imbler,U.S. House,2,Over Votes,,0,,,,,,
Union,Prec 11 - Rural Imbler/Summerville,U.S. House,2,Over Votes,,0,,,,,,
Union,Prec 12 - City of Summerville,U.S. House,2,Over Votes,,0,,,,,,
Union,Prec 13 - Rural North Powder,U.S. House,2,Over Votes,,0,,,,,,
Union,Prec 14 - City of North Powder,U.S. House,2,Over Votes,,0,,,,,,
Union,Prec 15 - Rural Union,U.S. House,2,Over Votes,,0,,,,,,
Union,Prec 16 - City of Union,U.S. House,2,Over Votes,,0,,,,,,
Union,Prec 17 - Antelope/Big Creek,U.S. House,2,Over Votes,,0,,,,,,
Union,Prec 18 - City of Island City,U.S. House,2,Over Votes,,0,,,,,,
Union,Prec 19 - Rural Island City,U.S. House,2,Over Votes,,0,,,,,,
Union,Prec 01 - City of La Grande,U.S. House,2,Under Votes,,80,,,,,,
Union,Prec 02 - City of La Grande,U.S. House,2,Under Votes,,55,,,,,,
Union,Prec 03 - City of La Grande,U.S. House,2,Under Votes,,68,,,,,,
Union,Prec 04 - Rural La Grande,U.S. House,2,Under Votes,,9,,,,,,
Union,Prec 05 - Rural La Grande,U.S. House,2,Under Votes,,25,,,,,,
Union,Prec 06 - City of Cove,U.S. House,2,Under Votes,,6,,,,,,
Union,Prec 07 - Rural Cove,U.S. House,2,Under Votes,,13,,,,,,
Union,Prec 08 - City of Elgin,U.S. House,2,Under Votes,,21,,,,,,
Union,Prec 09 - Rural Elgin,U.S. House,2,Under Votes,,12,,,,,,
Union,Prec 1O - City of Imbler,U.S. House,2,Under Votes,,7,,,,,,
Union,Prec 11 - Rural Imbler/Summerville,U.S. House,2,Under Votes,,16,,,,,,
Union,Prec 12 - City of Summerville,U.S. House,2,Under Votes,,2,,,,,,
Union,Prec 13 - Rural North Powder,U.S. House,2,Under Votes,,2,,,,,,
Union,Prec 14 - City of North Powder,U.S. House,2,Under Votes,,2,,,,,,
Union,Prec 15 - Rural Union,U.S. House,2,Under Votes,,7,,,,,,
Union,Prec 16 - City of Union,U.S. House,2,Under Votes,,42,,,,,,
Union,Prec 17 - Antelope/Big Creek,U.S. House,2,Under Votes,,0,,,,,,
Union,Prec 18 - City of Island City,U.S. House,2,Under Votes,,17,,,,,,
Union,Prec 19 - Rural Island City,U.S. House,2,Under Votes,,9,,,,,,
Union,Prec 01 - City of La Grande,U.S. Senate,,Jim Huffman,REP,597,,,,,,
Union,Prec 02 - City of La Grande,U.S. Senate,,Jim Huffman,REP,633,,,,,,
Union,Prec 03 - City of La Grande,U.S. Senate,,Jim Huffman,REP,610,,,,,,
Union,Prec 04 - Rural La Grande,U.S. Senate,,Jim Huffman,REP,136,,,,,,
Union,Prec 05 - Rural La Grande,U.S. Senate,,Jim Huffman,REP,482,,,,,,
Union,Prec 06 - City of Cove,U.S. Senate,,Jim Huffman,REP,175,,,,,,
Union,Prec 07 - Rural Cove,U.S. Senate,,Jim Huffman,REP,279,,,,,,
Union,Prec 08 - City of Elgin,U.S. Senate,,Jim Huffman,REP,312,,,,,,
Union,Prec 09 - Rural Elgin,U.S. Senate,,Jim Huffman,REP,317,,,,,,
Union,Prec 1O - City of Imbler,U.S. Senate,,Jim Huffman,REP,104,,,,,,
Union,Prec 11 - Rural Imbler/Summerville,U.S. Senate,,Jim Huffman,REP,369,,,,,,
Union,Prec 12 - City of Summerville,U.S. Senate,,Jim Huffman,REP,38,,,,,,
Union,Prec 13 - Rural North Powder,U.S. Senate,,Jim Huffman,REP,67,,,,,,
Union,Prec 14 - City of North Powder,U.S. Senate,,Jim Huffman,REP,74,,,,,,
Union,Prec 15 - Rural Union,U.S. Senate,,Jim Huffman,REP,146,,,,,,
Union,Prec 16 - City of Union,U.S. Senate,,Jim Huffman,REP,464,,,,,,
Union,Prec 17 - Antelope/Big Creek,U.S. Senate,,Jim Huffman,REP,32,,,,,,
Union,Prec 18 - City of Island City,U.S. Senate,,Jim Huffman,REP,271,,,,,,
Union,Prec 19 - Rural Island City,U.S. Senate,,Jim Huffman,REP,164,,,,,,
Union,Prec 01 - City of La Grande,U.S. Senate,,Rick Staggenborg,PRO,13,,,,,,
Union,Prec 02 - City of La Grande,U.S. Senate,,Rick Staggenborg,PRO,8,,,,,,
Union,Prec 03 - City of La Grande,U.S. Senate,,Rick Staggenborg,PRO,11,,,,,,
Union,Prec 04 - Rural La Grande,U.S. Senate,,Rick Staggenborg,PRO,2,,,,,,
Union,Prec 05 - Rural La Grande,U.S. Senate,,Rick Staggenborg,PRO,6,,,,,,
Union,Prec 06 - City of Cove,U.S. Senate,,Rick Staggenborg,PRO,4,,,,,,
Union,Prec 07 - Rural Cove,U.S. Senate,,Rick Staggenborg,PRO,5,,,,,,
Union,Prec 08 - City of Elgin,U.S. Senate,,Rick Staggenborg,PRO,5,,,,,,
Union,Prec 09 - Rural Elgin,U.S. Senate,,Rick Staggenborg,PRO,2,,,,,,
Union,Prec 1O - City of Imbler,U.S. Senate,,Rick Staggenborg,PRO,3,,,,,,
Union,Prec 11 - Rural Imbler/Summerville,U.S. Senate,,Rick Staggenborg,PRO,4,,,,,,
Union,Prec 12 - City of Summerville,U.S. Senate,,Rick Staggenborg,PRO,0,,,,,,
Union,Prec 13 - Rural North Powder,U.S. Senate,,Rick Staggenborg,PRO,0,,,,,,
Union,Prec 14 - City of North Powder,U.S. Senate,,Rick Staggenborg,PRO,0,,,,,,
Union,Prec 15 - Rural Union,U.S. Senate,,Rick Staggenborg,PRO,3,,,,,,
Union,Prec 16 - City of Union,U.S. Senate,,Rick Staggenborg,PRO,9,,,,,,
Union,Prec 17 - Antelope/Big Creek,U.S. Senate,,Rick Staggenborg,PRO,2,,,,,,
Union,Prec 18 - City of Island City,U.S. Senate,,Rick Staggenborg,PRO,2,,,,,,
Union,Prec 19 - Rural Island City,U.S. Senate,,Rick Staggenborg,PRO,0,,,,,,
Union,Prec 01 - City of La Grande,U.S. Senate,,Ron Wyden,DEM,1014,,,,,,
Union,Prec 02 - City of La Grande,U.S. Senate,,Ron Wyden,DEM,721,,,,,,
Union,Prec 03 - City of La Grande,U.S. Senate,,Ron Wyden,DEM,651,,,,,,
Union,Prec 04 - Rural La Grande,U.S. Senate,,Ron Wyden,DEM,150,,,,,,
Union,Prec 05 - Rural La Grande,U.S. Senate,,Ron Wyden,DEM,379,,,,,,
Union,Prec 06 - City of Cove,U.S. Senate,,Ron Wyden,DEM,142,,,,,,
Union,Prec 07 - Rural Cove,U.S. Senate,,Ron Wyden,DEM,185,,,,,,
Union,Prec 08 - City of Elgin,U.S. Senate,,Ron Wyden,DEM,270,,,,,,
Union,Prec 09 - Rural Elgin,U.S. Senate,,Ron Wyden,DEM,175,,,,,,
Union,Prec 1O - City of Imbler,U.S. Senate,,Ron Wyden,DEM,67,,,,,,
Union,Prec 11 - Rural Imbler/Summerville,U.S. Senate,,Ron Wyden,DEM,184,,,,,,
Union,Prec 12 - City of Summerville,U.S. Senate,,Ron Wyden,DEM,11,,,,,,
Union,Prec 13 - Rural North Powder,U.S. Senate,,Ron Wyden,DEM,22,,,,,,
Union,Prec 14 - City of North Powder,U.S. Senate,,Ron Wyden,DEM,86,,,,,,
Union,Prec 15 - Rural Union,U.S. Senate,,Ron Wyden,DEM,82,,,,,,
Union,Prec 16 - City of Union,U.S. Senate,,Ron Wyden,DEM,432,,,,,,
Union,Prec 17 - Antelope/Big Creek,U.S. Senate,,Ron Wyden,DEM,7,,,,,,
Union,Prec 18 - City of Island City,U.S. Senate,,Ron Wyden,DEM,218,,,,,,
Union,Prec 19 - Rural Island City,U.S. Senate,,Ron Wyden,DEM,96,,,,,,
Union,Prec 01 - City of La Grande,U.S. Senate,,Marc Delphine,LBT,22,,,,,,
Union,Prec 02 - City of La Grande,U.S. Senate,,Marc Delphine,LBT,23,,,,,,
Union,Prec 03 - City of La Grande,U.S. Senate,,Marc Delphine,LBT,22,,,,,,
Union,Prec 04 - Rural La Grande,U.S. Senate,,Marc Delphine,LBT,4,,,,,,
Union,Prec 05 - Rural La Grande,U.S. Senate,,Marc Delphine,LBT,13,,,,,,
Union,Prec 06 - City of Cove,U.S. Senate,,Marc Delphine,LBT,1,,,,,,
Union,Prec 07 - Rural Cove,U.S. Senate,,Marc Delphine,LBT,1,,,,,,
Union,Prec 08 - City of Elgin,U.S. Senate,,Marc Delphine,LBT,8,,,,,,
Union,Prec 09 - Rural Elgin,U.S. Senate,,Marc Delphine,LBT,4,,,,,,
Union,Prec 1O - City of Imbler,U.S. Senate,,Marc Delphine,LBT,1,,,,,,
Union,Prec 11 - Rural Imbler/Summerville,U.S. Senate,,Marc Delphine,LBT,4,,,,,,
Union,Prec 12 - City of Summerville,U.S. Senate,,Marc Delphine,LBT,1,,,,,,
Union,Prec 13 - Rural North Powder,U.S. Senate,,Marc Delphine,LBT,0,,,,,,
Union,Prec 14 - City of North Powder,U.S. Senate,,Marc Delphine,LBT,0,,,,,,
Union,Prec 15 - Rural Union,U.S. Senate,,Marc Delphine,LBT,3,,,,,,
Union,Prec 16 - City of Union,U.S. Senate,,Marc Delphine,LBT,11,,,,,,
Union,Prec 17 - Antelope/Big Creek,U.S. Senate,,Marc Delphine,LBT,1,,,,,,
Union,Prec 18 - City of Island City,U.S. Senate,,Marc Delphine,LBT,3,,,,,,
Union,Prec 19 - Rural Island City,U.S. Senate,,Marc Delphine,LBT,3,,,,,,
Union,Prec 01 - City of La Grande,U.S. Senate,,Bruce Cronk,WF,29,,,,,,
Union,Prec 02 - City of La Grande,U.S. Senate,,Bruce Cronk,WF,19,,,,,,
Union,Prec 03 - City of La Grande,U.S. Senate,,Bruce Cronk,WF,32,,,,,,
Union,Prec 04 - Rural La Grande,U.S. Senate,,Bruce Cronk,WF,7,,,,,,
Union,Prec 05 - Rural La Grande,U.S. Senate,,Bruce Cronk,WF,5,,,,,,
Union,Prec 06 - City of Cove,U.S. Senate,,Bruce Cronk,WF,6,,,,,,
Union,Prec 07 - Rural Cove,U.S. Senate,,Bruce Cronk,WF,1,,,,,,
Union,Prec 08 - City of Elgin,U.S. Senate,,Bruce Cronk,WF,23,,,,,,
Union,Prec 09 - Rural Elgin,U.S. Senate,,Bruce Cronk,WF,8,,,,,,
Union,Prec 1O - City of Imbler,U.S. Senate,,Bruce Cronk,WF,3,,,,,,
Union,Prec 11 - Rural Imbler/Summerville,U.S. Senate,,Bruce Cronk,WF,14,,,,,,
Union,Prec 12 - City of Summerville,U.S. Senate,,Bruce Cronk,WF,1,,,,,,
Union,Prec 13 - Rural North Powder,U.S. Senate,,Bruce Cronk,WF,1,,,,,,
Union,Prec 14 - City of North Powder,U.S. Senate,,Bruce Cronk,WF,3,,,,,,
Union,Prec 15 - Rural Union,U.S. Senate,,Bruce Cronk,WF,4,,,,,,
Union,Prec 16 - City of Union,U.S. Senate,,Bruce Cronk,WF,19,,,,,,
Union,Prec 17 - Antelope/Big Creek,U.S. Senate,,Bruce Cronk,WF,2,,,,,,
Union,Prec 18 - City of Island City,U.S. Senate,,Bruce Cronk,WF,7,,,,,,
Union,Prec 19 - Rural Island City,U.S. Senate,,Bruce Cronk,WF,1,,,,,,
Union,Prec 01 - City of La Grande,U.S. Senate,,Write-ins,,2,,,,,,
Union,Prec 02 - City of La Grande,U.S. Senate,,Write-ins,,1,,,,,,
Union,Prec 03 - City of La Grande,U.S. Senate,,Write-ins,,1,,,,,,
Union,Prec 04 - Rural La Grande,U.S. Senate,,Write-ins,,0,,,,,,
Union,Prec 05 - Rural La Grande,U.S. Senate,,Write-ins,,0,,,,,,
Union,Prec 06 - City of Cove,U.S. Senate,,Write-ins,,0,,,,,,
Union,Prec 07 - Rural Cove,U.S. Senate,,Write-ins,,0,,,,,,
Union,Prec 08 - City of Elgin,U.S. Senate,,Write-ins,,1,,,,,,
Union,Prec 09 - Rural Elgin,U.S. Senate,,Write-ins,,0,,,,,,
Union,Prec 1O - City of Imbler,U.S. Senate,,Write-ins,,0,,,,,,
Union,Prec 11 - Rural Imbler/Summerville,U.S. Senate,,Write-ins,,3,,,,,,
Union,Prec 12 - City of Summerville,U.S. Senate,,Write-ins,,0,,,,,,
Union,Prec 13 - Rural North Powder,U.S. Senate,,Write-ins,,0,,,,,,
Union,Prec 14 - City of North Powder,U.S. Senate,,Write-ins,,0,,,,,,
Union,Prec 15 - Rural Union,U.S. Senate,,Write-ins,,0,,,,,,
Union,Prec 16 - City of Union,U.S. Senate,,Write-ins,,1,,,,,,
Union,Prec 17 - Antelope/Big Creek,U.S. Senate,,Write-ins,,0,,,,,,
Union,Prec 18 - City of Island City,U.S. Senate,,Write-ins,,0,,,,,,
Union,Prec 19 - Rural Island City,U.S. Senate,,Write-ins,,0,,,,,,
Union,Prec 01 - City of La Grande,U.S. Senate,,Over Votes,,0,,,,,,
Union,Prec 02 - City of La Grande,U.S. Senate,,Over Votes,,3,,,,,,
Union,Prec 03 - City of La Grande,U.S. Senate,,Over Votes,,3,,,,,,
Union,Prec 04 - Rural La Grande,U.S. Senate,,Over Votes,,0,,,,,,
Union,Prec 05 - Rural La Grande,U.S. Senate,,Over Votes,,1,,,,,,
Union,Prec 06 - City of Cove,U.S. Senate,,Over Votes,,0,,,,,,
Union,Prec 07 - Rural Cove,U.S. Senate,,Over Votes,,0,,,,,,
Union,Prec 08 - City of Elgin,U.S. Senate,,Over Votes,,0,,,,,,
Union,Prec 09 - Rural Elgin,U.S. Senate,,Over Votes,,0,,,,,,
Union,Prec 1O - City of Imbler,U.S. Senate,,Over Votes,,1,,,,,,
Union,Prec 11 - Rural Imbler/Summerville,U.S. Senate,,Over Votes,,1,,,,,,
Union,Prec 12 - City of Summerville,U.S. Senate,,Over Votes,,0,,,,,,
Union,Prec 13 - Rural North Powder,U.S. Senate,,Over Votes,,0,,,,,,
Union,Prec 14 - City of North Powder,U.S. Senate,,Over Votes,,0,,,,,,
Union,Prec 15 - Rural Union,U.S. Senate,,Over Votes,,0,,,,,,
Union,Prec 16 - City of Union,U.S. Senate,,Over Votes,,0,,,,,,
Union,Prec 17 - Antelope/Big Creek,U.S. Senate,,Over Votes,,0,,,,,,
Union,Prec 18 - City of Island City,U.S. Senate,,Over Votes,,1,,,,,,
Union,Prec 19 - Rural Island City,U.S. Senate,,Over Votes,,0,,,,,,
Union,Prec 01 - City of La Grande,U.S. Senate,,Under Votes,,47,,,,,,
Union,Prec 02 - City of La Grande,U.S. Senate,,Under Votes,,33,,,,,,
Union,Prec 03 - City of La Grande,U.S. Senate,,Under Votes,,35,,,,,,
Union,Prec 04 - Rural La Grande,U.S. Senate,,Under Votes,,4,,,,,,
Union,Prec 05 - Rural La Grande,U.S. Senate,,Under Votes,,16,,,,,,
Union,Prec 06 - City of Cove,U.S. Senate,,Under Votes,,1,,,,,,
Union,Prec 07 - Rural Cove,U.S. Senate,,Under Votes,,9,,,,,,
Union,Prec 08 - City of Elgin,U.S. Senate,,Under Votes,,17,,,,,,
Union,Prec 09 - Rural Elgin,U.S. Senate,,Under Votes,,6,,,,,,
Union,Prec 1O - City of Imbler,U.S. Senate,,Under Votes,,9,,,,,,
Union,Prec 11 - Rural Imbler/Summerville,U.S. Senate,,Under Votes,,9,,,,,,
Union,Prec 12 - City of Summerville,U.S. Senate,,Under Votes,,1,,,,,,
Union,Prec 13 - Rural North Powder,U.S. Senate,,Under Votes,,4,,,,,,
Union,Prec 14 - City of North Powder,U.S. Senate,,Under Votes,,1,,,,,,
Union,Prec 15 - Rural Union,U.S. Senate,,Under Votes,,11,,,,,,
Union,Prec 16 - City of Union,U.S. Senate,,Under Votes,,44,,,,,,
Union,Prec 17 - Antelope/Big Creek,U.S. Senate,,Under Votes,,0,,,,,,
Union,Prec 18 - City of Island City,U.S. Senate,,Under Votes,,13,,,,,,
Union,Prec 19 - Rural Island City,U.S. Senate,,Under Votes,,7,,,,,,
