county,precinct,office,district,party,candidate,votes,,
Jefferson,No. 20 Circle M,Governor,,CON,Greg Kord,1,,
Jefferson,No. 21 Central,Governor,,CON,Greg Kord,10,,
Jefferson,No. 22 Sunset,Governor,,CON,Greg Kord,6,,
Jefferson,No. 1 Haystack,Governor,,LBT,Wes Wagner,19,,
Jefferson,No. 2 Crooked River Ranch,Governor,,LBT,Wes Wagner,19,,
Jefferson,No. 5 Ashwood,Governor,,LBT,Wes Wagner,1,,
Jefferson,No. 6 Kutcher,Governor,,LBT,Wes Wagner,3,,
Jefferson,No. 8 Lyle Gap,Governor,,LBT,Wes Wagner,0,,
Jefferson,No. 11 Metolius,Governor,,LBT,Wes Wagner,3,,
Jefferson,No. 13 East Madras,Governor,,LBT,Wes Wagner,12,,
Jefferson,No. 14 Warm Springs,Governor,,LBT,Wes Wagner,13,,
Jefferson,No. 16 Camp Sherman,Governor,,LBT,Wes Wagner,0,,
Jefferson,No.  17 Culver,Governor,,LBT,Wes Wagner,3,,
Jefferson,No. 18 Round Butte,Governor,,LBT,Wes Wagner,2,,
Jefferson,No. 19 West Madras,Governor,,LBT,Wes Wagner,6,,
Jefferson,No. 20 Circle M,Governor,,LBT,Wes Wagner,4,,
Jefferson,No. 21 Central,Governor,,LBT,Wes Wagner,17,,
Jefferson,No. 22 Sunset,Governor,,LBT,Wes Wagner,8,,
Jefferson,No. 1 Haystack,Governor,,REP,Chris Dudley,548,,
Jefferson,No. 2 Crooked River Ranch,Governor,,REP,Chris Dudley,1191,,
Jefferson,No. 5 Ashwood,Governor,,REP,Chris Dudley,26,,
Jefferson,No. 6 Kutcher,Governor,,REP,Chris Dudley,196,,
Jefferson,No. 8 Lyle Gap,Governor,,REP,Chris Dudley,55,,
Jefferson,No. 11 Metolius,Governor,,REP,Chris Dudley,137,,
Jefferson,No. 13 East Madras,Governor,,REP,Chris Dudley,395,,
Jefferson,No. 14 Warm Springs,Governor,,REP,Chris Dudley,127,,
Jefferson,No. 16 Camp Sherman,Governor,,REP,Chris Dudley,67,,
Jefferson,No.  17 Culver,Governor,,REP,Chris Dudley,193,,
Jefferson,No. 18 Round Butte,Governor,,REP,Chris Dudley,205,,
Jefferson,No. 19 West Madras,Governor,,REP,Chris Dudley,264,,
Jefferson,No. 20 Circle M,Governor,,REP,Chris Dudley,136,,
Jefferson,No. 21 Central,Governor,,REP,Chris Dudley,380,,
Jefferson,No. 22 Sunset,Governor,,REP,Chris Dudley,320,,
Jefferson,No. 1 Haystack,Governor,,,Write-ins,0,,
Jefferson,No. 2 Crooked River Ranch,Governor,,,Write-ins,4,,
Jefferson,No. 5 Ashwood,Governor,,,Write-ins,0,,
Jefferson,No. 6 Kutcher,Governor,,,Write-ins,0,,
Jefferson,No. 8 Lyle Gap,Governor,,,Write-ins,0,,
Jefferson,No. 11 Metolius,Governor,,,Write-ins,0,,
Jefferson,No. 13 East Madras,Governor,,,Write-ins,1,,
Jefferson,No. 14 Warm Springs,Governor,,,Write-ins,1,,
Jefferson,No. 16 Camp Sherman,Governor,,,Write-ins,0,,
Jefferson,No.  17 Culver,Governor,,,Write-ins,1,,
Jefferson,No. 18 Round Butte,Governor,,,Write-ins,0,,
Jefferson,No. 19 West Madras,Governor,,,Write-ins,0,,
Jefferson,No. 20 Circle M,Governor,,,Write-ins,0,,
Jefferson,No. 21 Central,Governor,,,Write-ins,2,,
Jefferson,No. 22 Sunset,Governor,,,Write-ins,1,,
Jefferson,No. 1 Haystack,Governor,,,Over Votes,0,,
Jefferson,No. 2 Crooked River Ranch,Governor,,,Over Votes,0,,
Jefferson,No. 5 Ashwood,Governor,,,Over Votes,0,,
Jefferson,No. 6 Kutcher,Governor,,,Over Votes,0,,
Jefferson,No. 8 Lyle Gap,Governor,,,Over Votes,0,,
Jefferson,No. 11 Metolius,Governor,,,Over Votes,0,,
Jefferson,No. 13 East Madras,Governor,,,Over Votes,1,,
Jefferson,No. 14 Warm Springs,Governor,,,Over Votes,0,,
Jefferson,No. 16 Camp Sherman,Governor,,,Over Votes,0,,
Jefferson,No.  17 Culver,Governor,,,Over Votes,0,,
Jefferson,No. 18 Round Butte,Governor,,,Over Votes,0,,
Jefferson,No. 19 West Madras,Governor,,,Over Votes,1,,
Jefferson,No. 20 Circle M,Governor,,,Over Votes,0,,
Jefferson,No. 21 Central,Governor,,,Over Votes,0,,
Jefferson,No. 22 Sunset,Governor,,,Over Votes,0,,
Jefferson,No. 1 Haystack,Governor,,,Under Votes,7,,
Jefferson,No. 2 Crooked River Ranch,Governor,,,Under Votes,22,,
Jefferson,No. 5 Ashwood,Governor,,,Under Votes,0,,
Jefferson,No. 6 Kutcher,Governor,,,Under Votes,5,,
Jefferson,No. 8 Lyle Gap,Governor,,,Under Votes,1,,
Jefferson,No. 11 Metolius,Governor,,,Under Votes,4,,
Jefferson,No. 13 East Madras,Governor,,,Under Votes,18,,
Jefferson,No. 14 Warm Springs,Governor,,,Under Votes,7,,
Jefferson,No. 16 Camp Sherman,Governor,,,Under Votes,0,,
Jefferson,No.  17 Culver,Governor,,,Under Votes,9,,
Jefferson,No. 18 Round Butte,Governor,,,Under Votes,6,,
Jefferson,No. 19 West Madras,Governor,,,Under Votes,9,,
Jefferson,No. 20 Circle M,Governor,,,Under Votes,6,,
Jefferson,No. 21 Central,Governor,,,Under Votes,8,,
Jefferson,No. 22 Sunset,Governor,,,Under Votes,9,,
Jefferson,No. 1 Haystack,U.S. Senate,,REP,Jim Huffman,449,,
Jefferson,No. 2 Crooked River Ranch,U.S. Senate,,REP,Jim Huffman,968,,
Jefferson,No. 5 Ashwood,U.S. Senate,,REP,Jim Huffman,16,,
Jefferson,No. 6 Kutcher,U.S. Senate,,REP,Jim Huffman,145,,
Jefferson,No. 8 Lyle Gap,U.S. Senate,,REP,Jim Huffman,54,,
Jefferson,No. 11 Metolius,U.S. Senate,,REP,Jim Huffman,114,,
Jefferson,No. 13 East Madras,U.S. Senate,,REP,Jim Huffman,324,,
Jefferson,No. 14 Warm Springs,U.S. Senate,,REP,Jim Huffman,39,,
Jefferson,No. 16 Camp Sherman,U.S. Senate,,REP,Jim Huffman,59,,
Jefferson,No.  17 Culver,U.S. Senate,,REP,Jim Huffman,143,,
Jefferson,No. 18 Round Butte,U.S. Senate,,REP,Jim Huffman,172,,
Jefferson,No. 19 West Madras,U.S. Senate,,REP,Jim Huffman,202,,
Jefferson,No. 20 Circle M,U.S. Senate,,REP,Jim Huffman,119,,
Jefferson,No. 21 Central,U.S. Senate,,REP,Jim Huffman,299,,
Jefferson,No. 22 Sunset,U.S. Senate,,REP,Jim Huffman,271,,
Jefferson,No. 1 Haystack,U.S. Senate,,PRO,Rick Staggenborg,2,,
Jefferson,No. 2 Crooked River Ranch,U.S. Senate,,PRO,Rick Staggenborg,10,,
Jefferson,No. 5 Ashwood,U.S. Senate,,PRO,Rick Staggenborg,0,,
Jefferson,No. 6 Kutcher,U.S. Senate,,PRO,Rick Staggenborg,0,,
Jefferson,No. 8 Lyle Gap,U.S. Senate,,PRO,Rick Staggenborg,0,,
Jefferson,No. 11 Metolius,U.S. Senate,,PRO,Rick Staggenborg,1,,
Jefferson,No. 13 East Madras,U.S. Senate,,PRO,Rick Staggenborg,6,,
Jefferson,No. 14 Warm Springs,U.S. Senate,,PRO,Rick Staggenborg,4,,
Jefferson,No. 16 Camp Sherman,U.S. Senate,,PRO,Rick Staggenborg,1,,
Jefferson,No.  17 Culver,U.S. Senate,,PRO,Rick Staggenborg,3,,
Jefferson,No. 18 Round Butte,U.S. Senate,,PRO,Rick Staggenborg,3,,
Jefferson,No. 19 West Madras,U.S. Senate,,PRO,Rick Staggenborg,5,,
Jefferson,No. 20 Circle M,U.S. Senate,,PRO,Rick Staggenborg,4,,
Jefferson,No. 21 Central,U.S. Senate,,PRO,Rick Staggenborg,1,,
Jefferson,No. 22 Sunset,U.S. Senate,,PRO,Rick Staggenborg,0,,
Jefferson,No. 1 Haystack,U.S. Senate,,DEM,Ron Wyden,269,,
Jefferson,No. 2 Crooked River Ranch,U.S. Senate,,DEM,Ron Wyden,777,,
Jefferson,No. 5 Ashwood,U.S. Senate,,DEM,Ron Wyden,19,,
Jefferson,No. 6 Kutcher,U.S. Senate,,DEM,Ron Wyden,107,,
Jefferson,No. 8 Lyle Gap,U.S. Senate,,DEM,Ron Wyden,35,,
Jefferson,No. 11 Metolius,U.S. Senate,,DEM,Ron Wyden,89,,
Jefferson,No. 13 East Madras,U.S. Senate,,DEM,Ron Wyden,329,,
Jefferson,No. 14 Warm Springs,U.S. Senate,,DEM,Ron Wyden,246,,
Jefferson,No. 16 Camp Sherman,U.S. Senate,,DEM,Ron Wyden,97,,
Jefferson,No.  17 Culver,U.S. Senate,,DEM,Ron Wyden,133,,
Jefferson,No. 18 Round Butte,U.S. Senate,,DEM,Ron Wyden,114,,
Jefferson,No. 19 West Madras,U.S. Senate,,DEM,Ron Wyden,254,,
Jefferson,No. 20 Circle M,U.S. Senate,,DEM,Ron Wyden,81,,
Jefferson,No. 21 Central,U.S. Senate,,DEM,Ron Wyden,307,,
Jefferson,No. 22 Sunset,U.S. Senate,,DEM,Ron Wyden,179,,
Jefferson,No. 1 Haystack,U.S. Senate,,LBT,Marc Delphine,5,,
Jefferson,No. 2 Crooked River Ranch,U.S. Senate,,LBT,Marc Delphine,18,,
Jefferson,No. 5 Ashwood,U.S. Senate,,LBT,Marc Delphine,0,,
Jefferson,No. 6 Kutcher,U.S. Senate,,LBT,Marc Delphine,4,,
Jefferson,No. 8 Lyle Gap,U.S. Senate,,LBT,Marc Delphine,0,,
Jefferson,No. 11 Metolius,U.S. Senate,,LBT,Marc Delphine,3,,
Jefferson,No. 13 East Madras,U.S. Senate,,LBT,Marc Delphine,4,,
Jefferson,No. 14 Warm Springs,U.S. Senate,,LBT,Marc Delphine,1,,
Jefferson,No. 16 Camp Sherman,U.S. Senate,,LBT,Marc Delphine,2,,
Jefferson,No.  17 Culver,U.S. Senate,,LBT,Marc Delphine,3,,
Jefferson,No. 18 Round Butte,U.S. Senate,,LBT,Marc Delphine,2,,
Jefferson,No. 19 West Madras,U.S. Senate,,LBT,Marc Delphine,6,,
Jefferson,No. 20 Circle M,U.S. Senate,,LBT,Marc Delphine,3,,
Jefferson,No. 21 Central,U.S. Senate,,LBT,Marc Delphine,5,,
Jefferson,No. 22 Sunset,U.S. Senate,,LBT,Marc Delphine,5,,
Jefferson,No. 1 Haystack,U.S. Senate,,WFP,Bruce Cronk,19,,
Jefferson,No. 2 Crooked River Ranch,U.S. Senate,,WFP,Bruce Cronk,18,,
Jefferson,No. 5 Ashwood,U.S. Senate,,WFP,Bruce Cronk,0,,
Jefferson,No. 6 Kutcher,U.S. Senate,,WFP,Bruce Cronk,2,,
Jefferson,No. 8 Lyle Gap,U.S. Senate,,WFP,Bruce Cronk,0,,
Jefferson,No. 11 Metolius,U.S. Senate,,WFP,Bruce Cronk,1,,
Jefferson,No. 13 East Madras,U.S. Senate,,WFP,Bruce Cronk,15,,
Jefferson,No. 14 Warm Springs,U.S. Senate,,WFP,Bruce Cronk,6,,
Jefferson,No. 16 Camp Sherman,U.S. Senate,,WFP,Bruce Cronk,1,,
Jefferson,No.  17 Culver,U.S. Senate,,WFP,Bruce Cronk,7,,
Jefferson,No. 18 Round Butte,U.S. Senate,,WFP,Bruce Cronk,3,,
Jefferson,No. 19 West Madras,U.S. Senate,,WFP,Bruce Cronk,5,,
Jefferson,No. 20 Circle M,U.S. Senate,,WFP,Bruce Cronk,1,,
Jefferson,No. 21 Central,U.S. Senate,,WFP,Bruce Cronk,12,,
Jefferson,No. 22 Sunset,U.S. Senate,,WFP,Bruce Cronk,1,,
Jefferson,No. 1 Haystack,U.S. Senate,,,Write-ins,0,,
Jefferson,No. 2 Crooked River Ranch,U.S. Senate,,,Write-ins,0,,
Jefferson,No. 5 Ashwood,U.S. Senate,,,Write-ins,0,,
Jefferson,No. 6 Kutcher,U.S. Senate,,,Write-ins,0,,
Jefferson,No. 8 Lyle Gap,U.S. Senate,,,Write-ins,0,,
Jefferson,No. 11 Metolius,U.S. Senate,,,Write-ins,0,,
Jefferson,No. 13 East Madras,U.S. Senate,,,Write-ins,0,,
Jefferson,No. 14 Warm Springs,U.S. Senate,,,Write-ins,0,,
Jefferson,No. 16 Camp Sherman,U.S. Senate,,,Write-ins,0,,
Jefferson,No.  17 Culver,U.S. Senate,,,Write-ins,0,,
Jefferson,No. 18 Round Butte,U.S. Senate,,,Write-ins,0,,
Jefferson,No. 19 West Madras,U.S. Senate,,,Write-ins,0,,
Jefferson,No. 20 Circle M,U.S. Senate,,,Write-ins,1,,
Jefferson,No. 21 Central,U.S. Senate,,,Write-ins,0,,
Jefferson,No. 22 Sunset,U.S. Senate,,,Write-ins,0,,
Jefferson,No. 1 Haystack,U.S. Senate,,,Over Votes,1,,
Jefferson,No. 2 Crooked River Ranch,U.S. Senate,,,Over Votes,1,,
Jefferson,No. 5 Ashwood,U.S. Senate,,,Over Votes,0,,
Jefferson,No. 6 Kutcher,U.S. Senate,,,Over Votes,0,,
Jefferson,No. 8 Lyle Gap,U.S. Senate,,,Over Votes,0,,
Jefferson,No. 11 Metolius,U.S. Senate,,,Over Votes,0,,
Jefferson,No. 13 East Madras,U.S. Senate,,,Over Votes,1,,
Jefferson,No. 14 Warm Springs,U.S. Senate,,,Over Votes,1,,
Jefferson,No. 16 Camp Sherman,U.S. Senate,,,Over Votes,0,,
Jefferson,No.  17 Culver,U.S. Senate,,,Over Votes,0,,
Jefferson,No. 18 Round Butte,U.S. Senate,,,Over Votes,1,,
Jefferson,No. 19 West Madras,U.S. Senate,,,Over Votes,0,,
Jefferson,No. 20 Circle M,U.S. Senate,,,Over Votes,0,,
Jefferson,No. 21 Central,U.S. Senate,,,Over Votes,0,,
Jefferson,No. 22 Sunset,U.S. Senate,,,Over Votes,0,,
Jefferson,No. 1 Haystack,U.S. Senate,,,Under Votes,13,,
Jefferson,No. 2 Crooked River Ranch,U.S. Senate,,,Under Votes,26,,
Jefferson,No. 5 Ashwood,U.S. Senate,,,Under Votes,0,,
Jefferson,No. 6 Kutcher,U.S. Senate,,,Under Votes,8,,
Jefferson,No. 8 Lyle Gap,U.S. Senate,,,Under Votes,0,,
Jefferson,No. 11 Metolius,U.S. Senate,,,Under Votes,2,,
Jefferson,No. 13 East Madras,U.S. Senate,,,Under Votes,17,,
Jefferson,No. 14 Warm Springs,U.S. Senate,,,Under Votes,4,,
Jefferson,No. 16 Camp Sherman,U.S. Senate,,,Under Votes,1,,
Jefferson,No.  17 Culver,U.S. Senate,,,Under Votes,8,,
Jefferson,No. 18 Round Butte,U.S. Senate,,,Under Votes,3,,
Jefferson,No. 19 West Madras,U.S. Senate,,,Under Votes,6,,
Jefferson,No. 20 Circle M,U.S. Senate,,,Under Votes,3,,
Jefferson,No. 21 Central,U.S. Senate,,,Under Votes,6,,
Jefferson,No. 22 Sunset,U.S. Senate,,,Under Votes,10,,
Jefferson,No. 1 Haystack,U.S. House,2,DEM,Joyce B. Segers,137,,
Jefferson,No. 2 Crooked River Ranch,U.S. House,2,DEM,Joyce B. Segers,436,,
Jefferson,No. 5 Ashwood,U.S. House,2,DEM,Joyce B. Segers,4,,
Jefferson,No. 6 Kutcher,U.S. House,2,DEM,Joyce B. Segers,50,,
Jefferson,No. 8 Lyle Gap,U.S. House,2,DEM,Joyce B. Segers,17,,
Jefferson,No. 11 Metolius,U.S. House,2,DEM,Joyce B. Segers,30,,
Jefferson,No. 13 East Madras,U.S. House,2,DEM,Joyce B. Segers,163,,
Jefferson,No. 14 Warm Springs,U.S. House,2,DEM,Joyce B. Segers,123,,
Jefferson,No. 16 Camp Sherman,U.S. House,2,DEM,Joyce B. Segers,68,,
Jefferson,No.  17 Culver,U.S. House,2,DEM,Joyce B. Segers,69,,
Jefferson,No. 18 Round Butte,U.S. House,2,DEM,Joyce B. Segers,45,,
Jefferson,No. 19 West Madras,U.S. House,2,DEM,Joyce B. Segers,118,,
Jefferson,No. 20 Circle M,U.S. House,2,DEM,Joyce B. Segers,40,,
Jefferson,No. 21 Central,U.S. House,2,DEM,Joyce B. Segers,165,,
Jefferson,No. 22 Sunset,U.S. House,2,DEM,Joyce B. Segers,72,,
Jefferson,No. 1 Haystack,U.S. House,2,REP,Greg Walden,593,,
Jefferson,No. 2 Crooked River Ranch,U.S. House,2,REP,Greg Walden,1316,,
Jefferson,No. 5 Ashwood,U.S. House,2,REP,Greg Walden,31,,
Jefferson,No. 6 Kutcher,U.S. House,2,REP,Greg Walden,199,,
Jefferson,No. 8 Lyle Gap,U.S. House,2,REP,Greg Walden,71,,
Jefferson,No. 11 Metolius,U.S. House,2,REP,Greg Walden,172,,
Jefferson,No. 13 East Madras,U.S. House,2,REP,Greg Walden,496,,
Jefferson,No. 14 Warm Springs,U.S. House,2,REP,Greg Walden,164,,
Jefferson,No. 16 Camp Sherman,U.S. House,2,REP,Greg Walden,87,,
Jefferson,No.  17 Culver,U.S. House,2,REP,Greg Walden,211,,
Jefferson,No. 18 Round Butte,U.S. House,2,REP,Greg Walden,237,,
Jefferson,No. 19 West Madras,U.S. House,2,REP,Greg Walden,338,,
Jefferson,No. 20 Circle M,U.S. House,2,REP,Greg Walden,167,,
Jefferson,No. 21 Central,U.S. House,2,REP,Greg Walden,449,,
Jefferson,No. 22 Sunset,U.S. House,2,REP,Greg Walden,379,,
Jefferson,No. 1 Haystack,U.S. House,2,,Write-ins,0,,
Jefferson,No. 2 Crooked River Ranch,U.S. House,2,,Write-ins,3,,
Jefferson,No. 5 Ashwood,U.S. House,2,,Write-ins,0,,
Jefferson,No. 6 Kutcher,U.S. House,2,,Write-ins,1,,
Jefferson,No. 8 Lyle Gap,U.S. House,2,,Write-ins,0,,
Jefferson,No. 11 Metolius,U.S. House,2,,Write-ins,0,,
Jefferson,No. 13 East Madras,U.S. House,2,,Write-ins,0,,
Jefferson,No. 14 Warm Springs,U.S. House,2,,Write-ins,1,,
Jefferson,No. 16 Camp Sherman,U.S. House,2,,Write-ins,1,,
Jefferson,No.  17 Culver,U.S. House,2,,Write-ins,0,,
Jefferson,No. 18 Round Butte,U.S. House,2,,Write-ins,0,,
Jefferson,No. 19 West Madras,U.S. House,2,,Write-ins,1,,
Jefferson,No. 20 Circle M,U.S. House,2,,Write-ins,0,,
Jefferson,No. 21 Central,U.S. House,2,,Write-ins,0,,
Jefferson,No. 22 Sunset,U.S. House,2,,Write-ins,1,,
Jefferson,No. 1 Haystack,U.S. House,2,,Over Votes,1,,
Jefferson,No. 2 Crooked River Ranch,U.S. House,2,,Over Votes,0,,
Jefferson,No. 5 Ashwood,U.S. House,2,,Over Votes,0,,
Jefferson,No. 6 Kutcher,U.S. House,2,,Over Votes,0,,
Jefferson,No. 8 Lyle Gap,U.S. House,2,,Over Votes,0,,
Jefferson,No. 11 Metolius,U.S. House,2,,Over Votes,1,,
Jefferson,No. 13 East Madras,U.S. House,2,,Over Votes,1,,
Jefferson,No. 14 Warm Springs,U.S. House,2,,Over Votes,0,,
Jefferson,No. 16 Camp Sherman,U.S. House,2,,Over Votes,0,,
Jefferson,No.  17 Culver,U.S. House,2,,Over Votes,0,,
Jefferson,No. 18 Round Butte,U.S. House,2,,Over Votes,0,,
Jefferson,No. 19 West Madras,U.S. House,2,,Over Votes,0,,
Jefferson,No. 20 Circle M,U.S. House,2,,Over Votes,0,,
Jefferson,No. 21 Central,U.S. House,2,,Over Votes,0,,
Jefferson,No. 22 Sunset,U.S. House,2,,Over Votes,0,,
Jefferson,No. 1 Haystack,U.S. House,2,,Under Votes,27,,
Jefferson,No. 2 Crooked River Ranch,U.S. House,2,,Under Votes,63,,
Jefferson,No. 5 Ashwood,U.S. House,2,,Under Votes,0,,
Jefferson,No. 6 Kutcher,U.S. House,2,,Under Votes,16,,
Jefferson,No. 8 Lyle Gap,U.S. House,2,,Under Votes,1,,
Jefferson,No. 11 Metolius,U.S. House,2,,Under Votes,7,,
Jefferson,No. 13 East Madras,U.S. House,2,,Under Votes,36,,
Jefferson,No. 14 Warm Springs,U.S. House,2,,Under Votes,13,,
Jefferson,No. 16 Camp Sherman,U.S. House,2,,Under Votes,5,,
Jefferson,No.  17 Culver,U.S. House,2,,Under Votes,17,,
Jefferson,No. 18 Round Butte,U.S. House,2,,Under Votes,16,,
Jefferson,No. 19 West Madras,U.S. House,2,,Under Votes,21,,
Jefferson,No. 20 Circle M,U.S. House,2,,Under Votes,5,,
Jefferson,No. 21 Central,U.S. House,2,,Under Votes,16,,
Jefferson,No. 22 Sunset,U.S. House,2,,Under Votes,14,,
Jefferson,No. 1 Haystack,State House,59,REP,John E. Huffman,544,,
Jefferson,No. 2 Crooked River Ranch,State House,59,REP,John E. Huffman,1175,,
Jefferson,No. 5 Ashwood,State House,59,REP,John E. Huffman,29,,
Jefferson,No. 6 Kutcher,State House,59,REP,John E. Huffman,190,,
Jefferson,No. 8 Lyle Gap,State House,59,REP,John E. Huffman,56,,
Jefferson,No. 11 Metolius,State House,59,REP,John E. Huffman,145,,
Jefferson,No. 13 East Madras,State House,59,REP,John E. Huffman,432,,
Jefferson,No. 14 Warm Springs,State House,59,REP,John E. Huffman,108,,
Jefferson,No. 16 Camp Sherman,State House,59,REP,John E. Huffman,73,,
Jefferson,No.  17 Culver,State House,59,REP,John E. Huffman,185,,
Jefferson,No. 18 Round Butte,State House,59,REP,John E. Huffman,200,,
Jefferson,No. 19 West Madras,State House,59,REP,John E. Huffman,292,,
Jefferson,No. 20 Circle M,State House,59,REP,John E. Huffman,150,,
Jefferson,No. 21 Central,State House,59,REP,John E. Huffman,406,,
Jefferson,No. 22 Sunset,State House,59,REP,John E. Huffman,339,,
Jefferson,No. 1 Haystack,State House,59,DEM,Will Boettner,164,,
Jefferson,No. 2 Crooked River Ranch,State House,59,DEM,Will Boettner,539,,
Jefferson,No. 5 Ashwood,State House,59,DEM,Will Boettner,4,,
Jefferson,No. 6 Kutcher,State House,59,DEM,Will Boettner,52,,
Jefferson,No. 8 Lyle Gap,State House,59,DEM,Will Boettner,25,,
Jefferson,No. 11 Metolius,State House,59,DEM,Will Boettner,48,,
Jefferson,No. 13 East Madras,State House,59,DEM,Will Boettner,204,,
Jefferson,No. 14 Warm Springs,State House,59,DEM,Will Boettner,158,,
Jefferson,No. 16 Camp Sherman,State House,59,DEM,Will Boettner,76,,
Jefferson,No.  17 Culver,State House,59,DEM,Will Boettner,89,,
Jefferson,No. 18 Round Butte,State House,59,DEM,Will Boettner,66,,
Jefferson,No. 19 West Madras,State House,59,DEM,Will Boettner,152,,
Jefferson,No. 20 Circle M,State House,59,DEM,Will Boettner,50,,
Jefferson,No. 21 Central,State House,59,DEM,Will Boettner,192,,
Jefferson,No. 22 Sunset,State House,59,DEM,Will Boettner,97,,
Jefferson,No. 1 Haystack,State House,59,,Write-ins,2,,
Jefferson,No. 2 Crooked River Ranch,State House,59,,Write-ins,0,,
Jefferson,No. 5 Ashwood,State House,59,,Write-ins,1,,
Jefferson,No. 6 Kutcher,State House,59,,Write-ins,0,,
Jefferson,No. 8 Lyle Gap,State House,59,,Write-ins,0,,
Jefferson,No. 11 Metolius,State House,59,,Write-ins,1,,
Jefferson,No. 13 East Madras,State House,59,,Write-ins,1,,
Jefferson,No. 14 Warm Springs,State House,59,,Write-ins,2,,
Jefferson,No. 16 Camp Sherman,State House,59,,Write-ins,0,,
Jefferson,No.  17 Culver,State House,59,,Write-ins,0,,
Jefferson,No. 18 Round Butte,State House,59,,Write-ins,1,,
Jefferson,No. 19 West Madras,State House,59,,Write-ins,2,,
Jefferson,No. 20 Circle M,State House,59,,Write-ins,1,,
Jefferson,No. 21 Central,State House,59,,Write-ins,1,,
Jefferson,No. 22 Sunset,State House,59,,Write-ins,2,,
Jefferson,No. 1 Haystack,State House,59,,Over Votes,1,,
Jefferson,No. 2 Crooked River Ranch,State House,59,,Over Votes,1,,
Jefferson,No. 5 Ashwood,State House,59,,Over Votes,0,,
Jefferson,No. 6 Kutcher,State House,59,,Over Votes,0,,
Jefferson,No. 8 Lyle Gap,State House,59,,Over Votes,0,,
Jefferson,No. 11 Metolius,State House,59,,Over Votes,0,,
Jefferson,No. 13 East Madras,State House,59,,Over Votes,0,,
Jefferson,No. 14 Warm Springs,State House,59,,Over Votes,0,,
Jefferson,No. 16 Camp Sherman,State House,59,,Over Votes,0,,
Jefferson,No.  17 Culver,State House,59,,Over Votes,1,,
Jefferson,No. 18 Round Butte,State House,59,,Over Votes,0,,
Jefferson,No. 19 West Madras,State House,59,,Over Votes,0,,
Jefferson,No. 20 Circle M,State House,59,,Over Votes,0,,
Jefferson,No. 21 Central,State House,59,,Over Votes,0,,
Jefferson,No. 22 Sunset,State House,59,,Over Votes,0,,
Jefferson,No. 1 Haystack,State House,59,,Under Votes,47,,
Jefferson,No. 2 Crooked River Ranch,State House,59,,Under Votes,103,,
Jefferson,No. 5 Ashwood,State House,59,,Under Votes,1,,
Jefferson,No. 6 Kutcher,State House,59,,Under Votes,24,,
Jefferson,No. 8 Lyle Gap,State House,59,,Under Votes,8,,
Jefferson,No. 11 Metolius,State House,59,,Under Votes,16,,
Jefferson,No. 13 East Madras,State House,59,,Under Votes,59,,
Jefferson,No. 14 Warm Springs,State House,59,,Under Votes,33,,
Jefferson,No. 16 Camp Sherman,State House,59,,Under Votes,12,,
Jefferson,No.  17 Culver,State House,59,,Under Votes,22,,
Jefferson,No. 18 Round Butte,State House,59,,Under Votes,31,,
Jefferson,No. 19 West Madras,State House,59,,Under Votes,32,,
Jefferson,No. 20 Circle M,State House,59,,Under Votes,11,,
Jefferson,No. 21 Central,State House,59,,Under Votes,31,,
Jefferson,No. 22 Sunset,State House,59,,Under Votes,28,,
