county,precinct,office,party,district,candidate,votes
Washington,426 GRONER,U.S. Senate,CON,,Lon Mabon,5
Washington,427 SCHOLLS,U.S. Senate,CON,,Lon Mabon,24
Washington,428 TUALATIN-WEST,U.S. Senate,CON,,Lon Mabon,6
Washington,429 MILLER HILL,U.S. Senate,CON,,Lon Mabon,18
Washington,430 BALD PEAK,U.S. Senate,CON,,Lon Mabon,3
Washington,431 MOUNTAIN HOME,U.S. Senate,CON,,Lon Mabon,25
Washington,432 WILSONVILLE,U.S. Senate,CON,,Lon Mabon,0
Washington,433 ED BYROM SCHOOL,U.S. Senate,CON,,Lon Mabon,12
Washington,434 ERROL HASSELL,U.S. Senate,CON,,Lon Mabon,30
Washington,435 SE SHERWOOD CITY,U.S. Senate,CON,,Lon Mabon,36
Washington,436 TUALATIN CITY,U.S. Senate,CON,,Lon Mabon,6
Washington,437 HAZELBROOK,U.S. Senate,CON,,Lon Mabon,0
Washington,438 SE COUNTY,U.S. Senate,CON,,Lon Mabon,6
Washington,439 PCC,U.S. Senate,CON,,Lon Mabon,8
Washington,440 HILLSBORO-SOUTH,U.S. Senate,CON,,Lon Mabon,0
Washington,441 PORTLAND CITY,U.S. Senate,CON,,Lon Mabon,1
Washington,442 KEMMER RD,U.S. Senate,CON,,Lon Mabon,3
Washington,443 JENKINS/BASELINE,U.S. Senate,CON,,Lon Mabon,0
Washington,444 SPRINGVILLE,U.S. Senate,CON,,Lon Mabon,15
Washington,445 SCHOLLS HTS N,U.S. Senate,CON,,Lon Mabon,0
Washington,446 LOMBARD,U.S. Senate,CON,,Lon Mabon,19
Washington,447 HWY 217 EAST,U.S. Senate,CON,,Lon Mabon,4
Washington,448 CEDAR HILLS,U.S. Senate,CON,,Lon Mabon,2
Washington,449 CANYON/217,U.S. Senate,CON,,Lon Mabon,1
Washington,450 WALKER RD,U.S. Senate,CON,,Lon Mabon,0
Washington,451 GRABHORN,U.S. Senate,CON,,Lon Mabon,5
Washington,452 JOHNSON\185TH,U.S. Senate,CON,,Lon Mabon,26
Washington,453 BASELINE/185TH,U.S. Senate,CON,,Lon Mabon,0
Washington,454 BULL MT SPLIT,U.S. Senate,CON,,Lon Mabon,0
Washington,301 RURAL NW COUNTY,U.S. Senate,DEM,,Bill Bradbury,434
Washington,302 KINNAMAN,U.S. Senate,DEM,,Bill Bradbury,479
Washington,303 WITCH HAZEL,U.S. Senate,DEM,,Bill Bradbury,71
Washington,304 BUTTERNUT,U.S. Senate,DEM,,Bill Bradbury,564
Washington,305 BANKS,U.S. Senate,DEM,,Bill Bradbury,119
Washington,306 TANASBOURNE,U.S. Senate,DEM,,Bill Bradbury,162
Washington,307 WILLOW CREEK,U.S. Senate,DEM,,Bill Bradbury,375
Washington,308 BLOOMING FERN HILL,U.S. Senate,DEM,,Bill Bradbury,114
Washington,309 HAWTHORNE FARMS,U.S. Senate,DEM,,Bill Bradbury,339
Washington,310 DILLEY,U.S. Senate,DEM,,Bill Bradbury,329
Washington,311 LAURELWOOD,U.S. Senate,DEM,,Bill Bradbury,98
Washington,312 HAGG LAKE,U.S. Senate,DEM,,Bill Bradbury,154
Washington,313 HILLSBORO-UNINCORP,U.S. Senate,DEM,,Bill Bradbury,99
Washington,314 GLENCOE,U.S. Senate,DEM,,Bill Bradbury,142
Washington,315 HELVETIA,U.S. Senate,DEM,,Bill Bradbury,121
Washington,316 PUMPKIN RIDGE,U.S. Senate,DEM,,Bill Bradbury,230
Washington,317 VERBOORT,U.S. Senate,DEM,,Bill Bradbury,47
Washington,318 MINTER BRIDGE,U.S. Senate,DEM,,Bill Bradbury,486
Washington,319 QUATAMA STREET,U.S. Senate,DEM,,Bill Bradbury,166
Washington,320 HAZELDALE,U.S. Senate,DEM,,Bill Bradbury,388
Washington,321 GASTON,U.S. Senate,DEM,,Bill Bradbury,31
Washington,322 JACKTOWN,U.S. Senate,DEM,,Bill Bradbury,48
Washington,323 INDIAN HILLS,U.S. Senate,DEM,,Bill Bradbury,628
Washington,324 CHERRY GROVE,U.S. Senate,DEM,,Bill Bradbury,101
Washington,325 HILLSBORO-ISLANDS,U.S. Senate,DEM,,Bill Bradbury,0
Washington,326 RURAL BANKS,U.S. Senate,DEM,,Bill Bradbury,273
Washington,327 BROWN MIDDLE SCHOOL,U.S. Senate,DEM,,Bill Bradbury,567
Washington,328 FARMINGTON VIEW,U.S. Senate,DEM,,Bill Bradbury,256
Washington,329 CENTURY SCHOOL,U.S. Senate,DEM,,Bill Bradbury,520
Washington,330 NORTH PLAINS,U.S. Senate,DEM,,Bill Bradbury,208
Washington,331 PORTLAND /BARNES,U.S. Senate,DEM,,Bill Bradbury,2
Washington,332 ORENCO STATION,U.S. Senate,DEM,,Bill Bradbury,545
Washington,333 JOHN OLSEN,U.S. Senate,DEM,,Bill Bradbury,546
Washington,334 DIXIE MOUNTAIN,U.S. Senate,DEM,,Bill Bradbury,33
Washington,335 JACKSON SCHOOL,U.S. Senate,DEM,,Bill Bradbury,732
Washington,336 FAIR GROUNDS,U.S. Senate,DEM,,Bill Bradbury,539
Washington,337 WALNUT ST,U.S. Senate,DEM,,Bill Bradbury,694
Washington,338 CORNELIUS,U.S. Senate,DEM,,Bill Bradbury,573
Washington,339 FOREST GROVE-EAST,U.S. Senate,DEM,,Bill Bradbury,903
Washington,340 FOREST GROVE-WEST,U.S. Senate,DEM,,Bill Bradbury,982
Washington,341 CORNELIUS-SCHEFFLIN,U.S. Senate,DEM,,Bill Bradbury,52
Washington,342 DAVID HILL RD,U.S. Senate,DEM,,Bill Bradbury,74
Washington,343 MOOBERRY,U.S. Senate,DEM,,Bill Bradbury,722
Washington,344 HILLSBORO CENTRAL,U.S. Senate,DEM,,Bill Bradbury,718
Washington,345 W/HILLSBORO-UNINCORP,U.S. Senate,DEM,,Bill Bradbury,15
Washington,346 CORNELIUS/TUAL RIVER,U.S. Senate,DEM,,Bill Bradbury,56
Washington,347 FG/TUALATIN RIVER,U.S. Senate,DEM,,Bill Bradbury,8
Washington,348 LAKE OSWEGO,U.S. Senate,DEM,,Bill Bradbury,35
Washington,349 DIVISION STREET,U.S. Senate,DEM,,Bill Bradbury,476
Washington,350 FIR GROVE,U.S. Senate,DEM,,Bill Bradbury,996
Washington,351 ALOHA PARK,U.S. Senate,DEM,,Bill Bradbury,448
Washington,352 BEAVERTON-CENTER,U.S. Senate,DEM,,Bill Bradbury,134
Washington,353 WALKER ROAD-SOUTH,U.S. Senate,DEM,,Bill Bradbury,457
Washington,354 CHEHALEM SCHOOL,U.S. Senate,DEM,,Bill Bradbury,937
Washington,355 MEADOW PARK,U.S. Senate,DEM,,Bill Bradbury,878
Washington,356 ALOHA-WEST,U.S. Senate,DEM,,Bill Bradbury,345
Washington,357 HERITAGE PARK,U.S. Senate,DEM,,Bill Bradbury,358
Washington,358 SEMINOLE ESTATES,U.S. Senate,DEM,,Bill Bradbury,241
Washington,359 WATERHOUSE,U.S. Senate,DEM,,Bill Bradbury,919
Washington,360 PHEASANT LANE,U.S. Senate,DEM,,Bill Bradbury,468
Washington,361 MILLIKAN,U.S. Senate,DEM,,Bill Bradbury,194
Washington,362 CEDAR HILLS,U.S. Senate,DEM,,Bill Bradbury,1048
Washington,363 BARNES RD,U.S. Senate,DEM,,Bill Bradbury,854
Washington,364 MCDANIEL RD,U.S. Senate,DEM,,Bill Bradbury,950
Washington,365 LEAHY RD,U.S. Senate,DEM,,Bill Bradbury,1005
Washington,366 WEST TUALATIN VIEW,U.S. Senate,DEM,,Bill Bradbury,424
Washington,367 THOMPSON RD,U.S. Senate,DEM,,Bill Bradbury,484
Washington,368 SOMERSET,U.S. Senate,DEM,,Bill Bradbury,730
Washington,369 COLUMBIA AVE,U.S. Senate,DEM,,Bill Bradbury,414
Washington,370 ROCK CREEK,U.S. Senate,DEM,,Bill Bradbury,477
Washington,371 OAK HILLS,U.S. Senate,DEM,,Bill Bradbury,552
Washington,372 RIDGEWOOD SCHOOL,U.S. Senate,DEM,,Bill Bradbury,526
Washington,373 CORNELIUS PASS,U.S. Senate,DEM,,Bill Bradbury,75
Washington,374 JACOBSON RD,U.S. Senate,DEM,,Bill Bradbury,1
Washington,375 PORTLAND CITY,U.S. Senate,DEM,,Bill Bradbury,57
Washington,376 WESTVIEW,U.S. Senate,DEM,,Bill Bradbury,485
Washington,377 BETHANY,U.S. Senate,DEM,,Bill Bradbury,967
Washington,378 CANYON LN,U.S. Senate,DEM,,Bill Bradbury,370
Washington,379 HALL BLVD,U.S. Senate,DEM,,Bill Bradbury,842
Washington,380 HIGHLAND PARK,U.S. Senate,DEM,,Bill Bradbury,529
Washington,381 BEAVERTON/CENTER ST,U.S. Senate,DEM,,Bill Bradbury,473
Washington,382 GREENWAY,U.S. Senate,DEM,,Bill Bradbury,705
Washington,383 BEAVERTON-HILLSDALE,U.S. Senate,DEM,,Bill Bradbury,384
Washington,384 GARDEN HOME,U.S. Senate,DEM,,Bill Bradbury,831
Washington,385 PORTLAND GOLF CLUB,U.S. Senate,DEM,,Bill Bradbury,786
Washington,386 RALEIGH PARK,U.S. Senate,DEM,,Bill Bradbury,1189
Washington,387 SUNSET CORRIDOR,U.S. Senate,DEM,,Bill Bradbury,36
Washington,388 WHITFORD,U.S. Senate,DEM,,Bill Bradbury,34
Washington,389 SEXTON MOUNTAIN,U.S. Senate,DEM,,Bill Bradbury,608
Washington,390 SOUTHRIDGE,U.S. Senate,DEM,,Bill Bradbury,824
Washington,391 PORTLAND CITY,U.S. Senate,DEM,,Bill Bradbury,69
Washington,392 PORTLAND CITY COM 2,U.S. Senate,DEM,,Bill Bradbury,64
Washington,393 MONTCLAIR,U.S. Senate,DEM,,Bill Bradbury,204
Washington,394 CORNELIUS EAST,U.S. Senate,DEM,,Bill Bradbury,2
Washington,395 MURRAYHILL,U.S. Senate,DEM,,Bill Bradbury,492
Washington,396 DURHAM,U.S. Senate,DEM,,Bill Bradbury,189
Washington,397 BULL MOUNTAIN,U.S. Senate,DEM,,Bill Bradbury,463
Washington,398 COOPER MOUNTAIN,U.S. Senate,DEM,,Bill Bradbury,131
Washington,399 METZGER,U.S. Senate,DEM,,Bill Bradbury,535
Washington,400 WASHINGTON SQUARE,U.S. Senate,DEM,,Bill Bradbury,613
Washington,401 MAYO STREET,U.S. Senate,DEM,,Bill Bradbury,572
Washington,402 TIGARD/WALNUT ST,U.S. Senate,DEM,,Bill Bradbury,169
Washington,403 TIGARD/GAARDE ST,U.S. Senate,DEM,,Bill Bradbury,721
Washington,404 FOWLER SCHOOL,U.S. Senate,DEM,,Bill Bradbury,576
Washington,405 TWALITY SCHOOL,U.S. Senate,DEM,,Bill Bradbury,850
Washington,406 TIGARD CITY HALL,U.S. Senate,DEM,,Bill Bradbury,753
Washington,407 NORTH BARNES,U.S. Senate,DEM,,Bill Bradbury,236
Washington,408 SUMMERFIELD,U.S. Senate,DEM,,Bill Bradbury,1170
Washington,409 SUMMERLAKE-WEST,U.S. Senate,DEM,,Bill Bradbury,493
Washington,410 BEEF BEND RD,U.S. Senate,DEM,,Bill Bradbury,354
Washington,411 SCHOLLS HEIGHTS,U.S. Senate,DEM,,Bill Bradbury,202
Washington,412 COOPER MT SCHOOL,U.S. Senate,DEM,,Bill Bradbury,412
Washington,413 FISCHER\PACIFIC HWY,U.S. Senate,DEM,,Bill Bradbury,10
Washington,414 BARROWS RD,U.S. Senate,DEM,,Bill Bradbury,223
Washington,415 BEEF BEND/131ST,U.S. Senate,DEM,,Bill Bradbury,143
Washington,416 SUMMERLAKE-EAST,U.S. Senate,DEM,,Bill Bradbury,360
Washington,417 ELDORADO,U.S. Senate,DEM,,Bill Bradbury,326
Washington,418 HART ROAD,U.S. Senate,DEM,,Bill Bradbury,51
Washington,419 KING CITY,U.S. Senate,DEM,,Bill Bradbury,558
Washington,420 TUALATIN CITY,U.S. Senate,DEM,,Bill Bradbury,748
Washington,421 TRI-CITIES,U.S. Senate,DEM,,Bill Bradbury,5
Washington,422 FG NORTH/UNINCORP,U.S. Senate,DEM,,Bill Bradbury,46
Washington,423 TUALATIN-NORTH,U.S. Senate,DEM,,Bill Bradbury,568
Washington,424 NW SHERWOOD CITY,U.S. Senate,DEM,,Bill Bradbury,808
Washington,425 SHERWOOD-UNINCORP,U.S. Senate,DEM,,Bill Bradbury,144
Washington,426 GRONER,U.S. Senate,DEM,,Bill Bradbury,55
Washington,427 SCHOLLS,U.S. Senate,DEM,,Bill Bradbury,252
Washington,428 TUALATIN-WEST,U.S. Senate,DEM,,Bill Bradbury,206
Washington,429 MILLER HILL,U.S. Senate,DEM,,Bill Bradbury,345
Washington,430 BALD PEAK,U.S. Senate,DEM,,Bill Bradbury,85
Washington,431 MOUNTAIN HOME,U.S. Senate,DEM,,Bill Bradbury,326
Washington,432 WILSONVILLE,U.S. Senate,DEM,,Bill Bradbury,2
Washington,433 ED BYROM SCHOOL,U.S. Senate,DEM,,Bill Bradbury,511
Washington,434 ERROL HASSELL,U.S. Senate,DEM,,Bill Bradbury,663
Washington,435 SE SHERWOOD CITY,U.S. Senate,DEM,,Bill Bradbury,625
Washington,436 TUALATIN CITY,U.S. Senate,DEM,,Bill Bradbury,125
Washington,437 HAZELBROOK,U.S. Senate,DEM,,Bill Bradbury,32
Washington,438 SE COUNTY,U.S. Senate,DEM,,Bill Bradbury,109
Washington,439 PCC,U.S. Senate,DEM,,Bill Bradbury,48
Washington,440 HILLSBORO-SOUTH,U.S. Senate,DEM,,Bill Bradbury,0
Washington,441 PORTLAND CITY,U.S. Senate,DEM,,Bill Bradbury,22
Washington,442 KEMMER RD,U.S. Senate,DEM,,Bill Bradbury,92
Washington,443 JENKINS/BASELINE,U.S. Senate,DEM,,Bill Bradbury,24
Washington,444 SPRINGVILLE,U.S. Senate,DEM,,Bill Bradbury,399
Washington,445 SCHOLLS HTS N,U.S. Senate,DEM,,Bill Bradbury,81
Washington,446 LOMBARD,U.S. Senate,DEM,,Bill Bradbury,304
Washington,447 HWY 217 EAST,U.S. Senate,DEM,,Bill Bradbury,63
Washington,448 CEDAR HILLS,U.S. Senate,DEM,,Bill Bradbury,56
Washington,449 CANYON/217,U.S. Senate,DEM,,Bill Bradbury,8
Washington,450 WALKER RD,U.S. Senate,DEM,,Bill Bradbury,19
Washington,451 GRABHORN,U.S. Senate,DEM,,Bill Bradbury,83
Washington,452 JOHNSON\185TH,U.S. Senate,DEM,,Bill Bradbury,465
Washington,453 BASELINE/185TH,U.S. Senate,DEM,,Bill Bradbury,6
Washington,454 BULL MT SPLIT,U.S. Senate,DEM,,Bill Bradbury,0
Washington,301 RURAL NW COUNTY,U.S. Senate,REP,,Gordon H. Smith,828
Washington,302 KINNAMAN,U.S. Senate,REP,,Gordon H. Smith,663
Washington,303 WITCH HAZEL,U.S. Senate,REP,,Gordon H. Smith,186
Washington,304 BUTTERNUT,U.S. Senate,REP,,Gordon H. Smith,932
Washington,305 BANKS,U.S. Senate,REP,,Gordon H. Smith,323
Washington,306 TANASBOURNE,U.S. Senate,REP,,Gordon H. Smith,179
Washington,307 WILLOW CREEK,U.S. Senate,REP,,Gordon H. Smith,635
Washington,308 BLOOMING FERN HILL,U.S. Senate,REP,,Gordon H. Smith,247
Washington,309 HAWTHORNE FARMS,U.S. Senate,REP,,Gordon H. Smith,590
Washington,310 DILLEY,U.S. Senate,REP,,Gordon H. Smith,515
Washington,311 LAURELWOOD,U.S. Senate,REP,,Gordon H. Smith,238
Washington,312 HAGG LAKE,U.S. Senate,REP,,Gordon H. Smith,324
Washington,313 HILLSBORO-UNINCORP,U.S. Senate,REP,,Gordon H. Smith,149
Washington,314 GLENCOE,U.S. Senate,REP,,Gordon H. Smith,340
Washington,315 HELVETIA,U.S. Senate,REP,,Gordon H. Smith,328
Washington,316 PUMPKIN RIDGE,U.S. Senate,REP,,Gordon H. Smith,416
Washington,317 VERBOORT,U.S. Senate,REP,,Gordon H. Smith,230
Washington,318 MINTER BRIDGE,U.S. Senate,REP,,Gordon H. Smith,938
Washington,319 QUATAMA STREET,U.S. Senate,REP,,Gordon H. Smith,265
Washington,320 HAZELDALE,U.S. Senate,REP,,Gordon H. Smith,641
Washington,321 GASTON,U.S. Senate,REP,,Gordon H. Smith,85
Washington,322 JACKTOWN,U.S. Senate,REP,,Gordon H. Smith,95
Washington,323 INDIAN HILLS,U.S. Senate,REP,,Gordon H. Smith,1177
Washington,324 CHERRY GROVE,U.S. Senate,REP,,Gordon H. Smith,146
Washington,325 HILLSBORO-ISLANDS,U.S. Senate,REP,,Gordon H. Smith,3
Washington,326 RURAL BANKS,U.S. Senate,REP,,Gordon H. Smith,629
Washington,327 BROWN MIDDLE SCHOOL,U.S. Senate,REP,,Gordon H. Smith,1024
Washington,328 FARMINGTON VIEW,U.S. Senate,REP,,Gordon H. Smith,569
Washington,329 CENTURY SCHOOL,U.S. Senate,REP,,Gordon H. Smith,1165
Washington,330 NORTH PLAINS,U.S. Senate,REP,,Gordon H. Smith,351
Washington,331 PORTLAND /BARNES,U.S. Senate,REP,,Gordon H. Smith,0
Washington,332 ORENCO STATION,U.S. Senate,REP,,Gordon H. Smith,814
Washington,333 JOHN OLSEN,U.S. Senate,REP,,Gordon H. Smith,634
Washington,334 DIXIE MOUNTAIN,U.S. Senate,REP,,Gordon H. Smith,55
Washington,335 JACKSON SCHOOL,U.S. Senate,REP,,Gordon H. Smith,1469
Washington,336 FAIR GROUNDS,U.S. Senate,REP,,Gordon H. Smith,894
Washington,337 WALNUT ST,U.S. Senate,REP,,Gordon H. Smith,1173
Washington,338 CORNELIUS,U.S. Senate,REP,,Gordon H. Smith,1116
Washington,339 FOREST GROVE-EAST,U.S. Senate,REP,,Gordon H. Smith,1357
Washington,340 FOREST GROVE-WEST,U.S. Senate,REP,,Gordon H. Smith,1606
Washington,341 CORNELIUS-SCHEFFLIN,U.S. Senate,REP,,Gordon H. Smith,156
Washington,342 DAVID HILL RD,U.S. Senate,REP,,Gordon H. Smith,74
Washington,343 MOOBERRY,U.S. Senate,REP,,Gordon H. Smith,1401
Washington,344 HILLSBORO CENTRAL,U.S. Senate,REP,,Gordon H. Smith,947
