county,precinct,office,district,candidate,party,votes,
clackamas,0097 97,President,,Hillary Clinton,DEM,22,
clackamas,0097 97,President,,Barack Obama,DEM,35,
clackamas,0097 97,President,,Write-ins,,0,
clackamas,0097 97,President,,Over Votes,,0,
clackamas,0097 97,President,,Under Votes,,0,
clackamas,0098 98,President,,Hillary Clinton,DEM,205,
clackamas,0098 98,President,,Barack Obama,DEM,272,
clackamas,0098 98,President,,Write-ins,,3,
clackamas,0098 98,President,,Over Votes,,0,
clackamas,0098 98,President,,Under Votes,,6,
clackamas,0101 101,President,,Hillary Clinton,DEM,291,
clackamas,0101 101,President,,Barack Obama,DEM,296,
clackamas,0101 101,President,,Write-ins,,4,
clackamas,0101 101,President,,Over Votes,,0,
clackamas,0101 101,President,,Under Votes,,5,
clackamas,0102 102,President,,Hillary Clinton,DEM,253,
clackamas,0102 102,President,,Barack Obama,DEM,234,
clackamas,0102 102,President,,Write-ins,,7,
clackamas,0102 102,President,,Over Votes,,0,
clackamas,0102 102,President,,Under Votes,,7,
clackamas,0106 106,President,,Hillary Clinton,DEM,209,
clackamas,0106 106,President,,Barack Obama,DEM,137,
clackamas,0106 106,President,,Write-ins,,5,
clackamas,0106 106,President,,Over Votes,,0,
clackamas,0106 106,President,,Under Votes,,8,
clackamas,0111 111,President,,Hillary Clinton,DEM,146,
clackamas,0111 111,President,,Barack Obama,DEM,115,
clackamas,0111 111,President,,Write-ins,,3,
clackamas,0111 111,President,,Over Votes,,0,
clackamas,0111 111,President,,Under Votes,,6,
clackamas,0112 112,President,,Hillary Clinton,DEM,225,
clackamas,0112 112,President,,Barack Obama,DEM,174,
clackamas,0112 112,President,,Write-ins,,8,
clackamas,0112 112,President,,Over Votes,,0,
clackamas,0112 112,President,,Under Votes,,13,
clackamas,0116 116,President,,Hillary Clinton,DEM,61,
clackamas,0116 116,President,,Barack Obama,DEM,87,
clackamas,0116 116,President,,Write-ins,,2,
clackamas,0116 116,President,,Over Votes,,0,
clackamas,0116 116,President,,Under Votes,,3,
clackamas,0117 117,President,,Hillary Clinton,DEM,21,
clackamas,0117 117,President,,Barack Obama,DEM,29,
clackamas,0117 117,President,,Write-ins,,1,
clackamas,0117 117,President,,Over Votes,,0,
clackamas,0117 117,President,,Under Votes,,1,
clackamas,0122 122,President,,Hillary Clinton,DEM,259,
clackamas,0122 122,President,,Barack Obama,DEM,274,
clackamas,0122 122,President,,Write-ins,,2,
clackamas,0122 122,President,,Over Votes,,0,
clackamas,0122 122,President,,Under Votes,,11,
clackamas,0123 123,President,,Hillary Clinton,DEM,79,
clackamas,0123 123,President,,Barack Obama,DEM,85,
clackamas,0123 123,President,,Write-ins,,2,
clackamas,0123 123,President,,Over Votes,,0,
clackamas,0123 123,President,,Under Votes,,4,
clackamas,0124 124,President,,Hillary Clinton,DEM,237,
clackamas,0124 124,President,,Barack Obama,DEM,286,
clackamas,0124 124,President,,Write-ins,,6,
clackamas,0124 124,President,,Over Votes,,0,
clackamas,0124 124,President,,Under Votes,,12,
clackamas,0125 125,President,,Hillary Clinton,DEM,204,
clackamas,0125 125,President,,Barack Obama,DEM,192,
clackamas,0125 125,President,,Write-ins,,1,
clackamas,0125 125,President,,Over Votes,,0,
clackamas,0125 125,President,,Under Votes,,11,
clackamas,0126 126,President,,Hillary Clinton,DEM,202,
clackamas,0126 126,President,,Barack Obama,DEM,201,
clackamas,0126 126,President,,Write-ins,,4,
clackamas,0126 126,President,,Over Votes,,0,
clackamas,0126 126,President,,Under Votes,,10,
clackamas,0130 130,President,,Hillary Clinton,DEM,309,
clackamas,0130 130,President,,Barack Obama,DEM,408,
clackamas,0130 130,President,,Write-ins,,7,
clackamas,0130 130,President,,Over Votes,,0,
clackamas,0130 130,President,,Under Votes,,10,
clackamas,0131 131,President,,Hillary Clinton,DEM,301,
clackamas,0131 131,President,,Barack Obama,DEM,422,
clackamas,0131 131,President,,Write-ins,,3,
clackamas,0131 131,President,,Over Votes,,0,
clackamas,0131 131,President,,Under Votes,,11,
clackamas,0132 132,President,,Hillary Clinton,DEM,262,
clackamas,0132 132,President,,Barack Obama,DEM,379,
clackamas,0132 132,President,,Write-ins,,7,
clackamas,0132 132,President,,Over Votes,,0,
clackamas,0132 132,President,,Under Votes,,11,
clackamas,0134 134,President,,Hillary Clinton,DEM,242,
clackamas,0134 134,President,,Barack Obama,DEM,432,
clackamas,0134 134,President,,Write-ins,,1,
clackamas,0134 134,President,,Over Votes,,0,
clackamas,0134 134,President,,Under Votes,,7,
clackamas,0135 135,President,,Hillary Clinton,DEM,124,
clackamas,0135 135,President,,Barack Obama,DEM,307,
clackamas,0135 135,President,,Write-ins,,1,
clackamas,0135 135,President,,Over Votes,,0,
clackamas,0135 135,President,,Under Votes,,7,
clackamas,0136 136,President,,Hillary Clinton,DEM,150,
clackamas,0136 136,President,,Barack Obama,DEM,315,
clackamas,0136 136,President,,Write-ins,,3,
clackamas,0136 136,President,,Over Votes,,0,
clackamas,0136 136,President,,Under Votes,,4,
clackamas,0138 138,President,,Hillary Clinton,DEM,195,
clackamas,0138 138,President,,Barack Obama,DEM,356,
clackamas,0138 138,President,,Write-ins,,2,
clackamas,0138 138,President,,Over Votes,,0,
clackamas,0138 138,President,,Under Votes,,6,
clackamas,0139 139,President,,Hillary Clinton,DEM,153,
clackamas,0139 139,President,,Barack Obama,DEM,348,
clackamas,0139 139,President,,Write-ins,,5,
clackamas,0139 139,President,,Over Votes,,0,
clackamas,0139 139,President,,Under Votes,,5,
clackamas,0140 140,President,,Hillary Clinton,DEM,106,
clackamas,0140 140,President,,Barack Obama,DEM,207,
clackamas,0140 140,President,,Write-ins,,3,
clackamas,0140 140,President,,Over Votes,,0,
clackamas,0140 140,President,,Under Votes,,2,
clackamas,0151 151,President,,Hillary Clinton,DEM,177,
clackamas,0151 151,President,,Barack Obama,DEM,395,
clackamas,0151 151,President,,Write-ins,,1,
clackamas,0151 151,President,,Over Votes,,0,
clackamas,0151 151,President,,Under Votes,,1,
clackamas,0152 152,President,,Hillary Clinton,DEM,102,
clackamas,0152 152,President,,Barack Obama,DEM,269,
clackamas,0152 152,President,,Write-ins,,0,
clackamas,0152 152,President,,Over Votes,,0,
clackamas,0152 152,President,,Under Votes,,5,
clackamas,0153 153,President,,Hillary Clinton,DEM,208,
clackamas,0153 153,President,,Barack Obama,DEM,411,
clackamas,0153 153,President,,Write-ins,,0,
clackamas,0153 153,President,,Over Votes,,0,
clackamas,0153 153,President,,Under Votes,,5,
clackamas,0154 154,President,,Hillary Clinton,DEM,198,
clackamas,0154 154,President,,Barack Obama,DEM,414,
clackamas,0154 154,President,,Write-ins,,1,
clackamas,0154 154,President,,Over Votes,,0,
clackamas,0154 154,President,,Under Votes,,3,
clackamas,0155 155,President,,Hillary Clinton,DEM,224,
clackamas,0155 155,President,,Barack Obama,DEM,459,
clackamas,0155 155,President,,Write-ins,,3,
clackamas,0155 155,President,,Over Votes,,0,
clackamas,0155 155,President,,Under Votes,,11,
clackamas,0157 157,President,,Hillary Clinton,DEM,95,
clackamas,0157 157,President,,Barack Obama,DEM,186,
clackamas,0157 157,President,,Write-ins,,0,
clackamas,0157 157,President,,Over Votes,,0,
clackamas,0157 157,President,,Under Votes,,5,
clackamas,0158 158,President,,Hillary Clinton,DEM,140,
clackamas,0158 158,President,,Barack Obama,DEM,326,
clackamas,0158 158,President,,Write-ins,,2,
clackamas,0158 158,President,,Over Votes,,0,
clackamas,0158 158,President,,Under Votes,,4,
clackamas,0159 159,President,,Hillary Clinton,DEM,157,
clackamas,0159 159,President,,Barack Obama,DEM,279,
clackamas,0159 159,President,,Write-ins,,0,
clackamas,0159 159,President,,Over Votes,,0,
clackamas,0159 159,President,,Under Votes,,5,
clackamas,0160 160,President,,Hillary Clinton,DEM,138,
clackamas,0160 160,President,,Barack Obama,DEM,280,
clackamas,0160 160,President,,Write-ins,,0,
clackamas,0160 160,President,,Over Votes,,0,
clackamas,0160 160,President,,Under Votes,,3,
clackamas,0162 162,President,,Hillary Clinton,DEM,209,
clackamas,0162 162,President,,Barack Obama,DEM,377,
clackamas,0162 162,President,,Write-ins,,1,
clackamas,0162 162,President,,Over Votes,,0,
clackamas,0162 162,President,,Under Votes,,3,
clackamas,0163 163,President,,Hillary Clinton,DEM,195,
clackamas,0163 163,President,,Barack Obama,DEM,372,
clackamas,0163 163,President,,Write-ins,,0,
clackamas,0163 163,President,,Over Votes,,0,
clackamas,0163 163,President,,Under Votes,,1,
clackamas,0164 164,President,,Hillary Clinton,DEM,155,
clackamas,0164 164,President,,Barack Obama,DEM,259,
clackamas,0164 164,President,,Write-ins,,1,
clackamas,0164 164,President,,Over Votes,,0,
clackamas,0164 164,President,,Under Votes,,1,
clackamas,0165 165,President,,Hillary Clinton,DEM,141,
clackamas,0165 165,President,,Barack Obama,DEM,331,
clackamas,0165 165,President,,Write-ins,,2,
clackamas,0165 165,President,,Over Votes,,0,
clackamas,0165 165,President,,Under Votes,,3,
clackamas,0166 166,President,,Hillary Clinton,DEM,148,
clackamas,0166 166,President,,Barack Obama,DEM,348,
clackamas,0166 166,President,,Write-ins,,1,
clackamas,0166 166,President,,Over Votes,,0,
clackamas,0166 166,President,,Under Votes,,4,
clackamas,0167 167,President,,Hillary Clinton,DEM,176,
clackamas,0167 167,President,,Barack Obama,DEM,324,
clackamas,0167 167,President,,Write-ins,,4,
clackamas,0167 167,President,,Over Votes,,0,
clackamas,0167 167,President,,Under Votes,,4,
clackamas,0169 169,President,,Hillary Clinton,DEM,75,
clackamas,0169 169,President,,Barack Obama,DEM,175,
clackamas,0169 169,President,,Write-ins,,1,
clackamas,0169 169,President,,Over Votes,,1,
clackamas,0169 169,President,,Under Votes,,2,
clackamas,0170 170,President,,Hillary Clinton,DEM,3,
clackamas,0170 170,President,,Barack Obama,DEM,3,
clackamas,0170 170,President,,Write-ins,,0,
clackamas,0170 170,President,,Over Votes,,0,
clackamas,0170 170,President,,Under Votes,,0,
clackamas,0171 171,President,,Hillary Clinton,DEM,5,
clackamas,0171 171,President,,Barack Obama,DEM,4,
clackamas,0171 171,President,,Write-ins,,0,
clackamas,0171 171,President,,Over Votes,,0,
clackamas,0171 171,President,,Under Votes,,0,
clackamas,0201 201,President,,Hillary Clinton,DEM,161,
clackamas,0201 201,President,,Barack Obama,DEM,212,
clackamas,0201 201,President,,Write-ins,,3,
clackamas,0201 201,President,,Over Votes,,0,
clackamas,0201 201,President,,Under Votes,,4,
clackamas,0202 202,President,,Hillary Clinton,DEM,196,
clackamas,0202 202,President,,Barack Obama,DEM,248,
clackamas,0202 202,President,,Write-ins,,3,
clackamas,0202 202,President,,Over Votes,,0,
clackamas,0202 202,President,,Under Votes,,5,
clackamas,0203 203,President,,Hillary Clinton,DEM,133,
clackamas,0203 203,President,,Barack Obama,DEM,193,
clackamas,0203 203,President,,Write-ins,,1,
clackamas,0203 203,President,,Over Votes,,0,
clackamas,0203 203,President,,Under Votes,,7,
clackamas,0204 204,President,,Hillary Clinton,DEM,94,
clackamas,0204 204,President,,Barack Obama,DEM,142,
clackamas,0204 204,President,,Write-ins,,0,
clackamas,0204 204,President,,Over Votes,,0,
clackamas,0204 204,President,,Under Votes,,2,
clackamas,0205 205,President,,Hillary Clinton,DEM,78,
clackamas,0205 205,President,,Barack Obama,DEM,194,
clackamas,0205 205,President,,Write-ins,,1,
clackamas,0205 205,President,,Over Votes,,0,
clackamas,0205 205,President,,Under Votes,,2,
clackamas,0206 206,President,,Hillary Clinton,DEM,194,
clackamas,0206 206,President,,Barack Obama,DEM,293,
clackamas,0206 206,President,,Write-ins,,1,
clackamas,0206 206,President,,Over Votes,,0,
clackamas,0206 206,President,,Under Votes,,2,
clackamas,0251 251,President,,Hillary Clinton,DEM,0,
clackamas,0251 251,President,,Barack Obama,DEM,0,
clackamas,0251 251,President,,Write-ins,,0,
clackamas,0251 251,President,,Over Votes,,0,
clackamas,0251 251,President,,Under Votes,,0,
clackamas,0252 252,President,,Hillary Clinton,DEM,157,
clackamas,0252 252,President,,Barack Obama,DEM,238,
clackamas,0252 252,President,,Write-ins,,1,
clackamas,0252 252,President,,Over Votes,,0,
clackamas,0252 252,President,,Under Votes,,5,
clackamas,0300 300,President,,Hillary Clinton,DEM,124,
clackamas,0300 300,President,,Barack Obama,DEM,171,
clackamas,0300 300,President,,Write-ins,,2,
clackamas,0300 300,President,,Over Votes,,0,
clackamas,0300 300,President,,Under Votes,,1,
clackamas,0301 301,President,,Hillary Clinton,DEM,124,
clackamas,0301 301,President,,Barack Obama,DEM,171,
clackamas,0301 301,President,,Write-ins,,2,
clackamas,0301 301,President,,Over Votes,,0,
clackamas,0301 301,President,,Under Votes,,0,
clackamas,0302 302,President,,Hillary Clinton,DEM,80,
clackamas,0302 302,President,,Barack Obama,DEM,131,
clackamas,0302 302,President,,Write-ins,,0,
clackamas,0302 302,President,,Over Votes,,0,
clackamas,0302 302,President,,Under Votes,,2,
clackamas,0303 303,President,,Hillary Clinton,DEM,105,
clackamas,0303 303,President,,Barack Obama,DEM,167,
clackamas,0303 303,President,,Write-ins,,0,
clackamas,0303 303,President,,Over Votes,,0,
clackamas,0303 303,President,,Under Votes,,8,
clackamas,0305 305,President,,Hillary Clinton,DEM,13,
clackamas,0305 305,President,,Barack Obama,DEM,12,
clackamas,0305 305,President,,Write-ins,,0,
clackamas,0305 305,President,,Over Votes,,0,
clackamas,0305 305,President,,Under Votes,,1,
clackamas,0306 306,President,,Hillary Clinton,DEM,8,
clackamas,0306 306,President,,Barack Obama,DEM,28,
clackamas,0306 306,President,,Write-ins,,0,
clackamas,0306 306,President,,Over Votes,,0,
clackamas,0306 306,President,,Under Votes,,0,
clackamas,0313 313,President,,Hillary Clinton,DEM,52,
clackamas,0313 313,President,,Barack Obama,DEM,136,
clackamas,0313 313,President,,Write-ins,,1,
clackamas,0313 313,President,,Over Votes,,0,
clackamas,0313 313,President,,Under Votes,,2,
clackamas,0326 326,President,,Hillary Clinton,DEM,95,
clackamas,0326 326,President,,Barack Obama,DEM,185,
clackamas,0326 326,President,,Write-ins,,2,
clackamas,0326 326,President,,Over Votes,,0,
clackamas,0326 326,President,,Under Votes,,3,
clackamas,0327 327,President,,Hillary Clinton,DEM,120,
clackamas,0327 327,President,,Barack Obama,DEM,232,
clackamas,0327 327,President,,Write-ins,,1,
clackamas,0327 327,President,,Over Votes,,0,
clackamas,0327 327,President,,Under Votes,,9,
clackamas,0328 328,President,,Hillary Clinton,DEM,10,
clackamas,0328 328,President,,Barack Obama,DEM,16,
clackamas,0328 328,President,,Write-ins,,0,
clackamas,0328 328,President,,Over Votes,,0,
clackamas,0328 328,President,,Under Votes,,0,
clackamas,0336 336,President,,Hillary Clinton,DEM,116,
clackamas,0336 336,President,,Barack Obama,DEM,208,
clackamas,0336 336,President,,Write-ins,,2,
clackamas,0336 336,President,,Over Votes,,0,
clackamas,0336 336,President,,Under Votes,,3,
clackamas,0337 337,President,,Hillary Clinton,DEM,161,
clackamas,0337 337,President,,Barack Obama,DEM,237,
clackamas,0337 337,President,,Write-ins,,2,
clackamas,0337 337,President,,Over Votes,,0,
clackamas,0337 337,President,,Under Votes,,5,
clackamas,0343 343,President,,Hillary Clinton,DEM,69,
clackamas,0343 343,President,,Barack Obama,DEM,71,
clackamas,0343 343,President,,Write-ins,,2,
clackamas,0343 343,President,,Over Votes,,0,
clackamas,0343 343,President,,Under Votes,,2,
clackamas,0344 344,President,,Hillary Clinton,DEM,138,
clackamas,0344 344,President,,Barack Obama,DEM,167,
clackamas,0344 344,President,,Write-ins,,2,
clackamas,0344 344,President,,Over Votes,,0,
clackamas,0344 344,President,,Under Votes,,3,
clackamas,0345 345,President,,Hillary Clinton,DEM,29,
clackamas,0345 345,President,,Barack Obama,DEM,41,
clackamas,0345 345,President,,Write-ins,,0,
clackamas,0345 345,President,,Over Votes,,0,
clackamas,0345 345,President,,Under Votes,,5,
clackamas,0346 346,President,,Hillary Clinton,DEM,184,
clackamas,0346 346,President,,Barack Obama,DEM,145,
clackamas,0346 346,President,,Write-ins,,0,
clackamas,0346 346,President,,Over Votes,,0,
clackamas,0346 346,President,,Under Votes,,8,
clackamas,0349 349,President,,Hillary Clinton,DEM,73,
clackamas,0349 349,President,,Barack Obama,DEM,90,
clackamas,0349 349,President,,Write-ins,,0,
clackamas,0349 349,President,,Over Votes,,1,
clackamas,0349 349,President,,Under Votes,,4,
clackamas,0350 350,President,,Hillary Clinton,DEM,108,
clackamas,0350 350,President,,Barack Obama,DEM,132,
clackamas,0350 350,President,,Write-ins,,6,
clackamas,0350 350,President,,Over Votes,,0,
clackamas,0350 350,President,,Under Votes,,10,
clackamas,0351 351,President,,Hillary Clinton,DEM,137,
clackamas,0351 351,President,,Barack Obama,DEM,122,
clackamas,0351 351,President,,Write-ins,,6,
clackamas,0351 351,President,,Over Votes,,0,
clackamas,0351 351,President,,Under Votes,,6,
clackamas,0353 353,President,,Hillary Clinton,DEM,95,
clackamas,0353 353,President,,Barack Obama,DEM,110,
clackamas,0353 353,President,,Write-ins,,5,
clackamas,0353 353,President,,Over Votes,,0,
clackamas,0353 353,President,,Under Votes,,11,
clackamas,0354 354,President,,Hillary Clinton,DEM,109,
clackamas,0354 354,President,,Barack Obama,DEM,103,
clackamas,0354 354,President,,Write-ins,,2,
clackamas,0354 354,President,,Over Votes,,0,
clackamas,0354 354,President,,Under Votes,,2,
clackamas,0355 355,President,,Hillary Clinton,DEM,118,
clackamas,0355 355,President,,Barack Obama,DEM,84,
clackamas,0355 355,President,,Write-ins,,2,
clackamas,0355 355,President,,Over Votes,,0,
clackamas,0355 355,President,,Under Votes,,4,
clackamas,0356 356,President,,Hillary Clinton,DEM,86,
clackamas,0356 356,President,,Barack Obama,DEM,78,
clackamas,0356 356,President,,Write-ins,,5,
clackamas,0356 356,President,,Over Votes,,0,
clackamas,0356 356,President,,Under Votes,,7,
clackamas,0357 357,President,,Hillary Clinton,DEM,95,
clackamas,0357 357,President,,Barack Obama,DEM,118,
clackamas,0357 357,President,,Write-ins,,8,
clackamas,0357 357,President,,Over Votes,,0,
clackamas,0357 357,President,,Under Votes,,7,
clackamas,0361 361,President,,Hillary Clinton,DEM,86,
clackamas,0361 361,President,,Barack Obama,DEM,67,
clackamas,0361 361,President,,Write-ins,,2,
clackamas,0361 361,President,,Over Votes,,0,
clackamas,0361 361,President,,Under Votes,,5,
clackamas,0362 362,President,,Hillary Clinton,DEM,180,
clackamas,0362 362,President,,Barack Obama,DEM,137,
clackamas,0362 362,President,,Write-ins,,2,
clackamas,0362 362,President,,Over Votes,,1,
clackamas,0362 362,President,,Under Votes,,5,
clackamas,0363 363,President,,Hillary Clinton,DEM,18,
clackamas,0363 363,President,,Barack Obama,DEM,12,
clackamas,0363 363,President,,Write-ins,,0,
clackamas,0363 363,President,,Over Votes,,0,
clackamas,0363 363,President,,Under Votes,,0,
clackamas,0364 364,President,,Hillary Clinton,DEM,142,
clackamas,0364 364,President,,Barack Obama,DEM,134,
clackamas,0364 364,President,,Write-ins,,4,
clackamas,0364 364,President,,Over Votes,,0,
clackamas,0364 364,President,,Under Votes,,8,
clackamas,0365 365,President,,Hillary Clinton,DEM,133,
clackamas,0365 365,President,,Barack Obama,DEM,117,
clackamas,0365 365,President,,Write-ins,,2,
clackamas,0365 365,President,,Over Votes,,0,
clackamas,0365 365,President,,Under Votes,,7,
clackamas,0366 366,President,,Hillary Clinton,DEM,190,
clackamas,0366 366,President,,Barack Obama,DEM,140,
clackamas,0366 366,President,,Write-ins,,11,
