county,precinct,office,district,party,candidate,total_ballots,votes,over_votes_with_candidate,under_votes_without_candidate,votes_for_others
Multnomah,3502,Governor,,REP,Allen Alley,519,178,0,68,273
Multnomah,3602,Governor,,REP,Allen Alley,284,116,0,54,114
Multnomah,3603,Governor,,REP,Allen Alley,474,179,0,72,223
Multnomah,3604,Governor,,REP,Allen Alley,42,13,0,9,20
Multnomah,3605,Governor,,REP,Allen Alley,320,143,0,53,124
Multnomah,3606,Governor,,REP,Allen Alley,121,48,0,15,58
Multnomah,3607,Governor,,REP,Allen Alley,488,196,0,89,203
Multnomah,3608,Governor,,REP,Allen Alley,413,166,0,76,171
Multnomah,3609,Governor,,REP,Allen Alley,97,39,0,16,42
Multnomah,3610,Governor,,REP,Allen Alley,332,126,0,58,148
Multnomah,3611,Governor,,REP,Allen Alley,468,144,1,82,241
Multnomah,3612,Governor,,REP,Allen Alley,295,101,0,52,142
Multnomah,3801,Governor,,REP,Allen Alley,8,2,0,0,6
Multnomah,3802,Governor,,REP,Allen Alley,898,349,0,127,422
Multnomah,3803,Governor,,REP,Allen Alley,409,142,0,52,215
Multnomah,3804,Governor,,REP,Allen Alley,103,32,1,18,52
Multnomah,3805,Governor,,REP,Allen Alley,81,28,0,13,40
Multnomah,3806,Governor,,REP,Allen Alley,273,97,0,36,140
Multnomah,3807,Governor,,REP,Allen Alley,226,127,0,33,66
Multnomah,3808,Governor,,REP,Allen Alley,11,5,0,1,5
Multnomah,4101,Governor,,REP,Allen Alley,492,182,0,71,239
Multnomah,4102,Governor,,REP,Allen Alley,313,92,0,45,176
Multnomah,4103,Governor,,REP,Allen Alley,373,147,0,46,180
Multnomah,4203,Governor,,REP,Allen Alley,176,49,0,39,88
Multnomah,4204,Governor,,REP,Allen Alley,242,70,0,48,124
Multnomah,4205,Governor,,REP,Allen Alley,139,38,0,23,78
Multnomah,4207,Governor,,REP,Allen Alley,112,31,0,20,61
Multnomah,4208,Governor,,REP,Allen Alley,84,17,0,12,55
Multnomah,4209,Governor,,REP,Allen Alley,245,81,0,33,131
Multnomah,4210,Governor,,REP,Allen Alley,478,141,0,78,259
Multnomah,4301,Governor,,REP,Allen Alley,180,54,0,28,98
Multnomah,4302,Governor,,REP,Allen Alley,287,91,0,42,154
Multnomah,4304,Governor,,REP,Allen Alley,229,70,0,41,118
Multnomah,4305,Governor,,REP,Allen Alley,399,105,0,67,227
Multnomah,4306,Governor,,REP,Allen Alley,73,22,0,20,31
Multnomah,4310,Governor,,REP,Allen Alley,166,46,0,38,82
Multnomah,4401,Governor,,REP,Allen Alley,405,119,0,46,240
Multnomah,4402,Governor,,REP,Allen Alley,576,170,0,89,317
Multnomah,4403,Governor,,REP,Allen Alley,284,75,0,36,173
Multnomah,4404,Governor,,REP,Allen Alley,445,128,0,59,258
Multnomah,4409,Governor,,REP,Allen Alley,125,37,0,22,66
Multnomah,4501,Governor,,REP,Allen Alley,653,255,0,98,300
Multnomah,4502,Governor,,REP,Allen Alley,258,69,0,28,161
Multnomah,4503,Governor,,REP,Allen Alley,200,67,0,36,97
Multnomah,4505,Governor,,REP,Allen Alley,442,107,0,76,259
Multnomah,4506,Governor,,REP,Allen Alley,298,81,0,39,178
Multnomah,4508,Governor,,REP,Allen Alley,228,63,0,34,131
Multnomah,4509,Governor,,REP,Allen Alley,313,90,0,51,172
Multnomah,4510,Governor,,REP,Allen Alley,345,91,0,50,204
Multnomah,4511,Governor,,REP,Allen Alley,233,52,0,31,150
Multnomah,4512,Governor,,REP,Allen Alley,64,14,0,8,42
Multnomah,4601,Governor,,REP,Allen Alley,558,168,0,70,320
Multnomah,4602,Governor,,REP,Allen Alley,283,114,0,49,120
Multnomah,4604,Governor,,REP,Allen Alley,383,105,0,48,230
Multnomah,4605,Governor,,REP,Allen Alley,282,57,0,49,176
Multnomah,4606,Governor,,REP,Allen Alley,507,118,0,76,313
Multnomah,4607,Governor,,REP,Allen Alley,445,129,0,57,259
Multnomah,4608,Governor,,REP,Allen Alley,74,20,0,10,44
Multnomah,4701,Governor,,REP,Allen Alley,388,102,0,50,236
Multnomah,4702,Governor,,REP,Allen Alley,86,30,1,12,43
Multnomah,4703,Governor,,REP,Allen Alley,346,96,0,57,193
Multnomah,4704,Governor,,REP,Allen Alley,621,182,0,72,367
Multnomah,4705,Governor,,REP,Allen Alley,527,140,0,65,322
Multnomah,4706,Governor,,REP,Allen Alley,371,85,0,43,243
Multnomah,4707,Governor,,REP,Allen Alley,205,43,0,34,128
Multnomah,4708,Governor,,REP,Allen Alley,375,108,0,48,219
Multnomah,4709,Governor,,REP,Allen Alley,230,61,0,24,145
Multnomah,4710,Governor,,REP,Allen Alley,395,89,0,71,235
Multnomah,4801,Governor,,REP,Allen Alley,183,51,0,18,114
Multnomah,4802,Governor,,REP,Allen Alley,1,0,0,0,1
Multnomah,4803,Governor,,REP,Allen Alley,371,105,0,44,222
Multnomah,4804,Governor,,REP,Allen Alley,91,23,0,11,57
Multnomah,4805,Governor,,REP,Allen Alley,69,25,0,5,39
Multnomah,4806,Governor,,REP,Allen Alley,235,47,0,25,163
Multnomah,4807,Governor,,REP,Allen Alley,254,46,0,41,167
Multnomah,4901,Governor,,REP,Allen Alley,14,1,0,0,13
Multnomah,4902,Governor,,REP,Allen Alley,6,2,0,1,3
Multnomah,4903,Governor,,REP,Allen Alley,658,173,0,92,393
Multnomah,4904,Governor,,REP,Allen Alley,1358,372,1,181,804
Multnomah,4905,Governor,,REP,Allen Alley,67,19,0,8,40
Multnomah,4906,Governor,,REP,Allen Alley,153,37,0,15,101
Multnomah,4907,Governor,,REP,Allen Alley,60,16,0,17,27
Multnomah,4908,Governor,,REP,Allen Alley,377,94,0,49,234
Multnomah,4909,Governor,,REP,Allen Alley,593,167,0,80,346
Multnomah,4910,Governor,,REP,Allen Alley,449,105,1,53,290
Multnomah,4911,Governor,,REP,Allen Alley,535,137,0,77,321
Multnomah,5001,Governor,,REP,Allen Alley,410,90,0,63,257
Multnomah,5002,Governor,,REP,Allen Alley,1052,246,0,139,667
Multnomah,5003,Governor,,REP,Allen Alley,180,54,0,21,105
Multnomah,5004,Governor,,REP,Allen Alley,1141,322,0,156,663
Multnomah,5006,Governor,,REP,Allen Alley,686,152,0,83,451
Multnomah,5007,Governor,,REP,Allen Alley,518,165,0,68,285
Multnomah,5008,Governor,,REP,Allen Alley,707,194,0,114,399
Multnomah,5009,Governor,,REP,Allen Alley,104,30,0,15,59
Multnomah,5101,Governor,,REP,Allen Alley,73,22,0,11,40
Multnomah,5102,Governor,,REP,Allen Alley,512,138,0,72,302
Multnomah,5103,Governor,,REP,Allen Alley,291,67,0,31,193
Multnomah,5104,Governor,,REP,Allen Alley,516,154,1,71,290
Multnomah,5105,Governor,,REP,Allen Alley,88,35,0,10,43
Multnomah,5106,Governor,,REP,Allen Alley,254,47,0,33,174
Multnomah,5107,Governor,,REP,Allen Alley,178,53,2,29,94
Multnomah,5202,Governor,,REP,Allen Alley,744,206,0,149,389
Multnomah,5203,Governor,,REP,Allen Alley,478,151,0,58,269
Multnomah,5204,Governor,,REP,Allen Alley,597,185,0,86,326
Multnomah,2701,Governor,,REP,Write-ins,124,2,0,20,102
Multnomah,2702,Governor,,REP,Write-ins,173,0,0,19,154
Multnomah,3101,Governor,,REP,Write-ins,143,0,0,24,119
Multnomah,3102,Governor,,REP,Write-ins,278,1,0,38,239
Multnomah,3103,Governor,,REP,Write-ins,103,1,0,13,89
Multnomah,3301,Governor,,REP,Write-ins,486,4,0,106,376
Multnomah,3303,Governor,,REP,Write-ins,434,3,0,77,354
Multnomah,3304,Governor,,REP,Write-ins,71,1,0,11,59
Multnomah,3501,Governor,,REP,Write-ins,122,1,0,19,102
Multnomah,3502,Governor,,REP,Write-ins,519,4,0,68,447
Multnomah,3602,Governor,,REP,Write-ins,284,3,0,54,227
Multnomah,3603,Governor,,REP,Write-ins,474,7,0,72,395
Multnomah,3604,Governor,,REP,Write-ins,42,0,0,9,33
Multnomah,3605,Governor,,REP,Write-ins,320,2,0,53,265
Multnomah,3606,Governor,,REP,Write-ins,121,4,0,15,102
Multnomah,3607,Governor,,REP,Write-ins,488,4,0,89,395
Multnomah,3608,Governor,,REP,Write-ins,413,4,0,76,333
Multnomah,3609,Governor,,REP,Write-ins,97,0,0,16,81
Multnomah,3610,Governor,,REP,Write-ins,332,3,0,58,271
Multnomah,3611,Governor,,REP,Write-ins,468,8,0,82,378
Multnomah,3612,Governor,,REP,Write-ins,295,2,0,52,241
Multnomah,3801,Governor,,REP,Write-ins,8,0,0,0,8
Multnomah,3802,Governor,,REP,Write-ins,898,13,0,127,758
Multnomah,3803,Governor,,REP,Write-ins,409,7,0,52,350
Multnomah,3804,Governor,,REP,Write-ins,103,2,0,18,83
Multnomah,3805,Governor,,REP,Write-ins,81,1,0,13,67
Multnomah,3806,Governor,,REP,Write-ins,273,1,0,36,236
Multnomah,3807,Governor,,REP,Write-ins,226,1,0,33,192
Multnomah,3808,Governor,,REP,Write-ins,11,0,0,1,10
Multnomah,4101,Governor,,REP,Write-ins,492,4,0,71,417
Multnomah,4102,Governor,,REP,Write-ins,313,8,0,45,260
Multnomah,4103,Governor,,REP,Write-ins,373,6,0,46,321
Multnomah,4203,Governor,,REP,Write-ins,176,6,0,39,131
Multnomah,4204,Governor,,REP,Write-ins,242,4,0,48,190
Multnomah,4205,Governor,,REP,Write-ins,139,3,0,23,113
Multnomah,4207,Governor,,REP,Write-ins,112,3,0,20,89
Multnomah,4208,Governor,,REP,Write-ins,84,2,0,12,70
Multnomah,4209,Governor,,REP,Write-ins,245,5,0,33,207
Multnomah,4210,Governor,,REP,Write-ins,478,7,0,78,393
Multnomah,4301,Governor,,REP,Write-ins,180,6,0,28,146
Multnomah,4302,Governor,,REP,Write-ins,287,7,0,42,238
Multnomah,4304,Governor,,REP,Write-ins,229,3,0,41,185
Multnomah,4305,Governor,,REP,Write-ins,399,2,0,67,330
Multnomah,4306,Governor,,REP,Write-ins,73,2,0,20,51
Multnomah,4310,Governor,,REP,Write-ins,166,4,0,38,124
Multnomah,4401,Governor,,REP,Write-ins,405,6,0,46,353
Multnomah,4402,Governor,,REP,Write-ins,576,10,0,89,477
Multnomah,4403,Governor,,REP,Write-ins,284,5,0,36,243
Multnomah,4404,Governor,,REP,Write-ins,445,10,0,59,376
Multnomah,4409,Governor,,REP,Write-ins,125,1,0,22,102
Multnomah,4501,Governor,,REP,Write-ins,653,9,0,98,546
Multnomah,4502,Governor,,REP,Write-ins,258,4,0,28,226
Multnomah,4503,Governor,,REP,Write-ins,200,3,0,36,161
Multnomah,4505,Governor,,REP,Write-ins,442,5,0,76,361
Multnomah,4506,Governor,,REP,Write-ins,298,4,0,39,255
Multnomah,4508,Governor,,REP,Write-ins,228,5,0,34,189
Multnomah,4509,Governor,,REP,Write-ins,313,2,0,51,260
Multnomah,4510,Governor,,REP,Write-ins,345,2,0,50,293
Multnomah,4511,Governor,,REP,Write-ins,233,1,0,31,201
Multnomah,4512,Governor,,REP,Write-ins,64,0,0,8,56
Multnomah,4601,Governor,,REP,Write-ins,558,10,0,70,478
Multnomah,4602,Governor,,REP,Write-ins,283,6,0,49,228
Multnomah,4604,Governor,,REP,Write-ins,383,3,0,48,332
Multnomah,4605,Governor,,REP,Write-ins,282,5,0,49,228
Multnomah,4606,Governor,,REP,Write-ins,507,16,0,76,415
Multnomah,4607,Governor,,REP,Write-ins,445,1,0,57,387
Multnomah,4608,Governor,,REP,Write-ins,74,3,0,10,61
Multnomah,4701,Governor,,REP,Write-ins,388,2,0,50,336
Multnomah,4702,Governor,,REP,Write-ins,86,0,0,12,74
Multnomah,4703,Governor,,REP,Write-ins,346,1,0,57,288
Multnomah,4704,Governor,,REP,Write-ins,621,7,0,72,542
Multnomah,4705,Governor,,REP,Write-ins,527,7,0,65,455
Multnomah,4706,Governor,,REP,Write-ins,371,5,0,43,323
Multnomah,4707,Governor,,REP,Write-ins,205,4,0,34,167
Multnomah,4708,Governor,,REP,Write-ins,375,6,0,48,321
Multnomah,4709,Governor,,REP,Write-ins,230,3,0,24,203
Multnomah,4710,Governor,,REP,Write-ins,395,1,0,71,323
Multnomah,4801,Governor,,REP,Write-ins,183,2,0,18,163
Multnomah,4802,Governor,,REP,Write-ins,1,1,0,0,0
Multnomah,4803,Governor,,REP,Write-ins,371,5,0,44,322
Multnomah,4804,Governor,,REP,Write-ins,91,2,0,11,78
Multnomah,4805,Governor,,REP,Write-ins,69,0,0,5,64
Multnomah,4806,Governor,,REP,Write-ins,235,4,0,25,206
Multnomah,4807,Governor,,REP,Write-ins,254,3,0,41,210
Multnomah,4901,Governor,,REP,Write-ins,14,0,0,0,14
Multnomah,4902,Governor,,REP,Write-ins,6,0,0,1,5
Multnomah,4903,Governor,,REP,Write-ins,658,4,0,92,562
Multnomah,4904,Governor,,REP,Write-ins,1358,8,1,181,1168
Multnomah,4905,Governor,,REP,Write-ins,67,0,0,8,59
Multnomah,4906,Governor,,REP,Write-ins,153,0,0,15,138
Multnomah,4907,Governor,,REP,Write-ins,60,0,0,17,43
Multnomah,4908,Governor,,REP,Write-ins,377,2,0,49,326
Multnomah,4909,Governor,,REP,Write-ins,593,5,0,80,508
Multnomah,4910,Governor,,REP,Write-ins,449,3,1,53,392
Multnomah,4911,Governor,,REP,Write-ins,535,4,0,77,454
Multnomah,5001,Governor,,REP,Write-ins,410,6,0,63,341
Multnomah,5002,Governor,,REP,Write-ins,1052,7,0,139,906
Multnomah,5003,Governor,,REP,Write-ins,180,0,0,21,159
Multnomah,5004,Governor,,REP,Write-ins,1141,2,0,156,983
Multnomah,5006,Governor,,REP,Write-ins,686,1,0,83,602
Multnomah,5007,Governor,,REP,Write-ins,518,3,0,68,447
Multnomah,5008,Governor,,REP,Write-ins,707,6,0,114,587
Multnomah,5009,Governor,,REP,Write-ins,104,0,0,15,89
Multnomah,5101,Governor,,REP,Write-ins,73,1,0,11,61
Multnomah,5102,Governor,,REP,Write-ins,512,6,0,72,434
Multnomah,5103,Governor,,REP,Write-ins,291,1,0,31,259
Multnomah,5104,Governor,,REP,Write-ins,516,2,1,71,442
Multnomah,5105,Governor,,REP,Write-ins,88,0,0,10,78
Multnomah,5106,Governor,,REP,Write-ins,254,1,0,33,220
Multnomah,5107,Governor,,REP,Write-ins,178,0,0,29,149
Multnomah,5202,Governor,,REP,Write-ins,744,1,0,149,594
Multnomah,5203,Governor,,REP,Write-ins,478,3,0,58,417
Multnomah,5204,Governor,,REP,Write-ins,597,5,0,86,506
Multnomah,2701,Secretary of State,,REP,Dennis Richardson,124,88,0,19,17
Multnomah,2702,Secretary of State,,REP,Dennis Richardson,173,124,0,36,13
Multnomah,3101,Secretary of State,,REP,Dennis Richardson,143,95,0,28,20
Multnomah,3102,Secretary of State,,REP,Dennis Richardson,278,192,0,55,31
Multnomah,3103,Secretary of State,,REP,Dennis Richardson,103,68,0,20,15
Multnomah,3301,Secretary of State,,REP,Dennis Richardson,486,268,0,131,87
Multnomah,3303,Secretary of State,,REP,Dennis Richardson,434,293,0,105,36
Multnomah,3304,Secretary of State,,REP,Dennis Richardson,71,46,0,18,7
Multnomah,3501,Secretary of State,,REP,Dennis Richardson,122,71,0,28,23
Multnomah,3502,Secretary of State,,REP,Dennis Richardson,519,339,0,105,75
Multnomah,3602,Secretary of State,,REP,Dennis Richardson,284,174,0,70,40
Multnomah,3603,Secretary of State,,REP,Dennis Richardson,474,305,0,106,63
Multnomah,3604,Secretary of State,,REP,Dennis Richardson,42,30,0,8,4
Multnomah,3605,Secretary of State,,REP,Dennis Richardson,320,213,0,76,31
Multnomah,3606,Secretary of State,,REP,Dennis Richardson,121,85,0,25,11
Multnomah,3607,Secretary of State,,REP,Dennis Richardson,488,318,0,118,52
Multnomah,3608,Secretary of State,,REP,Dennis Richardson,413,254,0,101,58
Multnomah,3609,Secretary of State,,REP,Dennis Richardson,97,55,0,31,11
Multnomah,3610,Secretary of State,,REP,Dennis Richardson,332,215,0,78,39
Multnomah,3611,Secretary of State,,REP,Dennis Richardson,468,280,0,111,77
Multnomah,3612,Secretary of State,,REP,Dennis Richardson,295,188,0,61,46
Multnomah,3801,Secretary of State,,REP,Dennis Richardson,8,8,0,0,0
Multnomah,3802,Secretary of State,,REP,Dennis Richardson,898,588,0,177,133
Multnomah,3803,Secretary of State,,REP,Dennis Richardson,409,257,0,80,72
Multnomah,3804,Secretary of State,,REP,Dennis Richardson,103,73,0,19,11
Multnomah,3805,Secretary of State,,REP,Dennis Richardson,81,40,0,27,14
Multnomah,3806,Secretary of State,,REP,Dennis Richardson,273,183,0,50,40
Multnomah,3807,Secretary of State,,REP,Dennis Richardson,226,158,0,49,19
Multnomah,3808,Secretary of State,,REP,Dennis Richardson,11,8,0,1,2
Multnomah,4101,Secretary of State,,REP,Dennis Richardson,492,318,0,98,76
Multnomah,4102,Secretary of State,,REP,Dennis Richardson,313,188,0,62,63
Multnomah,4103,Secretary of State,,REP,Dennis Richardson,373,253,1,85,34
Multnomah,4203,Secretary of State,,REP,Dennis Richardson,176,89,0,50,37
Multnomah,4204,Secretary of State,,REP,Dennis Richardson,242,129,0,67,46
Multnomah,4205,Secretary of State,,REP,Dennis Richardson,139,77,0,30,32
Multnomah,4207,Secretary of State,,REP,Dennis Richardson,112,62,0,25,25
Multnomah,4208,Secretary of State,,REP,Dennis Richardson,84,53,0,17,14
Multnomah,4209,Secretary of State,,REP,Dennis Richardson,245,150,0,50,45
Multnomah,4210,Secretary of State,,REP,Dennis Richardson,478,280,0,106,92
Multnomah,4301,Secretary of State,,REP,Dennis Richardson,180,107,0,39,34
Multnomah,4302,Secretary of State,,REP,Dennis Richardson,287,179,0,62,46
Multnomah,4304,Secretary of State,,REP,Dennis Richardson,229,149,0,56,24
Multnomah,4305,Secretary of State,,REP,Dennis Richardson,399,241,0,86,72
Multnomah,4306,Secretary of State,,REP,Dennis Richardson,73,40,0,23,10
Multnomah,4310,Secretary of State,,REP,Dennis Richardson,166,91,0,46,29
Multnomah,4401,Secretary of State,,REP,Dennis Richardson,405,241,0,75,89
Multnomah,4402,Secretary of State,,REP,Dennis Richardson,576,335,0,133,108
Multnomah,4403,Secretary of State,,REP,Dennis Richardson,284,176,0,47,61
Multnomah,4404,Secretary of State,,REP,Dennis Richardson,445,275,0,83,87
Multnomah,4409,Secretary of State,,REP,Dennis Richardson,125,69,0,34,22
Multnomah,4501,Secretary of State,,REP,Dennis Richardson,653,424,0,138,91
Multnomah,4502,Secretary of State,,REP,Dennis Richardson,258,165,0,44,49
Multnomah,4503,Secretary of State,,REP,Dennis Richardson,200,117,0,47,36
Multnomah,4505,Secretary of State,,REP,Dennis Richardson,442,260,0,118,64
Multnomah,4506,Secretary of State,,REP,Dennis Richardson,298,198,0,61,39
Multnomah,4508,Secretary of State,,REP,Dennis Richardson,228,135,0,45,48
Multnomah,4509,Secretary of State,,REP,Dennis Richardson,313,200,0,68,45
Multnomah,4510,Secretary of State,,REP,Dennis Richardson,345,208,0,74,63
Multnomah,4511,Secretary of State,,REP,Dennis Richardson,233,150,0,50,33
Multnomah,4512,Secretary of State,,REP,Dennis Richardson,64,47,0,9,8
Multnomah,4601,Secretary of State,,REP,Dennis Richardson,558,360,0,114,84
Multnomah,4602,Secretary of State,,REP,Dennis Richardson,283,182,0,57,44
Multnomah,4604,Secretary of State,,REP,Dennis Richardson,383,261,0,64,58
Multnomah,4605,Secretary of State,,REP,Dennis Richardson,282,172,0,68,42
Multnomah,4606,Secretary of State,,REP,Dennis Richardson,507,295,0,96,116
Multnomah,4607,Secretary of State,,REP,Dennis Richardson,445,296,0,81,68
Multnomah,4608,Secretary of State,,REP,Dennis Richardson,74,45,0,17,12
Multnomah,4701,Secretary of State,,REP,Dennis Richardson,388,268,0,72,48
Multnomah,4702,Secretary of State,,REP,Dennis Richardson,86,56,0,17,13
Multnomah,4703,Secretary of State,,REP,Dennis Richardson,346,229,0,62,55
Multnomah,4704,Secretary of State,,REP,Dennis Richardson,621,403,0,111,107
Multnomah,4705,Secretary of State,,REP,Dennis Richardson,527,336,0,104,87
Multnomah,4706,Secretary of State,,REP,Dennis Richardson,371,234,0,74,63
Multnomah,4707,Secretary of State,,REP,Dennis Richardson,205,117,0,49,39
Multnomah,4708,Secretary of State,,REP,Dennis Richardson,375,241,0,71,63
Multnomah,4709,Secretary of State,,REP,Dennis Richardson,230,141,0,48,41
Multnomah,4710,Secretary of State,,REP,Dennis Richardson,395,244,0,86,65
Multnomah,4801,Secretary of State,,REP,Dennis Richardson,183,126,0,23,34
Multnomah,4802,Secretary of State,,REP,Dennis Richardson,1,0,0,0,1
Multnomah,4803,Secretary of State,,REP,Dennis Richardson,371,237,0,71,63
Multnomah,4804,Secretary of State,,REP,Dennis Richardson,91,62,0,12,17
Multnomah,4805,Secretary of State,,REP,Dennis Richardson,69,47,0,8,14
Multnomah,4806,Secretary of State,,REP,Dennis Richardson,235,154,0,39,42
Multnomah,4807,Secretary of State,,REP,Dennis Richardson,254,164,0,45,45
Multnomah,4901,Secretary of State,,REP,Dennis Richardson,14,12,0,2,0
Multnomah,4902,Secretary of State,,REP,Dennis Richardson,6,3,0,2,1
Multnomah,4903,Secretary of State,,REP,Dennis Richardson,658,441,0,131,86
Multnomah,4904,Secretary of State,,REP,Dennis Richardson,1358,875,1,270,212
Multnomah,4905,Secretary of State,,REP,Dennis Richardson,67,40,0,6,21
Multnomah,4906,Secretary of State,,REP,Dennis Richardson,153,117,0,18,18
Multnomah,4907,Secretary of State,,REP,Dennis Richardson,60,34,0,18,8
Multnomah,4908,Secretary of State,,REP,Dennis Richardson,377,255,0,75,47
Multnomah,4909,Secretary of State,,REP,Dennis Richardson,593,374,0,126,93
Multnomah,4910,Secretary of State,,REP,Dennis Richardson,449,324,1,77,47
Multnomah,4911,Secretary of State,,REP,Dennis Richardson,535,356,0,101,78
Multnomah,5001,Secretary of State,,REP,Dennis Richardson,410,267,0,83,60
Multnomah,5002,Secretary of State,,REP,Dennis Richardson,1052,710,0,197,145
Multnomah,5003,Secretary of State,,REP,Dennis Richardson,180,133,0,29,18
Multnomah,5004,Secretary of State,,REP,Dennis Richardson,1141,775,0,214,152
Multnomah,5006,Secretary of State,,REP,Dennis Richardson,686,453,0,124,109
Multnomah,5007,Secretary of State,,REP,Dennis Richardson,518,351,0,90,77
Multnomah,5008,Secretary of State,,REP,Dennis Richardson,707,452,0,153,102
Multnomah,5009,Secretary of State,,REP,Dennis Richardson,104,70,0,22,12
Multnomah,5101,Secretary of State,,REP,Dennis Richardson,73,51,0,12,10
Multnomah,5102,Secretary of State,,REP,Dennis Richardson,512,324,0,103,85
Multnomah,5103,Secretary of State,,REP,Dennis Richardson,291,205,0,48,38
Multnomah,5104,Secretary of State,,REP,Dennis Richardson,516,326,1,96,93
Multnomah,5105,Secretary of State,,REP,Dennis Richardson,88,53,0,20,15
Multnomah,5106,Secretary of State,,REP,Dennis Richardson,254,168,0,42,44
Multnomah,5107,Secretary of State,,REP,Dennis Richardson,178,113,0,32,33
Multnomah,5202,Secretary of State,,REP,Dennis Richardson,744,488,0,185,71
Multnomah,5203,Secretary of State,,REP,Dennis Richardson,478,339,0,80,59
Multnomah,5204,Secretary of State,,REP,Dennis Richardson,597,397,0,126,74
Multnomah,2701,Secretary of State,,REP,Sid Leiken,124,16,0,19,89
Multnomah,2702,Secretary of State,,REP,Sid Leiken,173,13,0,36,124
Multnomah,3101,Secretary of State,,REP,Sid Leiken,143,20,0,28,95
Multnomah,3102,Secretary of State,,REP,Sid Leiken,278,28,0,55,195
Multnomah,3103,Secretary of State,,REP,Sid Leiken,103,15,0,20,68
Multnomah,3301,Secretary of State,,REP,Sid Leiken,486,82,0,131,273
Multnomah,3303,Secretary of State,,REP,Sid Leiken,434,34,0,105,295
Multnomah,3304,Secretary of State,,REP,Sid Leiken,71,7,0,18,46
Multnomah,3501,Secretary of State,,REP,Sid Leiken,122,21,0,28,73
Multnomah,3502,Secretary of State,,REP,Sid Leiken,519,69,0,105,345
Multnomah,3602,Secretary of State,,REP,Sid Leiken,284,37,0,70,177
Multnomah,3603,Secretary of State,,REP,Sid Leiken,474,58,0,106,310
Multnomah,3604,Secretary of State,,REP,Sid Leiken,42,4,0,8,30
Multnomah,3605,Secretary of State,,REP,Sid Leiken,320,27,0,76,217
Multnomah,3606,Secretary of State,,REP,Sid Leiken,121,9,0,25,87
Multnomah,3607,Secretary of State,,REP,Sid Leiken,488,49,0,118,321
Multnomah,3608,Secretary of State,,REP,Sid Leiken,413,56,0,101,256
Multnomah,3609,Secretary of State,,REP,Sid Leiken,97,11,0,31,55
Multnomah,3610,Secretary of State,,REP,Sid Leiken,332,36,0,78,218
Multnomah,3611,Secretary of State,,REP,Sid Leiken,468,73,0,111,284
Multnomah,3612,Secretary of State,,REP,Sid Leiken,295,43,0,61,191
Multnomah,3801,Secretary of State,,REP,Sid Leiken,8,0,0,0,8
Multnomah,3802,Secretary of State,,REP,Sid Leiken,898,128,0,177,593
Multnomah,3803,Secretary of State,,REP,Sid Leiken,409,67,0,80,262
Multnomah,3804,Secretary of State,,REP,Sid Leiken,103,11,0,19,73
Multnomah,3805,Secretary of State,,REP,Sid Leiken,81,12,0,27,42
Multnomah,3806,Secretary of State,,REP,Sid Leiken,273,40,0,50,183
Multnomah,3807,Secretary of State,,REP,Sid Leiken,226,18,0,49,159
Multnomah,3808,Secretary of State,,REP,Sid Leiken,11,2,0,1,8
Multnomah,4101,Secretary of State,,REP,Sid Leiken,492,71,0,98,323
Multnomah,4102,Secretary of State,,REP,Sid Leiken,313,57,0,62,194
Multnomah,4103,Secretary of State,,REP,Sid Leiken,373,30,1,85,257
Multnomah,4203,Secretary of State,,REP,Sid Leiken,176,32,0,50,94
Multnomah,4204,Secretary of State,,REP,Sid Leiken,242,43,0,67,132
Multnomah,4205,Secretary of State,,REP,Sid Leiken,139,31,0,30,78
Multnomah,4207,Secretary of State,,REP,Sid Leiken,112,22,0,25,65
Multnomah,4208,Secretary of State,,REP,Sid Leiken,84,13,0,17,54
Multnomah,4209,Secretary of State,,REP,Sid Leiken,245,41,0,50,154
Multnomah,4210,Secretary of State,,REP,Sid Leiken,478,89,0,106,283
Multnomah,4301,Secretary of State,,REP,Sid Leiken,180,32,0,39,109
Multnomah,4302,Secretary of State,,REP,Sid Leiken,287,42,0,62,183
Multnomah,4304,Secretary of State,,REP,Sid Leiken,229,22,0,56,151
Multnomah,4305,Secretary of State,,REP,Sid Leiken,399,70,0,86,243
Multnomah,4306,Secretary of State,,REP,Sid Leiken,73,9,0,23,41
Multnomah,4310,Secretary of State,,REP,Sid Leiken,166,24,0,46,96
